"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","EMPLOYMENT_ZIP",,,"Pct16andOverEmployed",1,8,7,"% pop. 16+ yrs. employed","PROFNUM",0,0,,0,0,0,24,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",3
"WORK","EMPLOYMENT_ZIP",,,"Pct16andOverEmployed_m",1,8,9,"% pop. 16+ yrs. employed MOE","PROFNUM",0,0,,0,0,0,40,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",4
"WORK","EMPLOYMENT_ZIP",,,"PctUnemployed",1,8,6,"Unemployment rate (%)","PROFNUM",0,0,,0,0,0,16,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","EMPLOYMENT_ZIP",,,"PctUnemployed_m",1,8,8,"Unemployment rate (%) MOE","PROFNUM",0,0,,0,0,0,32,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","EMPLOYMENT_ZIP",,,"end_date",1,8,5,,"DATE",9,0,,0,0,1,8,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EMPLOYMENT_ZIP",,,"indc",1,8,10,,,0,0,,0,0,1,48,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EMPLOYMENT_ZIP",,,"start_date",1,8,4,,"DATE",9,0,,0,0,1,0,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EMPLOYMENT_ZIP",,,"timeframe",2,15,1,,,0,0,,0,0,0,56,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EMPLOYMENT_ZIP",,,"zip",2,5,2,"ZIP code (5-digit)","$ZIPA",0,0,,0,0,0,71,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EMPLOYMENT_ZIP",,,"zip_nf",2,5,3,,,0,0,,0,0,0,76,112,"V9","27JAN21:15:27:05","27JAN21:15:27:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."

