"timeframe","ward2012","NumOccupiedHsgUnits","NumOccupiedHsgUnits_m","ward2012_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m","NumMrtgOrigHomePurchPerUnit","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","permits","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","MedianMrtgInc1_4m_adj","indc"
2017,"Ward 5","X",".",5,"01JAN2017","31DEC2017","X","X","X","X","X",600000,737,131485.69,132,".",".",".",".",6977,".",".",".",".",1
2018,"Ward 5","X",".",5,"01JAN2018","31DEC2018","X","X","X","X","X",615000,672,135367.07,65,".",".",".",".",7373,".",".",".",".",1
2019,"Ward 5","X",".",5,"01JAN2019","31DEC2019","X","X","X","X","X",625000,699,".",".",".",".",".",".",".",".",".",".",".",1
1995,"Ward 6","X",".",6,"01JAN1995","31DEC1995","X","X","X","X","X",108500,500,".",".",15,218,4.5,67,".",".",".",".",".",1
1996,"Ward 6","X",".",6,"01JAN1996","31DEC1996","X","X","X","X","X",110000,603,".",".",17,253,7.3,108,".",".",".",".",".",1
1997,"Ward 6","X",".",6,"01JAN1997","31DEC1997","X","X","X","X","X",118000,681,53890.56,24,17,260,7.5,111,".",".",".",".",".",1
1998,"Ward 6","X",".",6,"01JAN1998","31DEC1998","X","X","X","X","X",125000,920,58341.68,38,21,315,7.8,116,".",".",".",".",".",1
1999,"Ward 6","X",".",6,"01JAN1999","31DEC1999","X","X","X","X","X",138000,920,60843.07,43,22,327,8.8,131,".",".",".",".",".",1
2000,"Ward 6","X",".",6,"01JAN2000","31DEC2000","X","X","X","X","X",159900,798,74679.04,45,18,263,7.9,117,".",".",".",".",".",1
2001,"Ward 6","X",".",6,"01JAN2001","31DEC2001","X","X","X","X","X",235000,873,80673.17,46,17,246,6.6,98,".",".",".",".",".",1
2002,"Ward 6","X",".",6,"01JAN2002","31DEC2002","X","X","X","X","X",270000,815,91915.88,48,16,237,3.8,57,".",".",".",".",".",1
2003,"Ward 6","X",".",6,"01JAN2003","31DEC2003","X","X","X","X","X",314000,803,89060.41,49,13,200,0.4,6.0,".",".",".",".",".",1
2004,"Ward 6","X",".",6,"01JAN2004","31DEC2004","X","X","X","X","X",410000,861,102150.57,65,8.4,127,1.0,15,".",".",".",".",".",1
2005,"Ward 6","X",".",6,"01JAN2005","31DEC2005","X","X","X","X","X",489500,862,114956.34,69,6.8,107,0.8,13,".",".",".",".",".",1
2006,"Ward 6","X",".",6,"01JAN2006","31DEC2006","X","X","X","X","X",525000,633,124663.27,58,7.4,120,0.9,15,".",".",".",".",".",1
2007,"Ward 6","X",".",6,"01JAN2007","31DEC2007","X","X","X","X","X",525000,521,127515.31,49,13,223,2.3,39,".",".",".",".",".",1
2008,"Ward 6","X",".",6,"01JAN2008","31DEC2008","X","X","X","X","X",520000,421,123993.88,41,21,371,7.3,131,".",".",".",".",".",1
2009,"Ward 6","X",".",6,"01JAN2009","31DEC2009","X","X","X","X","X",532500,472,117037.93,145,22,412,6.6,121,5411,".",".",".",".",1
2010,"Ward 6","X",".",6,"01JAN2010","31DEC2010","X","X","X","X","X",559000,541,123048.36,133,42,792,30,566,6439,".",".",".",".",1
2011,"Ward 6","X",".",6,"01JAN2011","31DEC2011","X","X","X","X","X",546910,590,132034.51,109,0.2,4.0,1.0,19,7117,".",".",".",".",1
2012,"Ward 6","X",".",6,"01JAN2012","31DEC2012","X","X","X","X","X",620000,636,140071.25,115,0.1,2.0,0.2,3.0,6675,".",".",".",".",1
2013,"Ward 6","X",".",6,"01JAN2013","31DEC2013","X","X","X","X","X",650000,641,140921.29,119,0.3,6.0,0.3,6.0,7171,".",".",".",".",1
2014,"Ward 6","X",".",6,"01JAN2014","31DEC2014","X","X","X","X","X",685000,522,149947.32,116,".",".",".",".",7675,".",".",".",".",1
2015,"Ward 6","X",".",6,"01JAN2015","31DEC2015","X","X","X","X","X",749000,549,151854.20,128,".",".",".",".",7503,".",".",".",".",1
2016,"Ward 6","X",".",6,"01JAN2016","31DEC2016","X","X","X","X","X",760750,534,160340.44,121,".",".",".",".",8039,".",".",".",".",1
2017,"Ward 6","X",".",6,"01JAN2017","31DEC2017","X","X","X","X","X",815000,561,176667.68,129,".",".",".",".",9045,".",".",".",".",1
2018,"Ward 6","X",".",6,"01JAN2018","31DEC2018","X","X","X","X","X",840000,538,173758.08,68,".",".",".",".",8436,".",".",".",".",1
2019,"Ward 6","X",".",6,"01JAN2019","31DEC2019","X","X","X","X","X",885000,510,".",".",".",".",".",".",".",".",".",".",".",1
1995,"Ward 7","X",".",7,"01JAN1995","31DEC1995","X","X","X","X","X",85000,325,".",".",13,193,3.5,50,".",".",".",".",".",1
1996,"Ward 7","X",".",7,"01JAN1996","31DEC1996","X","X","X","X","X",85000,406,".",".",15,218,4.5,65,".",".",".",".",".",1
1997,"Ward 7","X",".",7,"01JAN1997","31DEC1997","X","X","X","X","X",85842,415,34880.52,13,21,297,6.6,95,".",".",".",".",".",1
1998,"Ward 7","X",".",7,"01JAN1998","31DEC1998","X","X","X","X","X",88400,499,36543.71,14,21,305,8.1,117,".",".",".",".",".",1
1999,"Ward 7","X",".",7,"01JAN1999","31DEC1999","X","X","X","X","X",85000,478,34161.62,15,24,348,7.9,114,".",".",".",".",".",1
2000,"Ward 7","X",".",7,"01JAN2000","31DEC2000","X","X","X","X","X",93567,424,38195.23,18,24,347,8.5,123,".",".",".",".",".",1
2001,"Ward 7","X",".",7,"01JAN2001","31DEC2001","X","X","X","X","X",109550,406,44711.61,16,21,306,7.0,101,".",".",".",".",".",1
2002,"Ward 7","X",".",7,"01JAN2002","31DEC2002","X","X","X","X","X",117250,434,43421.83,19,25,357,6.5,94,".",".",".",".",".",1
2003,"Ward 7","X",".",7,"01JAN2003","31DEC2003","X","X","X","X","X",136500,400,51411.18,21,23,340,0.9,13,".",".",".",".",".",1
2004,"Ward 7","X",".",7,"01JAN2004","31DEC2004","X","X","X","X","X",160000,570,55587.67,37,19,286,2.0,30,".",".",".",".",".",1
2005,"Ward 7","X",".",7,"01JAN2005","31DEC2005","X","X","X","X","X",216000,579,69508.85,40,14,207,2.1,31,".",".",".",".",".",1
2006,"Ward 7","X",".",7,"01JAN2006","31DEC2006","X","X","X","X","X",260000,513,72114.36,45,14,208,1.1,16,".",".",".",".",".",1
2007,"Ward 7","X",".",7,"01JAN2007","31DEC2007","X","X","X","X","X",274500,391,75187.61,24,22,339,4.4,69,".",".",".",".",".",1
2008,"Ward 7","X",".",7,"01JAN2008","31DEC2008","X","X","X","X","X",299500,238,63136.41,12,34,542,14,224,".",".",".",".",".",1
2009,"Ward 7","X",".",7,"01JAN2009","31DEC2009","X","X","X","X","X",280000,219,62376.82,57,45,711,13,209,2026,".",".",".",".",1
2010,"Ward 7","X",".",7,"01JAN2010","31DEC2010","X","X","X","X","X",234000,220,59070.21,56,37,595,13,214,2264,".",".",".",".",1
2011,"Ward 7","X",".",7,"01JAN2011","31DEC2011","X","X","X","X","X",229950,220,58364.19,52,0.7,11,3.9,62,2346,".",".",".",".",1
2012,"Ward 7","X",".",7,"01JAN2012","31DEC2012","X","X","X","X","X",232000,297,64539.09,50,0.2,3.0,0.6,10,2469,".",".",".",".",1
2013,"Ward 7","X",".",7,"01JAN2013","31DEC2013","X","X","X","X","X",235000,362,66700.45,61,0.6,10,0.7,12,2844,".",".",".",".",1
2014,"Ward 7","X",".",7,"01JAN2014","31DEC2014","X","X","X","X","X",270000,305,74164.54,58,".",".",".",".",2897,".",".",".",".",1
2015,"Ward 7","X",".",7,"01JAN2015","31DEC2015","X","X","X","X","X",297500,321,77389.49,71,".",".",".",".",3361,".",".",".",".",1
2016,"Ward 7","X",".",7,"01JAN2016","31DEC2016","X","X","X","X","X",329450,484,91947.82,83,".",".",".",".",3852,".",".",".",".",1
2017,"Ward 7","X",".",7,"01JAN2017","31DEC2017","X","X","X","X","X",339950,506,87769.39,90,".",".",".",".",3560,".",".",".",".",1
2018,"Ward 7","X",".",7,"01JAN2018","31DEC2018","X","X","X","X","X",360000,585,92240.90,47,".",".",".",".",4167,".",".",".",".",1
2019,"Ward 7","X",".",7,"01JAN2019","31DEC2019","X","X","X","X","X",399450,514,".",".",".",".",".",".",".",".",".",".",".",1
1995,"Ward 8","X",".",8,"01JAN1995","31DEC1995","X","X","X","X","X",84500,147,".",".",18,129,3.7,27,".",".",".",".",".",1
1996,"Ward 8","X",".",8,"01JAN1996","31DEC1996","X","X","X","X","X",82000,186,".",".",19,136,4.0,29,".",".",".",".",".",1
1997,"Ward 8","X",".",8,"01JAN1997","31DEC1997","X","X","X","X","X",80000,192,30106.79,5.5,23,170,6.9,50,".",".",".",".",".",1
1998,"Ward 8","X",".",8,"01JAN1998","31DEC1998","X","X","X","X","X",77460,269,36559.93,7.0,28,204,8.5,62,".",".",".",".",".",1
1999,"Ward 8","X",".",8,"01JAN1999","31DEC1999","X","X","X","X","X",88089,273,36769.16,11,29,213,10,75,".",".",".",".",".",1
2000,"Ward 8","X",".",8,"01JAN2000","31DEC2000","X","X","X","X","X",96175,268,34817.24,12,30,221,9.5,69,".",".",".",".",".",1
2001,"Ward 8","X",".",8,"01JAN2001","31DEC2001","X","X","X","X","X",109999,239,45761.10,15,23,169,8.8,64,".",".",".",".",".",1
2002,"Ward 8","X",".",8,"01JAN2002","31DEC2002","X","X","X","X","X",125000,255,46121.67,16,32,237,8.8,66,".",".",".",".",".",1
2003,"Ward 8","X",".",8,"01JAN2003","31DEC2003","X","X","X","X","X",135891,211,45276.30,16,25,189,1.8,14,".",".",".",".",".",1
2004,"Ward 8","X",".",8,"01JAN2004","31DEC2004","X","X","X","X","X",153355,311,53908.90,20,23,178,2.8,22,".",".",".",".",".",1
2005,"Ward 8","X",".",8,"01JAN2005","31DEC2005","X","X","X","X","X",204448,300,67086.50,27,15,120,1.8,14,".",".",".",".",".",1
2006,"Ward 8","X",".",8,"01JAN2006","31DEC2006","X","X","X","X","X",262500,350,72315.67,37,15,139,1.6,14,".",".",".",".",".",1
2007,"Ward 8","X",".",8,"01JAN2007","31DEC2007","X","X","X","X","X",287000,227,66486.56,23,20,188,3.7,35,".",".",".",".",".",1
2008,"Ward 8","X",".",8,"01JAN2008","31DEC2008","X","X","X","X","X",295000,187,60515.98,9.6,34,326,7.6,73,".",".",".",".",".",1
2009,"Ward 8","X",".",8,"01JAN2009","31DEC2009","X","X","X","X","X",240500,84,56150.03,37,48,461,15,146,1719,".",".",".",".",1
2010,"Ward 8","X",".",8,"01JAN2010","31DEC2010","X","X","X","X","X",225375,128,62388.85,38,41,394,15,144,1825,".",".",".",".",1
2011,"Ward 8","X",".",8,"01JAN2011","31DEC2011","X","X","X","X","X",229482,108,65459.60,29,0.4,4.0,4.5,44,1909,".",".",".",".",1
2012,"Ward 8","X",".",8,"01JAN2012","31DEC2012","X","X","X","X","X",215000,110,67237.49,26,0.6,6.0,1.2,12,1715,".",".",".",".",1
2013,"Ward 8","X",".",8,"01JAN2013","31DEC2013","X","X","X","X","X",218960,135,125711.83,29,0.6,6.0,0.6,6.0,1624,".",".",".",".",1
2014,"Ward 8","X",".",8,"01JAN2014","31DEC2014","X","X","X","X","X",265000,151,74620.01,36,".",".",".",".",2003,".",".",".",".",1
2015,"Ward 8","X",".",8,"01JAN2015","31DEC2015","X","X","X","X","X",280753,154,75799.72,41,".",".",".",".",2431,".",".",".",".",1
2016,"Ward 8","X",".",8,"01JAN2016","31DEC2016","X","X","X","X","X",319700,218,79868.83,47,".",".",".",".",2644,".",".",".",".",1
2017,"Ward 8","X",".",8,"01JAN2017","31DEC2017","X","X","X","X","X",330000,311,82835.81,67,".",".",".",".",2765,".",".",".",".",1
2018,"Ward 8","X",".",8,"01JAN2018","31DEC2018","X","X","X","X","X",369900,325,86850.78,32,".",".",".",".",3250,".",".",".",".",1
2019,"Ward 8","X",".",8,"01JAN2019","31DEC2019","X","X","X","X","X",375000,269,".",".",".",".",".",".",".",".",".",".",".",1
2016,"Ward 1","X",".",1,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",7.6,".",".",".",1
2016,"Ward 2","X",".",2,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",-6.0,".",".",".",1
2016,"Ward 3","X",".",3,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",6.2,".",".",".",1
2016,"Ward 4","X",".",4,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",2.9,".",".",".",1
2016,"Ward 5","X",".",5,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",5.9,".",".",".",1
2016,"Ward 6","X",".",6,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",0.3,".",".",".",1
2016,"Ward 7","X",".",7,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",9.4,".",".",".",1
2016,"Ward 8","X",".",8,"01JAN2015","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",12,".",".",".",1
2016,"Ward 1","X",".",1,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",6.5,".",".",1
2016,"Ward 2","X",".",2,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",3.2,".",".",1
2016,"Ward 3","X",".",3,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",4.2,".",".",1
2016,"Ward 4","X",".",4,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",6.2,".",".",1
2016,"Ward 5","X",".",5,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",8.8,".",".",1
2016,"Ward 6","X",".",6,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",5.4,".",".",1
2016,"Ward 7","X",".",7,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",6.1,".",".",1
2016,"Ward 8","X",".",8,"01JAN2011","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",5.5,".",".",1
2016,"Ward 1","X",".",1,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",2.2,".",1
2016,"Ward 2","X",".",2,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",0.7,".",1
2016,"Ward 3","X",".",3,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",1.2,".",1
2016,"Ward 4","X",".",4,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",1.6,".",1
2016,"Ward 5","X",".",5,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",2.2,".",1
2016,"Ward 6","X",".",6,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",2.0,".",1
2016,"Ward 7","X",".",7,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",0.6,".",1
2016,"Ward 8","X",".",8,"01JAN2006","31DEC2016","X","X","X","X","X",".",".",".",".",".",".",".",".",".",".",".",0.2,".",1

