"timeframe","cluster2017","NumOccupiedHsgUnits","NumOccupiedHsgUnits_m","cluster2017_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m","NumMrtgOrigHomePurchPerUnit","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","permits","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","MedianMrtgInc1_4m_adj","indc"
"2014-18","Cluster 01",10878,322,"Cluster 1","01JAN2014","31DEC2018",".",3.2,39,1.9,2.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 02",20290,412,"Cluster 2","01JAN2014","31DEC2018",".",4.9,34,1.5,1.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 03",5370,252,"Cluster 3","01JAN2014","31DEC2018",".",5.5,47,4.6,4.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 04",4623,245,"Cluster 4","01JAN2014","31DEC2018",".",6.8,59,5.5,4.1,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 05",6177,322,"Cluster 5","01JAN2014","31DEC2018",".",8.1,35,3.7,3.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 06",12603,374,"Cluster 6","01JAN2014","31DEC2018",".",4.9,34,2.3,2.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 07",11435,314,"Cluster 7","01JAN2014","31DEC2018",".",4.3,30,2.3,2.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 08",11071,308,"Cluster 8","01JAN2014","31DEC2018",".",6.3,22,2.2,2.1,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 09",7777,274,"Cluster 9","01JAN2014","31DEC2018",".",4.1,39,2.6,3.2,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 10",6134,151,"Cluster 10","01JAN2014","31DEC2018",".",2.6,68,3.0,3.0,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 11",4911,126,"Cluster 11","01JAN2014","31DEC2018",".",2.7,70,4.5,3.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 12",5845,239,"Cluster 12","01JAN2014","31DEC2018",".",4.7,40,3.9,3.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 13",5063,175,"Cluster 13","01JAN2014","31DEC2018",".",4.6,78,5.1,3.1,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 14",10767,308,"Cluster 14","01JAN2014","31DEC2018",".",6.3,50,3.3,2.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 15",8282,276,"Cluster 15","01JAN2014","31DEC2018",".",8.0,45,3.7,2.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 16",1487,81,"Cluster 16","01JAN2014","31DEC2018",".",24,92,21,5.0,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 17",8904,239,"Cluster 17","01JAN2014","31DEC2018",".",3.9,47,2.0,2.3,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 18",14242,334,"Cluster 18","01JAN2014","31DEC2018",".",4.7,57,2.0,2.0,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 19",5450,201,"Cluster 19","01JAN2014","31DEC2018",".",5.4,53,3.2,3.2,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 20",4563,167,"Cluster 20","01JAN2014","31DEC2018",".",2.2,68,2.9,3.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 21",10795,262,"Cluster 21","01JAN2014","31DEC2018",".",7.2,44,2.2,2.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 22",5345,158,"Cluster 22","01JAN2014","31DEC2018",".",3.6,59,2.6,3.1,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 23",7078,262,"Cluster 23","01JAN2014","31DEC2018",".",7.3,26,2.5,2.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 24",3573,140,"Cluster 24","01JAN2014","31DEC2018",".",3.7,63,3.8,4.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 25",13292,322,"Cluster 25","01JAN2014","31DEC2018",".",10,46,2.7,1.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 26",11728,258,"Cluster 26","01JAN2014","31DEC2018",".",7.0,56,2.6,2.0,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 27",3178,138,"Cluster 27","01JAN2014","31DEC2018",".",7.3,17,4.2,3.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 28",2078,130,"Cluster 28","01JAN2014","31DEC2018",".",8.4,27,4.5,4.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 29",829,52,"Cluster 29","01JAN2014","31DEC2018",".",0.0,34,2.1,7.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 30",3358,151,"Cluster 30","01JAN2014","31DEC2018",".",4.7,22,3.0,3.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 31",5091,198,"Cluster 31","01JAN2014","31DEC2018",".",7.0,46,3.5,3.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 32",5680,209,"Cluster 32","01JAN2014","31DEC2018",".",5.6,28,2.7,3.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 33",7663,229,"Cluster 33","01JAN2014","31DEC2018",".",6.8,38,2.3,2.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 34",7580,244,"Cluster 34","01JAN2014","31DEC2018",".",7.9,41,2.8,2.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 35",3186,173,"Cluster 35","01JAN2014","31DEC2018",".",8.7,42,6.0,6.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 36",2803,168,"Cluster 36","01JAN2014","31DEC2018",".",10,16,3.7,4.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 37",3098,150,"Cluster 37","01JAN2014","31DEC2018",".",7.3,24,2.9,3.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 38",4508,168,"Cluster 38","01JAN2014","31DEC2018",".",5.8,21,2.7,3.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 39",11606,291,"Cluster 39","01JAN2014","31DEC2018",".",7.3,23,1.8,2.1,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 40",140,28,"Cluster 40","01JAN2014","31DEC2018",".",3.7,51,13,21,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 41",438,60,"Cluster 41","01JAN2014","31DEC2018",".",3.7,45,13,13,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 43",280,58,"Cluster 43","01JAN2014","31DEC2018",".",5.9,32,14,19,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 44",1963,123,"Cluster 44","01JAN2014","31DEC2018",".",4.0,5.4,2.9,2.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2014-18","Cluster 46",105,24,"Cluster 46","01JAN2014","31DEC2018",".",3.9,76,25,22,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 01",10723,304,"Cluster 1","01JAN2010","31DEC2014",".",5.1,36,2.3,2.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 02",19747,394,"Cluster 2","01JAN2010","31DEC2014",".",3.5,32,1.3,1.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 03",5169,169,"Cluster 3","01JAN2010","31DEC2014",".",3.1,45,2.6,4.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 04",4862,257,"Cluster 4","01JAN2010","31DEC2014",".",7.2,58,5.0,4.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 05",6779,409,"Cluster 5","01JAN2010","31DEC2014",".",9.5,31,4.4,3.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 06",12712,361,"Cluster 6","01JAN2010","31DEC2014",".",3.8,34,2.0,2.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 07",10544,308,"Cluster 7","01JAN2010","31DEC2014",".",4.5,31,2.4,2.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 08",9846,257,"Cluster 8","01JAN2010","31DEC2014",".",4.8,23,1.8,2.3,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 09",6713,273,"Cluster 9","01JAN2010","31DEC2014",".",3.5,41,2.0,3.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 10",5882,209,"Cluster 10","01JAN2010","31DEC2014",".",5.9,71,5.1,2.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 11",4903,166,"Cluster 11","01JAN2010","31DEC2014",".",1.8,69,4.3,3.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 12",5856,278,"Cluster 12","01JAN2010","31DEC2014",".",5.7,39,4.6,3.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 13",5151,168,"Cluster 13","01JAN2010","31DEC2014",".",3.0,76,4.2,2.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 14",10921,332,"Cluster 14","01JAN2010","31DEC2014",".",5.6,46,3.2,2.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 15",8369,316,"Cluster 15","01JAN2010","31DEC2014",".",5.7,43,3.9,2.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 16",1464,86,"Cluster 16","01JAN2010","31DEC2014",".",41,91,23,1.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 17",8546,241,"Cluster 17","01JAN2010","31DEC2014",".",5.4,48,2.5,2.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 18",14384,302,"Cluster 18","01JAN2010","31DEC2014",".",7.0,55,2.4,2.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 19",5250,187,"Cluster 19","01JAN2010","31DEC2014",".",4.5,56,3.4,3.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 20",4505,181,"Cluster 20","01JAN2010","31DEC2014",".",8.1,66,5.9,3.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 21",9115,273,"Cluster 21","01JAN2010","31DEC2014",".",12,44,3.0,2.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 22",5030,158,"Cluster 22","01JAN2010","31DEC2014",".",6.5,58,4.2,3.0,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 23",6470,246,"Cluster 23","01JAN2010","31DEC2014",".",9.5,27,2.9,2.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 24",3161,139,"Cluster 24","01JAN2010","31DEC2014",".",6.8,54,5.2,3.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 25",11531,278,"Cluster 25","01JAN2010","31DEC2014",".",6.4,49,2.3,2.1,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 26",11589,252,"Cluster 26","01JAN2010","31DEC2014",".",7.0,54,2.6,1.9,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 27",2112,121,"Cluster 27","01JAN2010","31DEC2014",".",4.1,22,2.7,3.7,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 28",1936,125,"Cluster 28","01JAN2010","31DEC2014",".",13,27,4.6,4.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 29",719,67,"Cluster 29","01JAN2010","31DEC2014",".",3.0,45,5.0,9.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 30",2687,171,"Cluster 30","01JAN2010","31DEC2014",".",6.1,20,3.6,3.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 31",4721,219,"Cluster 31","01JAN2010","31DEC2014",".",9.6,43,3.8,3.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 32",5496,229,"Cluster 32","01JAN2010","31DEC2014",".",8.3,31,3.3,3.5,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 33",6928,264,"Cluster 33","01JAN2010","31DEC2014",".",8.4,37,2.7,2.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 34",7072,271,"Cluster 34","01JAN2010","31DEC2014",".",12,46,3.6,2.8,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 35",2814,243,"Cluster 35","01JAN2010","31DEC2014",".",11,41,6.2,6.4,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 36",2737,132,"Cluster 36","01JAN2010","31DEC2014",".",5.7,9.9,3.0,3.2,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 37",2964,140,"Cluster 37","01JAN2010","31DEC2014",".",4.1,17,2.5,2.6,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 38",4589,164,"Cluster 38","01JAN2010","31DEC2014",".",4.7,15,2.1,3.3,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 39",10963,332,"Cluster 39","01JAN2010","31DEC2014",".",8.8,23,2.2,2.0,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 40",129,29,"Cluster 40","01JAN2010","31DEC2014",".",7.0,53,23,27,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 41",432,68,"Cluster 41","01JAN2010","31DEC2014",".",8.0,47,19,12,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 43",278,56,"Cluster 43","01JAN2010","31DEC2014",".",4.7,28,11,15,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 44",1490,114,"Cluster 44","01JAN2010","31DEC2014",".",9.1,6.0,5.3,3.1,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
"2010-14","Cluster 46",100,24,"Cluster 46","01JAN2010","31DEC2014",".",7.4,68,39,19,"X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 01",10940,".","Cluster 1","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 02",19528,".","Cluster 2","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 03",4358,".","Cluster 3","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 04",5214,".","Cluster 4","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 05",6836,".","Cluster 5","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 06",13069,".","Cluster 6","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 07",10362,".","Cluster 7","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 08",9607,".","Cluster 8","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 09",6789,".","Cluster 9","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 10",6126,".","Cluster 10","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 11",4519,".","Cluster 11","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 12",6027,".","Cluster 12","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 13",4805,".","Cluster 13","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 14",11802,".","Cluster 14","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 15",8544,".","Cluster 15","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 16",1578,".","Cluster 16","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 17",8458,".","Cluster 17","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 18",13623,".","Cluster 18","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 19",5687,".","Cluster 19","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 20",4024,".","Cluster 20","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 21",9417,".","Cluster 21","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 22",4745,".","Cluster 22","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 23",6102,".","Cluster 23","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 24",3067,".","Cluster 24","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 25",11201,".","Cluster 25","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 26",11989,".","Cluster 26","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 27",1830,".","Cluster 27","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 28",1911,".","Cluster 28","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 29",713,".","Cluster 29","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 30",2761,".","Cluster 30","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 31",4802,".","Cluster 31","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 32",5427,".","Cluster 32","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 33",7158,".","Cluster 33","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 34",7361,".","Cluster 34","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 35",2956,".","Cluster 35","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 36",2725,".","Cluster 36","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 37",2804,".","Cluster 37","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 38",4310,".","Cluster 38","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 39",11468,".","Cluster 39","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 40",1.0,".","Cluster 40","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 41",386,".","Cluster 41","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 43",59,".","Cluster 43","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 44",1438,".","Cluster 44","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2010,"Cluster 46",145,".","Cluster 46","01JAN2010","31DEC2010",".",".",".",".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 01",10926,".","Cluster 1","01JAN2000","31DEC2000",37,2.4,33,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 02",17212,".","Cluster 2","01JAN2000","31DEC2000",45,4.8,26,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 03",3467,".","Cluster 3","01JAN2000","31DEC2000",38,5.6,34,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 04",5834,".","Cluster 4","01JAN2000","31DEC2000",26,3.1,53,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 05",6042,".","Cluster 5","01JAN2000","31DEC2000",22,3.2,29,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 06",13084,".","Cluster 6","01JAN2000","31DEC2000",32,2.6,30,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 07",8100,".","Cluster 7","01JAN2000","31DEC2000",43,4.7,23,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 08",5287,".","Cluster 8","01JAN2000","31DEC2000",46,5.9,12,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 09",6965,".","Cluster 9","01JAN2000","31DEC2000",49,4.3,33,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 10",5885,".","Cluster 10","01JAN2000","31DEC2000",63,2.3,73,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 11",4485,".","Cluster 11","01JAN2000","31DEC2000",54,2.9,70,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 12",5952,".","Cluster 12","01JAN2000","31DEC2000",44,3.3,37,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 13",5346,".","Cluster 13","01JAN2000","31DEC2000",42,2.7,70,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 14",10808,".","Cluster 14","01JAN2000","31DEC2000",34,1.9,41,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 15",8327,".","Cluster 15","01JAN2000","31DEC2000",44,1.5,42,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 16",1616,".","Cluster 16","01JAN2000","31DEC2000",75,10,90,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 17",8211,".","Cluster 17","01JAN2000","31DEC2000",59,5.6,52,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 18",13459,".","Cluster 18","01JAN2000","31DEC2000",61,7.7,56,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 19",4912,".","Cluster 19","01JAN2000","31DEC2000",60,6.3,57,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 20",4553,".","Cluster 20","01JAN2000","31DEC2000",64,10,69,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 21",7648,".","Cluster 21","01JAN2000","31DEC2000",55,12,44,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 22",4820,".","Cluster 22","01JAN2000","31DEC2000",61,5.7,63,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 23",5736,".","Cluster 23","01JAN2000","31DEC2000",55,9.6,29,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 24",3037,".","Cluster 24","01JAN2000","31DEC2000",66,1.9,54,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 25",10217,".","Cluster 25","01JAN2000","31DEC2000",54,6.8,52,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 26",11642,".","Cluster 26","01JAN2000","31DEC2000",41,5.1,48,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 27",888,".","Cluster 27","01JAN2000","31DEC2000",60,2.7,1.5,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 28",1782,".","Cluster 28","01JAN2000","31DEC2000",60,14,26,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 29",657,".","Cluster 29","01JAN2000","31DEC2000",55,11,43,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 30",2628,".","Cluster 30","01JAN2000","31DEC2000",56,9.4,28,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 31",4814,".","Cluster 31","01JAN2000","31DEC2000",64,7.4,46,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 32",5438,".","Cluster 32","01JAN2000","31DEC2000",58,7.0,34,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 33",6704,".","Cluster 33","01JAN2000","31DEC2000",63,11,37,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 34",7342,".","Cluster 34","01JAN2000","31DEC2000",63,9.9,47,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 35",3075,".","Cluster 35","01JAN2000","31DEC2000",62,6.5,44,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 36",2340,".","Cluster 36","01JAN2000","31DEC2000",43,13,15,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 37",2696,".","Cluster 37","01JAN2000","31DEC2000",57,7.3,15,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
2000,"Cluster 38",3985,".","Cluster 38","01JAN2000","31DEC2000",57,6.8,15,".",".","X","X",".","X","X","X","X","X",".","X","X","X","X",1
