"timeframe","cluster2017","NumOccupiedHsgUnits","NumOccupiedHsgUnits_m","cluster2017_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m","NumMrtgOrigHomePurchPerUnit","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","permits","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","MedianMrtgInc1_4m_adj","indc"
1996,"Cluster 06","X",".","Cluster 6","01JAN1996","31DEC1996","X","X","X","X","X",241150,26,".",".",5.8,33,1.1,6.0,".",".",".",".",".",1
1997,"Cluster 06","X",".","Cluster 6","01JAN1997","31DEC1997","X","X","X","X","X",302200,32,63564.92,36,4.1,23,0.4,2.0,".",".",".",".",".",1
1998,"Cluster 06","X",".","Cluster 6","01JAN1998","31DEC1998","X","X","X","X","X",280000,37,71098.68,46,5.1,29,0.9,5.0,".",".",".",".",".",1
1999,"Cluster 06","X",".","Cluster 6","01JAN1999","31DEC1999","X","X","X","X","X",354664,53,73064.11,53,3.5,20,0.7,4.0,".",".",".",".",".",1
2000,"Cluster 06","X",".","Cluster 6","01JAN2000","31DEC2000","X","X","X","X","X",460000,41,86006.08,59,4.4,25,0.4,2.0,".",".",".",".",".",1
2001,"Cluster 06","X",".","Cluster 6","01JAN2001","31DEC2001","X","X","X","X","X",497000,30,92838.82,54,2.1,12,0.2,1.0,".",".",".",".",".",1
2002,"Cluster 06","X",".","Cluster 6","01JAN2002","31DEC2002","X","X","X","X","X",630000,23,85947.49,58,2.6,15,0.4,2.0,".",".",".",".",".",1
2003,"Cluster 06","X",".","Cluster 6","01JAN2003","31DEC2003","X","X","X","X","X",639000,35,91108.35,64,1.9,11,0.0,0.0,".",".",".",".",".",1
2004,"Cluster 06","X",".","Cluster 6","01JAN2004","31DEC2004","X","X","X","X","X",785000,39,99762.03,65,2.8,16,0.2,1.0,".",".",".",".",".",1
2005,"Cluster 06","X",".","Cluster 6","01JAN2005","31DEC2005","X","X","X","X","X",855200,27,103060.58,68,2.2,13,0.2,1.0,".",".",".",".",".",1
2006,"Cluster 06","X",".","Cluster 6","01JAN2006","31DEC2006","X","X","X","X","X",845000,27,123295.47,60,2.2,13,0.3,2.0,".",".",".",".",".",1
2007,"Cluster 06","X",".","Cluster 6","01JAN2007","31DEC2007","X","X","X","X","X",847500,25,115443.86,45,3.0,18,0.8,5.0,".",".",".",".",".",1
2008,"Cluster 06","X",".","Cluster 6","01JAN2008","31DEC2008","X","X","X","X","X",890000,25,122150.32,24,3.9,23,0.2,1.0,".",".",".",".",".",1
2009,"Cluster 06","X",".","Cluster 6","01JAN2009","31DEC2009","X","X","X","X","X",862500,9.0,121373.21,96,8.2,49,2.9,17,2536,".",".",".",".",1
2010,"Cluster 06","X",".","Cluster 6","01JAN2010","31DEC2010","X","X","X","X","X",953250,20,137460.31,81,6.2,37,1.5,9.0,2906,".",".",".",".",1
2011,"Cluster 06","X",".","Cluster 6","01JAN2011","31DEC2011","X","X","X","X","X",950000,20,139717.92,71,0.0,0.0,0.8,5.0,3241,".",".",".",".",1
2012,"Cluster 06","X",".","Cluster 6","01JAN2012","31DEC2012","X","X","X","X","X",990000,16,133515.00,74,0.0,0.0,0.0,0.0,3513,".",".",".",".",1
2013,"Cluster 06","X",".","Cluster 6","01JAN2013","31DEC2013","X","X","X","X","X",1012500,27,141446.45,85,0.2,1.0,0.2,1.0,3235,".",".",".",".",1
2014,"Cluster 06","X",".","Cluster 6","01JAN2014","31DEC2014","X","X","X","X","X",1050000,21,141072.39,82,".",".",".",".",3317,".",".",".",".",1
2015,"Cluster 06","X",".","Cluster 6","01JAN2015","31DEC2015","X","X","X","X","X",1395000,14,143099.67,86,".",".",".",".",3484,".",".",".",".",1
2016,"Cluster 06","X",".","Cluster 6","01JAN2016","31DEC2016","X","X","X","X","X",1400000,25,141256.67,82,".",".",".",".",3520,".",".",".",".",1
2017,"Cluster 06","X",".","Cluster 6","01JAN2017","31DEC2017","X","X","X","X","X",1505000,28,152703.90,89,".",".",".",".",3811,".",".",".",".",1
2018,"Cluster 06","X",".","Cluster 6","01JAN2018","31DEC2018","X","X","X","X","X",1281000,18,145789.45,45,".",".",".",".",3569,".",".",".",".",1
2019,"Cluster 06","X",".","Cluster 6","01JAN2019","31DEC2019","X","X","X","X","X",1346750,18,148242.55,46,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 07","X",".","Cluster 7","01JAN1995","31DEC1995","X","X","X","X","X",75000,43,".",".",15,35,5.1,12,".",".",".",".",".",1
1996,"Cluster 07","X",".","Cluster 7","01JAN1996","31DEC1996","X","X","X","X","X",75750,47,".",".",20,47,6.4,15,".",".",".",".",".",1
1997,"Cluster 07","X",".","Cluster 7","01JAN1997","31DEC1997","X","X","X","X","X",88500,70,57897.22,22,16,37,7.3,17,".",".",".",".",".",1
1998,"Cluster 07","X",".","Cluster 7","01JAN1998","31DEC1998","X","X","X","X","X",102750,66,65228.79,29,18,41,5.6,13,".",".",".",".",".",1
1999,"Cluster 07","X",".","Cluster 7","01JAN1999","31DEC1999","X","X","X","X","X",113000,74,67570.44,33,19,44,8.5,20,".",".",".",".",".",1
2000,"Cluster 07","X",".","Cluster 7","01JAN2000","31DEC2000","X","X","X","X","X",139000,77,79964.55,36,12,29,3.4,8.0,".",".",".",".",".",1
2001,"Cluster 07","X",".","Cluster 7","01JAN2001","31DEC2001","X","X","X","X","X",199900,67,82140.36,34,8.1,19,3.4,8.0,".",".",".",".",".",1
2002,"Cluster 07","X",".","Cluster 7","01JAN2002","31DEC2002","X","X","X","X","X",251500,86,90139.10,48,6.9,17,0.4,1.0,".",".",".",".",".",1
2003,"Cluster 07","X",".","Cluster 7","01JAN2003","31DEC2003","X","X","X","X","X",342500,90,104912.34,48,7.9,21,0.0,0.0,".",".",".",".",".",1
2004,"Cluster 07","X",".","Cluster 7","01JAN2004","31DEC2004","X","X","X","X","X",399000,79,103281.71,84,3.8,12,0.6,2.0,".",".",".",".",".",1
2005,"Cluster 07","X",".","Cluster 7","01JAN2005","31DEC2005","X","X","X","X","X",500000,64,119178.06,75,4.3,15,0.3,1.0,".",".",".",".",".",1
2006,"Cluster 07","X",".","Cluster 7","01JAN2006","31DEC2006","X","X","X","X","X",558900,46,119104.97,80,4.7,17,0.3,1.0,".",".",".",".",".",1
2007,"Cluster 07","X",".","Cluster 7","01JAN2007","31DEC2007","X","X","X","X","X",618000,33,130202.98,64,11,43,1.6,6.0,".",".",".",".",".",1
2008,"Cluster 07","X",".","Cluster 7","01JAN2008","31DEC2008","X","X","X","X","X",515000,38,113963.93,41,15,58,6.6,26,".",".",".",".",".",1
2009,"Cluster 07","X",".","Cluster 7","01JAN2009","31DEC2009","X","X","X","X","X",510000,25,117143.07,120,17,70,6.2,25,641,".",".",".",".",1
2010,"Cluster 07","X",".","Cluster 7","01JAN2010","31DEC2010","X","X","X","X","X",591000,34,123645.48,107,19,75,5.2,21,697,".",".",".",".",1
2011,"Cluster 07","X",".","Cluster 7","01JAN2011","31DEC2011","X","X","X","X","X",570000,33,132273.30,80,0.5,2.0,1.0,4.0,803,".",".",".",".",1
2012,"Cluster 07","X",".","Cluster 7","01JAN2012","31DEC2012","X","X","X","X","X",680000,51,137285.05,107,0.7,3.0,0.0,0.0,939,".",".",".",".",1
2013,"Cluster 07","X",".","Cluster 7","01JAN2013","31DEC2013","X","X","X","X","X",810000,27,133737.47,123,0.5,2.0,0.0,0.0,1022,".",".",".",".",1
2014,"Cluster 07","X",".","Cluster 7","01JAN2014","31DEC2014","X","X","X","X","X",775000,39,146250.21,102,".",".",".",".",1111,".",".",".",".",1
2015,"Cluster 07","X",".","Cluster 7","01JAN2015","31DEC2015","X","X","X","X","X",850000,37,146083.39,93,".",".",".",".",1162,".",".",".",".",1
2016,"Cluster 07","X",".","Cluster 7","01JAN2016","31DEC2016","X","X","X","X","X",890001,29,150758.15,105,".",".",".",".",1165,".",".",".",".",1
2017,"Cluster 07","X",".","Cluster 7","01JAN2017","31DEC2017","X","X","X","X","X",937500,30,167550.42,138,".",".",".",".",1120,".",".",".",".",1
2018,"Cluster 07","X",".","Cluster 7","01JAN2018","31DEC2018","X","X","X","X","X",950000,29,163681.15,55,".",".",".",".",1158,".",".",".",".",1
2019,"Cluster 07","X",".","Cluster 7","01JAN2019","31DEC2019","X","X","X","X","X",1148748,26,168430.91,50,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 08","X",".","Cluster 8","01JAN1995","31DEC1995","X","X","X","X","X",83000,7.0,".",".",7.7,7.0,1.1,1.0,".",".",".",".",".",1
1996,"Cluster 08","X",".","Cluster 8","01JAN1996","31DEC1996","X","X","X","X","X",105000,7.0,".",".",9.9,9.0,2.2,2.0,".",".",".",".",".",1
1997,"Cluster 08","X",".","Cluster 8","01JAN1997","31DEC1997","X","X","X","X","X",93250,6.0,54439.09,15,13,12,1.1,1.0,".",".",".",".",".",1
1998,"Cluster 08","X",".","Cluster 8","01JAN1998","31DEC1998","X","X","X","X","X",132000,4.0,56031.42,14,9.9,9.0,0.0,0.0,".",".",".",".",".",1
1999,"Cluster 08","X",".","Cluster 8","01JAN1999","31DEC1999","X","X","X","X","X",174500,7.0,59374.66,17,11,10,2.2,2.0,".",".",".",".",".",1
2000,"Cluster 08","X",".","Cluster 8","01JAN2000","31DEC2000","X","X","X","X","X",295000,2.0,76417.70,16,2.2,2.0,2.2,2.0,".",".",".",".",".",1
2001,"Cluster 08","X",".","Cluster 8","01JAN2001","31DEC2001","X","X","X","X","X",137500,4.0,70832.47,19,7.7,7.0,0.0,0.0,".",".",".",".",".",1
2002,"Cluster 08","X",".","Cluster 8","01JAN2002","31DEC2002","X","X","X","X","X",319500,4.0,105572.01,21,8.3,8.0,2.1,2.0,".",".",".",".",".",1
2003,"Cluster 08","X",".","Cluster 8","01JAN2003","31DEC2003","X","X","X","X","X",597500,6.0,83567.19,32,7.9,8.0,1.0,1.0,".",".",".",".",".",1
2004,"Cluster 08","X",".","Cluster 8","01JAN2004","31DEC2004","X","X","X","X","X",470500,6.0,101236.14,78,1.8,3.0,0.0,0.0,".",".",".",".",".",1
2005,"Cluster 08","X",".","Cluster 8","01JAN2005","31DEC2005","X","X","X","X","X",340000,4.0,105260.20,148,1.4,4.0,0.0,0.0,".",".",".",".",".",1
2006,"Cluster 08","X",".","Cluster 8","01JAN2006","31DEC2006","X","X","X","X","X",712500,3.0,120031.47,86,2.2,8.0,0.3,1.0,".",".",".",".",".",1
2007,"Cluster 08","X",".","Cluster 8","01JAN2007","31DEC2007","X","X","X","X","X",795000,3.0,123962.02,84,13,53,4.0,16,".",".",".",".",".",1
2008,"Cluster 08","X",".","Cluster 8","01JAN2008","31DEC2008","X","X","X","X","X",373950,2.0,117034.62,51,14,68,6.2,31,".",".",".",".",".",1
2009,"Cluster 08","X",".","Cluster 8","01JAN2009","31DEC2009","X","X","X","X","X",".",0.0,106536.94,163,24,121,7.0,35,2280,".",".",".",".",1
2010,"Cluster 08","X",".","Cluster 8","01JAN2010","31DEC2010","X","X","X","X","X",502000,2.0,113921.20,89,15,87,3.9,22,2650,".",".",".",".",1
2011,"Cluster 08","X",".","Cluster 8","01JAN2011","31DEC2011","X","X","X","X","X",620000,1.0,128700.91,63,1.8,10,0.7,4.0,3038,".",".",".",".",1
2012,"Cluster 08","X",".","Cluster 8","01JAN2012","31DEC2012","X","X","X","X","X",634750,6.0,120124.70,75,0.0,0.0,0.2,1.0,2995,".",".",".",".",1
2013,"Cluster 08","X",".","Cluster 8","01JAN2013","31DEC2013","X","X","X","X","X",1031875,3.0,129370.37,92,0.4,2.0,0.2,1.0,3057,".",".",".",".",1
2014,"Cluster 08","X",".","Cluster 8","01JAN2014","31DEC2014","X","X","X","X","X",537500,4.0,147834.31,115,".",".",".",".",3330,".",".",".",".",1
2015,"Cluster 08","X",".","Cluster 8","01JAN2015","31DEC2015","X","X","X","X","X",786250,4.0,148322.33,97,".",".",".",".",3889,".",".",".",".",1
2016,"Cluster 08","X",".","Cluster 8","01JAN2016","31DEC2016","X","X","X","X","X",785000,3.0,146066.31,80,".",".",".",".",3590,".",".",".",".",1
2017,"Cluster 08","X",".","Cluster 8","01JAN2017","31DEC2017","X","X","X","X","X",".",0.0,153477.41,92,".",".",".",".",3555,".",".",".",".",1
2018,"Cluster 08","X",".","Cluster 8","01JAN2018","31DEC2018","X","X","X","X","X",1430000,2.0,147113.33,41,".",".",".",".",3554,".",".",".",".",1
2019,"Cluster 08","X",".","Cluster 8","01JAN2019","31DEC2019","X","X","X","X","X",880008,6.0,142870.34,40,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 09","X",".","Cluster 9","01JAN1995","31DEC1995","X","X","X","X","X",200000,11,".",".",16,31,4.7,9.0,".",".",".",".",".",1
1996,"Cluster 09","X",".","Cluster 9","01JAN1996","31DEC1996","X","X","X","X","X",189350,14,".",".",14,26,5.7,11,".",".",".",".",".",1
1997,"Cluster 09","X",".","Cluster 9","01JAN1997","31DEC1997","X","X","X","X","X",160000,9.0,49033.12,12,15,28,7.3,14,".",".",".",".",".",1
1998,"Cluster 09","X",".","Cluster 9","01JAN1998","31DEC1998","X","X","X","X","X",195250,18,57320.54,20,15,29,3.6,7.0,".",".",".",".",".",1
1999,"Cluster 09","X",".","Cluster 9","01JAN1999","31DEC1999","X","X","X","X","X",199530,18,58346.36,22,15,28,5.2,10,".",".",".",".",".",1
2000,"Cluster 09","X",".","Cluster 9","01JAN2000","31DEC2000","X","X","X","X","X",269768,24,67585.89,27,8.3,16,2.6,5.0,".",".",".",".",".",1
2001,"Cluster 09","X",".","Cluster 9","01JAN2001","31DEC2001","X","X","X","X","X",381000,105,84983.59,43,10,20,4.2,8.0,".",".",".",".",".",1
2002,"Cluster 09","X",".","Cluster 9","01JAN2002","31DEC2002","X","X","X","X","X",400000,17,76457.73,29,12,24,1.0,2.0,".",".",".",".",".",1
2003,"Cluster 09","X",".","Cluster 9","01JAN2003","31DEC2003","X","X","X","X","X",332000,20,65622.30,32,7.2,14,0.5,1.0,".",".",".",".",".",1
2004,"Cluster 09","X",".","Cluster 9","01JAN2004","31DEC2004","X","X","X","X","X",429500,20,77358.45,46,8.2,16,1.5,3.0,".",".",".",".",".",1
2005,"Cluster 09","X",".","Cluster 9","01JAN2005","31DEC2005","X","X","X","X","X",400000,15,93601.86,70,4.4,10,0.4,1.0,".",".",".",".",".",1
2006,"Cluster 09","X",".","Cluster 9","01JAN2006","31DEC2006","X","X","X","X","X",490000,21,99533.09,24,7.9,18,0.0,0.0,".",".",".",".",".",1
2007,"Cluster 09","X",".","Cluster 9","01JAN2007","31DEC2007","X","X","X","X","X",645000,7.0,97199.01,23,9.4,25,0.8,2.0,".",".",".",".",".",1
2008,"Cluster 09","X",".","Cluster 9","01JAN2008","31DEC2008","X","X","X","X","X",650000,15,106036.07,31,16,43,4.5,12,".",".",".",".",".",1
2009,"Cluster 09","X",".","Cluster 9","01JAN2009","31DEC2009","X","X","X","X","X",640000,9.0,87892.96,72,22,58,3.4,9.0,570,".",".",".",".",1
2010,"Cluster 09","X",".","Cluster 9","01JAN2010","31DEC2010","X","X","X","X","X",628750,10,98381.07,125,13,35,4.7,13,699,".",".",".",".",1
2011,"Cluster 09","X",".","Cluster 9","01JAN2011","31DEC2011","X","X","X","X","X",302500,10,93873.95,85,0.4,1.0,1.1,3.0,744,".",".",".",".",1
2012,"Cluster 09","X",".","Cluster 9","01JAN2012","31DEC2012","X","X","X","X","X",692250,10,120378.54,104,0.0,0.0,0.3,1.0,579,".",".",".",".",1
2013,"Cluster 09","X",".","Cluster 9","01JAN2013","31DEC2013","X","X","X","X","X",675000,13,111387.59,86,0.0,0.0,0.3,1.0,668,".",".",".",".",1
2014,"Cluster 09","X",".","Cluster 9","01JAN2014","31DEC2014","X","X","X","X","X",726750,12,119722.05,92,".",".",".",".",870,".",".",".",".",1
2015,"Cluster 09","X",".","Cluster 9","01JAN2015","31DEC2015","X","X","X","X","X",800000,17,118113.22,78,".",".",".",".",899,".",".",".",".",1
2016,"Cluster 09","X",".","Cluster 9","01JAN2016","31DEC2016","X","X","X","X","X",862000,13,129350.16,107,".",".",".",".",1002,".",".",".",".",1
2017,"Cluster 09","X",".","Cluster 9","01JAN2017","31DEC2017","X","X","X","X","X",762500,15,145629.83,116,".",".",".",".",1415,".",".",".",".",1
2018,"Cluster 09","X",".","Cluster 9","01JAN2018","31DEC2018","X","X","X","X","X",867500,16,140243.96,48,".",".",".",".",1120,".",".",".",".",1
2019,"Cluster 09","X",".","Cluster 9","01JAN2019","31DEC2019","X","X","X","X","X",1020000,13,142464.54,43,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 10","X",".","Cluster 10","01JAN1995","31DEC1995","X","X","X","X","X",290000,160,".",".",1.9,9.0,0.4,2.0,".",".",".",".",".",1
1996,"Cluster 10","X",".","Cluster 10","01JAN1996","31DEC1996","X","X","X","X","X",294625,174,".",".",2.5,12,0.6,3.0,".",".",".",".",".",1
1997,"Cluster 10","X",".","Cluster 10","01JAN1997","31DEC1997","X","X","X","X","X",312500,214,106999.34,65,2.8,13,0.4,2.0,".",".",".",".",".",1
1998,"Cluster 10","X",".","Cluster 10","01JAN1998","31DEC1998","X","X","X","X","X",328000,279,115011.23,72,2.5,12,0.2,1.0,".",".",".",".",".",1
1999,"Cluster 10","X",".","Cluster 10","01JAN1999","31DEC1999","X","X","X","X","X",370000,259,120960.52,72,1.5,7.0,0.4,2.0,".",".",".",".",".",1
2000,"Cluster 10","X",".","Cluster 10","01JAN2000","31DEC2000","X","X","X","X","X",414000,149,136451.24,49,1.3,6.0,0.0,0.0,".",".",".",".",".",1
2001,"Cluster 10","X",".","Cluster 10","01JAN2001","31DEC2001","X","X","X","X","X",485000,163,151644.78,60,0.6,3.0,0.0,0.0,".",".",".",".",".",1
2002,"Cluster 10","X",".","Cluster 10","01JAN2002","31DEC2002","X","X","X","X","X",555000,192,151502.69,54,1.5,7.0,0.0,0.0,".",".",".",".",".",1
2003,"Cluster 10","X",".","Cluster 10","01JAN2003","31DEC2003","X","X","X","X","X",650000,204,152919.60,50,1.9,9.0,0.2,1.0,".",".",".",".",".",1
2004,"Cluster 10","X",".","Cluster 10","01JAN2004","31DEC2004","X","X","X","X","X",719250,162,163243.75,42,2.1,10,0.0,0.0,".",".",".",".",".",1
2005,"Cluster 10","X",".","Cluster 10","01JAN2005","31DEC2005","X","X","X","X","X",799889,164,182608.15,42,1.7,8.0,0.2,1.0,".",".",".",".",".",1
2006,"Cluster 10","X",".","Cluster 10","01JAN2006","31DEC2006","X","X","X","X","X",827000,155,193505.12,44,0.6,3.0,0.2,1.0,".",".",".",".",".",1
2007,"Cluster 10","X",".","Cluster 10","01JAN2007","31DEC2007","X","X","X","X","X",854328,173,213015.12,46,1.5,7.0,0.2,1.0,".",".",".",".",".",1
2008,"Cluster 10","X",".","Cluster 10","01JAN2008","31DEC2008","X","X","X","X","X",862000,131,212803.38,27,3.4,16,0.6,3.0,".",".",".",".",".",1
2009,"Cluster 10","X",".","Cluster 10","01JAN2009","31DEC2009","X","X","X","X","X",802500,142,196125.66,95,5.5,26,1.7,8.0,713,".",".",".",".",1
2010,"Cluster 10","X",".","Cluster 10","01JAN2010","31DEC2010","X","X","X","X","X",831000,151,214738.17,94,4.2,20,0.4,2.0,904,".",".",".",".",1
2011,"Cluster 10","X",".","Cluster 10","01JAN2011","31DEC2011","X","X","X","X","X",820000,127,188753.06,98,0.0,0.0,0.2,1.0,953,".",".",".",".",1
2012,"Cluster 10","X",".","Cluster 10","01JAN2012","31DEC2012","X","X","X","X","X",853500,159,207929.86,106,0.0,0.0,0.2,1.0,1068,".",".",".",".",1
2013,"Cluster 10","X",".","Cluster 10","01JAN2013","31DEC2013","X","X","X","X","X",885000,161,220314.57,93,0.0,0.0,0.0,0.0,1022,".",".",".",".",1
2014,"Cluster 10","X",".","Cluster 10","01JAN2014","31DEC2014","X","X","X","X","X",947500,132,234859.43,78,".",".",".",".",1122,".",".",".",".",1
2015,"Cluster 10","X",".","Cluster 10","01JAN2015","31DEC2015","X","X","X","X","X",957945,152,222862.12,88,".",".",".",".",1123,".",".",".",".",1
2016,"Cluster 10","X",".","Cluster 10","01JAN2016","31DEC2016","X","X","X","X","X",975000,163,250241.14,104,".",".",".",".",1061,".",".",".",".",1
2017,"Cluster 10","X",".","Cluster 10","01JAN2017","31DEC2017","X","X","X","X","X",988500,158,253020.19,93,".",".",".",".",1232,".",".",".",".",1
2018,"Cluster 10","X",".","Cluster 10","01JAN2018","31DEC2018","X","X","X","X","X",1090000,147,256916.47,45,".",".",".",".",1187,".",".",".",".",1
2019,"Cluster 10","X",".","Cluster 10","01JAN2019","31DEC2019","X","X","X","X","X",1141500,168,263601.49,51,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 11","X",".","Cluster 11","01JAN1995","31DEC1995","X","X","X","X","X",295000,167,".",".",1.3,5.0,0.3,1.0,".",".",".",".",".",1
1996,"Cluster 11","X",".","Cluster 11","01JAN1996","31DEC1996","X","X","X","X","X",286500,151,".",".",1.6,6.0,0.8,3.0,".",".",".",".",".",1
1997,"Cluster 11","X",".","Cluster 11","01JAN1997","31DEC1997","X","X","X","X","X",290000,183,100631.35,52,1.3,5.0,0.3,1.0,".",".",".",".",".",1
1998,"Cluster 11","X",".","Cluster 11","01JAN1998","31DEC1998","X","X","X","X","X",321893,254,107002.37,75,1.8,7.0,0.8,3.0,".",".",".",".",".",1
1999,"Cluster 11","X",".","Cluster 11","01JAN1999","31DEC1999","X","X","X","X","X",375000,233,122770.25,68,1.0,4.0,0.3,1.0,".",".",".",".",".",1
2000,"Cluster 11","X",".","Cluster 11","01JAN2000","31DEC2000","X","X","X","X","X",430000,165,136205.74,60,1.3,5.0,0.8,3.0,".",".",".",".",".",1
2001,"Cluster 11","X",".","Cluster 11","01JAN2001","31DEC2001","X","X","X","X","X",470000,157,128921.11,61,0.8,3.0,0.3,1.0,".",".",".",".",".",1
2002,"Cluster 11","X",".","Cluster 11","01JAN2002","31DEC2002","X","X","X","X","X",550000,175,141578.69,59,0.8,3.0,0.0,0.0,".",".",".",".",".",1
2003,"Cluster 11","X",".","Cluster 11","01JAN2003","31DEC2003","X","X","X","X","X",620788,192,139557.15,55,0.8,3.0,0.0,0.0,".",".",".",".",".",1
2004,"Cluster 11","X",".","Cluster 11","01JAN2004","31DEC2004","X","X","X","X","X",715000,172,162478.12,57,1.3,5.0,0.3,1.0,".",".",".",".",".",1
2005,"Cluster 11","X",".","Cluster 11","01JAN2005","31DEC2005","X","X","X","X","X",802000,166,149259.68,82,1.5,6.0,0.5,2.0,".",".",".",".",".",1
2006,"Cluster 11","X",".","Cluster 11","01JAN2006","31DEC2006","X","X","X","X","X",791000,118,166259.43,51,0.5,2.0,0.5,2.0,".",".",".",".",".",1
2007,"Cluster 11","X",".","Cluster 11","01JAN2007","31DEC2007","X","X","X","X","X",837500,158,194176.84,55,1.9,8.0,0.7,3.0,".",".",".",".",".",1
2008,"Cluster 11","X",".","Cluster 11","01JAN2008","31DEC2008","X","X","X","X","X",825000,147,199923.04,37,3.1,13,0.7,3.0,".",".",".",".",".",1
2009,"Cluster 11","X",".","Cluster 11","01JAN2009","31DEC2009","X","X","X","X","X",786000,122,193963.64,109,4.3,18,1.2,5.0,813,".",".",".",".",1
2010,"Cluster 11","X",".","Cluster 11","01JAN2010","31DEC2010","X","X","X","X","X",798000,144,184962.06,107,3.8,16,1.0,4.0,1028,".",".",".",".",1
2011,"Cluster 11","X",".","Cluster 11","01JAN2011","31DEC2011","X","X","X","X","X",830000,135,196074.69,101,0.0,0.0,0.2,1.0,1047,".",".",".",".",1
2012,"Cluster 11","X",".","Cluster 11","01JAN2012","31DEC2012","X","X","X","X","X",855000,131,189801.78,113,0.0,0.0,0.0,0.0,1052,".",".",".",".",1
2013,"Cluster 11","X",".","Cluster 11","01JAN2013","31DEC2013","X","X","X","X","X",890000,125,192463.55,104,0.0,0.0,0.2,1.0,1114,".",".",".",".",1
2014,"Cluster 11","X",".","Cluster 11","01JAN2014","31DEC2014","X","X","X","X","X",935000,109,214261.88,93,".",".",".",".",1278,".",".",".",".",1
2015,"Cluster 11","X",".","Cluster 11","01JAN2015","31DEC2015","X","X","X","X","X",1002000,137,232639.01,109,".",".",".",".",1267,".",".",".",".",1
2016,"Cluster 11","X",".","Cluster 11","01JAN2016","31DEC2016","X","X","X","X","X",1041500,122,238969.93,94,".",".",".",".",1137,".",".",".",".",1
2017,"Cluster 11","X",".","Cluster 11","01JAN2017","31DEC2017","X","X","X","X","X",1075000,141,234761.04,118,".",".",".",".",1325,".",".",".",".",1
2018,"Cluster 11","X",".","Cluster 11","01JAN2018","31DEC2018","X","X","X","X","X",1070000,118,235753.40,52,".",".",".",".",1247,".",".",".",".",1
2019,"Cluster 11","X",".","Cluster 11","01JAN2019","31DEC2019","X","X","X","X","X",1177500,136,224709.64,61,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 12","X",".","Cluster 12","01JAN1995","31DEC1995","X","X","X","X","X",325000,44,".",".",4.1,10,0.4,1.0,".",".",".",".",".",1
1996,"Cluster 12","X",".","Cluster 12","01JAN1996","31DEC1996","X","X","X","X","X",322500,32,".",".",2.5,6.0,0.0,0.0,".",".",".",".",".",1
1997,"Cluster 12","X",".","Cluster 12","01JAN1997","31DEC1997","X","X","X","X","X",409000,43,93974.11,24,3.3,8.0,0.0,0.0,".",".",".",".",".",1
1998,"Cluster 12","X",".","Cluster 12","01JAN1998","31DEC1998","X","X","X","X","X",386000,51,93017.52,35,3.3,8.0,0.0,0.0,".",".",".",".",".",1
1999,"Cluster 12","X",".","Cluster 12","01JAN1999","31DEC1999","X","X","X","X","X",494500,40,102978.44,35,2.1,5.0,0.4,1.0,".",".",".",".",".",1
2000,"Cluster 12","X",".","Cluster 12","01JAN2000","31DEC2000","X","X","X","X","X",473900,39,114193.52,35,2.5,6.0,0.0,0.0,".",".",".",".",".",1
2001,"Cluster 12","X",".","Cluster 12","01JAN2001","31DEC2001","X","X","X","X","X",745000,39,126869.83,38,1.6,4.0,0.4,1.0,".",".",".",".",".",1
2002,"Cluster 12","X",".","Cluster 12","01JAN2002","31DEC2002","X","X","X","X","X",649500,38,121113.09,32,3.2,8.0,0.0,0.0,".",".",".",".",".",1
2003,"Cluster 12","X",".","Cluster 12","01JAN2003","31DEC2003","X","X","X","X","X",801450,46,127768.19,35,3.2,8.0,0.4,1.0,".",".",".",".",".",1
2004,"Cluster 12","X",".","Cluster 12","01JAN2004","31DEC2004","X","X","X","X","X",827000,40,144495.95,34,1.2,3.0,0.0,0.0,".",".",".",".",".",1
2005,"Cluster 12","X",".","Cluster 12","01JAN2005","31DEC2005","X","X","X","X","X",965000,29,150019.19,39,2.0,5.0,0.0,0.0,".",".",".",".",".",1
2006,"Cluster 12","X",".","Cluster 12","01JAN2006","31DEC2006","X","X","X","X","X",985000,32,144366.78,27,1.6,4.0,0.8,2.0,".",".",".",".",".",1
2007,"Cluster 12","X",".","Cluster 12","01JAN2007","31DEC2007","X","X","X","X","X",918000,31,174582.30,23,1.6,4.0,0.4,1.0,".",".",".",".",".",1
2008,"Cluster 12","X",".","Cluster 12","01JAN2008","31DEC2008","X","X","X","X","X",1255000,20,164425.84,16,3.2,8.0,0.8,2.0,".",".",".",".",".",1
