"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","HOUSING_WD12",,,"MedianMrtgInc1_4m_adj",1,8,15,"Median borrower income","PROFNUM",0,0,,0,0,0,88,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",14
"WORK","HOUSING_WD12",,,"NumMrtgOrigHomePurchPerUnit",1,8,16,"Loans per 1,000 housing units","PROFNUM",0,0,,0,0,0,96,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",13
"WORK","HOUSING_WD12",,,"NumOccupiedHsgUnits",1,8,3,"Occupied housing units","PROFNUM",0,0,,0,0,0,0,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","HOUSING_WD12",,,"NumOccupiedHsgUnits_m",1,8,4,"Occupied housing units MOE","PROFNUM",0,0,,0,0,0,8,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",4
"WORK","HOUSING_WD12",,,"PctAnnChgRMPriceSf_10yr",1,8,24,"% annual change median price past 10 years","PROFNUM",0,0,,0,0,0,160,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",10
"WORK","HOUSING_WD12",,,"PctAnnChgRMPriceSf_1yr",1,8,22,"% annual change median price past 1 year","PROFNUM",0,0,,0,0,0,144,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",12
"WORK","HOUSING_WD12",,,"PctAnnChgRMPriceSf_5yr",1,8,23,"% annual change median price past 5 years","PROFNUM",0,0,,0,0,0,152,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",11
"WORK","HOUSING_WD12",,,"PctOwnerOccupiedHU_m",1,8,12,"Homeownership rate (%) MOE","PROFNUM",0,0,,0,0,0,64,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",7
"WORK","HOUSING_WD12",,,"PctOwnerOccupiedHsgUnits",1,8,10,"Homeownership rate (%)","PROFNUM",0,0,,0,0,0,48,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",6
"WORK","HOUSING_WD12",,,"PctSameHouse5YearsAgo",1,8,8,"% same house 5 years ago","PROFNUM",0,0,,0,0,0,32,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","HOUSING_WD12",,,"PctSubprimeConvOrigHomePur",1,8,17,"% subprime loans","PROFNUM",0,0,,0,0,0,104,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",15
"WORK","HOUSING_WD12",,,"PctVacantHUForRent_m",1,8,11,"Rental vacancy rate (%) MOE","PROFNUM",0,0,,0,0,0,56,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",5
"WORK","HOUSING_WD12",,,"PctVacantHsgUnitsForRent",1,8,9,"Rental vacancy rate (%)","PROFNUM",0,0,,0,0,0,40,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",3
"WORK","HOUSING_WD12",,,"Ward2012",2,1,2,"Ward (2012)","$WARD12A",0,0,,0,0,0,191,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_WD12",,,"end_date",1,8,7,"End Date","DATE",9,0,,0,0,1,24,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_WD12",,,"forecl_ssl_1Kpcl_sf_condo",1,8,18,"Foreclosure notice rate per 1,000","PROFNUM",0,0,,0,0,0,112,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",17
"WORK","HOUSING_WD12",,,"forecl_ssl_sf_condo",1,8,19,"SF homes/condos receiving foreclosure notice","PROFNUM",0,0,,0,0,0,120,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",16
"WORK","HOUSING_WD12",,,"indc",1,8,25,,,0,0,,0,0,1,168,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_WD12",,,"mprice_sf",1,8,13,"Single-Family Homes, Median sales price","PROFNUM",0,0,,0,0,0,72,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",9
"WORK","HOUSING_WD12",,,"sales_sf",1,8,14,"Single-Family Homes, Number of sales","PROFNUM",0,0,,0,0,0,80,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",8
"WORK","HOUSING_WD12",,,"start_date",1,8,6,"Start Date","DATE",9,0,,0,0,1,16,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_WD12",,,"timeframe",2,15,1,"Year of Data",,0,0,,0,0,0,176,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_WD12",,,"trustee_ssl_1Kpcl_sf_condo",1,8,20,"Trustee deed sale rate per 1,000","PROFNUM",0,0,,0,0,0,128,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",19
"WORK","HOUSING_WD12",,,"trustee_ssl_sf_condo",1,8,21,"SF homes/condos receiving trustee deed sale notice","PROFNUM",0,0,,0,0,0,136,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",18
"WORK","HOUSING_WD12",,,"ward2012_nf",2,1,5,"Unformatted geography",,0,0,,0,0,0,192,232,"V9","21MAR18:21:07:45","21MAR18:21:07:45",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."

