"timeframe","Zip","NumOccupiedHsgUnits","zip_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
2003,"ZIP 20004",".",20004,"01JAN2003","31DEC2003",".",".",".",".",".",".",0.0,122500,3533,0.0,6.0,3.0,0.0,0.0,".",".",".",1
2004,"ZIP 20004",".",20004,"01JAN2004","31DEC2004",".",".",".",".",".",".",0.0,154322,943,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2005,"ZIP 20004",".",20004,"01JAN2005","31DEC2005",".",".",".",".",".",".",0.0,154322,943,0.0,2.1,2.0,0.0,0.0,".",".",".",1
2006,"ZIP 20004",".",20004,"01JAN2006","31DEC2006",".",".",".",".",".",".",0.0,154322,943,0.0,3.0,3.0,1.0,1.0,".",".",".",1
2007,"ZIP 20004",".",20004,"01JAN2007","31DEC2007",".",".",".",".",".",".",0.0,154322,943,0.0,7.7,9.0,0.9,1.0,".",".",".",1
2008,"ZIP 20004",".",20004,"01JAN2008","31DEC2008",".",".",".",".",".",".",0.0,154322,943,0.0,11,13,5.2,6.0,".",".",".",1
2009,"ZIP 20004",".",20004,"01JAN2009","31DEC2009",".",".",".",".",".",".",0.0,154322,943,0.0,14,16,5.2,6.0,".",".",".",1
2010,"ZIP 20004",".",20004,"01JAN2010","31DEC2010",".",".",".",".",".",".",0.0,154322,943,0.0,10,12,2.6,3.0,".",".",".",1
2011,"ZIP 20004",".",20004,"01JAN2011","31DEC2011",".",".",".",".",".",".",0.0,154322,943,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2012,"ZIP 20004",".",20004,"01JAN2012","31DEC2012",".",".",".",".",".",".",0.0,154322,943,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2013,"ZIP 20004",".",20004,"01JAN2013","31DEC2013",".",".",".",".",".",".",0.0,154322,943,0.0,0.9,1.0,0.0,0.0,".",".",".",1
2014,"ZIP 20004",".",20004,"01JAN2014","31DEC2014",".",".",".",".",".",".",0.0,154322,943,0.0,0.9,1.0,0.0,0.0,".",".",".",1
2015,"ZIP 20004",".",20004,"01JAN2015","31DEC2015",".",".",".",".",".",".",0.0,154322,943,0.0,0.9,1.0,0.0,0.0,".",".",".",1
2016,"ZIP 20004",".",20004,"01JAN2016","31DEC2016",".",".",".",".",".",".",0.0,154322,943,0.0,0.9,1.0,0.0,0.0,".",".",".",1
1995,"ZIP 20005",".",20005,"01JAN1995","31DEC1995",".",".",".",".",".",101250,6.0,76111,87,0.0,9.9,16,5.0,8.0,".",".",".",1
1996,"ZIP 20005",".",20005,"01JAN1996","31DEC1996",".",".",".",".",".",166000,2.0,85378,94,0.0,12,19,3.1,5.0,".",".",".",1
1997,"ZIP 20005",".",20005,"01JAN1997","31DEC1997",".",".",".",".",".",251500,8.0,88065,111,0.0,12,19,3.7,6.0,".",".",".",1
1998,"ZIP 20005",".",20005,"01JAN1998","31DEC1998",".",".",".",".",".",229160,8.0,103409,115,0.0,11,18,2.5,4.0,".",".",".",1
1999,"ZIP 20005",".",20005,"01JAN1999","31DEC1999",".",".",".",".",".",287500,8.0,112341,128,0.0,7.4,12,0.6,1.0,".",".",".",1
2000,"ZIP 20005",".",20005,"01JAN2000","31DEC2000",".",".",".",".",".",371250,10,95780,185,0.0,4.3,7.0,1.2,2.0,".",".",".",1
2001,"ZIP 20005",".",20005,"01JAN2001","31DEC2001",".",".",".",".",".",585000,3.0,113816,197,0.0,5.6,9.0,0.6,1.0,".",".",".",1
2002,"ZIP 20005",".",20005,"01JAN2002","31DEC2002",".",".",".",".",".",630000,3.0,113207,350,0.0,5.7,10,0.0,0.0,".",".",".",1
2003,"ZIP 20005",".",20005,"01JAN2003","31DEC2003",".",".",".",".",".",697000,8.0,126316,326,0.0,5.6,11,0.0,0.0,".",".",".",1
2004,"ZIP 20005",".",20005,"01JAN2004","31DEC2004",".",".",".",".",".",720250,6.0,123527,354,0.0,0.8,2.0,0.0,0.0,".",".",".",1
2005,"ZIP 20005",".",20005,"01JAN2005","31DEC2005",".",".",".",".",".",805000,3.0,123527,354,0.0,3.7,10,0.0,0.0,".",".",".",1
2006,"ZIP 20005",".",20005,"01JAN2006","31DEC2006",".",".",".",".",".",1243750,2.0,123527,354,0.0,4.2,13,0.6,2.0,".",".",".",1
2007,"ZIP 20005",".",20005,"01JAN2007","31DEC2007",".",".",".",".",".",".",0.0,123527,354,0.0,8.9,28,2.2,7.0,".",".",".",1
2008,"ZIP 20005",".",20005,"01JAN2008","31DEC2008",".",".",".",".",".",751400,5.0,123527,354,0.0,14,45,4.9,16,".",".",".",1
2009,"ZIP 20005",".",20005,"01JAN2009","31DEC2009",".",".",".",".",".",870000,2.0,123527,354,0.0,19,63,6.0,20,".",".",".",1
2010,"ZIP 20005",".",20005,"01JAN2010","31DEC2010",".",".",".",".",".",945000,1.0,123527,354,0.0,16,55,4.2,14,".",".",".",1
2011,"ZIP 20005",".",20005,"01JAN2011","31DEC2011",".",".",".",".",".",812500,2.0,123527,354,0.0,0.6,2.0,1.2,4.0,".",".",".",1
2012,"ZIP 20005",".",20005,"01JAN2012","31DEC2012",".",".",".",".",".",1237500,5.0,123527,354,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2013,"ZIP 20005",".",20005,"01JAN2013","31DEC2013",".",".",".",".",".",810000,4.0,123527,354,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ZIP 20005",".",20005,"01JAN2014","31DEC2014",".",".",".",".",".",999500,2.0,123527,354,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ZIP 20005",".",20005,"01JAN2015","31DEC2015",".",".",".",".",".",1715000,2.0,123527,354,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ZIP 20005",".",20005,"01JAN2016","31DEC2016",".",".",".",".",".",1640000,3.0,123527,354,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ZIP 20006",".",20006,"01JAN1995","31DEC1995",".",".",".",".",".",400000,1.0,112682,254,0.0,8.2,1.0,0.0,0.0,".",".",".",1
1996,"ZIP 20006",".",20006,"01JAN1996","31DEC1996",".",".",".",".",".",".",0.0,76611,17,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1997,"ZIP 20006",".",20006,"01JAN1997","31DEC1997",".",".",".",".",".",".",0.0,62032,193,0.1,0.0,0.0,0.0,0.0,".",".",".",1
1998,"ZIP 20006",".",20006,"01JAN1998","31DEC1998",".",".",".",".",".",".",0.0,97524,162,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1999,"ZIP 20006",".",20006,"01JAN1999","31DEC1999",".",".",".",".",".",".",0.0,96649,196,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2000,"ZIP 20006",".",20006,"01JAN2000","31DEC2000",".",".",".",".",".",485000,1.0,52659,213,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2001,"ZIP 20006",".",20006,"01JAN2001","31DEC2001",".",".",".",".",".",".",0.0,66697,277,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2002,"ZIP 20006",".",20006,"01JAN2002","31DEC2002",".",".",".",".",".",".",0.0,64967,210,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2003,"ZIP 20006",".",20006,"01JAN2003","31DEC2003",".",".",".",".",".",".",0.0,79374,286,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2004,"ZIP 20006",".",20006,"01JAN2004","31DEC2004",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2005,"ZIP 20006",".",20006,"01JAN2005","31DEC2005",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2006,"ZIP 20006",".",20006,"01JAN2006","31DEC2006",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2007,"ZIP 20006",".",20006,"01JAN2007","31DEC2007",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2008,"ZIP 20006",".",20006,"01JAN2008","31DEC2008",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2009,"ZIP 20006",".",20006,"01JAN2009","31DEC2009",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2010,"ZIP 20006",".",20006,"01JAN2010","31DEC2010",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2011,"ZIP 20006",".",20006,"01JAN2011","31DEC2011",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2012,"ZIP 20006",".",20006,"01JAN2012","31DEC2012",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2013,"ZIP 20006",".",20006,"01JAN2013","31DEC2013",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ZIP 20006",".",20006,"01JAN2014","31DEC2014",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ZIP 20006",".",20006,"01JAN2015","31DEC2015",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ZIP 20006",".",20006,"01JAN2016","31DEC2016",".",".",".",".",".",".",0.0,100389,109,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ZIP 20007",".",20007,"01JAN1995","31DEC1995",".",".",".",".",".",322500,232,136977,66,0.0,3.6,30,0.6,5.0,".",".",".",1
1996,"ZIP 20007",".",20007,"01JAN1996","31DEC1996",".",".",".",".",".",312000,281,138269,94,0.0,2.8,23,0.4,3.0,".",".",".",1
1997,"ZIP 20007",".",20007,"01JAN1997","31DEC1997",".",".",".",".",".",348100,360,129344,97,0.0,4.0,33,0.8,7.0,".",".",".",1
1998,"ZIP 20007",".",20007,"01JAN1998","31DEC1998",".",".",".",".",".",350000,479,148098,90,0.0,3.9,32,0.5,4.0,".",".",".",1
1999,"ZIP 20007",".",20007,"01JAN1999","31DEC1999",".",".",".",".",".",400000,431,158414,87,0.0,2.4,20,0.5,4.0,".",".",".",1
2000,"ZIP 20007",".",20007,"01JAN2000","31DEC2000",".",".",".",".",".",468000,332,167510,86,0.0,1.5,12,0.1,1.0,".",".",".",1
2001,"ZIP 20007",".",20007,"01JAN2001","31DEC2001",".",".",".",".",".",587000,324,144044,91,0.0,1.6,13,0.0,0.0,".",".",".",1
2002,"ZIP 20007",".",20007,"01JAN2002","31DEC2002",".",".",".",".",".",700000,336,171281,98,0.0,1.8,15,0.1,1.0,".",".",".",1
2003,"ZIP 20007",".",20007,"01JAN2003","31DEC2003",".",".",".",".",".",731000,343,171868,89,0.0,1.9,16,0.1,1.0,".",".",".",1
2004,"ZIP 20007",".",20007,"01JAN2004","31DEC2004",".",".",".",".",".",786500,317,187418,80,0.0,1.8,15,0.1,1.0,".",".",".",1
2005,"ZIP 20007",".",20007,"01JAN2005","31DEC2005",".",".",".",".",".",935000,285,187418,80,0.0,1.2,10,0.2,2.0,".",".",".",1
2006,"ZIP 20007",".",20007,"01JAN2006","31DEC2006",".",".",".",".",".",885000,249,187418,80,0.0,1.6,14,0.1,1.0,".",".",".",1
2007,"ZIP 20007",".",20007,"01JAN2007","31DEC2007",".",".",".",".",".",925000,229,187418,80,0.0,2.9,25,0.5,4.0,".",".",".",1
2008,"ZIP 20007",".",20007,"01JAN2008","31DEC2008",".",".",".",".",".",1020000,201,187418,80,0.0,3.7,32,1.1,10,".",".",".",1
2009,"ZIP 20007",".",20007,"01JAN2009","31DEC2009",".",".",".",".",".",965000,183,187418,80,0.0,7.3,64,1.1,10,".",".",".",1
2010,"ZIP 20007",".",20007,"01JAN2010","31DEC2010",".",".",".",".",".",1037500,220,187418,80,0.0,4.9,43,1.3,11,".",".",".",1
2011,"ZIP 20007",".",20007,"01JAN2011","31DEC2011",".",".",".",".",".",982500,240,187418,80,0.0,0.1,1.0,0.3,3.0,".",".",".",1
2012,"ZIP 20007",".",20007,"01JAN2012","31DEC2012",".",".",".",".",".",1035000,255,187418,80,0.0,0.0,0.0,0.2,2.0,".",".",".",1
2013,"ZIP 20007",".",20007,"01JAN2013","31DEC2013",".",".",".",".",".",1175000,269,187418,80,0.0,0.2,2.0,0.0,0.0,".",".",".",1
2014,"ZIP 20007",".",20007,"01JAN2014","31DEC2014",".",".",".",".",".",1089500,210,187418,80,0.0,0.2,2.0,0.0,0.0,".",".",".",1
2015,"ZIP 20007",".",20007,"01JAN2015","31DEC2015",".",".",".",".",".",1240000,234,187418,80,0.0,0.2,2.0,0.0,0.0,".",".",".",1
2016,"ZIP 20007",".",20007,"01JAN2016","31DEC2016",".",".",".",".",".",1115000,267,187418,80,0.0,0.2,2.0,0.0,0.0,".",".",".",1
1995,"ZIP 20008",".",20008,"01JAN1995","31DEC1995",".",".",".",".",".",360000,107,131403,64,0.0,2.9,19,0.6,4.0,".",".",".",1
1996,"ZIP 20008",".",20008,"01JAN1996","31DEC1996",".",".",".",".",".",360000,95,123616,96,0.0,2.2,14,0.5,3.0,".",".",".",1
1997,"ZIP 20008",".",20008,"01JAN1997","31DEC1997",".",".",".",".",".",410000,137,132175,97,0.0,2.5,16,0.2,1.0,".",".",".",1
1998,"ZIP 20008",".",20008,"01JAN1998","31DEC1998",".",".",".",".",".",450000,179,147009,92,0.0,2.5,16,0.3,2.0,".",".",".",1
1999,"ZIP 20008",".",20008,"01JAN1999","31DEC1999",".",".",".",".",".",538500,138,154523,98,0.0,1.7,11,0.2,1.0,".",".",".",1
2000,"ZIP 20008",".",20008,"01JAN2000","31DEC2000",".",".",".",".",".",554500,150,149737,86,0.0,1.6,10,0.2,1.0,".",".",".",1
2001,"ZIP 20008",".",20008,"01JAN2001","31DEC2001",".",".",".",".",".",733750,118,145589,93,0.0,1.6,10,0.2,1.0,".",".",".",1
2002,"ZIP 20008",".",20008,"01JAN2002","31DEC2002",".",".",".",".",".",757500,110,158381,95,0.0,1.5,10,0.0,0.0,".",".",".",1
2003,"ZIP 20008",".",20008,"01JAN2003","31DEC2003",".",".",".",".",".",840000,147,154343,107,0.0,1.9,13,0.1,1.0,".",".",".",1
2004,"ZIP 20008",".",20008,"01JAN2004","31DEC2004",".",".",".",".",".",1000000,138,169908,86,0.0,1.5,10,0.3,2.0,".",".",".",1
2005,"ZIP 20008",".",20008,"01JAN2005","31DEC2005",".",".",".",".",".",1117500,102,169908,86,0.0,1.7,12,0.1,1.0,".",".",".",1
2006,"ZIP 20008",".",20008,"01JAN2006","31DEC2006",".",".",".",".",".",1100000,103,169908,86,0.0,1.0,7.0,0.4,3.0,".",".",".",1
2007,"ZIP 20008",".",20008,"01JAN2007","31DEC2007",".",".",".",".",".",1000000,99,169908,86,0.0,1.7,12,0.1,1.0,".",".",".",1
2008,"ZIP 20008",".",20008,"01JAN2008","31DEC2008",".",".",".",".",".",940000,76,169908,86,0.0,3.3,23,0.7,5.0,".",".",".",1
2009,"ZIP 20008",".",20008,"01JAN2009","31DEC2009",".",".",".",".",".",1031000,95,169908,86,0.0,4.7,33,1.1,8.0,".",".",".",1
2010,"ZIP 20008",".",20008,"01JAN2010","31DEC2010",".",".",".",".",".",1170000,83,169908,86,0.0,4.6,32,1.0,7.0,".",".",".",1
2011,"ZIP 20008",".",20008,"01JAN2011","31DEC2011",".",".",".",".",".",1030000,95,169908,86,0.0,0.1,1.0,0.1,1.0,".",".",".",1
2012,"ZIP 20008",".",20008,"01JAN2012","31DEC2012",".",".",".",".",".",1100000,109,169908,86,0.0,0.4,3.0,0.0,0.0,".",".",".",1
2013,"ZIP 20008",".",20008,"01JAN2013","31DEC2013",".",".",".",".",".",1290000,116,169908,86,0.0,0.3,2.0,0.1,1.0,".",".",".",1
2014,"ZIP 20008",".",20008,"01JAN2014","31DEC2014",".",".",".",".",".",1255000,77,169908,86,0.0,0.3,2.0,0.1,1.0,".",".",".",1
2015,"ZIP 20008",".",20008,"01JAN2015","31DEC2015",".",".",".",".",".",1300000,83,169908,86,0.0,0.3,2.0,0.1,1.0,".",".",".",1
2016,"ZIP 20008",".",20008,"01JAN2016","31DEC2016",".",".",".",".",".",1425500,90,169908,86,0.0,0.3,2.0,0.1,1.0,".",".",".",1
1995,"ZIP 20009",".",20009,"01JAN1995","31DEC1995",".",".",".",".",".",168750,118,90486,68,0.0,7.4,59,3.0,24,".",".",".",1
1996,"ZIP 20009",".",20009,"01JAN1996","31DEC1996",".",".",".",".",".",179900,121,86234,97,0.0,7.0,56,0.8,6.0,".",".",".",1
1997,"ZIP 20009",".",20009,"01JAN1997","31DEC1997",".",".",".",".",".",185500,120,89146,118,0.0,6.1,49,1.3,10,".",".",".",1
1998,"ZIP 20009",".",20009,"01JAN1998","31DEC1998",".",".",".",".",".",184474,192,99254,126,0.0,8.5,68,1.6,13,".",".",".",1
1999,"ZIP 20009",".",20009,"01JAN1999","31DEC1999",".",".",".",".",".",213000,197,103546,135,0.0,5.9,47,1.5,12,".",".",".",1
2000,"ZIP 20009",".",20009,"01JAN2000","31DEC2000",".",".",".",".",".",295250,158,105951,150,0.0,5.6,45,0.5,4.0,".",".",".",1
2001,"ZIP 20009",".",20009,"01JAN2001","31DEC2001",".",".",".",".",".",329650,220,103828,154,0.0,5.6,45,0.5,4.0,".",".",".",1
2002,"ZIP 20009",".",20009,"01JAN2002","31DEC2002",".",".",".",".",".",410000,177,111136,163,0.0,5.0,41,0.2,2.0,".",".",".",1
2003,"ZIP 20009",".",20009,"01JAN2003","31DEC2003",".",".",".",".",".",490000,162,117068,189,0.0,4.1,35,0.4,3.0,".",".",".",1
2004,"ZIP 20009",".",20009,"01JAN2004","31DEC2004",".",".",".",".",".",607500,162,123159,177,0.0,3.9,34,0.3,3.0,".",".",".",1
2005,"ZIP 20009",".",20009,"01JAN2005","31DEC2005",".",".",".",".",".",699500,122,123159,177,0.0,3.0,28,0.5,5.0,".",".",".",1
2006,"ZIP 20009",".",20009,"01JAN2006","31DEC2006",".",".",".",".",".",688500,105,123159,177,0.0,4.2,42,0.2,2.0,".",".",".",1
2007,"ZIP 20009",".",20009,"01JAN2007","31DEC2007",".",".",".",".",".",700000,107,123159,177,0.0,5.0,52,1.5,15,".",".",".",1
2008,"ZIP 20009",".",20009,"01JAN2008","31DEC2008",".",".",".",".",".",695000,74,123159,177,0.0,6.1,66,1.7,18,".",".",".",1
2009,"ZIP 20009",".",20009,"01JAN2009","31DEC2009",".",".",".",".",".",690000,67,123159,177,0.0,13,142,3.8,41,".",".",".",1
2010,"ZIP 20009",".",20009,"01JAN2010","31DEC2010",".",".",".",".",".",715000,74,123159,177,0.0,10,113,3.0,33,".",".",".",1
2011,"ZIP 20009",".",20009,"01JAN2011","31DEC2011",".",".",".",".",".",750000,75,123159,177,0.0,0.4,4.0,0.5,6.0,".",".",".",1
2012,"ZIP 20009",".",20009,"01JAN2012","31DEC2012",".",".",".",".",".",753625,84,123159,177,0.0,0.3,4.0,0.1,1.0,".",".",".",1
2013,"ZIP 20009",".",20009,"01JAN2013","31DEC2013",".",".",".",".",".",865000,85,123159,177,0.0,0.0,0.0,0.1,1.0,".",".",".",1
2014,"ZIP 20009",".",20009,"01JAN2014","31DEC2014",".",".",".",".",".",880000,71,123159,177,0.0,0.0,0.0,0.1,1.0,".",".",".",1
2015,"ZIP 20009",".",20009,"01JAN2015","31DEC2015",".",".",".",".",".",906500,74,123159,177,0.0,0.0,0.0,0.1,1.0,".",".",".",1
2016,"ZIP 20009",".",20009,"01JAN2016","31DEC2016",".",".",".",".",".",1022500,78,123159,177,0.0,0.0,0.0,0.1,1.0,".",".",".",1
1995,"ZIP 20010",".",20010,"01JAN1995","31DEC1995",".",".",".",".",".",113044,166,78388,36,0.1,14,54,7.3,28,".",".",".",1
1996,"ZIP 20010",".",20010,"01JAN1996","31DEC1996",".",".",".",".",".",108575,172,77700,51,0.1,18,70,6.2,24,".",".",".",1
1997,"ZIP 20010",".",20010,"01JAN1997","31DEC1997",".",".",".",".",".",122900,183,74376,62,0.1,22,85,7.3,28,".",".",".",1
1998,"ZIP 20010",".",20010,"01JAN1998","31DEC1998",".",".",".",".",".",129539,264,88599,78,0.0,26,101,12,45,".",".",".",1
1999,"ZIP 20010",".",20010,"01JAN1999","31DEC1999",".",".",".",".",".",124900,261,96587,72,0.1,26,100,14,55,".",".",".",1
2000,"ZIP 20010",".",20010,"01JAN2000","31DEC2000",".",".",".",".",".",155000,227,96925,77,0.0,23,88,6.2,24,".",".",".",1
2001,"ZIP 20010",".",20010,"01JAN2001","31DEC2001",".",".",".",".",".",166500,211,99963,76,0.0,15,59,6.2,24,".",".",".",1
2002,"ZIP 20010",".",20010,"01JAN2002","31DEC2002",".",".",".",".",".",239450,214,115178,91,0.1,13,52,2.3,9.0,".",".",".",1
2003,"ZIP 20010",".",20010,"01JAN2003","31DEC2003",".",".",".",".",".",285000,196,119959,104,0.1,16,61,0.5,2.0,".",".",".",1
2004,"ZIP 20010",".",20010,"01JAN2004","31DEC2004",".",".",".",".",".",349000,265,121570,109,0.1,9.0,36,0.8,3.0,".",".",".",1
2005,"ZIP 20010",".",20010,"01JAN2005","31DEC2005",".",".",".",".",".",485500,224,121570,109,0.1,6.4,26,0.7,3.0,".",".",".",1
2006,"ZIP 20010",".",20010,"01JAN2006","31DEC2006",".",".",".",".",".",494000,138,121570,109,0.1,12,52,1.8,8.0,".",".",".",1
2007,"ZIP 20010",".",20010,"01JAN2007","31DEC2007",".",".",".",".",".",475000,105,121570,109,0.1,12,55,3.7,17,".",".",".",1
2008,"ZIP 20010",".",20010,"01JAN2008","31DEC2008",".",".",".",".",".",557500,72,121570,109,0.1,23,108,9.1,42,".",".",".",1
2009,"ZIP 20010",".",20010,"01JAN2009","31DEC2009",".",".",".",".",".",427750,80,121570,109,0.1,33,154,9.4,44,".",".",".",1
2010,"ZIP 20010",".",20010,"01JAN2010","31DEC2010",".",".",".",".",".",522500,101,121570,109,0.1,24,114,5.5,26,".",".",".",1
2011,"ZIP 20010",".",20010,"01JAN2011","31DEC2011",".",".",".",".",".",500000,133,121570,109,0.1,0.4,2.0,2.1,10,".",".",".",1
2012,"ZIP 20010",".",20010,"01JAN2012","31DEC2012",".",".",".",".",".",540000,126,121570,109,0.1,0.2,1.0,0.2,1.0,".",".",".",1
2013,"ZIP 20010",".",20010,"01JAN2013","31DEC2013",".",".",".",".",".",615000,145,121570,109,0.1,0.4,2.0,0.2,1.0,".",".",".",1
2014,"ZIP 20010",".",20010,"01JAN2014","31DEC2014",".",".",".",".",".",665000,115,121570,109,0.1,0.4,2.0,0.2,1.0,".",".",".",1
2015,"ZIP 20010",".",20010,"01JAN2015","31DEC2015",".",".",".",".",".",702500,116,121570,109,0.1,0.4,2.0,0.2,1.0,".",".",".",1
2016,"ZIP 20010",".",20010,"01JAN2016","31DEC2016",".",".",".",".",".",780000,133,121570,109,0.1,0.4,2.0,0.2,1.0,".",".",".",1
1995,"ZIP 20011",".",20011,"01JAN1995","31DEC1995",".",".",".",".",".",115000,421,65010,26,0.1,11,159,4.2,59,".",".",".",1
1996,"ZIP 20011",".",20011,"01JAN1996","31DEC1996",".",".",".",".",".",114000,449,65230,34,0.1,13,179,3.3,46,".",".",".",1
1997,"ZIP 20011",".",20011,"01JAN1997","31DEC1997",".",".",".",".",".",119250,508,69370,36,0.1,22,303,7.2,101,".",".",".",1
1998,"ZIP 20011",".",20011,"01JAN1998","31DEC1998",".",".",".",".",".",116956,703,75062,39,0.1,23,326,8.9,124,".",".",".",1
1999,"ZIP 20011",".",20011,"01JAN1999","31DEC1999",".",".",".",".",".",125000,651,80071,41,0.1,23,315,10,146,".",".",".",1
2000,"ZIP 20011",".",20011,"01JAN2000","31DEC2000",".",".",".",".",".",135500,508,83002,43,0.0,19,261,6.6,92,".",".",".",1
2001,"ZIP 20011",".",20011,"01JAN2001","31DEC2001",".",".",".",".",".",157000,536,92790,47,0.1,16,229,5.0,70,".",".",".",1
2002,"ZIP 20011",".",20011,"01JAN2002","31DEC2002",".",".",".",".",".",186000,553,99499,68,0.1,18,255,3.5,49,".",".",".",1
2003,"ZIP 20011",".",20011,"01JAN2003","31DEC2003",".",".",".",".",".",241325,517,116989,76,0.2,17,243,0.5,7.0,".",".",".",1
2004,"ZIP 20011",".",20011,"01JAN2004","31DEC2004",".",".",".",".",".",300000,730,116824,75,0.2,12,174,0.4,5.0,".",".",".",1
2005,"ZIP 20011",".",20011,"01JAN2005","31DEC2005",".",".",".",".",".",390000,664,116824,75,0.2,9.2,131,0.6,8.0,".",".",".",1
2006,"ZIP 20011",".",20011,"01JAN2006","31DEC2006",".",".",".",".",".",414000,532,116824,75,0.2,11,163,0.8,11,".",".",".",1
2007,"ZIP 20011",".",20011,"01JAN2007","31DEC2007",".",".",".",".",".",420000,389,116824,75,0.2,18,268,4.3,63,".",".",".",1
2008,"ZIP 20011",".",20011,"01JAN2008","31DEC2008",".",".",".",".",".",379000,237,116824,75,0.2,33,479,11,160,".",".",".",1
2009,"ZIP 20011",".",20011,"01JAN2009","31DEC2009",".",".",".",".",".",380000,240,116824,75,0.2,41,612,11,167,".",".",".",1
2010,"ZIP 20011",".",20011,"01JAN2010","31DEC2010",".",".",".",".",".",383006,293,116824,75,0.2,34,507,9.5,142,".",".",".",1
2011,"ZIP 20011",".",20011,"01JAN2011","31DEC2011",".",".",".",".",".",382240,362,116824,75,0.2,8.5,128,2.7,41,".",".",".",1
2012,"ZIP 20011",".",20011,"01JAN2012","31DEC2012",".",".",".",".",".",407500,422,116824,75,0.2,0.5,8.0,0.5,7.0,".",".",".",1
2013,"ZIP 20011",".",20011,"01JAN2013","31DEC2013",".",".",".",".",".",500000,569,116824,75,0.2,0.4,6.0,0.1,2.0,".",".",".",1
2014,"ZIP 20011",".",20011,"01JAN2014","31DEC2014",".",".",".",".",".",565000,504,116824,75,0.2,0.4,6.0,0.1,2.0,".",".",".",1
2015,"ZIP 20011",".",20011,"01JAN2015","31DEC2015",".",".",".",".",".",567000,508,116824,75,0.2,0.4,6.0,0.1,2.0,".",".",".",1
2016,"ZIP 20011",".",20011,"01JAN2016","31DEC2016",".",".",".",".",".",577450,548,116824,75,0.2,0.4,6.0,0.1,2.0,".",".",".",1
1995,"ZIP 20012",".",20012,"01JAN1995","31DEC1995",".",".",".",".",".",175000,114,99425,25,0.0,7.2,29,1.0,4.0,".",".",".",1
1996,"ZIP 20012",".",20012,"01JAN1996","31DEC1996",".",".",".",".",".",180000,107,88512,44,0.1,10,42,1.7,7.0,".",".",".",1
1997,"ZIP 20012",".",20012,"01JAN1997","31DEC1997",".",".",".",".",".",165625,132,101361,53,0.1,17,67,3.7,15,".",".",".",1
1998,"ZIP 20012",".",20012,"01JAN1998","31DEC1998",".",".",".",".",".",185000,153,99370,55,0.1,15,59,3.0,12,".",".",".",1
1999,"ZIP 20012",".",20012,"01JAN1999","31DEC1999",".",".",".",".",".",195000,164,111579,45,0.0,14,56,3.5,14,".",".",".",1
2000,"ZIP 20012",".",20012,"01JAN2000","31DEC2000",".",".",".",".",".",225000,146,110380,50,0.0,11,44,3.0,12,".",".",".",1
