"timeframe","Zip","NumOccupiedHsgUnits","zip_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
2001,"ZIP 20012",".",20012,"01JAN2001","31DEC2001",".",".",".",".",".",269250,116,110233,45,0.1,11,44,2.5,10,".",".",".",1
2002,"ZIP 20012",".",20012,"01JAN2002","31DEC2002",".",".",".",".",".",305502,138,125822,49,0.1,9.9,40,0.7,3.0,".",".",".",1
2003,"ZIP 20012",".",20012,"01JAN2003","31DEC2003",".",".",".",".",".",373000,139,138393,63,0.1,12,47,0.7,3.0,".",".",".",1
2004,"ZIP 20012",".",20012,"01JAN2004","31DEC2004",".",".",".",".",".",438000,147,151492,54,0.1,7.2,29,0.5,2.0,".",".",".",1
2005,"ZIP 20012",".",20012,"01JAN2005","31DEC2005",".",".",".",".",".",510000,119,151492,54,0.1,6.1,25,0.0,0.0,".",".",".",1
2006,"ZIP 20012",".",20012,"01JAN2006","31DEC2006",".",".",".",".",".",540000,121,151492,54,0.1,7.0,29,0.7,3.0,".",".",".",1
2007,"ZIP 20012",".",20012,"01JAN2007","31DEC2007",".",".",".",".",".",500000,91,151492,54,0.1,8.2,34,1.2,5.0,".",".",".",1
2008,"ZIP 20012",".",20012,"01JAN2008","31DEC2008",".",".",".",".",".",610000,63,151492,54,0.1,21,87,2.7,11,".",".",".",1
2009,"ZIP 20012",".",20012,"01JAN2009","31DEC2009",".",".",".",".",".",513750,72,151492,54,0.1,24,100,5.5,23,".",".",".",1
2010,"ZIP 20012",".",20012,"01JAN2010","31DEC2010",".",".",".",".",".",530000,69,151492,54,0.1,19,78,6.0,25,".",".",".",1
2011,"ZIP 20012",".",20012,"01JAN2011","31DEC2011",".",".",".",".",".",523000,88,151492,54,0.1,0.0,0.0,0.5,2.0,".",".",".",1
2012,"ZIP 20012",".",20012,"01JAN2012","31DEC2012",".",".",".",".",".",495000,112,151492,54,0.1,0.0,0.0,0.0,0.0,".",".",".",1
2013,"ZIP 20012",".",20012,"01JAN2013","31DEC2013",".",".",".",".",".",564000,125,151492,54,0.1,0.2,1.0,0.0,0.0,".",".",".",1
2014,"ZIP 20012",".",20012,"01JAN2014","31DEC2014",".",".",".",".",".",655000,100,151492,54,0.1,0.2,1.0,0.0,0.0,".",".",".",1
2015,"ZIP 20012",".",20012,"01JAN2015","31DEC2015",".",".",".",".",".",660000,103,151492,54,0.1,0.2,1.0,0.0,0.0,".",".",".",1
2016,"ZIP 20012",".",20012,"01JAN2016","31DEC2016",".",".",".",".",".",667250,118,151492,54,0.1,0.2,1.0,0.0,0.0,".",".",".",1
1995,"ZIP 20015",".",20015,"01JAN1995","31DEC1995",".",".",".",".",".",292000,166,143198,81,0.0,1.8,9.0,0.4,2.0,".",".",".",1
1996,"ZIP 20015",".",20015,"01JAN1996","31DEC1996",".",".",".",".",".",295000,182,151834,92,0.0,2.4,12,0.6,3.0,".",".",".",1
1997,"ZIP 20015",".",20015,"01JAN1997","31DEC1997",".",".",".",".",".",311000,230,156098,90,0.0,2.8,14,0.4,2.0,".",".",".",1
1998,"ZIP 20015",".",20015,"01JAN1998","31DEC1998",".",".",".",".",".",330000,312,170767,63,0.0,2.6,13,0.6,3.0,".",".",".",1
1999,"ZIP 20015",".",20015,"01JAN1999","31DEC1999",".",".",".",".",".",375000,288,182140,78,0.0,1.4,7.0,0.4,2.0,".",".",".",1
2000,"ZIP 20015",".",20015,"01JAN2000","31DEC2000",".",".",".",".",".",416000,148,181259,70,0.0,1.4,7.0,0.0,0.0,".",".",".",1
2001,"ZIP 20015",".",20015,"01JAN2001","31DEC2001",".",".",".",".",".",485000,173,177076,65,0.0,0.8,4.0,0.0,0.0,".",".",".",1
2002,"ZIP 20015",".",20015,"01JAN2002","31DEC2002",".",".",".",".",".",550000,213,185961,56,0.0,1.4,7.0,0.0,0.0,".",".",".",1
2003,"ZIP 20015",".",20015,"01JAN2003","31DEC2003",".",".",".",".",".",650000,212,200146,57,0.0,1.8,9.0,0.2,1.0,".",".",".",1
2004,"ZIP 20015",".",20015,"01JAN2004","31DEC2004",".",".",".",".",".",719250,178,204388,58,0.0,2.0,10,0.0,0.0,".",".",".",1
2005,"ZIP 20015",".",20015,"01JAN2005","31DEC2005",".",".",".",".",".",800000,174,204388,58,0.0,1.8,9.0,0.2,1.0,".",".",".",1
2006,"ZIP 20015",".",20015,"01JAN2006","31DEC2006",".",".",".",".",".",826000,162,204388,58,0.0,0.6,3.0,0.2,1.0,".",".",".",1
2007,"ZIP 20015",".",20015,"01JAN2007","31DEC2007",".",".",".",".",".",859000,179,204388,58,0.0,1.3,7.0,0.2,1.0,".",".",".",1
2008,"ZIP 20015",".",20015,"01JAN2008","31DEC2008",".",".",".",".",".",870000,139,204388,58,0.0,3.5,18,0.6,3.0,".",".",".",1
2009,"ZIP 20015",".",20015,"01JAN2009","31DEC2009",".",".",".",".",".",800000,152,204388,58,0.0,5.8,30,1.7,9.0,".",".",".",1
2010,"ZIP 20015",".",20015,"01JAN2010","31DEC2010",".",".",".",".",".",816000,172,204388,58,0.0,4.4,23,0.4,2.0,".",".",".",1
2011,"ZIP 20015",".",20015,"01JAN2011","31DEC2011",".",".",".",".",".",824750,140,204388,58,0.0,0.0,0.0,0.4,2.0,".",".",".",1
2012,"ZIP 20015",".",20015,"01JAN2012","31DEC2012",".",".",".",".",".",857500,169,204388,58,0.0,0.0,0.0,0.2,1.0,".",".",".",1
2013,"ZIP 20015",".",20015,"01JAN2013","31DEC2013",".",".",".",".",".",882500,172,204388,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ZIP 20015",".",20015,"01JAN2014","31DEC2014",".",".",".",".",".",945000,145,204388,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ZIP 20015",".",20015,"01JAN2015","31DEC2015",".",".",".",".",".",975000,165,204388,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ZIP 20015",".",20015,"01JAN2016","31DEC2016",".",".",".",".",".",975000,166,204388,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ZIP 20016",".",20016,"01JAN1995","31DEC1995",".",".",".",".",".",327500,259,151541,64,0.0,2.9,30,0.5,5.0,".",".",".",1
1996,"ZIP 20016",".",20016,"01JAN1996","31DEC1996",".",".",".",".",".",320000,263,156360,85,0.0,1.6,17,0.3,3.0,".",".",".",1
1997,"ZIP 20016",".",20016,"01JAN1997","31DEC1997",".",".",".",".",".",330500,336,163051,89,0.0,1.6,17,0.1,1.0,".",".",".",1
1998,"ZIP 20016",".",20016,"01JAN1998","31DEC1998",".",".",".",".",".",350000,398,173655,79,0.0,2.2,23,0.2,2.0,".",".",".",1
1999,"ZIP 20016",".",20016,"01JAN1999","31DEC1999",".",".",".",".",".",415000,388,179809,81,0.0,1.7,18,0.3,3.0,".",".",".",1
2000,"ZIP 20016",".",20016,"01JAN2000","31DEC2000",".",".",".",".",".",467000,284,179908,80,0.0,1.1,12,0.4,4.0,".",".",".",1
2001,"ZIP 20016",".",20016,"01JAN2001","31DEC2001",".",".",".",".",".",549000,285,163318,93,0.0,1.3,14,0.2,2.0,".",".",".",1
2002,"ZIP 20016",".",20016,"01JAN2002","31DEC2002",".",".",".",".",".",630000,315,181886,88,0.0,1.2,13,0.1,1.0,".",".",".",1
2003,"ZIP 20016",".",20016,"01JAN2003","31DEC2003",".",".",".",".",".",675000,339,177039,103,0.0,1.1,12,0.1,1.0,".",".",".",1
2004,"ZIP 20016",".",20016,"01JAN2004","31DEC2004",".",".",".",".",".",775000,283,201431,79,0.0,1.4,15,0.3,3.0,".",".",".",1
2005,"ZIP 20016",".",20016,"01JAN2005","31DEC2005",".",".",".",".",".",864600,304,201431,79,0.0,1.3,14,0.3,3.0,".",".",".",1
2006,"ZIP 20016",".",20016,"01JAN2006","31DEC2006",".",".",".",".",".",900000,205,201431,79,0.0,1.5,16,0.4,4.0,".",".",".",1
2007,"ZIP 20016",".",20016,"01JAN2007","31DEC2007",".",".",".",".",".",900000,260,201431,79,0.0,2.3,25,0.5,6.0,".",".",".",1
2008,"ZIP 20016",".",20016,"01JAN2008","31DEC2008",".",".",".",".",".",882500,222,201431,79,0.0,3.3,36,0.7,8.0,".",".",".",1
2009,"ZIP 20016",".",20016,"01JAN2009","31DEC2009",".",".",".",".",".",885000,208,201431,79,0.0,40,443,1.4,15,".",".",".",1
2010,"ZIP 20016",".",20016,"01JAN2010","31DEC2010",".",".",".",".",".",899500,224,201431,79,0.0,5.0,55,1.1,12,".",".",".",1
2011,"ZIP 20016",".",20016,"01JAN2011","31DEC2011",".",".",".",".",".",895000,245,201431,79,0.0,0.2,2.0,0.4,5.0,".",".",".",1
2012,"ZIP 20016",".",20016,"01JAN2012","31DEC2012",".",".",".",".",".",925000,246,201431,79,0.0,0.0,0.0,0.2,2.0,".",".",".",1
2013,"ZIP 20016",".",20016,"01JAN2013","31DEC2013",".",".",".",".",".",975550,256,201431,79,0.0,0.0,0.0,0.1,1.0,".",".",".",1
2014,"ZIP 20016",".",20016,"01JAN2014","31DEC2014",".",".",".",".",".",1060500,234,201431,79,0.0,0.0,0.0,0.1,1.0,".",".",".",1
2015,"ZIP 20016",".",20016,"01JAN2015","31DEC2015",".",".",".",".",".",1027750,274,201431,79,0.0,0.0,0.0,0.1,1.0,".",".",".",1
2016,"ZIP 20016",".",20016,"01JAN2016","31DEC2016",".",".",".",".",".",1200000,221,201431,79,0.0,0.0,0.0,0.1,1.0,".",".",".",1
1995,"ZIP 20017",".",20017,"01JAN1995","31DEC1995",".",".",".",".",".",117500,128,53950,24,0.1,8.4,39,2.6,12,".",".",".",1
1996,"ZIP 20017",".",20017,"01JAN1996","31DEC1996",".",".",".",".",".",124750,138,56306,28,0.1,8.4,39,3.4,16,".",".",".",1
1997,"ZIP 20017",".",20017,"01JAN1997","31DEC1997",".",".",".",".",".",118000,140,62019,28,0.1,12,55,2.6,12,".",".",".",1
1998,"ZIP 20017",".",20017,"01JAN1998","31DEC1998",".",".",".",".",".",123600,173,65673,34,0.0,17,81,4.9,23,".",".",".",1
1999,"ZIP 20017",".",20017,"01JAN1999","31DEC1999",".",".",".",".",".",126100,141,64414,28,0.0,19,87,6.0,28,".",".",".",1
2000,"ZIP 20017",".",20017,"01JAN2000","31DEC2000",".",".",".",".",".",135000,162,73399,34,0.1,19,88,5.4,25,".",".",".",1
2001,"ZIP 20017",".",20017,"01JAN2001","31DEC2001",".",".",".",".",".",150000,111,77863,40,0.1,16,75,5.4,25,".",".",".",1
2002,"ZIP 20017",".",20017,"01JAN2002","31DEC2002",".",".",".",".",".",182000,132,81553,53,0.1,12,57,3.2,15,".",".",".",1
2003,"ZIP 20017",".",20017,"01JAN2003","31DEC2003",".",".",".",".",".",230000,146,100806,63,0.2,14,65,0.4,2.0,".",".",".",1
2004,"ZIP 20017",".",20017,"01JAN2004","31DEC2004",".",".",".",".",".",283250,172,108235,62,0.1,13,59,0.4,2.0,".",".",".",1
2005,"ZIP 20017",".",20017,"01JAN2005","31DEC2005",".",".",".",".",".",351100,141,108235,62,0.1,6.8,32,0.6,3.0,".",".",".",1
2006,"ZIP 20017",".",20017,"01JAN2006","31DEC2006",".",".",".",".",".",396000,121,108235,62,0.1,12,58,0.6,3.0,".",".",".",1
2007,"ZIP 20017",".",20017,"01JAN2007","31DEC2007",".",".",".",".",".",395000,121,108235,62,0.1,14,67,2.9,14,".",".",".",1
2008,"ZIP 20017",".",20017,"01JAN2008","31DEC2008",".",".",".",".",".",370000,81,108235,62,0.1,23,110,9.1,44,".",".",".",1
2009,"ZIP 20017",".",20017,"01JAN2009","31DEC2009",".",".",".",".",".",347271,72,108235,62,0.1,26,127,4.6,22,".",".",".",1
2010,"ZIP 20017",".",20017,"01JAN2010","31DEC2010",".",".",".",".",".",362000,82,108235,62,0.1,29,140,6.6,32,".",".",".",1
2011,"ZIP 20017",".",20017,"01JAN2011","31DEC2011",".",".",".",".",".",418000,142,108235,62,0.1,0.0,0.0,1.2,6.0,".",".",".",1
2012,"ZIP 20017",".",20017,"01JAN2012","31DEC2012",".",".",".",".",".",442000,156,108235,62,0.1,0.6,3.0,1.0,5.0,".",".",".",1
2013,"ZIP 20017",".",20017,"01JAN2013","31DEC2013",".",".",".",".",".",474000,214,108235,62,0.1,0.6,3.0,0.0,0.0,".",".",".",1
2014,"ZIP 20017",".",20017,"01JAN2014","31DEC2014",".",".",".",".",".",500000,148,108235,62,0.1,0.6,3.0,0.0,0.0,".",".",".",1
2015,"ZIP 20017",".",20017,"01JAN2015","31DEC2015",".",".",".",".",".",499000,151,108235,62,0.1,0.6,3.0,0.0,0.0,".",".",".",1
2016,"ZIP 20017",".",20017,"01JAN2016","31DEC2016",".",".",".",".",".",555000,175,108235,62,0.1,0.6,3.0,0.0,0.0,".",".",".",1
1995,"ZIP 20018",".",20018,"01JAN1995","31DEC1995",".",".",".",".",".",110000,125,62233,26,0.1,11,51,3.3,16,".",".",".",1
1996,"ZIP 20018",".",20018,"01JAN1996","31DEC1996",".",".",".",".",".",114900,127,58980,32,0.2,16,77,5.2,25,".",".",".",1
1997,"ZIP 20018",".",20018,"01JAN1997","31DEC1997",".",".",".",".",".",110000,142,58477,29,0.2,16,79,5.0,24,".",".",".",1
1998,"ZIP 20018",".",20018,"01JAN1998","31DEC1998",".",".",".",".",".",117800,170,61100,34,0.2,21,100,4.5,22,".",".",".",1
1999,"ZIP 20018",".",20018,"01JAN1999","31DEC1999",".",".",".",".",".",120000,147,63244,33,0.1,24,115,9.3,45,".",".",".",1
2000,"ZIP 20018",".",20018,"01JAN2000","31DEC2000",".",".",".",".",".",135000,143,64160,42,0.1,22,106,6.2,30,".",".",".",1
2001,"ZIP 20018",".",20018,"01JAN2001","31DEC2001",".",".",".",".",".",145350,142,80507,44,0.1,20,97,6.4,31,".",".",".",1
2002,"ZIP 20018",".",20018,"01JAN2002","31DEC2002",".",".",".",".",".",169500,144,81248,53,0.1,21,100,4.5,22,".",".",".",1
2003,"ZIP 20018",".",20018,"01JAN2003","31DEC2003",".",".",".",".",".",212500,184,94179,67,0.2,18,89,1.0,5.0,".",".",".",1
2004,"ZIP 20018",".",20018,"01JAN2004","31DEC2004",".",".",".",".",".",258000,187,100416,73,0.2,14,68,0.6,3.0,".",".",".",1
2005,"ZIP 20018",".",20018,"01JAN2005","31DEC2005",".",".",".",".",".",375000,196,100416,73,0.2,13,65,1.0,5.0,".",".",".",1
2006,"ZIP 20018",".",20018,"01JAN2006","31DEC2006",".",".",".",".",".",399000,153,100416,73,0.2,15,75,2.3,12,".",".",".",1
2007,"ZIP 20018",".",20018,"01JAN2007","31DEC2007",".",".",".",".",".",442156,216,100416,73,0.2,17,88,4.8,25,".",".",".",1
2008,"ZIP 20018",".",20018,"01JAN2008","31DEC2008",".",".",".",".",".",417111,108,100416,73,0.2,33,170,10,52,".",".",".",1
2009,"ZIP 20018",".",20018,"01JAN2009","31DEC2009",".",".",".",".",".",370000,100,100416,73,0.2,37,193,12,64,".",".",".",1
2010,"ZIP 20018",".",20018,"01JAN2010","31DEC2010",".",".",".",".",".",366500,97,100416,73,0.2,31,158,7.5,39,".",".",".",1
2011,"ZIP 20018",".",20018,"01JAN2011","31DEC2011",".",".",".",".",".",336750,78,100416,73,0.2,0.4,2.0,3.5,18,".",".",".",1
2012,"ZIP 20018",".",20018,"01JAN2012","31DEC2012",".",".",".",".",".",398000,153,100416,73,0.2,0.0,0.0,0.6,3.0,".",".",".",1
2013,"ZIP 20018",".",20018,"01JAN2013","31DEC2013",".",".",".",".",".",429800,191,100416,73,0.2,0.2,1.0,0.2,1.0,".",".",".",1
2014,"ZIP 20018",".",20018,"01JAN2014","31DEC2014",".",".",".",".",".",485000,217,100416,73,0.2,0.2,1.0,0.2,1.0,".",".",".",1
2015,"ZIP 20018",".",20018,"01JAN2015","31DEC2015",".",".",".",".",".",526600,207,100416,73,0.2,0.2,1.0,0.2,1.0,".",".",".",1
2016,"ZIP 20018",".",20018,"01JAN2016","31DEC2016",".",".",".",".",".",515000,172,100416,73,0.2,0.2,1.0,0.2,1.0,".",".",".",1
1995,"ZIP 20019",".",20019,"01JAN1995","31DEC1995",".",".",".",".",".",80000,221,44990,20,0.2,14,137,3.5,35,".",".",".",1
1996,"ZIP 20019",".",20019,"01JAN1996","31DEC1996",".",".",".",".",".",81400,303,46362,20,0.3,15,152,5.6,56,".",".",".",1
1997,"ZIP 20019",".",20019,"01JAN1997","31DEC1997",".",".",".",".",".",80000,298,43503,22,0.3,21,215,7.2,72,".",".",".",1
1998,"ZIP 20019",".",20019,"01JAN1998","31DEC1998",".",".",".",".",".",83000,365,44456,29,0.2,23,233,8.7,87,".",".",".",1
1999,"ZIP 20019",".",20019,"01JAN1999","31DEC1999",".",".",".",".",".",79400,348,48603,25,0.0,27,274,9.6,96,".",".",".",1
2000,"ZIP 20019",".",20019,"01JAN2000","31DEC2000",".",".",".",".",".",85000,335,51378,28,0.1,27,273,11,109,".",".",".",1
2001,"ZIP 20019",".",20019,"01JAN2001","31DEC2001",".",".",".",".",".",99950,312,55271,32,0.1,22,218,7.8,78,".",".",".",1
2002,"ZIP 20019",".",20019,"01JAN2002","31DEC2002",".",".",".",".",".",110000,346,59603,61,0.1,28,282,6.9,70,".",".",".",1
2003,"ZIP 20019",".",20019,"01JAN2003","31DEC2003",".",".",".",".",".",127000,297,71760,62,0.2,27,273,1.1,11,".",".",".",1
2004,"ZIP 20019",".",20019,"01JAN2004","31DEC2004",".",".",".",".",".",150000,445,76049,69,0.2,20,210,2.3,24,".",".",".",1
2005,"ZIP 20019",".",20019,"01JAN2005","31DEC2005",".",".",".",".",".",206000,480,76049,69,0.2,15,160,2.4,25,".",".",".",1
2006,"ZIP 20019",".",20019,"01JAN2006","31DEC2006",".",".",".",".",".",250000,396,76049,69,0.2,15,159,1.4,15,".",".",".",1
2007,"ZIP 20019",".",20019,"01JAN2007","31DEC2007",".",".",".",".",".",267000,319,76049,69,0.2,24,263,4.5,50,".",".",".",1
2008,"ZIP 20019",".",20019,"01JAN2008","31DEC2008",".",".",".",".",".",299500,190,76049,69,0.2,36,408,16,182,".",".",".",1
2009,"ZIP 20019",".",20019,"01JAN2009","31DEC2009",".",".",".",".",".",285000,180,76049,69,0.2,48,538,14,160,".",".",".",1
2010,"ZIP 20019",".",20019,"01JAN2010","31DEC2010",".",".",".",".",".",220000,172,76049,69,0.2,40,454,15,168,".",".",".",1
2011,"ZIP 20019",".",20019,"01JAN2011","31DEC2011",".",".",".",".",".",213450,170,76049,69,0.2,0.4,5.0,4.3,49,".",".",".",1
2012,"ZIP 20019",".",20019,"01JAN2012","31DEC2012",".",".",".",".",".",220000,217,76049,69,0.2,0.1,1.0,0.7,8.0,".",".",".",1
2013,"ZIP 20019",".",20019,"01JAN2013","31DEC2013",".",".",".",".",".",220000,266,76049,69,0.2,0.8,9.0,0.8,9.0,".",".",".",1
2014,"ZIP 20019",".",20019,"01JAN2014","31DEC2014",".",".",".",".",".",245000,222,76049,69,0.2,0.8,9.0,0.8,9.0,".",".",".",1
2015,"ZIP 20019",".",20019,"01JAN2015","31DEC2015",".",".",".",".",".",269900,229,76049,69,0.2,0.8,9.0,0.8,9.0,".",".",".",1
2016,"ZIP 20019",".",20019,"01JAN2016","31DEC2016",".",".",".",".",".",272950,326,76049,69,0.2,0.8,9.0,0.8,9.0,".",".",".",1
1995,"ZIP 20020",".",20020,"01JAN1995","31DEC1995",".",".",".",".",".",93000,179,45471,15,0.1,14,108,3.9,29,".",".",".",1
1996,"ZIP 20020",".",20020,"01JAN1996","31DEC1996",".",".",".",".",".",89700,176,47575,21,0.3,17,126,2.7,20,".",".",".",1
1997,"ZIP 20020",".",20020,"01JAN1997","31DEC1997",".",".",".",".",".",96177,207,51018,27,0.3,22,165,6.1,46,".",".",".",1
1998,"ZIP 20020",".",20020,"01JAN1998","31DEC1998",".",".",".",".",".",92000,241,49637,30,0.1,21,158,6.4,48,".",".",".",1
1999,"ZIP 20020",".",20020,"01JAN1999","31DEC1999",".",".",".",".",".",96900,247,56181,35,0.1,23,176,7.3,55,".",".",".",1
2000,"ZIP 20020",".",20020,"01JAN2000","31DEC2000",".",".",".",".",".",106750,204,54248,37,0.0,24,179,5.9,44,".",".",".",1
2001,"ZIP 20020",".",20020,"01JAN2001","31DEC2001",".",".",".",".",".",116733,210,61117,42,0.1,20,153,6.4,48,".",".",".",1
2002,"ZIP 20020",".",20020,"01JAN2002","31DEC2002",".",".",".",".",".",130935,229,66545,52,0.1,25,196,6.7,52,".",".",".",1
2003,"ZIP 20020",".",20020,"01JAN2003","31DEC2003",".",".",".",".",".",155800,186,73357,66,0.2,21,163,1.3,10,".",".",".",1
2004,"ZIP 20020",".",20020,"01JAN2004","31DEC2004",".",".",".",".",".",170000,250,77033,76,0.2,22,173,1.9,15,".",".",".",1
2005,"ZIP 20020",".",20020,"01JAN2005","31DEC2005",".",".",".",".",".",225000,247,77033,76,0.2,12,95,1.1,9.0,".",".",".",1
2006,"ZIP 20020",".",20020,"01JAN2006","31DEC2006",".",".",".",".",".",275000,273,77033,76,0.2,12,109,0.9,8.0,".",".",".",1
2007,"ZIP 20020",".",20020,"01JAN2007","31DEC2007",".",".",".",".",".",295000,187,77033,76,0.2,17,155,3.4,31,".",".",".",1
2008,"ZIP 20020",".",20020,"01JAN2008","31DEC2008",".",".",".",".",".",311650,158,77033,76,0.2,30,275,6.8,62,".",".",".",1
2009,"ZIP 20020",".",20020,"01JAN2009","31DEC2009",".",".",".",".",".",277450,78,77033,76,0.2,41,377,13,118,".",".",".",1
2010,"ZIP 20020",".",20020,"01JAN2010","31DEC2010",".",".",".",".",".",255000,109,77033,76,0.2,34,317,12,107,".",".",".",1
2011,"ZIP 20020",".",20020,"01JAN2011","31DEC2011",".",".",".",".",".",264500,89,77033,76,0.2,0.9,8.0,4.0,37,".",".",".",1
2012,"ZIP 20020",".",20020,"01JAN2012","31DEC2012",".",".",".",".",".",257500,131,77033,76,0.2,0.5,5.0,0.8,7.0,".",".",".",1
2013,"ZIP 20020",".",20020,"01JAN2013","31DEC2013",".",".",".",".",".",250000,147,77033,76,0.2,0.6,6.0,1.0,9.0,".",".",".",1
2014,"ZIP 20020",".",20020,"01JAN2014","31DEC2014",".",".",".",".",".",283000,155,77033,76,0.2,0.6,6.0,1.0,9.0,".",".",".",1
2015,"ZIP 20020",".",20020,"01JAN2015","31DEC2015",".",".",".",".",".",303000,127,77033,76,0.2,0.6,6.0,1.0,9.0,".",".",".",1
2016,"ZIP 20020",".",20020,"01JAN2016","31DEC2016",".",".",".",".",".",312500,200,77033,76,0.2,0.6,6.0,1.0,9.0,".",".",".",1
1995,"ZIP 20024",".",20024,"01JAN1995","31DEC1995",".",".",".",".",".",215250,10,66104,27,0.1,16,31,4.3,8.0,".",".",".",1
1996,"ZIP 20024",".",20024,"01JAN1996","31DEC1996",".",".",".",".",".",200000,13,76088,44,0.0,14,26,5.9,11,".",".",".",1
1997,"ZIP 20024",".",20024,"01JAN1997","31DEC1997",".",".",".",".",".",167000,8.0,75653,50,0.0,15,28,7.5,14,".",".",".",1
1998,"ZIP 20024",".",20024,"01JAN1998","31DEC1998",".",".",".",".",".",199750,16,85071,60,0.0,15,29,3.7,7.0,".",".",".",1
1999,"ZIP 20024",".",20024,"01JAN1999","31DEC1999",".",".",".",".",".",199530,18,103909,96,0.0,14,27,5.3,10,".",".",".",1
2000,"ZIP 20024",".",20024,"01JAN2000","31DEC2000",".",".",".",".",".",275000,23,91979,65,0.0,8.0,15,2.7,5.0,".",".",".",1
2001,"ZIP 20024",".",20024,"01JAN2001","31DEC2001",".",".",".",".",".",385000,103,77131,72,0.0,9.6,18,3.2,6.0,".",".",".",1
2002,"ZIP 20024",".",20024,"01JAN2002","31DEC2002",".",".",".",".",".",416666,15,88497,105,0.0,12,23,1.1,2.0,".",".",".",1
2003,"ZIP 20024",".",20024,"01JAN2003","31DEC2003",".",".",".",".",".",432000,15,103443,160,0.1,6.4,12,0.5,1.0,".",".",".",1
2004,"ZIP 20024",".",20024,"01JAN2004","31DEC2004",".",".",".",".",".",520250,14,106126,55,0.1,7.3,14,1.0,2.0,".",".",".",1
2005,"ZIP 20024",".",20024,"01JAN2005","31DEC2005",".",".",".",".",".",400000,15,106126,55,0.1,4.1,9.0,0.5,1.0,".",".",".",1
2006,"ZIP 20024",".",20024,"01JAN2006","31DEC2006",".",".",".",".",".",537500,18,106126,55,0.1,8.1,18,0.0,0.0,".",".",".",1
2007,"ZIP 20024",".",20024,"01JAN2007","31DEC2007",".",".",".",".",".",645000,7.0,106126,55,0.1,9.6,25,0.8,2.0,".",".",".",1
2008,"ZIP 20024",".",20024,"01JAN2008","31DEC2008",".",".",".",".",".",650000,15,106126,55,0.1,16,43,4.6,12,".",".",".",1
2009,"ZIP 20024",".",20024,"01JAN2009","31DEC2009",".",".",".",".",".",640000,9.0,106126,55,0.1,21,56,3.4,9.0,".",".",".",1
2010,"ZIP 20024",".",20024,"01JAN2010","31DEC2010",".",".",".",".",".",635000,9.0,106126,55,0.1,13,35,4.7,13,".",".",".",1
2011,"ZIP 20024",".",20024,"01JAN2011","31DEC2011",".",".",".",".",".",295000,9.0,106126,55,0.1,0.4,1.0,1.1,3.0,".",".",".",1
2012,"ZIP 20024",".",20024,"01JAN2012","31DEC2012",".",".",".",".",".",692250,10,106126,55,0.1,0.0,0.0,0.3,1.0,".",".",".",1
2013,"ZIP 20024",".",20024,"01JAN2013","31DEC2013",".",".",".",".",".",702000,12,106126,55,0.1,0.0,0.0,0.3,1.0,".",".",".",1
2014,"ZIP 20024",".",20024,"01JAN2014","31DEC2014",".",".",".",".",".",720000,11,106126,55,0.1,0.0,0.0,0.3,1.0,".",".",".",1
2015,"ZIP 20024",".",20024,"01JAN2015","31DEC2015",".",".",".",".",".",842450,16,106126,55,0.1,0.0,0.0,0.3,1.0,".",".",".",1
2016,"ZIP 20024",".",20024,"01JAN2016","31DEC2016",".",".",".",".",".",899000,11,106126,55,0.1,0.0,0.0,0.3,1.0,".",".",".",1
1995,"ZIP 20032",".",20032,"01JAN1995","31DEC1995",".",".",".",".",".",84950,53,45869,12,0.1,19,66,3.4,12,".",".",".",1
1996,"ZIP 20032",".",20032,"01JAN1996","31DEC1996",".",".",".",".",".",84000,86,37070,15,0.2,18,64,3.4,12,".",".",".",1
1997,"ZIP 20032",".",20032,"01JAN1997","31DEC1997",".",".",".",".",".",79475,72,42371,22,0.2,22,78,5.7,20,".",".",".",1
1998,"ZIP 20032",".",20032,"01JAN1998","31DEC1998",".",".",".",".",".",78000,131,37563,23,0.3,30,105,10.0,35,".",".",".",1
1999,"ZIP 20032",".",20032,"01JAN1999","31DEC1999",".",".",".",".",".",91750,128,57019,30,0.1,26,93,8.5,30,".",".",".",1
2000,"ZIP 20032",".",20032,"01JAN2000","31DEC2000",".",".",".",".",".",99975,126,56727,35,0.1,30,105,9.1,32,".",".",".",1
2001,"ZIP 20032",".",20032,"01JAN2001","31DEC2001",".",".",".",".",".",110500,97,58978,32,0.0,25,87,9.4,33,".",".",".",1
2002,"ZIP 20032",".",20032,"01JAN2002","31DEC2002",".",".",".",".",".",125550,92,64036,44,0.1,27,97,7.6,27,".",".",".",1
