"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","HOUSING_CNTY",,,"CITY_nf",2,1,14,"Unformatted geography",,0,0,,0,0,0,185,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_CNTY",,,"MedianMrtgInc1_4m_adj",1,8,15,"Median borrower income","PROFNUM",0,0,,0,0,0,80,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",13
"WORK","HOUSING_CNTY",,,"NumMrtgOrigHomePurchPerUnit",1,8,16,"Loans per 1,000 housing units","PROFNUM",0,0,,0,0,0,88,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",12
"WORK","HOUSING_CNTY",,,"NumOccupiedHsgUnits",1,8,3,"Occupied housing units","PROFNUM",0,0,,0,0,0,0,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","HOUSING_CNTY",,,"PctAnnChgRMPriceSf_10yr",1,8,24,"% annual change median price past 10 years","PROFNUM",0,0,,0,0,0,152,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",9
"WORK","HOUSING_CNTY",,,"PctAnnChgRMPriceSf_1yr",1,8,22,"% annual change median price past 1 year","PROFNUM",0,0,,0,0,0,136,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",11
"WORK","HOUSING_CNTY",,,"PctAnnChgRMPriceSf_5yr",1,8,23,"% annual change median price past 5 years","PROFNUM",0,0,,0,0,0,144,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",10
"WORK","HOUSING_CNTY",,,"PctOwnerOccupiedHU_m",1,8,11,"Homeownership rate (%) MOE","PROFNUM",0,0,,0,0,0,56,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",6
"WORK","HOUSING_CNTY",,,"PctOwnerOccupiedHsgUnits",1,8,9,"Homeownership rate (%)","PROFNUM",0,0,,0,0,0,40,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",5
"WORK","HOUSING_CNTY",,,"PctSameHouse5YearsAgo",1,8,7,"% same house 5 years ago","PROFNUM",0,0,,0,0,0,24,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","HOUSING_CNTY",,,"PctSubprimeConvOrigHomePur",1,8,17,"% subprime loans","PROFNUM",0,0,,0,0,0,96,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",14
"WORK","HOUSING_CNTY",,,"PctVacantHUForRent_m",1,8,10,"Rental vacancy rate (%) MOE","PROFNUM",0,0,,0,0,0,48,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",4
"WORK","HOUSING_CNTY",,,"PctVacantHsgUnitsForRent",1,8,8,"Rental vacancy rate (%)","PROFNUM",0,0,,0,0,0,32,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",3
"WORK","HOUSING_CNTY",,,"county",2,5,2,"Regional county (2017)","$CNTY15F",0,0,,0,0,0,175,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_CNTY",,,"county_nf",2,5,4,,,0,0,,0,0,0,180,97,"V9","20MAR18:19:56:05","20MAR18:19:56:05",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
