"timeframe","Cluster_tr2000","NumOccupiedHsgUnits","cluster_tr2000_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
1998,"Cluster 13",".",13,"01JAN1998","31DEC1998",".",".",".",".",".",409000.0,263,197890.81,85.12,0.03501,3.404,21,0.4863,3,".",".",".",1
1999,"Cluster 13",".",13,"01JAN1999","31DEC1999",".",".",".",".",".",455000.0,275,216963.09,77.31,0.00957,1.945,12,0.1621,1,".",".",".",1
2000,"Cluster 13",".",13,"01JAN2000","31DEC2000",".",".",".",".",".",500000.0,177,198760.34,81.67,0.01126,0.973,6,0.3242,2,".",".",".",1
2001,"Cluster 13",".",13,"01JAN2001","31DEC2001",".",".",".",".",".",610000.0,209,187889.09,81.31,0.00449,1.135,7,0.0000,0,".",".",".",1
2002,"Cluster 13",".",13,"01JAN2002","31DEC2002",".",".",".",".",".",732500.0,218,205594.36,86.21,0.01477,1.611,10,0.0000,0,".",".",".",1
2003,"Cluster 13",".",13,"01JAN2003","31DEC2003",".",".",".",".",".",765500.0,224,210045.67,85.30,0.01489,1.934,12,0.0000,0,".",".",".",1
2004,"Cluster 13",".",13,"01JAN2004","31DEC2004",".",".",".",".",".",825000.0,200,245307.59,60.25,0.01506,2.078,13,0.3196,2,".",".",".",1
2005,"Cluster 13",".",13,"01JAN2005","31DEC2005",".",".",".",".",".",937500.0,202,245307.59,60.25,0.01506,1.598,10,0.3195,2,".",".",".",1
2006,"Cluster 13",".",13,"01JAN2006","31DEC2006",".",".",".",".",".",965000.0,146,245307.59,60.25,0.01506,2.235,14,0.1596,1,".",".",".",1
2007,"Cluster 13",".",13,"01JAN2007","31DEC2007",".",".",".",".",".",1070000.0,157,245307.59,60.25,0.01506,3.023,19,0.7954,5,".",".",".",1
2008,"Cluster 13",".",13,"01JAN2008","31DEC2008",".",".",".",".",".",1100000.0,110,245307.59,60.25,0.01506,2.680,17,0.6306,4,".",".",".",1
2009,"Cluster 13",".",13,"01JAN2009","31DEC2009",".",".",".",".",".",1027000.0,128,245307.59,60.25,0.01506,5.831,37,1.2608,8,".",".",".",1
2010,"Cluster 13",".",13,"01JAN2010","31DEC2010",".",".",".",".",".",1156500.0,145,245307.59,60.25,0.01506,5.993,38,1.1039,7,".",".",".",1
2011,"Cluster 13",".",13,"01JAN2011","31DEC2011",".",".",".",".",".",1020000.0,175,245307.59,60.25,0.01506,0.314,2,0.4709,3,".",".",".",1
2012,"Cluster 13",".",13,"01JAN2012","31DEC2012",".",".",".",".",".",1044687.5,192,245307.59,60.25,0.01506,0.000,0,0.3137,2,".",".",".",1
2013,"Cluster 13",".",13,"01JAN2013","31DEC2013",".",".",".",".",".",1082145.0,201,245307.59,60.25,0.01506,0.000,0,0.0000,0,".",".",".",1
2014,"Cluster 13",".",13,"01JAN2014","31DEC2014",".",".",".",".",".",1167500.0,180,245307.59,60.25,0.01506,0.000,0,0.0000,0,".",".",".",1
2015,"Cluster 13",".",13,"01JAN2015","31DEC2015",".",".",".",".",".",1065000.0,191,245307.59,60.25,0.01506,0.000,0,0.0000,0,".",".",".",1
2016,"Cluster 13",".",13,"01JAN2016","31DEC2016",".",".",".",".",".",1220000.0,161,245307.59,60.25,0.01506,0.000,0,0.0000,0,".",".",".",1
1995,"Cluster 14",".",14,"01JAN1995","31DEC1995",".",".",".",".",".",375000.0,26,86498.69,65.76,0.00625,3.659,12,0.3049,1,".",".",".",1
1996,"Cluster 14",".",14,"01JAN1996","31DEC1996",".",".",".",".",".",435000.0,15,93950.03,83.82,0.00000,1.220,4,0.3049,1,".",".",".",1
1997,"Cluster 14",".",14,"01JAN1997","31DEC1997",".",".",".",".",".",337500.0,16,86946.49,102.56,0.01434,3.049,10,0.0000,0,".",".",".",1
1998,"Cluster 14",".",14,"01JAN1998","31DEC1998",".",".",".",".",".",330000.0,32,94898.26,101.19,0.02190,0.915,3,0.0000,0,".",".",".",1
1999,"Cluster 14",".",14,"01JAN1999","31DEC1999",".",".",".",".",".",455000.0,16,94619.98,117.21,0.03030,1.829,6,0.6098,2,".",".",".",1
2000,"Cluster 14",".",14,"01JAN2000","31DEC2000",".",".",".",".",".",539900.0,17,110459.76,96.42,0.02151,0.610,2,0.0000,0,".",".",".",1
2001,"Cluster 14",".",14,"01JAN2001","31DEC2001",".",".",".",".",".",580000.0,20,87155.59,173.42,0.00599,2.744,9,0.3049,1,".",".",".",1
2002,"Cluster 14",".",14,"01JAN2002","31DEC2002",".",".",".",".",".",652500.0,30,103268.41,131.86,0.00777,1.213,4,0.0000,0,".",".",".",1
2003,"Cluster 14",".",14,"01JAN2003","31DEC2003",".",".",".",".",".",638250.0,20,105252.76,123.68,0.02479,0.858,3,0.2860,1,".",".",".",1
2004,"Cluster 14",".",14,"01JAN2004","31DEC2004",".",".",".",".",".",875000.0,20,114556.67,161.84,0.00632,1.144,4,0.0000,0,".",".",".",1
2005,"Cluster 14",".",14,"01JAN2005","31DEC2005",".",".",".",".",".",810000.0,13,114556.67,161.84,0.00632,0.286,1,0.0000,0,".",".",".",1
2006,"Cluster 14",".",14,"01JAN2006","31DEC2006",".",".",".",".",".",902500.0,14,114556.67,161.84,0.00632,1.677,6,0.2795,1,".",".",".",1
2007,"Cluster 14",".",14,"01JAN2007","31DEC2007",".",".",".",".",".",837000.0,14,114556.67,161.84,0.00632,3.359,12,0.2799,1,".",".",".",1
2008,"Cluster 14",".",14,"01JAN2008","31DEC2008",".",".",".",".",".",1032000.0,14,114556.67,161.84,0.00632,4.476,16,1.1189,4,".",".",".",1
2009,"Cluster 14",".",14,"01JAN2009","31DEC2009",".",".",".",".",".",824000.0,14,114556.67,161.84,0.00632,115.557,413,2.2384,8,".",".",".",1
2010,"Cluster 14",".",14,"01JAN2010","31DEC2010",".",".",".",".",".",1430000.0,5,114556.67,161.84,0.00632,5.316,19,1.3990,5,".",".",".",1
2011,"Cluster 14",".",14,"01JAN2011","31DEC2011",".",".",".",".",".",878500.0,14,114556.67,161.84,0.00632,0.280,1,1.1192,4,".",".",".",1
2012,"Cluster 14",".",14,"01JAN2012","31DEC2012",".",".",".",".",".",935000.0,11,114556.67,161.84,0.00632,0.000,0,0.0000,0,".",".",".",1
2013,"Cluster 14",".",14,"01JAN2013","31DEC2013",".",".",".",".",".",1128575.0,16,114556.67,161.84,0.00632,0.000,0,0.0000,0,".",".",".",1
2014,"Cluster 14",".",14,"01JAN2014","31DEC2014",".",".",".",".",".",1309875.0,14,114556.67,161.84,0.00632,0.000,0,0.0000,0,".",".",".",1
2015,"Cluster 14",".",14,"01JAN2015","31DEC2015",".",".",".",".",".",1192500.0,10,114556.67,161.84,0.00632,0.000,0,0.0000,0,".",".",".",1
2016,"Cluster 14",".",14,"01JAN2016","31DEC2016",".",".",".",".",".",1197500.0,20,114556.67,161.84,0.00632,0.000,0,0.0000,0,".",".",".",1
1995,"Cluster 15",".",15,"01JAN1995","31DEC1995",".",".",".",".",".",399000.0,57,145777.74,53.33,0.00566,2.620,8,0.9823,3,".",".",".",1
1996,"Cluster 15",".",15,"01JAN1996","31DEC1996",".",".",".",".",".",372000.0,66,137389.06,90.57,0.00575,1.310,4,0.3274,1,".",".",".",1
1997,"Cluster 15",".",15,"01JAN1997","31DEC1997",".",".",".",".",".",420000.0,89,136958.89,81.23,0.00705,1.637,5,0.3274,1,".",".",".",1
1998,"Cluster 15",".",15,"01JAN1998","31DEC1998",".",".",".",".",".",485000.0,117,153715.36,80.31,0.01822,1.965,6,0.3274,1,".",".",".",1
1999,"Cluster 15",".",15,"01JAN1999","31DEC1999",".",".",".",".",".",562500.0,96,166251.10,74.30,0.00794,1.310,4,0.0000,0,".",".",".",1
2000,"Cluster 15",".",15,"01JAN2000","31DEC2000",".",".",".",".",".",612000.0,103,177597.18,72.30,0.01634,0.982,3,0.3274,1,".",".",".",1
2001,"Cluster 15",".",15,"01JAN2001","31DEC2001",".",".",".",".",".",700000.0,77,144010.76,79.66,0.01832,0.327,1,0.0000,0,".",".",".",1
2002,"Cluster 15",".",15,"01JAN2002","31DEC2002",".",".",".",".",".",840000.0,68,163363.67,83.45,0.00702,0.000,0,0.3054,1,".",".",".",1
2003,"Cluster 15",".",15,"01JAN2003","31DEC2003",".",".",".",".",".",834000.0,87,151670.18,77.62,0.00376,0.907,3,0.0000,0,".",".",".",1
2004,"Cluster 15",".",15,"01JAN2004","31DEC2004",".",".",".",".",".",1000000.0,83,181042.56,86.96,0.00671,0.603,2,0.3014,1,".",".",".",1
2005,"Cluster 15",".",15,"01JAN2005","31DEC2005",".",".",".",".",".",1162500.0,64,181042.56,86.96,0.00671,0.905,3,0.3017,1,".",".",".",1
2006,"Cluster 15",".",15,"01JAN2006","31DEC2006",".",".",".",".",".",1200000.0,69,181042.56,86.96,0.00671,0.000,0,0.0000,0,".",".",".",1
2007,"Cluster 15",".",15,"01JAN2007","31DEC2007",".",".",".",".",".",1125500.0,62,181042.56,86.96,0.00671,1.187,4,0.0000,0,".",".",".",1
2008,"Cluster 15",".",15,"01JAN2008","31DEC2008",".",".",".",".",".",957500.0,55,181042.56,86.96,0.00671,2.924,10,1.4620,5,".",".",".",1
2009,"Cluster 15",".",15,"01JAN2009","31DEC2009",".",".",".",".",".",1100000.0,76,181042.56,86.96,0.00671,2.627,9,0.2919,1,".",".",".",1
2010,"Cluster 15",".",15,"01JAN2010","31DEC2010",".",".",".",".",".",1235000.0,71,181042.56,86.96,0.00671,3.217,11,0.8774,3,".",".",".",1
2011,"Cluster 15",".",15,"01JAN2011","31DEC2011",".",".",".",".",".",1135000.0,67,181042.56,86.96,0.00671,0.000,0,0.0000,0,".",".",".",1
2012,"Cluster 15",".",15,"01JAN2012","31DEC2012",".",".",".",".",".",1256350.0,68,181042.56,86.96,0.00671,0.000,0,0.0000,0,".",".",".",1
2013,"Cluster 15",".",15,"01JAN2013","31DEC2013",".",".",".",".",".",1355000.0,67,181042.56,86.96,0.00671,0.288,1,0.0000,0,".",".",".",1
2014,"Cluster 15",".",15,"01JAN2014","31DEC2014",".",".",".",".",".",1425000.0,57,181042.56,86.96,0.00671,0.288,1,0.0000,0,".",".",".",1
2015,"Cluster 15",".",15,"01JAN2015","31DEC2015",".",".",".",".",".",1397500.0,76,181042.56,86.96,0.00671,0.288,1,0.0000,0,".",".",".",1
2016,"Cluster 15",".",15,"01JAN2016","31DEC2016",".",".",".",".",".",1497500.0,64,181042.56,86.96,0.00671,0.288,1,0.0000,0,".",".",".",1
1995,"Cluster 16",".",16,"01JAN1995","31DEC1995",".",".",".",".",".",252500.0,44,144876.79,30.12,0.00000,5.643,9,0.0000,0,".",".",".",1
1996,"Cluster 16",".",16,"01JAN1996","31DEC1996",".",".",".",".",".",265000.0,42,129445.98,57.16,0.05556,7.524,12,1.2539,2,".",".",".",1
1997,"Cluster 16",".",16,"01JAN1997","31DEC1997",".",".",".",".",".",239000.0,49,154434.02,60.85,0.07216,13.793,22,3.7618,6,".",".",".",1
1998,"Cluster 16",".",16,"01JAN1998","31DEC1998",".",".",".",".",".",246250.0,74,148786.63,57.78,0.08602,11.285,18,1.8809,3,".",".",".",1
1999,"Cluster 16",".",16,"01JAN1999","31DEC1999",".",".",".",".",".",292450.0,70,169592.14,35.03,0.01786,10.658,17,1.2539,2,".",".",".",1
2000,"Cluster 16",".",16,"01JAN2000","31DEC2000",".",".",".",".",".",330000.0,65,172338.14,51.01,0.00000,9.404,15,1.8809,3,".",".",".",1
2001,"Cluster 16",".",16,"01JAN2001","31DEC2001",".",".",".",".",".",422421.5,38,145095.50,41.79,0.07353,10.658,17,0.6270,1,".",".",".",1
2002,"Cluster 16",".",16,"01JAN2002","31DEC2002",".",".",".",".",".",439000.0,56,184073.24,45.48,0.12162,10.013,16,0.0000,0,".",".",".",1
2003,"Cluster 16",".",16,"01JAN2003","31DEC2003",".",".",".",".",".",544750.0,52,192372.62,39.34,0.10938,11.897,19,0.6262,1,".",".",".",1
2004,"Cluster 16",".",16,"01JAN2004","31DEC2004",".",".",".",".",".",610000.0,57,216798.16,40.57,0.15152,7.495,12,1.2492,2,".",".",".",1
2005,"Cluster 16",".",16,"01JAN2005","31DEC2005",".",".",".",".",".",665000.0,37,216798.16,40.57,0.15152,6.879,11,0.0000,0,".",".",".",1
2006,"Cluster 16",".",16,"01JAN2006","31DEC2006",".",".",".",".",".",712000.0,42,216798.16,40.57,0.15152,4.991,8,0.6238,1,".",".",".",1
2007,"Cluster 16",".",16,"01JAN2007","31DEC2007",".",".",".",".",".",651700.0,25,216798.16,40.57,0.15152,6.884,11,1.2516,2,".",".",".",1
2008,"Cluster 16",".",16,"01JAN2008","31DEC2008",".",".",".",".",".",669500.0,30,216798.16,40.57,0.15152,19.399,31,1.8773,3,".",".",".",1
2009,"Cluster 16",".",16,"01JAN2009","31DEC2009",".",".",".",".",".",665000.0,24,216798.16,40.57,0.15152,22.514,36,0.6254,1,".",".",".",1
2010,"Cluster 16",".",16,"01JAN2010","31DEC2010",".",".",".",".",".",627500.0,32,216798.16,40.57,0.15152,10.645,17,4.3832,7,".",".",".",1
2011,"Cluster 16",".",16,"01JAN2011","31DEC2011",".",".",".",".",".",610000.0,33,216798.16,40.57,0.15152,0.000,0,0.0000,0,".",".",".",1
2012,"Cluster 16",".",16,"01JAN2012","31DEC2012",".",".",".",".",".",714000.0,39,216798.16,40.57,0.15152,0.000,0,0.0000,0,".",".",".",1
2013,"Cluster 16",".",16,"01JAN2013","31DEC2013",".",".",".",".",".",740000.0,46,216798.16,40.57,0.15152,0.000,0,0.0000,0,".",".",".",1
2014,"Cluster 16",".",16,"01JAN2014","31DEC2014",".",".",".",".",".",723500.0,38,216798.16,40.57,0.15152,0.000,0,0.0000,0,".",".",".",1
2015,"Cluster 16",".",16,"01JAN2015","31DEC2015",".",".",".",".",".",812500.0,42,216798.16,40.57,0.15152,0.000,0,0.0000,0,".",".",".",1
2016,"Cluster 16",".",16,"01JAN2016","31DEC2016",".",".",".",".",".",830000.0,43,216798.16,40.57,0.15152,0.000,0,0.0000,0,".",".",".",1
1995,"Cluster 17",".",17,"01JAN1995","31DEC1995",".",".",".",".",".",135000.0,118,72230.42,22.98,0.03030,7.290,33,1.7672,8,".",".",".",1
1996,"Cluster 17",".",17,"01JAN1996","31DEC1996",".",".",".",".",".",130000.0,118,67327.96,33.87,0.08333,9.499,43,1.3254,6,".",".",".",1
1997,"Cluster 17",".",17,"01JAN1997","31DEC1997",".",".",".",".",".",130000.0,144,77385.08,40.81,0.08065,18.334,83,5.5224,25,".",".",".",1
1998,"Cluster 17",".",17,"01JAN1998","31DEC1998",".",".",".",".",".",130000.0,176,81738.24,45.56,0.08589,16.125,73,3.7552,17,".",".",".",1
1999,"Cluster 17",".",17,"01JAN1999","31DEC1999",".",".",".",".",".",130000.0,185,89593.12,43.78,0.02890,20.323,92,6.1851,28,".",".",".",1
2000,"Cluster 17",".",17,"01JAN2000","31DEC2000",".",".",".",".",".",169900.0,159,80614.48,48.53,0.04348,14.358,65,3.9761,18,".",".",".",1
2001,"Cluster 17",".",17,"01JAN2001","31DEC2001",".",".",".",".",".",184400.0,144,88281.81,45.76,0.07981,13.475,61,4.8597,22,".",".",".",1
2002,"Cluster 17",".",17,"01JAN2002","31DEC2002",".",".",".",".",".",210000.0,171,97441.48,56.26,0.04710,13.690,62,1.7664,8,".",".",".",1
2003,"Cluster 17",".",17,"01JAN2003","31DEC2003",".",".",".",".",".",263950.0,174,110093.04,66.36,0.14414,13.187,60,0.6593,3,".",".",".",1
2004,"Cluster 17",".",17,"01JAN2004","31DEC2004",".",".",".",".",".",320000.0,188,118096.56,62.20,0.13694,9.013,41,0.4397,2,".",".",".",1
2005,"Cluster 17",".",17,"01JAN2005","31DEC2005",".",".",".",".",".",393500.0,164,118096.56,62.20,0.13694,7.095,33,0.2150,1,".",".",".",1
2006,"Cluster 17",".",17,"01JAN2006","31DEC2006",".",".",".",".",".",432000.0,163,118096.56,62.20,0.13694,8.969,42,0.8542,4,".",".",".",1
2007,"Cluster 17",".",17,"01JAN2007","31DEC2007",".",".",".",".",".",427500.0,113,118096.56,62.20,0.13694,12.177,57,2.9908,14,".",".",".",1
2008,"Cluster 17",".",17,"01JAN2008","31DEC2008",".",".",".",".",".",388700.0,80,118096.56,62.20,0.13694,25.411,119,5.3385,25,".",".",".",1
2009,"Cluster 17",".",17,"01JAN2009","31DEC2009",".",".",".",".",".",425500.0,74,118096.56,62.20,0.13694,31.872,149,9.8396,46,".",".",".",1
2010,"Cluster 17",".",17,"01JAN2010","31DEC2010",".",".",".",".",".",350000.0,80,118096.56,62.20,0.13694,30.368,142,7.9127,37,".",".",".",1
2011,"Cluster 17",".",17,"01JAN2011","31DEC2011",".",".",".",".",".",380000.0,107,118096.56,62.20,0.13694,0.212,1,2.1245,10,".",".",".",1
2012,"Cluster 17",".",17,"01JAN2012","31DEC2012",".",".",".",".",".",387500.0,136,118096.56,62.20,0.13694,0.426,2,0.0000,0,".",".",".",1
2013,"Cluster 17",".",17,"01JAN2013","31DEC2013",".",".",".",".",".",427500.0,171,118096.56,62.20,0.13694,0.635,3,0.2115,1,".",".",".",1
2014,"Cluster 17",".",17,"01JAN2014","31DEC2014",".",".",".",".",".",499950.0,134,118096.56,62.20,0.13694,0.635,3,0.2115,1,".",".",".",1
2015,"Cluster 17",".",17,"01JAN2015","31DEC2015",".",".",".",".",".",500000.0,151,118096.56,62.20,0.13694,0.635,3,0.2115,1,".",".",".",1
2016,"Cluster 17",".",17,"01JAN2016","31DEC2016",".",".",".",".",".",550000.0,153,118096.56,62.20,0.13694,0.635,3,0.2115,1,".",".",".",1
1995,"Cluster 18",".",18,"01JAN1995","31DEC1995",".",".",".",".",".",116000.0,311,66945.04,29.31,0.09424,14.522,136,5.3390,50,".",".",".",1
1996,"Cluster 18",".",18,"01JAN1996","31DEC1996",".",".",".",".",".",112500.0,331,68383.32,35.82,0.13636,16.231,152,4.4848,42,".",".",".",1
1997,"Cluster 18",".",18,"01JAN1997","31DEC1997",".",".",".",".",".",119250.0,388,70840.23,38.42,0.10769,25.307,237,8.4357,79,".",".",".",1
1998,"Cluster 18",".",18,"01JAN1998","31DEC1998",".",".",".",".",".",116800.0,511,79068.30,42.84,0.07317,26.695,250,10.6781,100,".",".",".",1
1999,"Cluster 18",".",18,"01JAN1999","31DEC1999",".",".",".",".",".",127875.0,484,82301.87,45.27,0.05278,23.492,220,11.9594,112,".",".",".",1
2000,"Cluster 18",".",18,"01JAN2000","31DEC2000",".",".",".",".",".",139000.0,373,89998.56,44.93,0.03440,20.395,191,7.9018,74,".",".",".",1
2001,"Cluster 18",".",18,"01JAN2001","31DEC2001",".",".",".",".",".",160000.0,403,101320.15,53.34,0.05254,17.726,166,4.5916,43,".",".",".",1
2002,"Cluster 18",".",18,"01JAN2002","31DEC2002",".",".",".",".",".",200000.0,380,103852.29,76.24,0.09102,19.635,184,3.9484,37,".",".",".",1
2003,"Cluster 18",".",18,"01JAN2003","31DEC2003",".",".",".",".",".",255000.0,375,126214.59,85.95,0.17576,18.566,174,0.3201,3,".",".",".",1
2004,"Cluster 18",".",18,"01JAN2004","31DEC2004",".",".",".",".",".",315500.0,544,123134.71,80.75,0.16056,13.106,124,0.2114,2,".",".",".",1
2005,"Cluster 18",".",18,"01JAN2005","31DEC2005",".",".",".",".",".",410000.0,493,123134.71,80.75,0.16056,9.022,86,0.6295,6,".",".",".",1
2006,"Cluster 18",".",18,"01JAN2006","31DEC2006",".",".",".",".",".",435000.0,372,123134.71,80.75,0.16056,12.729,123,0.8279,8,".",".",".",1
2007,"Cluster 18",".",18,"01JAN2007","31DEC2007",".",".",".",".",".",450000.0,283,123134.71,80.75,0.16056,19.052,186,4.7117,46,".",".",".",1
2008,"Cluster 18",".",18,"01JAN2008","31DEC2008",".",".",".",".",".",414000.0,156,123134.71,80.75,0.16056,35.480,352,12.2971,122,".",".",".",1
2009,"Cluster 18",".",18,"01JAN2009","31DEC2009",".",".",".",".",".",403749.5,186,123134.71,80.75,0.16056,44.682,447,11.6953,117,".",".",".",1
2010,"Cluster 18",".",18,"01JAN2010","31DEC2010",".",".",".",".",".",420000.0,209,123134.71,80.75,0.16056,33.711,342,9.8571,100,".",".",".",1
2011,"Cluster 18",".",18,"01JAN2011","31DEC2011",".",".",".",".",".",417000.0,276,123134.71,80.75,0.16056,12.192,125,2.7309,28,".",".",".",1
2012,"Cluster 18",".",18,"01JAN2012","31DEC2012",".",".",".",".",".",456250.0,318,123134.71,80.75,0.16056,0.579,6,0.5794,6,".",".",".",1
2013,"Cluster 18",".",18,"01JAN2013","31DEC2013",".",".",".",".",".",540250.0,396,123134.71,80.75,0.16056,0.385,4,0.0964,1,".",".",".",1
2014,"Cluster 18",".",18,"01JAN2014","31DEC2014",".",".",".",".",".",617500.0,340,123134.71,80.75,0.16056,0.385,4,0.0964,1,".",".",".",1
2015,"Cluster 18",".",18,"01JAN2015","31DEC2015",".",".",".",".",".",649900.0,303,123134.71,80.75,0.16056,0.385,4,0.0964,1,".",".",".",1
2016,"Cluster 18",".",18,"01JAN2016","31DEC2016",".",".",".",".",".",640000.0,387,123134.71,80.75,0.16056,0.385,4,0.0964,1,".",".",".",1
1995,"Cluster 19",".",19,"01JAN1995","31DEC1995",".",".",".",".",".",111000.0,70,48740.63,16.88,0.10000,5.043,14,2.5216,7,".",".",".",1
1996,"Cluster 19",".",19,"01JAN1996","31DEC1996",".",".",".",".",".",110987.0,69,51225.19,25.63,0.20690,7.205,20,1.4409,4,".",".",".",1
1997,"Cluster 19",".",19,"01JAN1997","31DEC1997",".",".",".",".",".",114900.0,66,51141.79,25.63,0.02778,11.888,33,2.5216,7,".",".",".",1
1998,"Cluster 19",".",19,"01JAN1998","31DEC1998",".",".",".",".",".",114000.0,104,51574.38,26.23,0.05000,17.291,48,6.8444,19,".",".",".",1
1999,"Cluster 19",".",19,"01JAN1999","31DEC1999",".",".",".",".",".",111764.0,86,63638.62,30.45,0.06000,15.850,44,7.2046,20,".",".",".",1
2000,"Cluster 19",".",19,"01JAN2000","31DEC2000",".",".",".",".",".",128000.0,70,61222.62,32.86,0.02500,12.968,36,3.2421,9,".",".",".",1
2001,"Cluster 19",".",19,"01JAN2001","31DEC2001",".",".",".",".",".",139175.0,74,66770.40,26.23,0.08571,10.807,30,5.0432,14,".",".",".",1
2002,"Cluster 19",".",19,"01JAN2002","31DEC2002",".",".",".",".",".",150000.0,89,86087.53,46.43,0.10067,14.049,39,3.2421,9,".",".",".",1
2003,"Cluster 19",".",19,"01JAN2003","31DEC2003",".",".",".",".",".",178000.0,65,88201.85,59.39,0.23469,15.130,42,1.4409,4,".",".",".",1
2004,"Cluster 19",".",19,"01JAN2004","31DEC2004",".",".",".",".",".",241550.0,103,92682.93,67.23,0.19457,10.443,29,0.3601,1,".",".",".",1
2005,"Cluster 19",".",19,"01JAN2005","31DEC2005",".",".",".",".",".",310000.0,99,92682.93,67.23,0.19457,9.723,27,0.3601,1,".",".",".",1
2006,"Cluster 19",".",19,"01JAN2006","31DEC2006",".",".",".",".",".",335000.0,80,92682.93,67.23,0.19457,7.727,22,0.3512,1,".",".",".",1
2007,"Cluster 19",".",19,"01JAN2007","31DEC2007",".",".",".",".",".",340000.0,65,92682.93,67.23,0.19457,18.252,52,2.1060,6,".",".",".",1
2008,"Cluster 19",".",19,"01JAN2008","31DEC2008",".",".",".",".",".",300000.0,35,92682.93,67.23,0.19457,25.748,74,9.7425,28,".",".",".",1
2009,"Cluster 19",".",19,"01JAN2009","31DEC2009",".",".",".",".",".",282500.0,34,92682.93,67.23,0.19457,32.011,92,9.0466,26,".",".",".",1
2010,"Cluster 19",".",19,"01JAN2010","31DEC2010",".",".",".",".",".",270000.0,25,92682.93,67.23,0.19457,30.978,89,8.0056,23,".",".",".",1
2011,"Cluster 19",".",19,"01JAN2011","31DEC2011",".",".",".",".",".",270000.0,41,92682.93,67.23,0.19457,0.696,2,2.0884,6,".",".",".",1
2012,"Cluster 19",".",19,"01JAN2012","31DEC2012",".",".",".",".",".",265000.0,51,92682.93,67.23,0.19457,0.000,0,0.3479,1,".",".",".",1
2013,"Cluster 19",".",19,"01JAN2013","31DEC2013",".",".",".",".",".",341000.0,88,92682.93,67.23,0.19457,0.348,1,0.0000,0,".",".",".",1
2014,"Cluster 19",".",19,"01JAN2014","31DEC2014",".",".",".",".",".",405000.0,99,92682.93,67.23,0.19457,0.348,1,0.0000,0,".",".",".",1
2015,"Cluster 19",".",19,"01JAN2015","31DEC2015",".",".",".",".",".",439500.0,120,92682.93,67.23,0.19457,0.348,1,0.0000,0,".",".",".",1
2016,"Cluster 19",".",19,"01JAN2016","31DEC2016",".",".",".",".",".",432000.0,94,92682.93,67.23,0.19457,0.348,1,0.0000,0,".",".",".",1
1995,"Cluster 20",".",20,"01JAN1995","31DEC1995",".",".",".",".",".",120000.0,97,56824.24,24.20,0.02326,8.396,28,1.7991,6,".",".",".",1
1996,"Cluster 20",".",20,"01JAN1996","31DEC1996",".",".",".",".",".",125000.0,96,55609.83,27.13,0.15152,6.597,22,2.6987,9,".",".",".",1
1997,"Cluster 20",".",20,"01JAN1997","31DEC1997",".",".",".",".",".",120000.0,94,62318.02,25.53,0.09302,7.496,25,1.1994,4,".",".",".",1
1998,"Cluster 20",".",20,"01JAN1998","31DEC1998",".",".",".",".",".",124950.0,104,69223.46,31.38,0.00000,12.894,43,2.9985,10,".",".",".",1
1999,"Cluster 20",".",20,"01JAN1999","31DEC1999",".",".",".",".",".",129992.5,80,64706.87,23.94,0.02041,15.292,51,4.1979,14,".",".",".",1
2000,"Cluster 20",".",20,"01JAN2000","31DEC2000",".",".",".",".",".",142500.0,98,72552.52,25.53,0.04167,17.091,57,3.2984,11,".",".",".",1
2001,"Cluster 20",".",20,"01JAN2001","31DEC2001",".",".",".",".",".",155320.0,68,79211.13,39.10,0.13600,14.993,50,4.7976,16,".",".",".",1
2002,"Cluster 20",".",20,"01JAN2002","31DEC2002",".",".",".",".",".",180000.0,73,81747.63,45.21,0.09877,11.684,39,2.6962,9,".",".",".",1
2003,"Cluster 20",".",20,"01JAN2003","31DEC2003",".",".",".",".",".",212500.0,96,99887.21,45.74,0.17544,12.882,43,0.2996,1,".",".",".",1
2004,"Cluster 20",".",20,"01JAN2004","31DEC2004",".",".",".",".",".",277512.0,105,103526.61,45.21,0.13095,12.279,41,0.5990,2,".",".",".",1
2005,"Cluster 20",".",20,"01JAN2005","31DEC2005",".",".",".",".",".",335000.0,95,103526.61,45.21,0.13095,7.745,26,0.8937,3,".",".",".",1
2006,"Cluster 20",".",20,"01JAN2006","31DEC2006",".",".",".",".",".",389000.0,79,103526.61,45.21,0.13095,10.730,36,0.2981,1,".",".",".",1
2007,"Cluster 20",".",20,"01JAN2007","31DEC2007",".",".",".",".",".",384000.0,81,103526.61,45.21,0.13095,11.950,41,2.3317,8,".",".",".",1
2008,"Cluster 20",".",20,"01JAN2008","31DEC2008",".",".",".",".",".",360000.0,59,103526.61,45.21,0.13095,18.076,62,7.8717,27,".",".",".",1
2009,"Cluster 20",".",20,"01JAN2009","31DEC2009",".",".",".",".",".",340552.0,56,103526.61,45.21,0.13095,21.270,73,4.3706,15,".",".",".",1
