"timeframe","Cluster_tr2000","NumOccupiedHsgUnits","cluster_tr2000_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
2010,"Cluster 20",".",20,"01JAN2010","31DEC2010",".",".",".",".",".",353378.0,76,103526.61,45.21,0.13095,24.490,84,5.8309,20,".",".",".",1
2011,"Cluster 20",".",20,"01JAN2011","31DEC2011",".",".",".",".",".",297500.0,56,103526.61,45.21,0.13095,0.000,0,1.1594,4,".",".",".",1
2012,"Cluster 20",".",20,"01JAN2012","31DEC2012",".",".",".",".",".",349800.0,69,103526.61,45.21,0.13095,0.000,0,1.1594,4,".",".",".",1
2013,"Cluster 20",".",20,"01JAN2013","31DEC2013",".",".",".",".",".",350000.0,96,103526.61,45.21,0.13095,0.869,3,0.0000,0,".",".",".",1
2014,"Cluster 20",".",20,"01JAN2014","31DEC2014",".",".",".",".",".",395750.0,78,103526.61,45.21,0.13095,0.869,3,0.0000,0,".",".",".",1
2015,"Cluster 20",".",20,"01JAN2015","31DEC2015",".",".",".",".",".",454000.0,101,103526.61,45.21,0.13095,0.869,3,0.0000,0,".",".",".",1
2016,"Cluster 20",".",20,"01JAN2016","31DEC2016",".",".",".",".",".",492500.0,119,103526.61,45.21,0.13095,0.869,3,0.0000,0,".",".",".",1
1995,"Cluster 21",".",21,"01JAN1995","31DEC1995",".",".",".",".",".",84900.0,131,55272.19,27.50,0.20988,16.091,61,4.2205,16,".",".",".",1
1996,"Cluster 21",".",21,"01JAN1996","31DEC1996",".",".",".",".",".",93000.0,143,61752.04,39.78,0.38889,25.851,98,6.0670,23,".",".",".",1
1997,"Cluster 21",".",21,"01JAN1997","31DEC1997",".",".",".",".",".",91515.0,201,60773.40,49.12,0.21642,31.918,121,14.2443,54,".",".",".",1
1998,"Cluster 21",".",21,"01JAN1998","31DEC1998",".",".",".",".",".",102500.0,308,69048.45,56.04,0.14976,38.512,146,19.2561,73,".",".",".",1
1999,"Cluster 21",".",21,"01JAN1999","31DEC1999",".",".",".",".",".",105000.0,306,70673.58,60.19,0.09322,40.095,152,20.0475,76,".",".",".",1
2000,"Cluster 21",".",21,"01JAN2000","31DEC2000",".",".",".",".",".",130000.0,227,79885.37,69.70,0.07918,36.930,140,15.5632,59,".",".",".",1
2001,"Cluster 21",".",21,"01JAN2001","31DEC2001",".",".",".",".",".",140000.0,243,81807.95,77.83,0.05783,30.071,114,16.0907,61,".",".",".",1
2002,"Cluster 21",".",21,"01JAN2002","31DEC2002",".",".",".",".",".",202200.0,255,91732.53,100.66,0.10601,23.616,90,7.6096,29,".",".",".",1
2003,"Cluster 21",".",21,"01JAN2003","31DEC2003",".",".",".",".",".",250000.0,231,109401.24,109.65,0.21994,22.320,86,0.7786,3,".",".",".",1
2004,"Cluster 21",".",21,"01JAN2004","31DEC2004",".",".",".",".",".",310000.0,265,115045.66,96.33,0.11733,16.452,65,0.7593,3,".",".",".",1
2005,"Cluster 21",".",21,"01JAN2005","31DEC2005",".",".",".",".",".",393500.0,212,115045.66,96.33,0.11733,8.487,34,1.2481,5,".",".",".",1
2006,"Cluster 21",".",21,"01JAN2006","31DEC2006",".",".",".",".",".",419000.0,165,115045.66,96.33,0.11733,13.359,55,1.9432,8,".",".",".",1
2007,"Cluster 21",".",21,"01JAN2007","31DEC2007",".",".",".",".",".",410675.0,132,115045.66,96.33,0.11733,26.639,115,8.5708,37,".",".",".",1
2008,"Cluster 21",".",21,"01JAN2008","31DEC2008",".",".",".",".",".",390000.0,69,115045.66,96.33,0.11733,36.306,160,15.8838,70,".",".",".",1
2009,"Cluster 21",".",21,"01JAN2009","31DEC2009",".",".",".",".",".",378500.0,76,115045.66,96.33,0.11733,45.928,203,10.6335,47,".",".",".",1
2010,"Cluster 21",".",21,"01JAN2010","31DEC2010",".",".",".",".",".",370000.0,81,115045.66,96.33,0.11733,38.140,169,12.8639,57,".",".",".",1
2011,"Cluster 21",".",21,"01JAN2011","31DEC2011",".",".",".",".",".",427500.0,194,115045.66,96.33,0.11733,14.332,67,3.4225,16,".",".",".",1
2012,"Cluster 21",".",21,"01JAN2012","31DEC2012",".",".",".",".",".",495000.0,209,115045.66,96.33,0.11733,0.837,4,0.6279,3,".",".",".",1
2013,"Cluster 21",".",21,"01JAN2013","31DEC2013",".",".",".",".",".",612500.0,257,115045.66,96.33,0.11733,0.414,2,0.4137,2,".",".",".",1
2014,"Cluster 21",".",21,"01JAN2014","31DEC2014",".",".",".",".",".",650000.0,168,115045.66,96.33,0.11733,0.414,2,0.4137,2,".",".",".",1
2015,"Cluster 21",".",21,"01JAN2015","31DEC2015",".",".",".",".",".",689500.0,136,115045.66,96.33,0.11733,0.414,2,0.4137,2,".",".",".",1
2016,"Cluster 21",".",21,"01JAN2016","31DEC2016",".",".",".",".",".",700000.0,157,115045.66,96.33,0.11733,0.414,2,0.4137,2,".",".",".",1
1995,"Cluster 22",".",22,"01JAN1995","31DEC1995",".",".",".",".",".",103450.0,52,61808.52,24.43,0.10000,9.713,21,3.7003,8,".",".",".",1
1996,"Cluster 22",".",22,"01JAN1996","31DEC1996",".",".",".",".",".",104500.0,71,63090.06,31.26,0.07317,13.876,30,6.9380,15,".",".",".",1
1997,"Cluster 22",".",22,"01JAN1997","31DEC1997",".",".",".",".",".",109900.0,83,58915.00,29.11,0.15000,15.726,34,6.0130,13,".",".",".",1
1998,"Cluster 22",".",22,"01JAN1998","31DEC1998",".",".",".",".",".",125000.0,110,57690.56,32.70,0.08696,24.514,53,5.0879,11,".",".",".",1
1999,"Cluster 22",".",22,"01JAN1999","31DEC1999",".",".",".",".",".",116140.0,91,65783.03,32.70,0.06154,24.977,54,9.7132,21,".",".",".",1
2000,"Cluster 22",".",22,"01JAN2000","31DEC2000",".",".",".",".",".",123750.0,92,66159.95,49.59,0.04762,20.352,44,10.1758,22,".",".",".",1
2001,"Cluster 22",".",22,"01JAN2001","31DEC2001",".",".",".",".",".",161000.0,68,77473.42,44.56,0.12613,20.352,44,6.0130,13,".",".",".",1
2002,"Cluster 22",".",22,"01JAN2002","31DEC2002",".",".",".",".",".",185000.0,84,84226.82,60.73,0.10303,19.626,43,3.6513,8,".",".",".",1
2003,"Cluster 22",".",22,"01JAN2003","31DEC2003",".",".",".",".",".",231000.0,98,99183.93,66.83,0.13514,18.207,40,0.9103,2,".",".",".",1
2004,"Cluster 22",".",22,"01JAN2004","31DEC2004",".",".",".",".",".",283500.0,109,107695.53,70.79,0.18367,14.939,33,0.9054,2,".",".",".",1
2005,"Cluster 22",".",22,"01JAN2005","31DEC2005",".",".",".",".",".",392000.0,86,107695.53,70.79,0.18367,9.905,22,0.0000,0,".",".",".",1
2006,"Cluster 22",".",22,"01JAN2006","31DEC2006",".",".",".",".",".",385000.0,61,107695.53,70.79,0.18367,15.709,35,2.2442,5,".",".",".",1
2007,"Cluster 22",".",22,"01JAN2007","31DEC2007",".",".",".",".",".",389000.0,67,107695.53,70.79,0.18367,19.973,45,5.7701,13,".",".",".",1
2008,"Cluster 22",".",22,"01JAN2008","31DEC2008",".",".",".",".",".",380000.0,31,107695.53,70.79,0.18367,26.655,60,7.5522,17,".",".",".",1
2009,"Cluster 22",".",22,"01JAN2009","31DEC2009",".",".",".",".",".",342500.0,36,107695.53,70.79,0.18367,38.326,87,11.8943,27,".",".",".",1
2010,"Cluster 22",".",22,"01JAN2010","31DEC2010",".",".",".",".",".",366500.0,51,107695.53,70.79,0.18367,32.159,73,7.0485,16,".",".",".",1
2011,"Cluster 22",".",22,"01JAN2011","31DEC2011",".",".",".",".",".",360000.0,45,107695.53,70.79,0.18367,0.000,0,1.7490,4,".",".",".",1
2012,"Cluster 22",".",22,"01JAN2012","31DEC2012",".",".",".",".",".",413750.0,60,107695.53,70.79,0.18367,0.000,0,0.8741,2,".",".",".",1
2013,"Cluster 22",".",22,"01JAN2013","31DEC2013",".",".",".",".",".",453000.0,73,107695.53,70.79,0.18367,0.000,0,0.0000,0,".",".",".",1
2014,"Cluster 22",".",22,"01JAN2014","31DEC2014",".",".",".",".",".",560000.0,58,107695.53,70.79,0.18367,0.000,0,0.0000,0,".",".",".",1
2015,"Cluster 22",".",22,"01JAN2015","31DEC2015",".",".",".",".",".",599000.0,69,107695.53,70.79,0.18367,0.000,0,0.0000,0,".",".",".",1
2016,"Cluster 22",".",22,"01JAN2016","31DEC2016",".",".",".",".",".",577500.0,74,107695.53,70.79,0.18367,0.000,0,0.0000,0,".",".",".",1
1995,"Cluster 23",".",23,"01JAN1995","31DEC1995",".",".",".",".",".",73463.5,68,47703.99,10.67,0.37037,16.145,32,6.0545,12,".",".",".",1
1996,"Cluster 23",".",23,"01JAN1996","31DEC1996",".",".",".",".",".",76000.0,61,51186.19,16.90,0.46512,24.723,49,6.0545,12,".",".",".",1
1997,"Cluster 23",".",23,"01JAN1997","31DEC1997",".",".",".",".",".",74000.0,64,55722.72,25.44,0.36986,35.822,71,12.6135,25,".",".",".",1
1998,"Cluster 23",".",23,"01JAN1998","31DEC1998",".",".",".",".",".",72330.0,127,55667.37,27.57,0.18421,37.336,74,20.1816,40,".",".",".",1
1999,"Cluster 23",".",23,"01JAN1999","31DEC1999",".",".",".",".",".",73185.5,110,54651.56,31.66,0.10891,41.877,83,19.6771,39,".",".",".",1
2000,"Cluster 23",".",23,"01JAN2000","31DEC2000",".",".",".",".",".",80000.0,79,61634.44,40.38,0.09155,37.841,75,22.1998,44,".",".",".",1
2001,"Cluster 23",".",23,"01JAN2001","31DEC2001",".",".",".",".",".",95700.0,99,70993.04,40.20,0.12000,40.363,80,20.6862,41,".",".",".",1
2002,"Cluster 23",".",23,"01JAN2002","31DEC2002",".",".",".",".",".",108500.0,110,73395.19,55.14,0.14035,35.822,71,13.6226,27,".",".",".",1
2003,"Cluster 23",".",23,"01JAN2003","31DEC2003",".",".",".",".",".",140000.0,89,85175.30,68.48,0.29101,35.336,70,3.5336,7,".",".",".",1
2004,"Cluster 23",".",23,"01JAN2004","31DEC2004",".",".",".",".",".",184600.0,111,95689.96,47.85,0.28195,22.189,44,3.5300,7,".",".",".",1
2005,"Cluster 23",".",23,"01JAN2005","31DEC2005",".",".",".",".",".",269000.0,147,95689.96,47.85,0.28195,14.070,28,3.0151,6,".",".",".",1
2006,"Cluster 23",".",23,"01JAN2006","31DEC2006",".",".",".",".",".",305000.0,91,95689.96,47.85,0.28195,15.787,32,2.4667,5,".",".",".",1
2007,"Cluster 23",".",23,"01JAN2007","31DEC2007",".",".",".",".",".",300000.0,59,95689.96,47.85,0.28195,23.603,49,10.5973,22,".",".",".",1
2008,"Cluster 23",".",23,"01JAN2008","31DEC2008",".",".",".",".",".",309500.0,26,95689.96,47.85,0.28195,43.643,92,13.7571,29,".",".",".",1
2009,"Cluster 23",".",23,"01JAN2009","31DEC2009",".",".",".",".",".",265000.0,21,95689.96,47.85,0.28195,59.180,127,14.4455,31,".",".",".",1
2010,"Cluster 23",".",23,"01JAN2010","31DEC2010",".",".",".",".",".",230000.0,53,95689.96,47.85,0.28195,54.437,119,20.1281,44,".",".",".",1
2011,"Cluster 23",".",23,"01JAN2011","31DEC2011",".",".",".",".",".",210000.0,62,95689.96,47.85,0.28195,0.000,0,4.5331,10,".",".",".",1
2012,"Cluster 23",".",23,"01JAN2012","31DEC2012",".",".",".",".",".",264900.0,73,95689.96,47.85,0.28195,0.000,0,0.4488,1,".",".",".",1
2013,"Cluster 23",".",23,"01JAN2013","31DEC2013",".",".",".",".",".",389000.0,95,95689.96,47.85,0.28195,0.000,0,0.8909,2,".",".",".",1
2014,"Cluster 23",".",23,"01JAN2014","31DEC2014",".",".",".",".",".",439900.0,91,95689.96,47.85,0.28195,0.000,0,0.8909,2,".",".",".",1
2015,"Cluster 23",".",23,"01JAN2015","31DEC2015",".",".",".",".",".",470000.0,99,95689.96,47.85,0.28195,0.000,0,0.8909,2,".",".",".",1
2016,"Cluster 23",".",23,"01JAN2016","31DEC2016",".",".",".",".",".",450000.0,108,95689.96,47.85,0.28195,0.000,0,0.8909,2,".",".",".",1
1995,"Cluster 24",".",24,"01JAN1995","31DEC1995",".",".",".",".",".",112000.0,99,60590.99,28.03,0.09524,10.290,38,2.7078,10,".",".",".",1
1996,"Cluster 24",".",24,"01JAN1996","31DEC1996",".",".",".",".",".",120900.0,89,56389.12,34.30,0.23636,16.518,61,4.3325,16,".",".",".",1
1997,"Cluster 24",".",24,"01JAN1997","31DEC1997",".",".",".",".",".",110500.0,99,59549.45,30.76,0.23404,18.684,69,4.8741,18,".",".",".",1
1998,"Cluster 24",".",24,"01JAN1998","31DEC1998",".",".",".",".",".",116489.0,119,65179.46,36.74,0.20690,20.038,74,5.1449,19,".",".",".",1
1999,"Cluster 24",".",24,"01JAN1999","31DEC1999",".",".",".",".",".",121000.0,97,65685.81,34.84,0.08750,23.558,87,9.2066,34,".",".",".",1
2000,"Cluster 24",".",24,"01JAN2000","31DEC2000",".",".",".",".",".",139750.0,96,67689.17,42.73,0.08036,21.392,79,4.3325,16,".",".",".",1
2001,"Cluster 24",".",24,"01JAN2001","31DEC2001",".",".",".",".",".",145000.0,104,84576.15,45.73,0.10638,18.684,69,5.9572,22,".",".",".",1
2002,"Cluster 24",".",24,"01JAN2002","31DEC2002",".",".",".",".",".",168000.0,111,83852.86,53.08,0.11892,19.491,72,4.6021,17,".",".",".",1
2003,"Cluster 24",".",24,"01JAN2003","31DEC2003",".",".",".",".",".",220000.0,132,97029.29,69.13,0.22088,16.770,62,0.8115,3,".",".",".",1
2004,"Cluster 24",".",24,"01JAN2004","31DEC2004",".",".",".",".",".",255000.0,131,104591.44,78.66,0.19718,13.222,49,0.2698,1,".",".",".",1
2005,"Cluster 24",".",24,"01JAN2005","31DEC2005",".",".",".",".",".",375000.0,147,104591.44,78.66,0.19718,12.798,50,1.2798,5,".",".",".",1
2006,"Cluster 24",".",24,"01JAN2006","31DEC2006",".",".",".",".",".",408737.5,118,104591.44,78.66,0.19718,14.315,56,2.0450,8,".",".",".",1
2007,"Cluster 24",".",24,"01JAN2007","31DEC2007",".",".",".",".",".",455500.0,182,104591.44,78.66,0.19718,16.088,63,4.3412,17,".",".",".",1
2008,"Cluster 24",".",24,"01JAN2008","31DEC2008",".",".",".",".",".",426950.0,94,104591.44,78.66,0.19718,34.158,134,10.4512,41,".",".",".",1
2009,"Cluster 24",".",24,"01JAN2009","31DEC2009",".",".",".",".",".",415000.0,77,104591.44,78.66,0.19718,35.423,139,10.4485,41,".",".",".",1
2010,"Cluster 24",".",24,"01JAN2010","31DEC2010",".",".",".",".",".",391941.0,72,104591.44,78.66,0.19718,30.357,119,7.9082,31,".",".",".",1
2011,"Cluster 24",".",24,"01JAN2011","31DEC2011",".",".",".",".",".",342500.0,64,104591.44,78.66,0.19718,0.507,2,4.0589,16,".",".",".",1
2012,"Cluster 24",".",24,"01JAN2012","31DEC2012",".",".",".",".",".",398000.0,129,104591.44,78.66,0.19718,0.000,0,0.2518,1,".",".",".",1
2013,"Cluster 24",".",24,"01JAN2013","31DEC2013",".",".",".",".",".",441291.0,160,104591.44,78.66,0.19718,0.251,1,0.2505,1,".",".",".",1
2014,"Cluster 24",".",24,"01JAN2014","31DEC2014",".",".",".",".",".",485000.0,187,104591.44,78.66,0.19718,0.251,1,0.2505,1,".",".",".",1
2015,"Cluster 24",".",24,"01JAN2015","31DEC2015",".",".",".",".",".",526600.0,169,104591.44,78.66,0.19718,0.251,1,0.2505,1,".",".",".",1
2016,"Cluster 24",".",24,"01JAN2016","31DEC2016",".",".",".",".",".",525000.0,131,104591.44,78.66,0.19718,0.251,1,0.2505,1,".",".",".",1
1995,"Cluster 25",".",25,"01JAN1995","31DEC1995",".",".",".",".",".",105000.0,288,63831.95,37.98,0.09025,14.545,112,4.5455,35,".",".",".",1
1996,"Cluster 25",".",25,"01JAN1996","31DEC1996",".",".",".",".",".",95000.0,336,73967.46,58.89,0.11423,16.883,130,7.4026,57,".",".",".",1
1997,"Cluster 25",".",25,"01JAN1997","31DEC1997",".",".",".",".",".",100545.0,384,72073.57,70.99,0.06362,20.260,156,9.3506,72,".",".",".",1
1998,"Cluster 25",".",25,"01JAN1998","31DEC1998",".",".",".",".",".",113000.0,529,86428.51,73.17,0.06765,22.857,176,10.0000,77,".",".",".",1
1999,"Cluster 25",".",25,"01JAN1999","31DEC1999",".",".",".",".",".",126000.0,535,93843.45,69.25,0.03994,25.195,194,10.1299,78,".",".",".",1
2000,"Cluster 25",".",25,"01JAN2000","31DEC2000",".",".",".",".",".",144000.0,454,104380.62,76.92,0.03094,19.740,152,9.6104,74,".",".",".",1
2001,"Cluster 25",".",25,"01JAN2001","31DEC2001",".",".",".",".",".",185000.0,439,103759.62,83.54,0.04290,21.558,166,8.1818,63,".",".",".",1
2002,"Cluster 25",".",25,"01JAN2002","31DEC2002",".",".",".",".",".",245000.0,431,108687.91,104.62,0.05798,19.943,154,6.4750,50,".",".",".",1
2003,"Cluster 25",".",25,"01JAN2003","31DEC2003",".",".",".",".",".",285000.0,436,119816.70,101.92,0.11035,17.065,132,0.5171,4,".",".",".",1
2004,"Cluster 25",".",25,"01JAN2004","31DEC2004",".",".",".",".",".",350000.0,481,131195.68,88.50,0.10651,10.878,85,1.9196,15,".",".",".",1
2005,"Cluster 25",".",25,"01JAN2005","31DEC2005",".",".",".",".",".",465000.0,517,131195.68,88.50,0.10651,8.919,70,1.5291,12,".",".",".",1
2006,"Cluster 25",".",25,"01JAN2006","31DEC2006",".",".",".",".",".",460000.0,374,131195.68,88.50,0.10651,10.059,80,1.6346,13,".",".",".",1
2007,"Cluster 25",".",25,"01JAN2007","31DEC2007",".",".",".",".",".",482025.0,306,131195.68,88.50,0.10651,18.296,146,4.0100,32,".",".",".",1
2008,"Cluster 25",".",25,"01JAN2008","31DEC2008",".",".",".",".",".",473000.0,212,131195.68,88.50,0.10651,27.468,222,10.3935,84,".",".",".",1
2009,"Cluster 25",".",25,"01JAN2009","31DEC2009",".",".",".",".",".",460000.0,226,131195.68,88.50,0.10651,25.555,220,8.7118,75,".",".",".",1
2010,"Cluster 25",".",25,"01JAN2010","31DEC2010",".",".",".",".",".",498750.0,278,131195.68,88.50,0.10651,75.733,651,60.8423,523,".",".",".",1
2011,"Cluster 25",".",25,"01JAN2011","31DEC2011",".",".",".",".",".",490000.0,315,131195.68,88.50,0.10651,0.115,1,1.3809,12,".",".",".",1
2012,"Cluster 25",".",25,"01JAN2012","31DEC2012",".",".",".",".",".",550000.0,345,131195.68,88.50,0.10651,0.114,1,0.2287,2,".",".",".",1
2013,"Cluster 25",".",25,"01JAN2013","31DEC2013",".",".",".",".",".",604166.5,392,131195.68,88.50,0.10651,0.228,2,0.3424,3,".",".",".",1
2014,"Cluster 25",".",25,"01JAN2014","31DEC2014",".",".",".",".",".",657000.0,280,131195.68,88.50,0.10651,0.228,2,0.3424,3,".",".",".",1
2015,"Cluster 25",".",25,"01JAN2015","31DEC2015",".",".",".",".",".",704500.0,298,131195.68,88.50,0.10651,0.228,2,0.3424,3,".",".",".",1
2016,"Cluster 25",".",25,"01JAN2016","31DEC2016",".",".",".",".",".",715000.0,328,131195.68,88.50,0.10651,0.228,2,0.3424,3,".",".",".",1
1995,"Cluster 26",".",26,"01JAN1995","31DEC1995",".",".",".",".",".",131500.0,161,80444.42,42.60,0.04280,10.286,45,2.5143,11,".",".",".",1
1996,"Cluster 26",".",26,"01JAN1996","31DEC1996",".",".",".",".",".",142750.0,210,83615.95,65.10,0.03893,12.800,56,5.0286,22,".",".",".",1
1997,"Cluster 26",".",26,"01JAN1997","31DEC1997",".",".",".",".",".",150000.0,228,87034.87,68.67,0.01826,11.200,49,3.4286,15,".",".",".",1
1998,"Cluster 26",".",26,"01JAN1998","31DEC1998",".",".",".",".",".",157932.0,314,107194.56,66.02,0.05055,16.914,74,5.7143,25,".",".",".",1
1999,"Cluster 26",".",26,"01JAN1999","31DEC1999",".",".",".",".",".",165000.0,299,112347.26,64.57,0.04825,15.086,66,4.3429,19,".",".",".",1
2000,"Cluster 26",".",26,"01JAN2000","31DEC2000",".",".",".",".",".",206038.0,246,112222.94,76.21,0.02313,15.543,68,6.6286,29,".",".",".",1
2001,"Cluster 26",".",26,"01JAN2001","31DEC2001",".",".",".",".",".",280000.0,253,117533.58,70.12,0.01152,9.143,40,3.6571,16,".",".",".",1
2002,"Cluster 26",".",26,"01JAN2002","31DEC2002",".",".",".",".",".",326200.0,264,132613.21,79.25,0.02353,11.071,49,0.9038,4,".",".",".",1
2003,"Cluster 26",".",26,"01JAN2003","31DEC2003",".",".",".",".",".",379000.0,251,153392.15,82.56,0.05136,8.524,38,0.0000,0,".",".",".",1
2004,"Cluster 26",".",26,"01JAN2004","31DEC2004",".",".",".",".",".",520000.0,281,156268.83,71.18,0.05773,5.977,27,0.2214,1,".",".",".",1
2005,"Cluster 26",".",26,"01JAN2005","31DEC2005",".",".",".",".",".",550000.0,272,156268.83,71.18,0.05773,5.378,25,0.6453,3,".",".",".",1
2006,"Cluster 26",".",26,"01JAN2006","31DEC2006",".",".",".",".",".",589900.0,203,156268.83,71.18,0.05773,4.477,21,0.4263,2,".",".",".",1
2007,"Cluster 26",".",26,"01JAN2007","31DEC2007",".",".",".",".",".",565000.0,179,156268.83,71.18,0.05773,8.444,40,1.4777,7,".",".",".",1
2008,"Cluster 26",".",26,"01JAN2008","31DEC2008",".",".",".",".",".",550000.0,159,156268.83,71.18,0.05773,12.927,62,4.1701,20,".",".",".",1
2009,"Cluster 26",".",26,"01JAN2009","31DEC2009",".",".",".",".",".",569500.0,172,156268.83,71.18,0.05773,14.067,68,3.5168,17,".",".",".",1
2010,"Cluster 26",".",26,"01JAN2010","31DEC2010",".",".",".",".",".",621000.0,171,156268.83,71.18,0.05773,13.215,64,3.5102,17,".",".",".",1
2011,"Cluster 26",".",26,"01JAN2011","31DEC2011",".",".",".",".",".",587000.0,193,156268.83,71.18,0.05773,0.000,0,0.8183,4,".",".",".",1
2012,"Cluster 26",".",26,"01JAN2012","31DEC2012",".",".",".",".",".",633500.0,192,156268.83,71.18,0.05773,0.203,1,0.2031,1,".",".",".",1
2013,"Cluster 26",".",26,"01JAN2013","31DEC2013",".",".",".",".",".",701455.5,206,156268.83,71.18,0.05773,0.202,1,0.2023,1,".",".",".",1
2014,"Cluster 26",".",26,"01JAN2014","31DEC2014",".",".",".",".",".",740000.0,190,156268.83,71.18,0.05773,0.202,1,0.2023,1,".",".",".",1
2015,"Cluster 26",".",26,"01JAN2015","31DEC2015",".",".",".",".",".",767500.0,186,156268.83,71.18,0.05773,0.202,1,0.2023,1,".",".",".",1
2016,"Cluster 26",".",26,"01JAN2016","31DEC2016",".",".",".",".",".",780000.0,173,156268.83,71.18,0.05773,0.202,1,0.2023,1,".",".",".",1
1995,"Cluster 27",".",27,"01JAN1995","31DEC1995",".",".",".",".",".",73025.0,21,92963.50,40.71,0.04545,15.009,8,13.1332,7,".",".",".",1
1996,"Cluster 27",".",27,"01JAN1996","31DEC1996",".",".",".",".",".",76000.0,22,64539.78,33.40,0.13333,18.762,10,11.2570,6,".",".",".",1
1997,"Cluster 27",".",27,"01JAN1997","31DEC1997",".",".",".",".",".",94500.0,32,62450.42,40.71,0.31579,18.762,10,9.3809,5,".",".",".",1
1998,"Cluster 27",".",27,"01JAN1998","31DEC1998",".",".",".",".",".",85000.0,31,73905.50,67.85,0.07143,31.895,17,11.2570,6,".",".",".",1
1999,"Cluster 27",".",27,"01JAN1999","31DEC1999",".",".",".",".",".",89500.0,37,99196.71,53.24,0.06977,31.895,17,20.6379,11,".",".",".",1
2000,"Cluster 27",".",27,"01JAN2000","31DEC2000",".",".",".",".",".",121700.0,40,81928.36,67.85,0.08333,31.895,17,13.1332,7,".",".",".",1
2001,"Cluster 27",".",27,"01JAN2001","31DEC2001",".",".",".",".",".",111750.0,38,85351.46,52.19,0.06000,31.895,17,18.7617,10,".",".",".",1
2002,"Cluster 27",".",27,"01JAN2002","31DEC2002",".",".",".",".",".",220000.0,41,113483.08,61.59,0.05263,28.143,15,16.8856,9,".",".",".",1
2003,"Cluster 27",".",27,"01JAN2003","31DEC2003",".",".",".",".",".",260000.0,34,115945.44,56.37,0.05556,28.195,15,0.0000,0,".",".",".",1
2004,"Cluster 27",".",27,"01JAN2004","31DEC2004",".",".",".",".",".",302500.0,34,122640.73,236.95,0.05727,5.639,3,0.0000,0,".",".",".",1
2005,"Cluster 27",".",27,"01JAN2005","31DEC2005",".",".",".",".",".",419900.0,25,122640.73,236.95,0.05727,14.599,8,0.0000,0,".",".",".",1
2006,"Cluster 27",".",27,"01JAN2006","31DEC2006",".",".",".",".",".",445000.0,24,122640.73,236.95,0.05727,9.317,6,0.0000,0,".",".",".",1
2007,"Cluster 27",".",27,"01JAN2007","31DEC2007",".",".",".",".",".",481000.0,17,122640.73,236.95,0.05727,14.063,9,0.0000,0,".",".",".",1
2008,"Cluster 27",".",27,"01JAN2008","31DEC2008",".",".",".",".",".",457500.0,16,122640.73,236.95,0.05727,19.846,18,9.9228,9,".",".",".",1
2009,"Cluster 27",".",27,"01JAN2009","31DEC2009",".",".",".",".",".",625165.0,61,122640.73,236.95,0.05727,31.868,29,6.5934,6,".",".",".",1
2010,"Cluster 27",".",27,"01JAN2010","31DEC2010",".",".",".",".",".",700000.0,61,122640.73,236.95,0.05727,12.935,13,3.9801,4,".",".",".",1
2011,"Cluster 27",".",27,"01JAN2011","31DEC2011",".",".",".",".",".",751807.5,66,122640.73,236.95,0.05727,0.000,0,0.8097,1,".",".",".",1
2012,"Cluster 27",".",27,"01JAN2012","31DEC2012",".",".",".",".",".",783000.0,76,122640.73,236.95,0.05727,0.808,1,0.0000,0,".",".",".",1
2013,"Cluster 27",".",27,"01JAN2013","31DEC2013",".",".",".",".",".",585750.0,32,122640.73,236.95,0.05727,0.000,0,0.8084,1,".",".",".",1
2014,"Cluster 27",".",27,"01JAN2014","31DEC2014",".",".",".",".",".",563856.5,30,122640.73,236.95,0.05727,0.000,0,0.8084,1,".",".",".",1
2015,"Cluster 27",".",27,"01JAN2015","31DEC2015",".",".",".",".",".",670000.0,39,122640.73,236.95,0.05727,0.000,0,0.8084,1,".",".",".",1
2016,"Cluster 27",".",27,"01JAN2016","31DEC2016",".",".",".",".",".",654000.0,27,122640.73,236.95,0.05727,0.000,0,0.8084,1,".",".",".",1
1995,"Cluster 28",".",28,"01JAN1995","31DEC1995",".",".",".",".",".",61750.0,20,44744.15,11.80,0.00000,31.250,21,8.9286,6,".",".",".",1
1996,"Cluster 28",".",28,"01JAN1996","31DEC1996",".",".",".",".",".",76750.0,18,42992.35,15.02,0.75000,37.202,25,5.9524,4,".",".",".",1
1997,"Cluster 28",".",28,"01JAN1997","31DEC1997",".",".",".",".",".",72745.5,24,53277.59,30.04,0.40000,40.179,27,19.3452,13,".",".",".",1
1998,"Cluster 28",".",28,"01JAN1998","31DEC1998",".",".",".",".",".",62471.5,38,46705.27,28.97,0.31250,46.131,31,10.4167,7,".",".",".",1
1999,"Cluster 28",".",28,"01JAN1999","31DEC1999",".",".",".",".",".",68450.0,42,52628.60,40.77,0.10526,61.012,41,22.3214,15,".",".",".",1
