"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","HOUSING_ANC12",,,"Anc2012",2,2,2,"Advisory Neighborhood Commission (2012)","$ANC12A",0,0,,0,0,0,183,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","HOUSING_ANC12",,,"MedianMrtgInc1_4m_adj",1,8,14,"Median borrower income","PROFNUM",0,0,,0,0,0,80,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",13
"WORK","HOUSING_ANC12",,,"NumMrtgOrigHomePurchPerUnit",1,8,15,"Loans per 1,000 housing units","PROFNUM",0,0,,0,0,0,88,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",12
"WORK","HOUSING_ANC12",,,"NumOccupiedHsgUnits",1,8,3,"Occupied housing units","PROFNUM",0,0,,0,0,0,0,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","HOUSING_ANC12",,,"PctAnnChgRMPriceSf_10yr",1,8,23,"% annual change median price past 10 years","PROFNUM",0,0,,0,0,0,152,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",9
"WORK","HOUSING_ANC12",,,"PctAnnChgRMPriceSf_1yr",1,8,21,"% annual change median price past 1 year","PROFNUM",0,0,,0,0,0,136,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",11
"WORK","HOUSING_ANC12",,,"PctAnnChgRMPriceSf_5yr",1,8,22,"% annual change median price past 5 years","PROFNUM",0,0,,0,0,0,144,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",10
"WORK","HOUSING_ANC12",,,"PctOwnerOccupiedHU_m",1,8,11,"Homeownership rate (%) MOE","PROFNUM",0,0,,0,0,0,56,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",6
"WORK","HOUSING_ANC12",,,"PctOwnerOccupiedHsgUnits",1,8,9,"Homeownership rate (%)","PROFNUM",0,0,,0,0,0,40,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",5
"WORK","HOUSING_ANC12",,,"PctSameHouse5YearsAgo",1,8,7,"% same house 5 years ago","PROFNUM",0,0,,0,0,0,24,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","HOUSING_ANC12",,,"PctSubprimeConvOrigHomePur",1,8,16,"% subprime loans","PROFNUM",0,0,,0,0,0,96,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",14
"WORK","HOUSING_ANC12",,,"PctVacantHUForRent_m",1,8,10,"Rental vacancy rate (%) MOE","PROFNUM",0,0,,0,0,0,48,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",4
"WORK","HOUSING_ANC12",,,"PctVacantHsgUnitsForRent",1,8,8,"Rental vacancy rate (%)","PROFNUM",0,0,,0,0,0,32,1120,"V9","21MAR18:14:58:16","21MAR18:14:58:16",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",3
