"timeframe","Anc2012","NumOccupiedHsgUnits","anc2012_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
2004,"ANC 4D",".","4D","01JAN2004","31DEC2004",".",".",".",".",".",282050,187,105338,89,0.2,17,53,0.3,1.0,".",".",".",1
2005,"ANC 4D",".","4D","01JAN2005","31DEC2005",".",".",".",".",".",375000,176,105338,89,0.2,9.8,30,1.0,3.0,".",".",".",1
2006,"ANC 4D",".","4D","01JAN2006","31DEC2006",".",".",".",".",".",400000,146,105338,89,0.2,13,41,0.6,2.0,".",".",".",1
2007,"ANC 4D",".","4D","01JAN2007","31DEC2007",".",".",".",".",".",399900,101,105338,89,0.2,24,74,6.4,20,".",".",".",1
2008,"ANC 4D",".","4D","01JAN2008","31DEC2008",".",".",".",".",".",374950,52,105338,89,0.2,39,129,16,51,".",".",".",1
2009,"ANC 4D",".","4D","01JAN2009","31DEC2009",".",".",".",".",".",340500,50,105338,89,0.2,51,169,15,51,".",".",".",1
2010,"ANC 4D",".","4D","01JAN2010","31DEC2010",".",".",".",".",".",365000,61,105338,89,0.2,38,126,11,36,".",".",".",1
2011,"ANC 4D",".","4D","01JAN2011","31DEC2011",".",".",".",".",".",357750,106,105338,89,0.2,0.9,3.0,2.4,8.0,".",".",".",1
2012,"ANC 4D",".","4D","01JAN2012","31DEC2012",".",".",".",".",".",363000,98,105338,89,0.2,0.9,3.0,1.2,4.0,".",".",".",1
2013,"ANC 4D",".","4D","01JAN2013","31DEC2013",".",".",".",".",".",479000,145,105338,89,0.2,0.3,1.0,0.3,1.0,".",".",".",1
2014,"ANC 4D",".","4D","01JAN2014","31DEC2014",".",".",".",".",".",559200,138,105338,89,0.2,0.3,1.0,0.3,1.0,".",".",".",1
2015,"ANC 4D",".","4D","01JAN2015","31DEC2015",".",".",".",".",".",560000,111,105338,89,0.2,0.3,1.0,0.3,1.0,".",".",".",1
2016,"ANC 4D",".","4D","01JAN2016","31DEC2016",".",".",".",".",".",565000,176,105338,89,0.2,0.3,1.0,0.3,1.0,".",".",".",1
1995,"ANC 5A",".","5A","01JAN1995","31DEC1995",".",".",".",".",".",116000,80,49211,21,0.1,6.9,26,2.7,10,".",".",".",1
1996,"ANC 5A",".","5A","01JAN1996","31DEC1996",".",".",".",".",".",119000,81,51813,28,0.2,7.7,29,1.9,7.0,".",".",".",1
1997,"ANC 5A",".","5A","01JAN1997","31DEC1997",".",".",".",".",".",112125,80,55315,26,0.0,8.7,33,1.9,7.0,".",".",".",1
1998,"ANC 5A",".","5A","01JAN1998","31DEC1998",".",".",".",".",".",114000,98,56691,31,0.0,12,47,2.7,10,".",".",".",1
1999,"ANC 5A",".","5A","01JAN1999","31DEC1999",".",".",".",".",".",118500,80,64141,28,0.0,15,56,5.8,22,".",".",".",1
2000,"ANC 5A",".","5A","01JAN2000","31DEC2000",".",".",".",".",".",127750,78,65317,29,0.0,16,60,3.7,14,".",".",".",1
2001,"ANC 5A",".","5A","01JAN2001","31DEC2001",".",".",".",".",".",142500,64,68998,36,0.1,13,50,5.3,20,".",".",".",1
2002,"ANC 5A",".","5A","01JAN2002","31DEC2002",".",".",".",".",".",158000,81,82884,47,0.1,12,46,2.9,11,".",".",".",1
2003,"ANC 5A",".","5A","01JAN2003","31DEC2003",".",".",".",".",".",180000,83,91305,55,0.2,12,46,0.8,3.0,".",".",".",1
2004,"ANC 5A",".","5A","01JAN2004","31DEC2004",".",".",".",".",".",239000,104,96574,58,0.2,12,46,0.5,2.0,".",".",".",1
2005,"ANC 5A",".","5A","01JAN2005","31DEC2005",".",".",".",".",".",310000,100,96574,58,0.2,7.4,28,0.8,3.0,".",".",".",1
2006,"ANC 5A",".","5A","01JAN2006","31DEC2006",".",".",".",".",".",352000,78,96574,58,0.2,9.1,35,0.5,2.0,".",".",".",1
2007,"ANC 5A",".","5A","01JAN2007","31DEC2007",".",".",".",".",".",365000,77,96574,58,0.2,13,52,1.5,6.0,".",".",".",1
2008,"ANC 5A",".","5A","01JAN2008","31DEC2008",".",".",".",".",".",320000,55,96574,58,0.2,19,77,7.6,30,".",".",".",1
2009,"ANC 5A",".","5A","01JAN2009","31DEC2009",".",".",".",".",".",327408,54,96574,58,0.2,27,105,4.5,18,".",".",".",1
2010,"ANC 5A",".","5A","01JAN2010","31DEC2010",".",".",".",".",".",340666,64,96574,58,0.2,26,104,6.6,26,".",".",".",1
2011,"ANC 5A",".","5A","01JAN2011","31DEC2011",".",".",".",".",".",260000,50,96574,58,0.2,0.5,2.0,1.8,7.0,".",".",".",1
2012,"ANC 5A",".","5A","01JAN2012","31DEC2012",".",".",".",".",".",282000,58,96574,58,0.2,0.0,0.0,0.8,3.0,".",".",".",1
2013,"ANC 5A",".","5A","01JAN2013","31DEC2013",".",".",".",".",".",323140,92,96574,58,0.2,0.8,3.0,0.0,0.0,".",".",".",1
2014,"ANC 5A",".","5A","01JAN2014","31DEC2014",".",".",".",".",".",350000,85,96574,58,0.2,0.8,3.0,0.0,0.0,".",".",".",1
2015,"ANC 5A",".","5A","01JAN2015","31DEC2015",".",".",".",".",".",399650,87,96574,58,0.2,0.8,3.0,0.0,0.0,".",".",".",1
2016,"ANC 5A",".","5A","01JAN2016","31DEC2016",".",".",".",".",".",416250,105,96574,58,0.2,0.8,3.0,0.0,0.0,".",".",".",1
1995,"ANC 5B",".","5B","01JAN1995","31DEC1995",".",".",".",".",".",124000,111,60441,27,0.1,9.0,32,1.7,6.0,".",".",".",1
1996,"ANC 5B",".","5B","01JAN1996","31DEC1996",".",".",".",".",".",130750,134,62810,33,0.1,10,36,5.4,19,".",".",".",1
1997,"ANC 5B",".","5B","01JAN1997","31DEC1997",".",".",".",".",".",129950,112,66638,31,0.2,12,43,3.7,13,".",".",".",1
1998,"ANC 5B",".","5B","01JAN1998","31DEC1998",".",".",".",".",".",126000,149,72504,36,0.0,19,69,5.6,20,".",".",".",1
1999,"ANC 5B",".","5B","01JAN1999","31DEC1999",".",".",".",".",".",134987,129,75779,33,0.0,20,72,6.8,24,".",".",".",1
2000,"ANC 5B",".","5B","01JAN2000","31DEC2000",".",".",".",".",".",151500,141,81867,44,0.0,19,66,5.6,20,".",".",".",1
2001,"ANC 5B",".","5B","01JAN2001","31DEC2001",".",".",".",".",".",182500,102,89927,46,0.1,16,57,3.7,13,".",".",".",1
2002,"ANC 5B",".","5B","01JAN2002","31DEC2002",".",".",".",".",".",204500,120,94724,56,0.1,14,50,3.1,11,".",".",".",1
2003,"ANC 5B",".","5B","01JAN2003","31DEC2003",".",".",".",".",".",275500,140,109243,62,0.2,14,51,0.0,0.0,".",".",".",1
2004,"ANC 5B",".","5B","01JAN2004","31DEC2004",".",".",".",".",".",301250,166,123445,67,0.2,11,38,0.3,1.0,".",".",".",1
2005,"ANC 5B",".","5B","01JAN2005","31DEC2005",".",".",".",".",".",422500,126,123445,67,0.2,6.8,24,0.0,0.0,".",".",".",1
2006,"ANC 5B",".","5B","01JAN2006","31DEC2006",".",".",".",".",".",429000,107,123445,67,0.2,11,39,1.1,4.0,".",".",".",1
2007,"ANC 5B",".","5B","01JAN2007","31DEC2007",".",".",".",".",".",420000,85,123445,67,0.2,15,52,4.0,14,".",".",".",1
2008,"ANC 5B",".","5B","01JAN2008","31DEC2008",".",".",".",".",".",380000,57,123445,67,0.2,26,91,6.8,24,".",".",".",1
2009,"ANC 5B",".","5B","01JAN2009","31DEC2009",".",".",".",".",".",362000,51,123445,67,0.2,28,98,7.9,28,".",".",".",1
2010,"ANC 5B",".","5B","01JAN2010","31DEC2010",".",".",".",".",".",380000,85,123445,67,0.2,24,85,6.2,22,".",".",".",1
2011,"ANC 5B",".","5B","01JAN2011","31DEC2011",".",".",".",".",".",380500,70,123445,67,0.2,0.0,0.0,1.7,6.0,".",".",".",1
2012,"ANC 5B",".","5B","01JAN2012","31DEC2012",".",".",".",".",".",421506,99,123445,67,0.2,0.0,0.0,0.8,3.0,".",".",".",1
2013,"ANC 5B",".","5B","01JAN2013","31DEC2013",".",".",".",".",".",456250,139,123445,67,0.2,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ANC 5B",".","5B","01JAN2014","31DEC2014",".",".",".",".",".",525000,91,123445,67,0.2,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ANC 5B",".","5B","01JAN2015","31DEC2015",".",".",".",".",".",599500,122,123445,67,0.2,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ANC 5B",".","5B","01JAN2016","31DEC2016",".",".",".",".",".",615250,136,123445,67,0.2,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ANC 5C",".","5C","01JAN1995","31DEC1995",".",".",".",".",".",100000,76,61359,26,0.1,11,39,3.4,12,".",".",".",1
1996,"ANC 5C",".","5C","01JAN1996","31DEC1996",".",".",".",".",".",95897,74,57033,32,0.2,18,64,4.2,15,".",".",".",1
1997,"ANC 5C",".","5C","01JAN1997","31DEC1997",".",".",".",".",".",108075,109,55171,27,0.2,19,66,5.6,20,".",".",".",1
1998,"ANC 5C",".","5C","01JAN1998","31DEC1998",".",".",".",".",".",116650,124,57531,34,0.2,21,73,4.2,15,".",".",".",1
1999,"ANC 5C",".","5C","01JAN1999","31DEC1999",".",".",".",".",".",117009,96,58987,31,0.1,24,86,9.6,34,".",".",".",1
2000,"ANC 5C",".","5C","01JAN2000","31DEC2000",".",".",".",".",".",120000,94,59758,41,0.1,21,75,5.6,20,".",".",".",1
2001,"ANC 5C",".","5C","01JAN2001","31DEC2001",".",".",".",".",".",125000,98,76090,44,0.1,21,75,6.2,22,".",".",".",1
2002,"ANC 5C",".","5C","01JAN2002","31DEC2002",".",".",".",".",".",164694,98,77442,51,0.1,21,74,4.5,16,".",".",".",1
2003,"ANC 5C",".","5C","01JAN2003","31DEC2003",".",".",".",".",".",190056,130,90463,65,0.2,18,65,1.4,5.0,".",".",".",1
2004,"ANC 5C",".","5C","01JAN2004","31DEC2004",".",".",".",".",".",239552,115,94068,71,0.2,15,53,0.6,2.0,".",".",".",1
2005,"ANC 5C",".","5C","01JAN2005","31DEC2005",".",".",".",".",".",355000,133,94068,71,0.2,15,56,1.3,5.0,".",".",".",1
2006,"ANC 5C",".","5C","01JAN2006","31DEC2006",".",".",".",".",".",390000,101,94068,71,0.2,17,67,2.3,9.0,".",".",".",1
2007,"ANC 5C",".","5C","01JAN2007","31DEC2007",".",".",".",".",".",450000,189,94068,71,0.2,19,72,5.4,21,".",".",".",1
2008,"ANC 5C",".","5C","01JAN2008","31DEC2008",".",".",".",".",".",439900,87,94068,71,0.2,33,129,11,43,".",".",".",1
2009,"ANC 5C",".","5C","01JAN2009","31DEC2009",".",".",".",".",".",407995,76,94068,71,0.2,38,147,12,48,".",".",".",1
2010,"ANC 5C",".","5C","01JAN2010","31DEC2010",".",".",".",".",".",338500,62,94068,71,0.2,33,129,8.2,32,".",".",".",1
2011,"ANC 5C",".","5C","01JAN2011","31DEC2011",".",".",".",".",".",307150,63,94068,71,0.2,0.5,2.0,3.6,14,".",".",".",1
2012,"ANC 5C",".","5C","01JAN2012","31DEC2012",".",".",".",".",".",395990,123,94068,71,0.2,0.0,0.0,0.3,1.0,".",".",".",1
2013,"ANC 5C",".","5C","01JAN2013","31DEC2013",".",".",".",".",".",430508,132,94068,71,0.2,0.2,1.0,0.2,1.0,".",".",".",1
2014,"ANC 5C",".","5C","01JAN2014","31DEC2014",".",".",".",".",".",480283,174,94068,71,0.2,0.2,1.0,0.2,1.0,".",".",".",1
2015,"ANC 5C",".","5C","01JAN2015","31DEC2015",".",".",".",".",".",525000,163,94068,71,0.2,0.2,1.0,0.2,1.0,".",".",".",1
2016,"ANC 5C",".","5C","01JAN2016","31DEC2016",".",".",".",".",".",507000,115,94068,71,0.2,0.2,1.0,0.2,1.0,".",".",".",1
1995,"ANC 5D",".","5D","01JAN1995","31DEC1995",".",".",".",".",".",73464,68,47715,11,0.3,16,32,6.0,12,".",".",".",1
1996,"ANC 5D",".","5D","01JAN1996","31DEC1996",".",".",".",".",".",76000,61,51230,17,0.5,25,49,6.0,12,".",".",".",1
1997,"ANC 5D",".","5D","01JAN1997","31DEC1997",".",".",".",".",".",74000,64,55703,25,0.4,36,71,13,25,".",".",".",1
1998,"ANC 5D",".","5D","01JAN1998","31DEC1998",".",".",".",".",".",72330,127,55660,28,0.2,37,74,20,40,".",".",".",1
1999,"ANC 5D",".","5D","01JAN1999","31DEC1999",".",".",".",".",".",73186,110,54645,32,0.1,42,83,20,39,".",".",".",1
2000,"ANC 5D",".","5D","01JAN2000","31DEC2000",".",".",".",".",".",80000,79,61625,40,0.1,38,75,22,44,".",".",".",1
2001,"ANC 5D",".","5D","01JAN2001","31DEC2001",".",".",".",".",".",95700,99,70984,40,0.1,40,80,21,41,".",".",".",1
2002,"ANC 5D",".","5D","01JAN2002","31DEC2002",".",".",".",".",".",108500,110,73397,55,0.1,36,71,14,27,".",".",".",1
2003,"ANC 5D",".","5D","01JAN2003","31DEC2003",".",".",".",".",".",140000,89,85182,68,0.3,35,70,3.5,7.0,".",".",".",1
2004,"ANC 5D",".","5D","01JAN2004","31DEC2004",".",".",".",".",".",184600,111,95694,48,0.3,22,44,3.5,7.0,".",".",".",1
2005,"ANC 5D",".","5D","01JAN2005","31DEC2005",".",".",".",".",".",269000,147,95694,48,0.3,14,28,3.0,6.0,".",".",".",1
2006,"ANC 5D",".","5D","01JAN2006","31DEC2006",".",".",".",".",".",305000,91,95694,48,0.3,16,32,2.5,5.0,".",".",".",1
2007,"ANC 5D",".","5D","01JAN2007","31DEC2007",".",".",".",".",".",300000,59,95694,48,0.3,24,49,11,22,".",".",".",1
2008,"ANC 5D",".","5D","01JAN2008","31DEC2008",".",".",".",".",".",309500,26,95694,48,0.3,43,92,14,29,".",".",".",1
2009,"ANC 5D",".","5D","01JAN2009","31DEC2009",".",".",".",".",".",265000,21,95694,48,0.3,59,127,14,31,".",".",".",1
2010,"ANC 5D",".","5D","01JAN2010","31DEC2010",".",".",".",".",".",230000,53,95694,48,0.3,54,119,20,44,".",".",".",1
2011,"ANC 5D",".","5D","01JAN2011","31DEC2011",".",".",".",".",".",210000,62,95694,48,0.3,0.0,0.0,4.5,10,".",".",".",1
2012,"ANC 5D",".","5D","01JAN2012","31DEC2012",".",".",".",".",".",264900,73,95694,48,0.3,0.0,0.0,0.4,1.0,".",".",".",1
2013,"ANC 5D",".","5D","01JAN2013","31DEC2013",".",".",".",".",".",389000,95,95694,48,0.3,0.0,0.0,0.9,2.0,".",".",".",1
2014,"ANC 5D",".","5D","01JAN2014","31DEC2014",".",".",".",".",".",439900,91,95694,48,0.3,0.0,0.0,0.9,2.0,".",".",".",1
2015,"ANC 5D",".","5D","01JAN2015","31DEC2015",".",".",".",".",".",470000,99,95694,48,0.3,0.0,0.0,0.9,2.0,".",".",".",1
2016,"ANC 5D",".","5D","01JAN2016","31DEC2016",".",".",".",".",".",450000,108,95694,48,0.3,0.0,0.0,0.9,2.0,".",".",".",1
1995,"ANC 5E",".","5E","01JAN1995","31DEC1995",".",".",".",".",".",84950,132,55428,28,0.2,16,60,4.6,17,".",".",".",1
1996,"ANC 5E",".","5E","01JAN1996","31DEC1996",".",".",".",".",".",92075,144,61688,40,0.4,27,99,6.5,24,".",".",".",1
1997,"ANC 5E",".","5E","01JAN1997","31DEC1997",".",".",".",".",".",90000,199,60844,49,0.2,33,122,15,55,".",".",".",1
1998,"ANC 5E",".","5E","01JAN1998","31DEC1998",".",".",".",".",".",101500,312,69353,56,0.1,40,148,20,73,".",".",".",1
1999,"ANC 5E",".","5E","01JAN1999","31DEC1999",".",".",".",".",".",105000,314,70745,61,0.1,41,151,21,77,".",".",".",1
2000,"ANC 5E",".","5E","01JAN2000","31DEC2000",".",".",".",".",".",130000,232,80061,70,0.1,38,143,16,61,".",".",".",1
2001,"ANC 5E",".","5E","01JAN2001","31DEC2001",".",".",".",".",".",140000,252,81898,78,0.1,31,116,17,62,".",".",".",1
2002,"ANC 5E",".","5E","01JAN2002","31DEC2002",".",".",".",".",".",205000,263,91888,101,0.1,24,89,7.8,29,".",".",".",1
2003,"ANC 5E",".","5E","01JAN2003","31DEC2003",".",".",".",".",".",250000,232,109175,110,0.2,23,88,0.8,3.0,".",".",".",1
2004,"ANC 5E",".","5E","01JAN2004","31DEC2004",".",".",".",".",".",315000,269,114458,96,0.1,17,65,0.8,3.0,".",".",".",1
2005,"ANC 5E",".","5E","01JAN2005","31DEC2005",".",".",".",".",".",396000,216,114458,96,0.1,8.9,35,1.5,6.0,".",".",".",1
2006,"ANC 5E",".","5E","01JAN2006","31DEC2006",".",".",".",".",".",419000,165,114458,96,0.1,14,56,2.0,8.0,".",".",".",1
2007,"ANC 5E",".","5E","01JAN2007","31DEC2007",".",".",".",".",".",412350,133,114458,96,0.1,28,117,8.7,37,".",".",".",1
2008,"ANC 5E",".","5E","01JAN2008","31DEC2008",".",".",".",".",".",387500,70,114458,96,0.1,37,161,16,71,".",".",".",1
2009,"ANC 5E",".","5E","01JAN2009","31DEC2009",".",".",".",".",".",380000,75,114458,96,0.1,47,205,11,47,".",".",".",1
2010,"ANC 5E",".","5E","01JAN2010","31DEC2010",".",".",".",".",".",370000,81,114458,96,0.1,38,167,13,56,".",".",".",1
2011,"ANC 5E",".","5E","01JAN2011","31DEC2011",".",".",".",".",".",425000,195,114458,96,0.1,15,67,3.5,16,".",".",".",1
2012,"ANC 5E",".","5E","01JAN2012","31DEC2012",".",".",".",".",".",500000,211,114458,96,0.1,1.0,5.0,0.6,3.0,".",".",".",1
2013,"ANC 5E",".","5E","01JAN2013","31DEC2013",".",".",".",".",".",611250,258,114458,96,0.1,0.4,2.0,0.4,2.0,".",".",".",1
2014,"ANC 5E",".","5E","01JAN2014","31DEC2014",".",".",".",".",".",650000,168,114458,96,0.1,0.4,2.0,0.4,2.0,".",".",".",1
2015,"ANC 5E",".","5E","01JAN2015","31DEC2015",".",".",".",".",".",684500,138,114458,96,0.1,0.4,2.0,0.4,2.0,".",".",".",1
2016,"ANC 5E",".","5E","01JAN2016","31DEC2016",".",".",".",".",".",715000,163,114458,96,0.1,0.4,2.0,0.4,2.0,".",".",".",1
1995,"ANC 6A",".","6A","01JAN1995","31DEC1995",".",".",".",".",".",102000,163,58074,36,0.1,16,70,5.5,24,".",".",".",1
1996,"ANC 6A",".","6A","01JAN1996","31DEC1996",".",".",".",".",".",90000,193,68865,58,0.1,16,72,6.6,29,".",".",".",1
1997,"ANC 6A",".","6A","01JAN1997","31DEC1997",".",".",".",".",".",100000,222,65811,64,0.1,23,99,11,48,".",".",".",1
1998,"ANC 6A",".","6A","01JAN1998","31DEC1998",".",".",".",".",".",109500,317,80974,71,0.1,26,115,11,47,".",".",".",1
1999,"ANC 6A",".","6A","01JAN1999","31DEC1999",".",".",".",".",".",124489,314,91448,73,0.0,27,120,10,45,".",".",".",1
2000,"ANC 6A",".","6A","01JAN2000","31DEC2000",".",".",".",".",".",140000,257,98548,78,0.0,23,102,11,47,".",".",".",1
2001,"ANC 6A",".","6A","01JAN2001","31DEC2001",".",".",".",".",".",180000,266,101946,91,0.1,24,107,8.5,37,".",".",".",1
2002,"ANC 6A",".","6A","01JAN2002","31DEC2002",".",".",".",".",".",241000,246,103163,121,0.1,20,86,6.4,28,".",".",".",1
2003,"ANC 6A",".","6A","01JAN2003","31DEC2003",".",".",".",".",".",284500,271,115732,111,0.1,19,85,0.5,2.0,".",".",".",1
2004,"ANC 6A",".","6A","01JAN2004","31DEC2004",".",".",".",".",".",325500,281,125289,95,0.1,10,46,1.8,8.0,".",".",".",1
2005,"ANC 6A",".","6A","01JAN2005","31DEC2005",".",".",".",".",".",447950,324,125289,95,0.1,8.7,39,1.3,6.0,".",".",".",1
2006,"ANC 6A",".","6A","01JAN2006","31DEC2006",".",".",".",".",".",450000,206,125289,95,0.1,9.5,43,1.8,8.0,".",".",".",1
2007,"ANC 6A",".","6A","01JAN2007","31DEC2007",".",".",".",".",".",470000,181,125289,95,0.1,18,84,3.1,14,".",".",".",1
2008,"ANC 6A",".","6A","01JAN2008","31DEC2008",".",".",".",".",".",470000,115,125289,95,0.1,33,155,12,54,".",".",".",1
2009,"ANC 6A",".","6A","01JAN2009","31DEC2009",".",".",".",".",".",449500,116,125289,95,0.1,27,125,9.8,46,".",".",".",1
2010,"ANC 6A",".","6A","01JAN2010","31DEC2010",".",".",".",".",".",490000,187,125289,95,0.1,32,150,16,77,".",".",".",1
2011,"ANC 6A",".","6A","01JAN2011","31DEC2011",".",".",".",".",".",495750,183,125289,95,0.1,0.2,1.0,1.5,7.0,".",".",".",1
2012,"ANC 6A",".","6A","01JAN2012","31DEC2012",".",".",".",".",".",529000,207,125289,95,0.1,0.0,0.0,0.2,1.0,".",".",".",1
2013,"ANC 6A",".","6A","01JAN2013","31DEC2013",".",".",".",".",".",585000,246,125289,95,0.1,0.4,2.0,0.4,2.0,".",".",".",1
2014,"ANC 6A",".","6A","01JAN2014","31DEC2014",".",".",".",".",".",658913,168,125289,95,0.1,0.4,2.0,0.4,2.0,".",".",".",1
2015,"ANC 6A",".","6A","01JAN2015","31DEC2015",".",".",".",".",".",706000,187,125289,95,0.1,0.4,2.0,0.4,2.0,".",".",".",1
2016,"ANC 6A",".","6A","01JAN2016","31DEC2016",".",".",".",".",".",700000,201,125289,95,0.1,0.4,2.0,0.4,2.0,".",".",".",1
1995,"ANC 6B",".","6B","01JAN1995","31DEC1995",".",".",".",".",".",123674,180,82960,45,0.0,11,53,3.7,18,".",".",".",1
1996,"ANC 6B",".","6B","01JAN1996","31DEC1996",".",".",".",".",".",137750,232,83961,65,0.0,14,66,5.8,28,".",".",".",1
1997,"ANC 6B",".","6B","01JAN1997","31DEC1997",".",".",".",".",".",139000,260,94416,69,0.0,12,59,4.1,20,".",".",".",1
1998,"ANC 6B",".","6B","01JAN1998","31DEC1998",".",".",".",".",".",148000,343,109363,69,0.1,18,88,6.4,31,".",".",".",1
1999,"ANC 6B",".","6B","01JAN1999","31DEC1999",".",".",".",".",".",151200,335,108860,67,0.1,17,80,6.0,29,".",".",".",1
2000,"ANC 6B",".","6B","01JAN2000","31DEC2000",".",".",".",".",".",179250,286,125513,79,0.0,17,84,7.2,35,".",".",".",1
2001,"ANC 6B",".","6B","01JAN2001","31DEC2001",".",".",".",".",".",265000,289,119976,72,0.0,11,54,5.0,24,".",".",".",1
2002,"ANC 6B",".","6B","01JAN2002","31DEC2002",".",".",".",".",".",311900,304,140685,81,0.0,13,64,2.5,12,".",".",".",1
2003,"ANC 6B",".","6B","01JAN2003","31DEC2003",".",".",".",".",".",352000,284,150364,83,0.1,11,53,0.0,0.0,".",".",".",1
2004,"ANC 6B",".","6B","01JAN2004","31DEC2004",".",".",".",".",".",499000,311,152277,77,0.1,6.0,30,0.2,1.0,".",".",".",1
2005,"ANC 6B",".","6B","01JAN2005","31DEC2005",".",".",".",".",".",537000,292,152277,77,0.1,6.3,32,0.6,3.0,".",".",".",1
2006,"ANC 6B",".","6B","01JAN2006","31DEC2006",".",".",".",".",".",582450,220,152277,77,0.1,5.2,27,0.4,2.0,".",".",".",1
2007,"ANC 6B",".","6B","01JAN2007","31DEC2007",".",".",".",".",".",550000,195,152277,77,0.1,9.4,49,1.3,7.0,".",".",".",1
2008,"ANC 6B",".","6B","01JAN2008","31DEC2008",".",".",".",".",".",549000,174,152277,77,0.1,14,79,5.1,28,".",".",".",1
2009,"ANC 6B",".","6B","01JAN2009","31DEC2009",".",".",".",".",".",559000,190,152277,77,0.1,17,95,4.1,23,".",".",".",1
2010,"ANC 6B",".","6B","01JAN2010","31DEC2010",".",".",".",".",".",600000,191,152277,77,0.1,14,76,3.6,20,".",".",".",1
2011,"ANC 6B",".","6B","01JAN2011","31DEC2011",".",".",".",".",".",565000,215,152277,77,0.1,0.0,0.0,0.9,5.0,".",".",".",1
2012,"ANC 6B",".","6B","01JAN2012","31DEC2012",".",".",".",".",".",625000,211,152277,77,0.1,0.4,2.0,0.2,1.0,".",".",".",1
2013,"ANC 6B",".","6B","01JAN2013","31DEC2013",".",".",".",".",".",676450,232,152277,77,0.1,0.2,1.0,0.4,2.0,".",".",".",1
2014,"ANC 6B",".","6B","01JAN2014","31DEC2014",".",".",".",".",".",723000,215,152277,77,0.1,0.2,1.0,0.4,2.0,".",".",".",1
2015,"ANC 6B",".","6B","01JAN2015","31DEC2015",".",".",".",".",".",744075,210,152277,77,0.1,0.2,1.0,0.4,2.0,".",".",".",1
2016,"ANC 6B",".","6B","01JAN2016","31DEC2016",".",".",".",".",".",765000,195,152277,77,0.1,0.2,1.0,0.4,2.0,".",".",".",1
1995,"ANC 6C",".","6C","01JAN1995","31DEC1995",".",".",".",".",".",129000,104,80906,45,0.1,12,31,3.7,10,".",".",".",1
1996,"ANC 6C",".","6C","01JAN1996","31DEC1996",".",".",".",".",".",127000,117,82937,69,0.1,16,44,7.8,21,".",".",".",1
1997,"ANC 6C",".","6C","01JAN1997","31DEC1997",".",".",".",".",".",129000,133,88992,91,0.0,17,47,6.0,16,".",".",".",1
1998,"ANC 6C",".","6C","01JAN1998","31DEC1998",".",".",".",".",".",131858,179,114906,84,0.1,17,47,7.8,21,".",".",".",1
1999,"ANC 6C",".","6C","01JAN1999","31DEC1999",".",".",".",".",".",156550,196,101987,74,0.0,21,56,9.3,25,".",".",".",1
2000,"ANC 6C",".","6C","01JAN2000","31DEC2000",".",".",".",".",".",211000,168,122305,83,0.0,14,38,7.1,19,".",".",".",1
2001,"ANC 6C",".","6C","01JAN2001","31DEC2001",".",".",".",".",".",245450,148,101123,84,0.0,16,42,7.4,20,".",".",".",1
2002,"ANC 6C",".","6C","01JAN2002","31DEC2002",".",".",".",".",".",279000,164,121913,126,0.0,18,49,4.1,11,".",".",".",1
2003,"ANC 6C",".","6C","01JAN2003","31DEC2003",".",".",".",".",".",340000,140,131495,115,0.1,12,32,0.7,2.0,".",".",".",1
2004,"ANC 6C",".","6C","01JAN2004","31DEC2004",".",".",".",".",".",430000,166,149539,76,0.1,9.2,25,0.7,2.0,".",".",".",1
2005,"ANC 6C",".","6C","01JAN2005","31DEC2005",".",".",".",".",".",518611,169,149539,76,0.1,6.3,17,1.1,3.0,".",".",".",1
2006,"ANC 6C",".","6C","01JAN2006","31DEC2006",".",".",".",".",".",572500,129,149539,76,0.1,8.1,22,1.8,5.0,".",".",".",1
2007,"ANC 6C",".","6C","01JAN2007","31DEC2007",".",".",".",".",".",600000,103,149539,76,0.1,11,30,3.3,9.0,".",".",".",1
2008,"ANC 6C",".","6C","01JAN2008","31DEC2008",".",".",".",".",".",592785,79,149539,76,0.1,15,40,4.4,12,".",".",".",1
2009,"ANC 6C",".","6C","01JAN2009","31DEC2009",".",".",".",".",".",550000,97,149539,76,0.1,18,59,5.3,17,".",".",".",1
2010,"ANC 6C",".","6C","01JAN2010","31DEC2010",".",".",".",".",".",550000,77,149539,76,0.1,147,476,136,439,".",".",".",1
2011,"ANC 6C",".","6C","01JAN2011","31DEC2011",".",".",".",".",".",541000,112,149539,76,0.1,0.0,0.0,0.0,0.0,".",".",".",1
2012,"ANC 6C",".","6C","01JAN2012","31DEC2012",".",".",".",".",".",657500,106,149539,76,0.1,0.0,0.0,0.0,0.0,".",".",".",1
