"timeframe","Geo2010","NumOccupiedHsgUnits","geo2010_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
"2012-16","MD Tract 033 8042",1197.00,24033804200,"01JAN2011","31DEC2015",".",0.0000,85.380,6.857,7.415,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8043",1205.00,24033804300,"01JAN2011","31DEC2015",".",11.9256,33.195,6.694,6.769,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8044",855.00,24033804400,"01JAN2011","31DEC2015",".",2.8807,72.398,4.071,6.759,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8046",853.00,24033804600,"01JAN2011","31DEC2015",".",8.2734,70.106,9.186,6.845,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8047",1201.00,24033804700,"01JAN2011","31DEC2015",".",17.7320,66.778,13.400,5.734,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8048.01",1284.00,24033804801,"01JAN2011","31DEC2015",".",2.4768,1.869,3.088,2.566,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8048.02",1089.00,24033804802,"01JAN2011","31DEC2015",".",1.2693,0.000,1.993,1.102,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8049",1473.00,24033804900,"01JAN2011","31DEC2015",".",0.0000,34.012,1.235,5.109,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8050",2184.00,24033805000,"01JAN2011","31DEC2015",".",3.0441,41.667,5.004,6.920,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8051.01",1207.00,24033805101,"01JAN2011","31DEC2015",".",2.1716,25.352,2.490,4.400,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8052.01",1325.00,24033805201,"01JAN2011","31DEC2015",".",2.2727,38.340,3.220,5.738,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8052.02",1137.00,24033805202,"01JAN2011","31DEC2015",".",8.1511,18.734,6.476,6.871,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8055",1113.00,24033805500,"01JAN2011","31DEC2015",".",0.0000,49.057,2.116,8.246,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8056.01",1573.00,24033805601,"01JAN2011","31DEC2015",".",0.0000,1.971,1.102,1.906,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8056.02",1235.00,24033805602,"01JAN2011","31DEC2015",".",1.3043,8.097,1.998,4.516,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8057",1730.00,24033805700,"01JAN2011","31DEC2015",".",0.0000,42.543,1.710,4.944,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8058.01",1053.00,24033805801,"01JAN2011","31DEC2015",".",0.0000,77.873,5.150,8.500,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8058.02",982.00,24033805802,"01JAN2011","31DEC2015",".",2.5478,68.839,4.417,8.223,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8059.04",929.00,24033805904,"01JAN2011","31DEC2015",".",0.0000,79.117,6.186,5.213,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8059.06",1142.00,24033805906,"01JAN2011","31DEC2015",".",2.9762,14.361,3.463,4.455,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8059.07",1425.00,24033805907,"01JAN2011","31DEC2015",".",0.0000,39.298,1.387,6.971,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8059.08",793.00,24033805908,"01JAN2011","31DEC2015",".",4.0917,26.103,4.389,6.875,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8059.09",1767.00,24033805909,"01JAN2011","31DEC2015",".",1.0712,11.149,1.573,2.867,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8060",1721.00,24033806000,"01JAN2011","31DEC2015",".",1.5399,40.558,2.399,4.733,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8061",1551.00,24033806100,"01JAN2011","31DEC2015",".",0.0000,61.831,2.027,5.987,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8062",1621.00,24033806200,"01JAN2011","31DEC2015",".",8.6009,50.833,5.725,5.791,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8063",789.00,24033806300,"01JAN2011","31DEC2015",".",5.8333,57.034,6.313,5.883,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8064",1293.00,24033806400,"01JAN2011","31DEC2015",".",3.6364,75.406,5.706,5.888,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8065.01",1464.00,24033806501,"01JAN2011","31DEC2015",".",6.2637,41.735,4.875,6.116,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8066.01",1235.00,24033806601,"01JAN2011","31DEC2015",".",1.4797,35.304,2.463,6.305,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8066.02",1316.00,24033806602,"01JAN2011","31DEC2015",".",6.9697,53.343,6.997,7.949,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8067.06",1391.00,24033806706,"01JAN2011","31DEC2015",".",12.3932,70.525,12.807,6.621,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8067.08",2054.00,24033806708,"01JAN2011","31DEC2015",".",7.0691,43.038,6.196,5.659,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8067.10",2165.00,24033806710,"01JAN2011","31DEC2015",".",0.0000,59.076,1.919,7.589,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8067.11",1914.00,24033806711,"01JAN2011","31DEC2015",".",8.6290,40.805,5.773,5.570,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8067.12",1362.00,24033806712,"01JAN2011","31DEC2015",".",3.5230,47.724,5.376,6.867,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8067.13",1239.00,24033806713,"01JAN2011","31DEC2015",".",7.3988,4.036,4.395,3.540,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8067.14",1182.00,24033806714,"01JAN2011","31DEC2015",".",6.8558,0.000,4.616,1.015,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8068",1274.00,24033806800,"01JAN2011","31DEC2015",".",0.0000,83.046,5.556,4.862,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8069",1401.00,24033806900,"01JAN2011","31DEC2015",".",7.0270,75.446,10.561,10.538,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8070",2745.00,24033807000,"01JAN2011","31DEC2015",".",3.0955,32.714,3.130,4.031,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8071.02",853.00,24033807102,"01JAN2011","31DEC2015",".",6.5306,73.154,10.072,5.862,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8072",731.00,24033807200,"01JAN2011","31DEC2015",".",5.9308,21.888,6.838,6.978,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8073.01",1282.00,24033807301,"01JAN2011","31DEC2015",".",14.1176,37.363,7.907,5.258,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8073.04",602.00,24033807304,"01JAN2011","31DEC2015",".",0.0000,87.375,15.789,7.652,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8073.05",1043.00,24033807305,"01JAN2011","31DEC2015",".",0.0000,62.320,3.053,8.415,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8074.04",1779.00,24033807404,"01JAN2011","31DEC2015",".",3.1700,62.226,5.012,5.935,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8074.05",1987.00,24033807405,"01JAN2011","31DEC2015",".",1.9868,62.758,3.018,4.907,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8074.07",2044.00,24033807407,"01JAN2011","31DEC2015",".",10.1896,62.916,11.328,6.082,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8074.08",2385.00,24033807408,"01JAN2011","31DEC2015",".",0.0000,84.319,4.545,4.009,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8074.09",1168.00,24033807409,"01JAN2011","31DEC2015",".",5.4545,37.671,5.942,5.735,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","MD Tract 033 8074.10",1371.00,24033807410,"01JAN2011","31DEC2015",".",12.9412,46.025,9.146,5.386,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1001",1690.00,51013100100,"01JAN2011","31DEC2015",".",15.0862,88.343,20.933,2.899,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1002",2150.00,51013100200,"01JAN2011","31DEC2015",".",0.0000,91.907,9.770,4.937,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1003",2003.00,51013100300,"01JAN2011","31DEC2015",".",0.0000,96.755,26.154,2.411,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1004",1309.00,51013100400,"01JAN2011","31DEC2015",".",8.4615,90.909,12.431,4.719,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1005",1637.00,51013100500,"01JAN2011","31DEC2015",".",0.0000,79.536,3.582,3.491,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1006",1271.00,51013100600,"01JAN2011","31DEC2015",".",11.7547,59.245,12.025,5.486,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1007",2273.00,51013100700,"01JAN2011","31DEC2015",".",0.0000,66.388,2.225,4.626,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1008",537.00,51013100800,"01JAN2011","31DEC2015",".",0.0000,72.439,8.108,9.413,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1009",1745.00,51013100900,"01JAN2011","31DEC2015",".",0.0000,63.324,1.875,4.558,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1010",1279.00,51013101000,"01JAN2011","31DEC2015",".",0.0000,72.635,3.429,4.027,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1011",2173.00,51013101100,"01JAN2011","31DEC2015",".",6.2609,75.196,9.983,3.712,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1012",1246.00,51013101200,"01JAN2011","31DEC2015",".",10.7399,69.984,10.657,7.022,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1013",2378.00,51013101300,"01JAN2011","31DEC2015",".",0.0000,83.516,4.337,5.767,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1014.01",754.00,51013101401,"01JAN2011","31DEC2015",".",3.2609,29.178,5.054,6.339,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1014.02",1426.00,51013101402,"01JAN2011","31DEC2015",".",0.0000,53.576,1.813,4.855,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1014.03",3370.00,51013101403,"01JAN2011","31DEC2015",".",9.0976,27.062,4.888,3.684,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1014.04",2806.00,51013101404,"01JAN2011","31DEC2015",".",4.9505,31.575,5.422,5.881,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1015",3446.00,51013101500,"01JAN2011","31DEC2015",".",1.5992,39.292,2.582,4.101,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1016.01",642.00,51013101601,"01JAN2011","31DEC2015",".",10.9043,47.819,8.349,5.618,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1016.02",981.00,51013101602,"01JAN2011","31DEC2015",".",0.0000,38.328,1.983,8.158,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1016.03",2111.00,51013101603,"01JAN2011","31DEC2015",".",4.0155,29.796,5.156,6.356,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1017.01",1971.00,51013101701,"01JAN2011","31DEC2015",".",5.0388,25.419,5.073,5.739,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1017.02",2917.00,51013101702,"01JAN2011","31DEC2015",".",8.8889,33.939,5.997,4.582,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1017.03",1354.00,51013101703,"01JAN2011","31DEC2015",".",8.9397,35.303,8.115,6.031,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1018.01",1777.00,51013101801,"01JAN2011","31DEC2015",".",3.8401,30.951,4.213,5.882,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1018.02",3566.00,51013101802,"01JAN2011","31DEC2015",".",4.1737,20.808,4.261,4.365,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1018.03",2162.00,51013101803,"01JAN2011","31DEC2015",".",2.3301,30.204,3.614,4.909,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1019",1120.00,51013101900,"01JAN2011","31DEC2015",".",0.0000,71.696,3.785,4.733,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1020.01",1309.00,51013102001,"01JAN2011","31DEC2015",".",7.3924,12.911,4.977,4.151,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1020.02",610.00,51013102002,"01JAN2011","31DEC2015",".",6.9272,14.098,5.989,5.101,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1020.03",2195.00,51013102003,"01JAN2011","31DEC2015",".",0.8739,27.654,1.495,5.599,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1021",903.00,51013102100,"01JAN2011","31DEC2015",".",1.6340,66.667,2.257,3.554,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1022",2900.00,51013102200,"01JAN2011","31DEC2015",".",4.4790,30.138,4.213,5.168,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1023.01",633.00,51013102301,"01JAN2011","31DEC2015",".",0.0000,78.989,9.023,6.794,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1023.02",1515.00,51013102302,"01JAN2011","31DEC2015",".",0.0000,54.653,1.747,4.497,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1024",1528.00,51013102400,"01JAN2011","31DEC2015",".",14.1907,49.346,11.443,4.996,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1025",2499.00,51013102500,"01JAN2011","31DEC2015",".",5.1536,27.091,4.601,4.885,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1026",1229.00,51013102600,"01JAN2011","31DEC2015",".",5.4636,53.539,7.740,5.148,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1027.01",1644.00,51013102701,"01JAN2011","31DEC2015",".",2.3529,4.075,2.781,1.684,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1027.02",891.00,51013102702,"01JAN2011","31DEC2015",".",0.0000,67.901,4.196,6.939,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1028.01",3310.00,51013102801,"01JAN2011","31DEC2015",".",7.8543,36.556,5.731,5.922,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1028.02",504.00,51013102802,"01JAN2011","31DEC2015",".",0.0000,89.683,23.077,4.115,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1029.01",1624.00,51013102901,"01JAN2011","31DEC2015",".",0.0000,65.948,2.170,5.968,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1029.02",2461.00,51013102902,"01JAN2011","31DEC2015",".",8.2536,37.668,7.369,5.806,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1030",1683.00,51013103000,"01JAN2011","31DEC2015",".",8.7527,75.223,9.868,5.233,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1031",2459.00,51013103100,"01JAN2011","31DEC2015",".",5.3495,46.035,6.222,6.567,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1032",2598.00,51013103200,"01JAN2011","31DEC2015",".",15.4774,35.258,9.331,6.945,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1033",1125.00,51013103300,"01JAN2011","31DEC2015",".",8.6354,23.822,7.160,5.938,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1034.01",89.00,51013103401,"01JAN2011","31DEC2015",".",4.3011,0.000,5.189,13.483,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1034.02",3490.00,51013103402,"01JAN2011","31DEC2015",".",2.1917,24.556,2.407,4.384,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1035.01",2171.00,51013103501,"01JAN2011","31DEC2015",".",11.9663,23.077,6.618,5.016,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1035.02",2284.00,51013103502,"01JAN2011","31DEC2015",".",4.5474,4.422,5.094,2.331,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1035.03",2116.00,51013103503,"01JAN2011","31DEC2015",".",0.0000,3.733,0.589,2.708,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1036.01",918.00,51013103601,"01JAN2011","31DEC2015",".",10.1648,64.379,11.574,6.382,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1036.02",639.00,51013103602,"01JAN2011","31DEC2015",".",15.1070,0.626,7.645,1.093,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1037",958.00,51013103700,"01JAN2011","31DEC2015",".",0.0000,92.693,17.143,3.182,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 1038",2305.00,51013103800,"01JAN2011","31DEC2015",".",3.6723,26.030,3.483,5.456,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 9801",15.00,51013980100,"01JAN2011","31DEC2015",".",0.0000,0.000,80.000,80.000,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 013 9802",8.00,51013980200,"01JAN2011","31DEC2015",".",0.0000,0.000,150.000,150.000,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 043 101",3112.00,51043010100,"01JAN2011","31DEC2015",".",7.4570,68.895,7.880,4.017,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 043 102",1279.00,51043010200,"01JAN2011","31DEC2015",".",18.5596,77.013,17.104,7.338,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 043 103",1200.00,51043010300,"01JAN2011","31DEC2015",".",0.0000,86.083,7.186,7.739,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9301.01",1494.00,51047930101,"01JAN2011","31DEC2015",".",0.0000,81.392,4.317,4.278,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9301.02",2994.00,51047930102,"01JAN2011","31DEC2015",".",4.4321,88.477,7.030,3.711,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9302.01",2554.00,51047930201,"01JAN2011","31DEC2015",".",0.0000,63.782,1.838,7.244,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9302.02",2245.00,51047930202,"01JAN2011","31DEC2015",".",0.0000,82.940,4.439,4.347,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9303",2246.00,51047930300,"01JAN2011","31DEC2015",".",0.0000,49.288,1.493,5.462,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9304",1711.00,51047930400,"01JAN2011","31DEC2015",".",0.0000,76.505,4.229,3.363,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9305.01",1599.00,51047930501,"01JAN2011","31DEC2015",".",6.3291,90.744,9.836,2.937,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 047 9305.02",2061.00,51047930502,"01JAN2011","31DEC2015",".",2.6711,43.426,3.156,5.935,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4151",1222.00,51059415100,"01JAN2011","31DEC2015",".",0.0000,89.444,9.302,4.330,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4152",1771.00,51059415200,"01JAN2011","31DEC2015",".",0.0000,62.225,1.794,4.770,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4153",1372.00,51059415300,"01JAN2011","31DEC2015",".",13.3739,79.227,13.391,6.374,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4154.01",2000.00,51059415401,"01JAN2011","31DEC2015",".",3.2422,23.900,4.180,5.276,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4154.02",1135.00,51059415402,"01JAN2011","31DEC2015",".",0.0000,80.176,5.333,5.166,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4155",2208.00,51059415500,"01JAN2011","31DEC2015",".",0.0000,59.828,1.917,5.916,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4156",1042.00,51059415600,"01JAN2011","31DEC2015",".",0.0000,97.793,52.174,2.542,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4157",1307.00,51059415700,"01JAN2011","31DEC2015",".",0.0000,87.758,7.500,4.522,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4158",1658.00,51059415800,"01JAN2011","31DEC2015",".",6.9364,90.290,10.168,3.693,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4159",1147.00,51059415900,"01JAN2011","31DEC2015",".",0.0000,91.543,12.371,5.307,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4160",1895.00,51059416000,"01JAN2011","31DEC2015",".",3.7267,67.282,6.015,6.293,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4161",1368.00,51059416100,"01JAN2011","31DEC2015",".",0.0000,90.205,8.955,3.916,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4162",1449.00,51059416200,"01JAN2011","31DEC2015",".",2.6405,0.759,2.434,1.173,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4163",723.00,51059416300,"01JAN2011","31DEC2015",".",20.5479,91.978,30.345,1.727,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4201",1140.00,51059420100,"01JAN2011","31DEC2015",".",0.0000,84.298,6.704,8.617,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4202.01",1304.00,51059420201,"01JAN2011","31DEC2015",".",0.0000,87.730,7.500,3.997,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4202.02",1132.00,51059420202,"01JAN2011","31DEC2015",".",3.6023,40.901,5.594,6.523,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4202.03",951.00,51059420203,"01JAN2011","31DEC2015",".",0.0000,85.489,8.696,4.270,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4203",2010.00,51059420300,"01JAN2011","31DEC2015",".",0.0000,92.338,11.039,4.760,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4204",1877.00,51059420400,"01JAN2011","31DEC2015",".",5.4509,25.147,4.150,3.969,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4205.01",1031.00,51059420501,"01JAN2011","31DEC2015",".",0.0000,64.694,3.297,7.692,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4205.02",994.00,51059420502,"01JAN2011","31DEC2015",".",5.4978,36.016,4.401,6.294,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4205.03",1491.00,51059420503,"01JAN2011","31DEC2015",".",4.2659,35.278,5.033,6.104,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4206",1682.00,51059420600,"01JAN2011","31DEC2015",".",8.3146,51.486,8.116,5.044,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4207",1376.00,51059420700,"01JAN2011","31DEC2015",".",4.0609,86.265,6.460,3.664,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4208",1163.00,51059420800,"01JAN2011","31DEC2015",".",0.0000,86.586,7.692,4.987,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4210.01",933.00,51059421001,"01JAN2011","31DEC2015",".",0.0000,73.633,4.878,6.101,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4210.02",1862.00,51059421002,"01JAN2011","31DEC2015",".",0.0000,47.368,1.224,4.739,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4211.01",2032.00,51059421101,"01JAN2011","31DEC2015",".",15.7685,79.232,14.756,6.986,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4211.02",1471.00,51059421102,"01JAN2011","31DEC2015",".",0.0000,54.521,1.794,5.829,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4211.03",1921.00,51059421103,"01JAN2011","31DEC2015",".",0.0000,82.197,4.971,4.799,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4212",674.00,51059421200,"01JAN2011","31DEC2015",".",0.0000,86.350,13.043,4.715,".",".",".",".",".",".",".",".",".",".",".",".",0
"2012-16","VA Tract 059 4213",1410.00,51059421300,"01JAN2011","31DEC2015",".",14.1732,92.270,20.808,4.461,".",".",".",".",".",".",".",".",".",".",".",".",0
