"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","SAFETY_TR10",,,"Crimes_pt1_property_per1000",1,8,6,"Property Crimes (per 1,000 pop.)","PROFNUM",0,0,,0,0,0,16,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","SAFETY_TR10",,,"Crimes_pt1_violent_per1000",1,8,7,"Violent Crimes (per 1,000 pop.)","PROFNUM",0,0,,0,0,0,24,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","SAFETY_TR10",,,"end_date",1,8,2,"End Date","DATE",9,0,,0,0,1,8,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_TR10",,,"geo2010",2,11,3,"Full census tract ID (2010): ssccctttttt","$GEO10A",0,0,,0,0,0,40,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_TR10",,,"geo2010_nf",2,11,5,"Unformatted geography",,0,0,,0,0,0,55,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_TR10",,,"indc",1,8,9,"Flag for Census tract in Washington DC",,0,0,,0,0,1,32,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_TR10",,,"start_date",1,8,1,"Start Date","DATE",9,0,,0,0,1,0,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_TR10",,,"timeframe",2,4,4,"Year of Data",,0,0,,0,0,0,51,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_TR10",,,"ucounty",2,11,8,,"$PROFILE_CNTY",0,0,,0,0,0,66,22933,"V9","23MAR18:09:47:41","23MAR18:09:47:41",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."

