"start_date","end_date","Cluster_tr2000","timeframe","CLUSTER_TR2000_nf","Crimes_pt1_property_per1000","Crimes_pt1_violent_per1000","indc"
"01JAN2001","31DEC2001","Cluster 22",2001,22,63.875,17.3795,1
"01JAN2002","31DEC2002","Cluster 22",2002,22,60.678,20.9822,1
"01JAN2003","31DEC2003","Cluster 22",2003,22,68.855,19.4938,1
"01JAN2004","31DEC2004","Cluster 22",2004,22,68.752,18.1047,1
"01JAN2005","31DEC2005","Cluster 22",2005,22,65.300,23.0335,1
"01JAN2006","31DEC2006","Cluster 22",2006,22,62.051,20.4909,1
"01JAN2007","31DEC2007","Cluster 22",2007,22,62.376,21.6455,1
"01JAN2008","31DEC2008","Cluster 22",2008,22,56.504,23.8652,1
"01JAN2009","31DEC2009","Cluster 22",2009,22,52.799,17.6388,1
"01JAN2010","31DEC2010","Cluster 22",2010,22,59.818,15.1318,1
"01JAN2011","31DEC2011","Cluster 22",2011,22,63.128,17.4962,1
"01JAN2012","31DEC2012","Cluster 22",2012,22,71.403,19.3876,1
"01JAN2013","31DEC2013","Cluster 22",2013,22,85.589,18.2055,1
"01JAN2014","31DEC2014","Cluster 22",2014,22,102.731,17.9690,1
"01JAN2015","31DEC2015","Cluster 22",2015,22,101.312,20.5698,1
"01JAN2016","31DEC2016","Cluster 22",2016,22,95.401,19.3876,1
"01JAN2000","31DEC2000","Cluster 23",2000,23,61.687,33.5754,1
"01JAN2001","31DEC2001","Cluster 23",2001,23,65.431,32.3574,1
"01JAN2002","31DEC2002","Cluster 23",2002,23,66.505,29.2252,1
"01JAN2003","31DEC2003","Cluster 23",2003,23,77.933,37.4051,1
"01JAN2004","31DEC2004","Cluster 23",2004,23,84.034,30.3202,1
"01JAN2005","31DEC2005","Cluster 23",2005,23,67.980,33.5679,1
"01JAN2006","31DEC2006","Cluster 23",2006,23,65.943,28.5915,1
"01JAN2007","31DEC2007","Cluster 23",2007,23,70.342,28.9602,1
"01JAN2008","31DEC2008","Cluster 23",2008,23,62.196,26.6157,1
"01JAN2009","31DEC2009","Cluster 23",2009,23,61.315,21.9377,1
"01JAN2010","31DEC2010","Cluster 23",2010,23,50.724,21.7092,1
"01JAN2011","31DEC2011","Cluster 23",2011,23,58.305,19.1592,1
"01JAN2012","31DEC2012","Cluster 23",2012,23,62.578,24.1213,1
"01JAN2013","31DEC2013","Cluster 23",2013,23,67.471,19.9862,1
"01JAN2014","31DEC2014","Cluster 23",2014,23,67.195,21.2957,1
"01JAN2015","31DEC2015","Cluster 23",2015,23,63.680,22.6051,1
"01JAN2016","31DEC2016","Cluster 23",2016,23,61.475,23.4321,1
"01JAN2000","31DEC2000","Cluster 24",2000,24,61.421,14.0113,1
"01JAN2001","31DEC2001","Cluster 24",2001,24,75.180,15.1063,1
"01JAN2002","31DEC2002","Cluster 24",2002,24,61.543,13.3940,1
"01JAN2003","31DEC2003","Cluster 24",2003,24,66.399,17.1887,1
"01JAN2004","31DEC2004","Cluster 24",2004,24,60.445,13.2197,1
"01JAN2005","31DEC2005","Cluster 24",2005,24,57.646,15.6033,1
"01JAN2006","31DEC2006","Cluster 24",2006,24,46.574,13.2204,1
"01JAN2007","31DEC2007","Cluster 24",2007,24,54.259,12.1437,1
"01JAN2008","31DEC2008","Cluster 24",2008,24,49.622,9.3578,1
"01JAN2009","31DEC2009","Cluster 24",2009,24,53.055,10.4398,1
"01JAN2010","31DEC2010","Cluster 24",2010,24,50.926,9.4686,1
"01JAN2011","31DEC2011","Cluster 24",2011,24,55.361,11.0040,1
"01JAN2012","31DEC2012","Cluster 24",2012,24,60.821,11.8570,1
"01JAN2013","31DEC2013","Cluster 24",2013,24,65.939,9.8951,1
"01JAN2014","31DEC2014","Cluster 24",2014,24,74.810,9.3833,1
"01JAN2015","31DEC2015","Cluster 24",2015,24,72.081,10.3216,1
"01JAN2016","31DEC2016","Cluster 24",2016,24,59.370,10.4069,1
"01JAN2000","31DEC2000","Cluster 25",2000,25,63.391,21.5564,1
"01JAN2001","31DEC2001","Cluster 25",2001,25,80.035,21.7320,1
"01JAN2002","31DEC2002","Cluster 25",2002,25,69.753,20.9692,1
"01JAN2003","31DEC2003","Cluster 25",2003,25,73.386,21.5758,1
"01JAN2004","31DEC2004","Cluster 25",2004,25,81.983,19.2253,1
"01JAN2005","31DEC2005","Cluster 25",2005,25,69.813,16.6590,1
"01JAN2006","31DEC2006","Cluster 25",2006,25,67.590,17.8440,1
"01JAN2007","31DEC2007","Cluster 25",2007,25,60.624,17.3062,1
"01JAN2008","31DEC2008","Cluster 25",2008,25,59.737,16.2919,1
"01JAN2009","31DEC2009","Cluster 25",2009,25,55.836,15.1531,1
"01JAN2010","31DEC2010","Cluster 25",2010,25,48.472,12.1522,1
"01JAN2011","31DEC2011","Cluster 25",2011,25,54.753,14.0297,1
"01JAN2012","31DEC2012","Cluster 25",2012,25,68.647,13.0398,1
"01JAN2013","31DEC2013","Cluster 25",2013,25,69.705,11.5378,1
"01JAN2014","31DEC2014","Cluster 25",2014,25,73.596,11.0940,1
"01JAN2015","31DEC2015","Cluster 25",2015,25,65.984,13.1080,1
"01JAN2016","31DEC2016","Cluster 25",2016,25,62.639,11.1623,1
"01JAN2000","31DEC2000","Cluster 26",2000,26,52.464,10.6550,1
"01JAN2001","31DEC2001","Cluster 26",2001,26,70.204,12.9731,1
"01JAN2002","31DEC2002","Cluster 26",2002,26,55.395,13.2820,1
"01JAN2003","31DEC2003","Cluster 26",2003,26,48.087,12.4382,1
"01JAN2004","31DEC2004","Cluster 26",2004,26,44.714,8.6858,1
"01JAN2005","31DEC2005","Cluster 26",2005,26,41.626,9.3406,1
"01JAN2006","31DEC2006","Cluster 26",2006,26,35.204,8.3747,1
"01JAN2007","31DEC2007","Cluster 26",2007,26,43.304,8.6707,1
"01JAN2008","31DEC2008","Cluster 26",2008,26,48.323,9.4982,1
"01JAN2009","31DEC2009","Cluster 26",2009,26,47.177,9.6773,1
"01JAN2010","31DEC2010","Cluster 26",2010,26,37.544,7.2696,1
"01JAN2011","31DEC2011","Cluster 26",2011,26,39.313,5.8348,1
"01JAN2012","31DEC2012","Cluster 26",2012,26,46.965,7.1261,1
"01JAN2013","31DEC2013","Cluster 26",2013,26,53.709,5.9783,1
"01JAN2014","31DEC2014","Cluster 26",2014,26,56.435,6.2174,1
"01JAN2015","31DEC2015","Cluster 26",2015,26,54.522,7.1739,1
"01JAN2016","31DEC2016","Cluster 26",2016,26,52.035,6.6000,1
"01JAN2000","31DEC2000","Cluster 27",2000,27,135.118,40.1468,1
"01JAN2001","31DEC2001","Cluster 27",2001,27,148.945,36.7089,1
"01JAN2002","31DEC2002","Cluster 27",2002,27,116.567,38.9932,1
"01JAN2003","31DEC2003","Cluster 27",2003,27,82.543,35.5197,1
"01JAN2004","31DEC2004","Cluster 27",2004,27,72.896,24.8913,1
"01JAN2005","31DEC2005","Cluster 27",2005,27,59.586,21.6676,1
"01JAN2006","31DEC2006","Cluster 27",2006,27,65.580,15.9212,1
"01JAN2007","31DEC2007","Cluster 27",2007,27,58.146,17.0908,1
"01JAN2008","31DEC2008","Cluster 27",2008,27,51.357,14.9335,1
"01JAN2009","31DEC2009","Cluster 27",2009,27,55.020,14.2908,1
"01JAN2010","31DEC2010","Cluster 27",2010,27,50.657,13.1464,1
"01JAN2011","31DEC2011","Cluster 27",2011,27,53.462,9.9912,1
"01JAN2012","31DEC2012","Cluster 27",2012,27,58.720,10.8677,1
"01JAN2013","31DEC2013","Cluster 27",2013,27,67.134,10.8677,1
"01JAN2014","31DEC2014","Cluster 27",2014,27,69.763,7.3620,1
"01JAN2015","31DEC2015","Cluster 27",2015,27,75.548,12.6205,1
"01JAN2016","31DEC2016","Cluster 27",2016,27,73.970,13.1464,1
"01JAN2000","31DEC2000","Cluster 28",2000,28,45.147,24.0099,1
"01JAN2001","31DEC2001","Cluster 28",2001,28,47.404,23.1890,1
"01JAN2002","31DEC2002","Cluster 28",2002,28,43.701,24.6204,1
"01JAN2003","31DEC2003","Cluster 28",2003,28,44.112,24.2101,1
"01JAN2004","31DEC2004","Cluster 28",2004,28,47.394,19.2860,1
"01JAN2005","31DEC2005","Cluster 28",2005,28,36.308,20.5128,1
"01JAN2006","31DEC2006","Cluster 28",2006,28,38.154,21.7436,1
"01JAN2007","31DEC2007","Cluster 28",2007,28,48.615,30.5641,1
"01JAN2008","31DEC2008","Cluster 28",2008,28,37.538,30.1538,1
"01JAN2009","31DEC2009","Cluster 28",2009,28,47.580,15.7916,1
"01JAN2010","31DEC2010","Cluster 28",2010,28,38.351,25.2256,1
"01JAN2011","31DEC2011","Cluster 28",2011,28,47.170,25.0205,1
"01JAN2012","31DEC2012","Cluster 28",2012,28,46.760,24.4053,1
"01JAN2013","31DEC2013","Cluster 28",2013,28,53.938,21.5340,1
"01JAN2014","31DEC2014","Cluster 28",2014,28,58.655,21.7391,1
"01JAN2015","31DEC2015","Cluster 28",2015,28,56.604,19.0730,1
"01JAN2016","31DEC2016","Cluster 28",2016,28,55.578,21.9442,1
"01JAN2000","31DEC2000","Cluster 29",2000,29,37.068,20.2190,1
"01JAN2001","31DEC2001","Cluster 29",2001,29,47.459,19.7396,1
"01JAN2002","31DEC2002","Cluster 29",2002,29,36.851,25.9631,1
"01JAN2003","31DEC2003","Cluster 29",2003,29,97.704,23.7996,1
"01JAN2004","31DEC2004","Cluster 29",2004,29,55.787,20.8160,1
"01JAN2005","31DEC2005","Cluster 29",2005,29,42.324,35.6846,1
"01JAN2006","31DEC2006","Cluster 29",2006,29,34.340,16.9632,1
"01JAN2007","31DEC2007","Cluster 29",2007,29,58.168,18.5644,1
"01JAN2008","31DEC2008","Cluster 29",2008,29,52.242,25.5039,1
"01JAN2009","31DEC2009","Cluster 29",2009,29,53.322,22.1493,1
"01JAN2010","31DEC2010","Cluster 29",2010,29,57.260,13.4969,1
"01JAN2011","31DEC2011","Cluster 29",2011,29,37.219,16.7689,1
"01JAN2012","31DEC2012","Cluster 29",2012,29,57.260,16.7689,1
"01JAN2013","31DEC2013","Cluster 29",2013,29,41.718,26.1759,1
"01JAN2014","31DEC2014","Cluster 29",2014,29,60.941,35.5828,1
"01JAN2015","31DEC2015","Cluster 29",2015,29,40.900,16.7689,1
"01JAN2016","31DEC2016","Cluster 29",2016,29,38.446,19.6319,1
"01JAN2000","31DEC2000","Cluster 30",2000,30,47.349,18.6476,1
"01JAN2001","31DEC2001","Cluster 30",2001,30,63.950,21.9072,1
"01JAN2002","31DEC2002","Cluster 30",2002,30,50.736,18.0858,1
"01JAN2003","31DEC2003","Cluster 30",2003,30,64.080,21.1480,1
"01JAN2004","31DEC2004","Cluster 30",2004,30,53.247,19.4343,1
"01JAN2005","31DEC2005","Cluster 30",2005,30,45.055,21.0361,1
"01JAN2006","31DEC2006","Cluster 30",2006,30,44.143,16.5341,1
"01JAN2007","31DEC2007","Cluster 30",2007,30,62.161,18.2917,1
"01JAN2008","31DEC2008","Cluster 30",2008,30,63.771,21.7190,1
"01JAN2009","31DEC2009","Cluster 30",2009,30,53.889,24.8010,1
"01JAN2010","31DEC2010","Cluster 30",2010,30,46.706,20.6907,1
"01JAN2011","31DEC2011","Cluster 30",2011,30,41.534,24.0377,1
"01JAN2012","31DEC2012","Cluster 30",2012,30,39.404,20.2343,1
"01JAN2013","31DEC2013","Cluster 30",2013,30,45.185,24.6463,1
"01JAN2014","31DEC2014","Cluster 30",2014,30,49.140,25.8634,1
"01JAN2015","31DEC2015","Cluster 30",2015,30,45.033,20.9950,1
"01JAN2016","31DEC2016","Cluster 30",2016,30,44.272,21.2993,1
"01JAN2000","31DEC2000","Cluster 31",2000,31,52.505,22.8158,1
"01JAN2001","31DEC2001","Cluster 31",2001,31,51.653,24.2369,1
"01JAN2002","31DEC2002","Cluster 31",2002,31,54.757,21.6350,1
"01JAN2003","31DEC2003","Cluster 31",2003,31,75.339,23.2624,1
"01JAN2004","31DEC2004","Cluster 31",2004,31,51.584,17.9422,1
"01JAN2005","31DEC2005","Cluster 31",2005,31,41.169,21.8075,1
"01JAN2006","31DEC2006","Cluster 31",2006,31,44.475,17.7065,1
"01JAN2007","31DEC2007","Cluster 31",2007,31,58.815,20.3699,1
"01JAN2008","31DEC2008","Cluster 31",2008,31,72.246,25.4455,1
"01JAN2009","31DEC2009","Cluster 31",2009,31,62.098,26.5542,1
"01JAN2010","31DEC2010","Cluster 31",2010,31,64.483,27.3793,1
"01JAN2011","31DEC2011","Cluster 31",2011,31,67.103,21.5862,1
"01JAN2012","31DEC2012","Cluster 31",2012,31,50.276,19.7931,1
"01JAN2013","31DEC2013","Cluster 31",2013,31,50.690,27.7241,1
"01JAN2014","31DEC2014","Cluster 31",2014,31,61.931,26.6897,1
"01JAN2015","31DEC2015","Cluster 31",2015,31,53.103,23.4483,1
"01JAN2016","31DEC2016","Cluster 31",2016,31,46.069,19.3793,1
"01JAN2000","31DEC2000","Cluster 32",2000,32,48.827,19.7711,1
"01JAN2001","31DEC2001","Cluster 32",2001,32,47.350,21.2834,1
"01JAN2002","31DEC2002","Cluster 32",2002,32,55.970,19.6888,1
"01JAN2003","31DEC2003","Cluster 32",2003,32,58.349,20.0032,1
"01JAN2004","31DEC2004","Cluster 32",2004,32,46.539,18.8991,1
"01JAN2005","31DEC2005","Cluster 32",2005,32,36.938,15.9987,1
"01JAN2006","31DEC2006","Cluster 32",2006,32,30.464,14.2165,1
"01JAN2007","31DEC2007","Cluster 32",2007,32,33.219,16.7263,1
"01JAN2008","31DEC2008","Cluster 32",2008,32,48.198,15.8853,1
"01JAN2009","31DEC2009","Cluster 32",2009,32,36.891,16.0531,1
"01JAN2010","31DEC2010","Cluster 32",2010,32,37.208,17.9121,1
"01JAN2011","31DEC2011","Cluster 32",2011,32,36.977,17.2970,1
"01JAN2012","31DEC2012","Cluster 32",2012,32,46.510,20.0646,1
"01JAN2013","31DEC2013","Cluster 32",2013,32,48.509,22.6015,1
"01JAN2014","31DEC2014","Cluster 32",2014,32,57.887,24.6002,1
"01JAN2015","31DEC2015","Cluster 32",2015,32,55.197,19.8339,1
"01JAN2016","31DEC2016","Cluster 32",2016,32,52.045,17.2202,1
"01JAN2000","31DEC2000","Cluster 33",2000,33,39.257,19.8939,1
"01JAN2001","31DEC2001","Cluster 33",2001,33,40.967,19.7198,1
"01JAN2002","31DEC2002","Cluster 33",2002,33,50.060,20.0771,1
"01JAN2003","31DEC2003","Cluster 33",2003,33,54.720,17.2414,1
"01JAN2004","31DEC2004","Cluster 33",2004,33,38.792,15.5302,1
"01JAN2005","31DEC2005","Cluster 33",2005,33,29.965,17.0182,1
"01JAN2006","31DEC2006","Cluster 33",2006,33,29.135,16.2379,1
"01JAN2007","31DEC2007","Cluster 33",2007,33,36.598,13.9168,1
"01JAN2008","31DEC2008","Cluster 33",2008,33,41.672,16.2133,1
"01JAN2009","31DEC2009","Cluster 33",2009,33,29.449,17.9781,1
"01JAN2010","31DEC2010","Cluster 33",2010,33,32.442,17.4637,1
"01JAN2011","31DEC2011","Cluster 33",2011,33,34.726,15.4487,1
"01JAN2012","31DEC2012","Cluster 33",2012,33,36.808,13.8366,1
"01JAN2013","31DEC2013","Cluster 33",2013,33,38.823,20.0161,1
"01JAN2014","31DEC2014","Cluster 33",2014,33,44.801,17.6652,1
"01JAN2015","31DEC2015","Cluster 33",2015,33,37.278,16.1204,1
"01JAN2016","31DEC2016","Cluster 33",2016,33,35.532,12.9635,1
"01JAN2000","31DEC2000","Cluster 34",2000,34,48.919,16.1560,1
"01JAN2001","31DEC2001","Cluster 34",2001,34,54.461,18.4766,1
"01JAN2002","31DEC2002","Cluster 34",2002,34,57.260,17.5734,1
"01JAN2003","31DEC2003","Cluster 34",2003,34,58.644,15.2304,1
"01JAN2004","31DEC2004","Cluster 34",2004,34,43.248,13.2619,1
"01JAN2005","31DEC2005","Cluster 34",2005,34,35.213,13.4426,1
"01JAN2006","31DEC2006","Cluster 34",2006,34,33.504,15.0737,1
"01JAN2007","31DEC2007","Cluster 34",2007,34,46.779,15.7251,1
"01JAN2008","31DEC2008","Cluster 34",2008,34,44.635,14.3918,1
"01JAN2009","31DEC2009","Cluster 34",2009,34,45.140,13.0493,1
"01JAN2010","31DEC2010","Cluster 34",2010,34,36.423,12.5643,1
"01JAN2011","31DEC2011","Cluster 34",2011,34,36.824,13.0990,1
"01JAN2012","31DEC2012","Cluster 34",2012,34,47.651,17.0420,1
"01JAN2013","31DEC2013","Cluster 34",2013,34,47.183,18.1113,1
"01JAN2014","31DEC2014","Cluster 34",2014,34,51.861,16.0396,1
"01JAN2015","31DEC2015","Cluster 34",2015,34,43.039,14.5693,1
"01JAN2016","31DEC2016","Cluster 34",2016,34,38.495,14.8366,1
"01JAN2000","31DEC2000","Cluster 35",2000,35,49.346,13.8318,1
"01JAN2001","31DEC2001","Cluster 35",2001,35,59.692,16.6437,1
"01JAN2002","31DEC2002","Cluster 35",2002,35,61.825,13.8226,1
"01JAN2003","31DEC2003","Cluster 35",2003,35,80.515,13.3771,1
"01JAN2004","31DEC2004","Cluster 35",2004,35,49.810,14.7022,1
"01JAN2005","31DEC2005","Cluster 35",2005,35,41.492,13.6184,1
"01JAN2006","31DEC2006","Cluster 35",2006,35,37.454,12.3993,1
"01JAN2007","31DEC2007","Cluster 35",2007,35,44.678,14.6360,1
"01JAN2008","31DEC2008","Cluster 35",2008,35,36.493,12.7660,1
"01JAN2009","31DEC2009","Cluster 35",2009,35,39.368,9.7125,1
"01JAN2010","31DEC2010","Cluster 35",2010,35,34.860,13.2674,1
"01JAN2011","31DEC2011","Cluster 35",2011,35,38.111,11.7066,1
"01JAN2012","31DEC2012","Cluster 35",2012,35,51.639,14.0479,1
"01JAN2013","31DEC2013","Cluster 35",2013,35,46.046,10.9261,1
"01JAN2014","31DEC2014","Cluster 35",2014,35,48.517,11.8366,1
"01JAN2015","31DEC2015","Cluster 35",2015,35,42.144,8.8450,1
"01JAN2016","31DEC2016","Cluster 35",2016,35,44.355,10.0156,1
"01JAN2000","31DEC2000","Cluster 36",2000,36,27.365,26.5833,1
"01JAN2001","31DEC2001","Cluster 36",2001,36,27.330,29.3260,1
"01JAN2002","31DEC2002","Cluster 36",2002,36,36.048,29.2609,1
"01JAN2003","31DEC2003","Cluster 36",2003,36,43.272,25.9336,1
"01JAN2004","31DEC2004","Cluster 36",2004,36,37.431,28.8378,1
"01JAN2005","31DEC2005","Cluster 36",2005,36,28.923,25.6300,1
"01JAN2006","31DEC2006","Cluster 36",2006,36,23.518,22.9545,1
"01JAN2007","31DEC2007","Cluster 36",2007,36,27.705,20.0859,1
"01JAN2008","31DEC2008","Cluster 36",2008,36,24.397,16.9006,1
"01JAN2009","31DEC2009","Cluster 36",2009,36,25.490,17.3061,1
"01JAN2010","31DEC2010","Cluster 36",2010,36,27.734,15.7158,1
"01JAN2011","31DEC2011","Cluster 36",2011,36,29.847,17.6968,1
"01JAN2012","31DEC2012","Cluster 36",2012,36,35.790,20.7343,1
"01JAN2013","31DEC2013","Cluster 36",2013,36,34.205,20.2060,1
"01JAN2014","31DEC2014","Cluster 36",2014,36,32.620,16.3761,1
"01JAN2015","31DEC2015","Cluster 36",2015,36,30.243,14.9234,1
"01JAN2016","31DEC2016","Cluster 36",2016,36,28.394,10.6973,1
"01JAN2000","31DEC2000","Cluster 37",2000,37,34.202,25.0116,1
"01JAN2001","31DEC2001","Cluster 37",2001,37,37.570,24.1105,1
"01JAN2002","31DEC2002","Cluster 37",2002,37,34.625,26.1453,1
"01JAN2003","31DEC2003","Cluster 37",2003,37,40.171,25.5954,1
"01JAN2004","31DEC2004","Cluster 37",2004,37,31.600,24.9225,1
"01JAN2005","31DEC2005","Cluster 37",2005,37,37.797,20.7583,1
"01JAN2006","31DEC2006","Cluster 37",2006,37,32.242,24.2724,1
"01JAN2007","31DEC2007","Cluster 37",2007,37,44.355,27.5854,1
"01JAN2008","31DEC2008","Cluster 37",2008,37,43.297,24.4618,1
"01JAN2009","31DEC2009","Cluster 37",2009,37,46.529,24.1260,1
"01JAN2010","31DEC2010","Cluster 37",2010,37,40.763,22.0543,1
"01JAN2011","31DEC2011","Cluster 37",2011,37,48.569,25.3996,1
"01JAN2012","31DEC2012","Cluster 37",2012,37,50.923,28.8688,1
"01JAN2013","31DEC2013","Cluster 37",2013,37,44.852,23.0455,1
"01JAN2014","31DEC2014","Cluster 37",2014,37,36.427,20.6914,1
"01JAN2015","31DEC2015","Cluster 37",2015,37,46.958,20.1958,1
"01JAN2016","31DEC2016","Cluster 37",2016,37,35.931,22.4260,1
"01JAN2000","31DEC2000","Cluster 38",2000,38,28.704,21.1967,1
"01JAN2001","31DEC2001","Cluster 38",2001,38,27.074,17.7573,1
"01JAN2002","31DEC2002","Cluster 38",2002,38,32.107,18.7201,1
"01JAN2003","31DEC2003","Cluster 38",2003,38,33.499,19.0188,1
"01JAN2004","31DEC2004","Cluster 38",2004,38,31.870,13.5208,1
"01JAN2005","31DEC2005","Cluster 38",2005,38,31.863,18.7553,1
"01JAN2006","31DEC2006","Cluster 38",2006,38,32.808,18.5205,1
"01JAN2007","31DEC2007","Cluster 38",2007,38,39.836,17.9735,1
"01JAN2008","31DEC2008","Cluster 38",2008,38,38.205,14.9269,1
"01JAN2009","31DEC2009","Cluster 38",2009,38,39.399,17.8331,1
"01JAN2010","31DEC2010","Cluster 38",2010,38,39.753,20.3913,1
"01JAN2011","31DEC2011","Cluster 38",2011,38,29.969,14.5211,1
"01JAN2012","31DEC2012","Cluster 38",2012,38,38.517,21.0093,1
"01JAN2013","31DEC2013","Cluster 38",2013,38,41.710,19.8764,1
"01JAN2014","31DEC2014","Cluster 38",2014,38,40.886,18.2286,1
"01JAN2015","31DEC2015","Cluster 38",2015,38,41.092,19.4645,1
"01JAN2016","31DEC2016","Cluster 38",2016,38,39.135,18.8465,1
"01JAN2000","31DEC2000","Cluster 39",2000,39,36.131,25.8967,1
"01JAN2001","31DEC2001","Cluster 39",2001,39,43.010,25.7666,1
"01JAN2002","31DEC2002","Cluster 39",2002,39,45.241,25.7682,1
"01JAN2003","31DEC2003","Cluster 39",2003,39,43.133,25.6059,1
"01JAN2004","31DEC2004","Cluster 39",2004,39,38.883,20.7269,1
"01JAN2005","31DEC2005","Cluster 39",2005,39,38.023,20.9938,1
"01JAN2006","31DEC2006","Cluster 39",2006,39,41.449,19.0204,1
"01JAN2007","31DEC2007","Cluster 39",2007,39,49.439,23.7632,1
"01JAN2008","31DEC2008","Cluster 39",2008,39,50.285,24.3168,1
"01JAN2009","31DEC2009","Cluster 39",2009,39,47.541,23.2205,1
"01JAN2010","31DEC2010","Cluster 39",2010,39,48.322,21.5446,1
"01JAN2011","31DEC2011","Cluster 39",2011,39,42.217,22.2875,1
"01JAN2012","31DEC2012","Cluster 39",2012,39,36.887,20.4787,1
"01JAN2013","31DEC2013","Cluster 39",2013,39,40.021,20.6079,1
"01JAN2014","31DEC2014","Cluster 39",2014,39,36.048,17.1517,1
"01JAN2015","31DEC2015","Cluster 39",2015,39,33.399,16.6995,1
"01JAN2016","31DEC2016","Cluster 39",2016,39,32.624,16.0212,1
"01JAN2000","31DEC2000","Non-cluster area",2000,99,65.509,9.2894,1
"01JAN2001","31DEC2001","Non-cluster area",2001,99,66.219,8.0635,1
"01JAN2002","31DEC2002","Non-cluster area",2002,99,52.351,8.4158,1
"01JAN2003","31DEC2003","Non-cluster area",2003,99,52.282,8.7763,1
"01JAN2004","31DEC2004","Non-cluster area",2004,99,36.844,8.2582,1
"01JAN2005","31DEC2005","Non-cluster area",2005,99,42.616,6.9525,1
"01JAN2006","31DEC2006","Non-cluster area",2006,99,34.717,6.5257,1
"01JAN2007","31DEC2007","Non-cluster area",2007,99,46.838,10.3202,1
"01JAN2008","31DEC2008","Non-cluster area",2008,99,50.449,9.3922,1
"01JAN2009","31DEC2009","Non-cluster area",2009,99,41.774,10.4776,1
"01JAN2010","31DEC2010","Non-cluster area",2010,99,40.861,8.8349,1
"01JAN2011","31DEC2011","Non-cluster area",2011,99,45.417,9.3871,1
"01JAN2012","31DEC2012","Non-cluster area",2012,99,45.693,8.4208,1
"01JAN2013","31DEC2013","Non-cluster area",2013,99,49.834,9.1110,1
"01JAN2014","31DEC2014","Non-cluster area",2014,99,57.013,6.4881,1
"01JAN2015","31DEC2015","Non-cluster area",2015,99,42.656,8.5588,1
"01JAN2016","31DEC2016","Non-cluster area",2016,99,40.447,6.4881,1

