"start_date","end_date","anc2012","timeframe","anc2012_nf","Crimes_pt1_property_per1000","Crimes_pt1_violent_per1000","indc"
"01JAN2016","31DEC2016","ANC 4C",2016,"4C",41,8.6,1
"01JAN2017","31DEC2017","ANC 4C",2017,"4C",39,6.8,1
"01JAN2018","31DEC2018","ANC 4C",2018,"4C",39,6.9,1
"01JAN2019","31DEC2019","ANC 4C",2019,"4C",43,4.8,1
"01JAN2000","31DEC2000","ANC 4D",2000,"4D",37,12,1
"01JAN2001","31DEC2001","ANC 4D",2001,"4D",34,11,1
"01JAN2002","31DEC2002","ANC 4D",2002,"4D",40,12,1
"01JAN2003","31DEC2003","ANC 4D",2003,"4D",31,16,1
"01JAN2004","31DEC2004","ANC 4D",2004,"4D",29,13,1
"01JAN2005","31DEC2005","ANC 4D",2005,"4D",30,13,1
"01JAN2006","31DEC2006","ANC 4D",2006,"4D",26,12,1
"01JAN2007","31DEC2007","ANC 4D",2007,"4D",28,16,1
"01JAN2008","31DEC2008","ANC 4D",2008,"4D",25,14,1
"01JAN2009","31DEC2009","ANC 4D",2009,"4D",26,14,1
"01JAN2010","31DEC2010","ANC 4D",2010,"4D",28,15,1
"01JAN2011","31DEC2011","ANC 4D",2011,"4D",25,9.1,1
"01JAN2012","31DEC2012","ANC 4D",2012,"4D",23,12,1
"01JAN2013","31DEC2013","ANC 4D",2013,"4D",28,11,1
"01JAN2014","31DEC2014","ANC 4D",2014,"4D",28,11,1
"01JAN2015","31DEC2015","ANC 4D",2015,"4D",27,10,1
"01JAN2016","31DEC2016","ANC 4D",2016,"4D",20,7.1,1
"01JAN2017","31DEC2017","ANC 4D",2017,"4D",18,5.6,1
"01JAN2018","31DEC2018","ANC 4D",2018,"4D",20,4.2,1
"01JAN2019","31DEC2019","ANC 4D",2019,"4D",18,3.0,1
"01JAN2000","31DEC2000","ANC 5A",2000,"5A",25,5.2,1
"01JAN2001","31DEC2001","ANC 5A",2001,"5A",35,6.0,1
"01JAN2002","31DEC2002","ANC 5A",2002,"5A",34,6.2,1
"01JAN2003","31DEC2003","ANC 5A",2003,"5A",32,11,1
"01JAN2004","31DEC2004","ANC 5A",2004,"5A",32,5.6,1
"01JAN2005","31DEC2005","ANC 5A",2005,"5A",31,7.2,1
"01JAN2006","31DEC2006","ANC 5A",2006,"5A",24,8.5,1
"01JAN2007","31DEC2007","ANC 5A",2007,"5A",22,7.0,1
"01JAN2008","31DEC2008","ANC 5A",2008,"5A",25,6.6,1
"01JAN2009","31DEC2009","ANC 5A",2009,"5A",21,7.2,1
"01JAN2010","31DEC2010","ANC 5A",2010,"5A",22,5.4,1
"01JAN2011","31DEC2011","ANC 5A",2011,"5A",20,4.2,1
"01JAN2012","31DEC2012","ANC 5A",2012,"5A",25,5.1,1
"01JAN2013","31DEC2013","ANC 5A",2013,"5A",22,5.2,1
"01JAN2014","31DEC2014","ANC 5A",2014,"5A",31,5.3,1
"01JAN2015","31DEC2015","ANC 5A",2015,"5A",23,5.4,1
"01JAN2016","31DEC2016","ANC 5A",2016,"5A",17,4.0,1
"01JAN2017","31DEC2017","ANC 5A",2017,"5A",21,4.0,1
"01JAN2018","31DEC2018","ANC 5A",2018,"5A",26,3.4,1
"01JAN2019","31DEC2019","ANC 5A",2019,"5A",23,3.0,1
"01JAN2000","31DEC2000","ANC 5B",2000,"5B",56,12,1
"01JAN2001","31DEC2001","ANC 5B",2001,"5B",62,14,1
"01JAN2002","31DEC2002","ANC 5B",2002,"5B",52,14,1
"01JAN2003","31DEC2003","ANC 5B",2003,"5B",55,13,1
"01JAN2004","31DEC2004","ANC 5B",2004,"5B",49,11,1
"01JAN2005","31DEC2005","ANC 5B",2005,"5B",48,17,1
"01JAN2006","31DEC2006","ANC 5B",2006,"5B",45,15,1
"01JAN2007","31DEC2007","ANC 5B",2007,"5B",45,16,1
"01JAN2008","31DEC2008","ANC 5B",2008,"5B",46,15,1
"01JAN2009","31DEC2009","ANC 5B",2009,"5B",47,13,1
"01JAN2010","31DEC2010","ANC 5B",2010,"5B",54,10,1
"01JAN2011","31DEC2011","ANC 5B",2011,"5B",48,11,1
"01JAN2012","31DEC2012","ANC 5B",2012,"5B",64,12,1
"01JAN2013","31DEC2013","ANC 5B",2013,"5B",67,13,1
"01JAN2014","31DEC2014","ANC 5B",2014,"5B",82,9.2,1
"01JAN2015","31DEC2015","ANC 5B",2015,"5B",78,12,1
"01JAN2016","31DEC2016","ANC 5B",2016,"5B",75,11,1
"01JAN2017","31DEC2017","ANC 5B",2017,"5B",68,7.2,1
"01JAN2018","31DEC2018","ANC 5B",2018,"5B",76,5.2,1
"01JAN2019","31DEC2019","ANC 5B",2019,"5B",74,5.9,1
"01JAN2000","31DEC2000","ANC 5C",2000,"5C",68,20,1
"01JAN2001","31DEC2001","ANC 5C",2001,"5C",73,18,1
"01JAN2002","31DEC2002","ANC 5C",2002,"5C",66,18,1
"01JAN2003","31DEC2003","ANC 5C",2003,"5C",77,21,1
"01JAN2004","31DEC2004","ANC 5C",2004,"5C",73,19,1
"01JAN2005","31DEC2005","ANC 5C",2005,"5C",71,22,1
"01JAN2006","31DEC2006","ANC 5C",2006,"5C",58,18,1
"01JAN2007","31DEC2007","ANC 5C",2007,"5C",64,18,1
"01JAN2008","31DEC2008","ANC 5C",2008,"5C",56,15,1
"01JAN2009","31DEC2009","ANC 5C",2009,"5C",55,13,1
"01JAN2010","31DEC2010","ANC 5C",2010,"5C",54,13,1
"01JAN2011","31DEC2011","ANC 5C",2011,"5C",64,15,1
"01JAN2012","31DEC2012","ANC 5C",2012,"5C",65,17,1
"01JAN2013","31DEC2013","ANC 5C",2013,"5C",77,13,1
"01JAN2014","31DEC2014","ANC 5C",2014,"5C",87,15,1
"01JAN2015","31DEC2015","ANC 5C",2015,"5C",86,15,1
"01JAN2016","31DEC2016","ANC 5C",2016,"5C",73,16,1
"01JAN2017","31DEC2017","ANC 5C",2017,"5C",83,11,1
"01JAN2018","31DEC2018","ANC 5C",2018,"5C",90,11,1
"01JAN2019","31DEC2019","ANC 5C",2019,"5C",96,11,1
"01JAN2000","31DEC2000","ANC 5D",2000,"5D",58,33,1
"01JAN2001","31DEC2001","ANC 5D",2001,"5D",61,31,1
"01JAN2002","31DEC2002","ANC 5D",2002,"5D",63,29,1
"01JAN2003","31DEC2003","ANC 5D",2003,"5D",72,36,1
"01JAN2004","31DEC2004","ANC 5D",2004,"5D",79,29,1
"01JAN2005","31DEC2005","ANC 5D",2005,"5D",63,32,1
"01JAN2006","31DEC2006","ANC 5D",2006,"5D",63,28,1
"01JAN2007","31DEC2007","ANC 5D",2007,"5D",68,28,1
"01JAN2008","31DEC2008","ANC 5D",2008,"5D",60,26,1
"01JAN2009","31DEC2009","ANC 5D",2009,"5D",60,22,1
"01JAN2010","31DEC2010","ANC 5D",2010,"5D",50,21,1
"01JAN2011","31DEC2011","ANC 5D",2011,"5D",58,19,1
"01JAN2012","31DEC2012","ANC 5D",2012,"5D",60,24,1
"01JAN2013","31DEC2013","ANC 5D",2013,"5D",65,20,1
"01JAN2014","31DEC2014","ANC 5D",2014,"5D",64,21,1
"01JAN2015","31DEC2015","ANC 5D",2015,"5D",61,22,1
"01JAN2016","31DEC2016","ANC 5D",2016,"5D",59,22,1
"01JAN2017","31DEC2017","ANC 5D",2017,"5D",63,16,1
"01JAN2018","31DEC2018","ANC 5D",2018,"5D",68,15,1
"01JAN2019","31DEC2019","ANC 5D",2019,"5D",76,15,1
"01JAN2000","31DEC2000","ANC 5E",2000,"5E",46,19,1
"01JAN2001","31DEC2001","ANC 5E",2001,"5E",51,21,1
"01JAN2002","31DEC2002","ANC 5E",2002,"5E",52,19,1
"01JAN2003","31DEC2003","ANC 5E",2003,"5E",61,19,1
"01JAN2004","31DEC2004","ANC 5E",2004,"5E",54,17,1
"01JAN2005","31DEC2005","ANC 5E",2005,"5E",46,18,1
"01JAN2006","31DEC2006","ANC 5E",2006,"5E",38,18,1
"01JAN2007","31DEC2007","ANC 5E",2007,"5E",56,15,1
"01JAN2008","31DEC2008","ANC 5E",2008,"5E",46,15,1
"01JAN2009","31DEC2009","ANC 5E",2009,"5E",42,17,1
"01JAN2010","31DEC2010","ANC 5E",2010,"5E",42,15,1
"01JAN2011","31DEC2011","ANC 5E",2011,"5E",45,14,1
"01JAN2012","31DEC2012","ANC 5E",2012,"5E",54,14,1
"01JAN2013","31DEC2013","ANC 5E",2013,"5E",42,11,1
"01JAN2014","31DEC2014","ANC 5E",2014,"5E",58,12,1
"01JAN2015","31DEC2015","ANC 5E",2015,"5E",51,12,1
"01JAN2016","31DEC2016","ANC 5E",2016,"5E",47,13,1
"01JAN2017","31DEC2017","ANC 5E",2017,"5E",42,8.0,1
"01JAN2018","31DEC2018","ANC 5E",2018,"5E",53,8.4,1
"01JAN2019","31DEC2019","ANC 5E",2019,"5E",49,11,1
"01JAN2000","31DEC2000","ANC 6A",2000,"6A",43,16,1
"01JAN2001","31DEC2001","ANC 6A",2001,"6A",69,20,1
"01JAN2002","31DEC2002","ANC 6A",2002,"6A",60,18,1
"01JAN2003","31DEC2003","ANC 6A",2003,"6A",63,20,1
"01JAN2004","31DEC2004","ANC 6A",2004,"6A",69,16,1
"01JAN2005","31DEC2005","ANC 6A",2005,"6A",69,17,1
"01JAN2006","31DEC2006","ANC 6A",2006,"6A",57,20,1
"01JAN2007","31DEC2007","ANC 6A",2007,"6A",45,16,1
"01JAN2008","31DEC2008","ANC 6A",2008,"6A",50,15,1
"01JAN2009","31DEC2009","ANC 6A",2009,"6A",50,14,1
"01JAN2010","31DEC2010","ANC 6A",2010,"6A",45,11,1
"01JAN2011","31DEC2011","ANC 6A",2011,"6A",48,12,1
"01JAN2012","31DEC2012","ANC 6A",2012,"6A",59,12,1
"01JAN2013","31DEC2013","ANC 6A",2013,"6A",65,12,1
"01JAN2014","31DEC2014","ANC 6A",2014,"6A",69,12,1
"01JAN2015","31DEC2015","ANC 6A",2015,"6A",58,15,1
"01JAN2016","31DEC2016","ANC 6A",2016,"6A",50,12,1
"01JAN2017","31DEC2017","ANC 6A",2017,"6A",47,8.3,1
"01JAN2018","31DEC2018","ANC 6A",2018,"6A",43,7.4,1
"01JAN2019","31DEC2019","ANC 6A",2019,"6A",52,9.0,1
"01JAN2000","31DEC2000","ANC 6B",2000,"6B",63,15,1
"01JAN2001","31DEC2001","ANC 6B",2001,"6B",79,15,1
"01JAN2002","31DEC2002","ANC 6B",2002,"6B",66,16,1
"01JAN2003","31DEC2003","ANC 6B",2003,"6B",55,16,1
"01JAN2004","31DEC2004","ANC 6B",2004,"6B",51,11,1
"01JAN2005","31DEC2005","ANC 6B",2005,"6B",46,12,1
"01JAN2006","31DEC2006","ANC 6B",2006,"6B",40,11,1
"01JAN2007","31DEC2007","ANC 6B",2007,"6B",52,12,1
"01JAN2008","31DEC2008","ANC 6B",2008,"6B",57,12,1
"01JAN2009","31DEC2009","ANC 6B",2009,"6B",59,12,1
"01JAN2010","31DEC2010","ANC 6B",2010,"6B",48,10,1
"01JAN2011","31DEC2011","ANC 6B",2011,"6B",49,7.7,1
"01JAN2012","31DEC2012","ANC 6B",2012,"6B",59,9.0,1
"01JAN2013","31DEC2013","ANC 6B",2013,"6B",67,7.5,1
"01JAN2014","31DEC2014","ANC 6B",2014,"6B",69,7.2,1
"01JAN2015","31DEC2015","ANC 6B",2015,"6B",69,9.4,1
"01JAN2016","31DEC2016","ANC 6B",2016,"6B",63,8.7,1
"01JAN2017","31DEC2017","ANC 6B",2017,"6B",55,4.4,1
"01JAN2018","31DEC2018","ANC 6B",2018,"6B",60,4.8,1
"01JAN2019","31DEC2019","ANC 6B",2019,"6B",56,6.2,1
"01JAN2000","31DEC2000","ANC 6C",2000,"6C",102,28,1
"01JAN2001","31DEC2001","ANC 6C",2001,"6C",105,24,1
"01JAN2002","31DEC2002","ANC 6C",2002,"6C",88,24,1
"01JAN2003","31DEC2003","ANC 6C",2003,"6C",90,24,1
"01JAN2004","31DEC2004","ANC 6C",2004,"6C",101,23,1
"01JAN2005","31DEC2005","ANC 6C",2005,"6C",73,15,1
"01JAN2006","31DEC2006","ANC 6C",2006,"6C",84,14,1
"01JAN2007","31DEC2007","ANC 6C",2007,"6C",86,19,1
"01JAN2008","31DEC2008","ANC 6C",2008,"6C",77,19,1
"01JAN2009","31DEC2009","ANC 6C",2009,"6C",67,17,1
"01JAN2010","31DEC2010","ANC 6C",2010,"6C",55,13,1
"01JAN2011","31DEC2011","ANC 6C",2011,"6C",69,15,1
"01JAN2012","31DEC2012","ANC 6C",2012,"6C",91,15,1
"01JAN2013","31DEC2013","ANC 6C",2013,"6C",85,11,1
"01JAN2014","31DEC2014","ANC 6C",2014,"6C",87,10,1
"01JAN2015","31DEC2015","ANC 6C",2015,"6C",85,12,1
"01JAN2016","31DEC2016","ANC 6C",2016,"6C",89,11,1
"01JAN2017","31DEC2017","ANC 6C",2017,"6C",87,6.1,1
"01JAN2018","31DEC2018","ANC 6C",2018,"6C",101,8.1,1
"01JAN2019","31DEC2019","ANC 6C",2019,"6C",98,8.8,1
"01JAN2000","31DEC2000","ANC 6D",2000,"6D",90,22,1
"01JAN2001","31DEC2001","ANC 6D",2001,"6D",97,21,1
"01JAN2002","31DEC2002","ANC 6D",2002,"6D",75,21,1
"01JAN2003","31DEC2003","ANC 6D",2003,"6D",59,20,1
"01JAN2004","31DEC2004","ANC 6D",2004,"6D",52,16,1
"01JAN2005","31DEC2005","ANC 6D",2005,"6D",53,15,1
"01JAN2006","31DEC2006","ANC 6D",2006,"6D",59,15,1
"01JAN2007","31DEC2007","ANC 6D",2007,"6D",46,15,1
"01JAN2008","31DEC2008","ANC 6D",2008,"6D",40,12,1
"01JAN2009","31DEC2009","ANC 6D",2009,"6D",35,9.5,1
"01JAN2010","31DEC2010","ANC 6D",2010,"6D",34,8.8,1
"01JAN2011","31DEC2011","ANC 6D",2011,"6D",38,9.7,1
"01JAN2012","31DEC2012","ANC 6D",2012,"6D",43,8.2,1
"01JAN2013","31DEC2013","ANC 6D",2013,"6D",45,8.6,1
"01JAN2014","31DEC2014","ANC 6D",2014,"6D",45,6.3,1
"01JAN2015","31DEC2015","ANC 6D",2015,"6D",47,8.1,1
"01JAN2016","31DEC2016","ANC 6D",2016,"6D",54,8.7,1
"01JAN2017","31DEC2017","ANC 6D",2017,"6D",55,5.9,1
"01JAN2018","31DEC2018","ANC 6D",2018,"6D",57,5.8,1
"01JAN2019","31DEC2019","ANC 6D",2019,"6D",63,6.4,1
"01JAN2000","31DEC2000","ANC 6E",2000,"6E",60,26,1
"01JAN2001","31DEC2001","ANC 6E",2001,"6E",66,28,1
"01JAN2002","31DEC2002","ANC 6E",2002,"6E",67,29,1
"01JAN2003","31DEC2003","ANC 6E",2003,"6E",59,28,1
"01JAN2004","31DEC2004","ANC 6E",2004,"6E",62,22,1
"01JAN2005","31DEC2005","ANC 6E",2005,"6E",57,24,1
"01JAN2006","31DEC2006","ANC 6E",2006,"6E",53,22,1
"01JAN2007","31DEC2007","ANC 6E",2007,"6E",47,22,1
"01JAN2008","31DEC2008","ANC 6E",2008,"6E",50,15,1
"01JAN2009","31DEC2009","ANC 6E",2009,"6E",42,15,1
"01JAN2010","31DEC2010","ANC 6E",2010,"6E",36,18,1
"01JAN2011","31DEC2011","ANC 6E",2011,"6E",47,18,1
"01JAN2012","31DEC2012","ANC 6E",2012,"6E",54,13,1
"01JAN2013","31DEC2013","ANC 6E",2013,"6E",53,14,1
"01JAN2014","31DEC2014","ANC 6E",2014,"6E",73,12,1
"01JAN2015","31DEC2015","ANC 6E",2015,"6E",73,12,1
"01JAN2016","31DEC2016","ANC 6E",2016,"6E",90,10,1
"01JAN2017","31DEC2017","ANC 6E",2017,"6E",67,6.8,1
"01JAN2018","31DEC2018","ANC 6E",2018,"6E",83,6.6,1
"01JAN2019","31DEC2019","ANC 6E",2019,"6E",70,6.9,1
"01JAN2000","31DEC2000","ANC 7B",2000,"7B",46,14,1
"01JAN2001","31DEC2001","ANC 7B",2001,"7B",55,17,1
"01JAN2002","31DEC2002","ANC 7B",2002,"7B",59,15,1
"01JAN2003","31DEC2003","ANC 7B",2003,"7B",75,14,1
"01JAN2004","31DEC2004","ANC 7B",2004,"7B",48,13,1
"01JAN2005","31DEC2005","ANC 7B",2005,"7B",39,12,1
"01JAN2006","31DEC2006","ANC 7B",2006,"7B",35,12,1
"01JAN2007","31DEC2007","ANC 7B",2007,"7B",46,13,1
"01JAN2008","31DEC2008","ANC 7B",2008,"7B",42,14,1
"01JAN2009","31DEC2009","ANC 7B",2009,"7B",43,9.6,1
"01JAN2010","31DEC2010","ANC 7B",2010,"7B",37,11,1
"01JAN2011","31DEC2011","ANC 7B",2011,"7B",36,12,1
"01JAN2012","31DEC2012","ANC 7B",2012,"7B",49,15,1
"01JAN2013","31DEC2013","ANC 7B",2013,"7B",48,13,1
"01JAN2014","31DEC2014","ANC 7B",2014,"7B",51,14,1
"01JAN2015","31DEC2015","ANC 7B",2015,"7B",43,11,1
"01JAN2016","31DEC2016","ANC 7B",2016,"7B",40,11,1
"01JAN2017","31DEC2017","ANC 7B",2017,"7B",43,10,1
"01JAN2018","31DEC2018","ANC 7B",2018,"7B",50,7.8,1
"01JAN2019","31DEC2019","ANC 7B",2019,"7B",49,7.8,1
"01JAN2000","31DEC2000","ANC 7C",2000,"7C",50,22,1
"01JAN2001","31DEC2001","ANC 7C",2001,"7C",48,23,1
"01JAN2002","31DEC2002","ANC 7C",2002,"7C",52,21,1
"01JAN2003","31DEC2003","ANC 7C",2003,"7C",72,23,1
"01JAN2004","31DEC2004","ANC 7C",2004,"7C",50,17,1
"01JAN2005","31DEC2005","ANC 7C",2005,"7C",39,21,1
"01JAN2006","31DEC2006","ANC 7C",2006,"7C",43,18,1
"01JAN2007","31DEC2007","ANC 7C",2007,"7C",59,20,1
"01JAN2008","31DEC2008","ANC 7C",2008,"7C",73,25,1
"01JAN2009","31DEC2009","ANC 7C",2009,"7C",63,27,1
"01JAN2010","31DEC2010","ANC 7C",2010,"7C",64,27,1
"01JAN2011","31DEC2011","ANC 7C",2011,"7C",68,21,1
"01JAN2012","31DEC2012","ANC 7C",2012,"7C",48,19,1
"01JAN2013","31DEC2013","ANC 7C",2013,"7C",48,26,1
"01JAN2014","31DEC2014","ANC 7C",2014,"7C",59,26,1
"01JAN2015","31DEC2015","ANC 7C",2015,"7C",50,23,1
"01JAN2016","31DEC2016","ANC 7C",2016,"7C",44,19,1
"01JAN2017","31DEC2017","ANC 7C",2017,"7C",49,17,1
"01JAN2018","31DEC2018","ANC 7C",2018,"7C",47,13,1
"01JAN2019","31DEC2019","ANC 7C",2019,"7C",43,16,1
"01JAN2000","31DEC2000","ANC 7D",2000,"7D",42,15,1
"01JAN2001","31DEC2001","ANC 7D",2001,"7D",51,20,1
"01JAN2002","31DEC2002","ANC 7D",2002,"7D",48,19,1
"01JAN2003","31DEC2003","ANC 7D",2003,"7D",72,19,1
"01JAN2004","31DEC2004","ANC 7D",2004,"7D",53,19,1
"01JAN2005","31DEC2005","ANC 7D",2005,"7D",45,22,1
"01JAN2006","31DEC2006","ANC 7D",2006,"7D",41,14,1
"01JAN2007","31DEC2007","ANC 7D",2007,"7D",49,16,1
"01JAN2008","31DEC2008","ANC 7D",2008,"7D",48,17,1
"01JAN2009","31DEC2009","ANC 7D",2009,"7D",44,17,1
"01JAN2010","31DEC2010","ANC 7D",2010,"7D",42,15,1
"01JAN2011","31DEC2011","ANC 7D",2011,"7D",34,16,1
"01JAN2012","31DEC2012","ANC 7D",2012,"7D",42,16,1
"01JAN2013","31DEC2013","ANC 7D",2013,"7D",42,21,1
"01JAN2014","31DEC2014","ANC 7D",2014,"7D",57,21,1
"01JAN2015","31DEC2015","ANC 7D",2015,"7D",47,14,1
"01JAN2016","31DEC2016","ANC 7D",2016,"7D",39,17,1
"01JAN2017","31DEC2017","ANC 7D",2017,"7D",46,13,1
"01JAN2018","31DEC2018","ANC 7D",2018,"7D",47,13,1
"01JAN2019","31DEC2019","ANC 7D",2019,"7D",46,12,1
"01JAN2000","31DEC2000","ANC 7E",2000,"7E",39,18,1
"01JAN2001","31DEC2001","ANC 7E",2001,"7E",42,20,1
"01JAN2002","31DEC2002","ANC 7E",2002,"7E",54,19,1
"01JAN2003","31DEC2003","ANC 7E",2003,"7E",63,17,1
"01JAN2004","31DEC2004","ANC 7E",2004,"7E",43,15,1
"01JAN2005","31DEC2005","ANC 7E",2005,"7E",33,15,1
"01JAN2006","31DEC2006","ANC 7E",2006,"7E",30,15,1
"01JAN2007","31DEC2007","ANC 7E",2007,"7E",39,14,1
"01JAN2008","31DEC2008","ANC 7E",2008,"7E",43,16,1
"01JAN2009","31DEC2009","ANC 7E",2009,"7E",32,18,1
"01JAN2010","31DEC2010","ANC 7E",2010,"7E",34,18,1
"01JAN2011","31DEC2011","ANC 7E",2011,"7E",37,16,1
"01JAN2012","31DEC2012","ANC 7E",2012,"7E",39,13,1
"01JAN2013","31DEC2013","ANC 7E",2013,"7E",39,19,1
"01JAN2014","31DEC2014","ANC 7E",2014,"7E",44,18,1
"01JAN2015","31DEC2015","ANC 7E",2015,"7E",39,14,1
"01JAN2016","31DEC2016","ANC 7E",2016,"7E",39,13,1
"01JAN2017","31DEC2017","ANC 7E",2017,"7E",36,10,1
"01JAN2018","31DEC2018","ANC 7E",2018,"7E",43,12,1
"01JAN2019","31DEC2019","ANC 7E",2019,"7E",31,9.2,1
"01JAN2000","31DEC2000","ANC 7F",2000,"7F",45,23,1
"01JAN2001","31DEC2001","ANC 7F",2001,"7F",47,21,1
"01JAN2002","31DEC2002","ANC 7F",2002,"7F",47,18,1
"01JAN2003","31DEC2003","ANC 7F",2003,"7F",46,18,1
"01JAN2004","31DEC2004","ANC 7F",2004,"7F",38,18,1
"01JAN2005","31DEC2005","ANC 7F",2005,"7F",30,16,1
"01JAN2006","31DEC2006","ANC 7F",2006,"7F",26,15,1
"01JAN2007","31DEC2007","ANC 7F",2007,"7F",32,16,1
"01JAN2008","31DEC2008","ANC 7F",2008,"7F",43,15,1
"01JAN2009","31DEC2009","ANC 7F",2009,"7F",32,17,1
"01JAN2010","31DEC2010","ANC 7F",2010,"7F",32,18,1
"01JAN2011","31DEC2011","ANC 7F",2011,"7F",36,17,1
"01JAN2012","31DEC2012","ANC 7F",2012,"7F",39,18,1
"01JAN2013","31DEC2013","ANC 7F",2013,"7F",39,20,1
"01JAN2014","31DEC2014","ANC 7F",2014,"7F",42,22,1
"01JAN2015","31DEC2015","ANC 7F",2015,"7F",40,21,1
"01JAN2016","31DEC2016","ANC 7F",2016,"7F",43,16,1
"01JAN2017","31DEC2017","ANC 7F",2017,"7F",42,14,1
"01JAN2018","31DEC2018","ANC 7F",2018,"7F",38,13,1
"01JAN2019","31DEC2019","ANC 7F",2019,"7F",33,12,1
"01JAN2000","31DEC2000","ANC 8A",2000,"8A",53,21,1
"01JAN2001","31DEC2001","ANC 8A",2001,"8A",54,20,1
"01JAN2002","31DEC2002","ANC 8A",2002,"8A",50,22,1
"01JAN2003","31DEC2003","ANC 8A",2003,"8A",44,19,1
"01JAN2004","31DEC2004","ANC 8A",2004,"8A",41,16,1
"01JAN2005","31DEC2005","ANC 8A",2005,"8A",32,17,1
"01JAN2006","31DEC2006","ANC 8A",2006,"8A",33,18,1
"01JAN2007","31DEC2007","ANC 8A",2007,"8A",35,21,1
"01JAN2008","31DEC2008","ANC 8A",2008,"8A",31,17,1
"01JAN2009","31DEC2009","ANC 8A",2009,"8A",37,14,1
"01JAN2010","31DEC2010","ANC 8A",2010,"8A",28,15,1
"01JAN2011","31DEC2011","ANC 8A",2011,"8A",34,18,1
"01JAN2012","31DEC2012","ANC 8A",2012,"8A",40,19,1
"01JAN2013","31DEC2013","ANC 8A",2013,"8A",43,19,1
"01JAN2014","31DEC2014","ANC 8A",2014,"8A",46,17,1
"01JAN2015","31DEC2015","ANC 8A",2015,"8A",42,15,1
"01JAN2016","31DEC2016","ANC 8A",2016,"8A",39,17,1
"01JAN2017","31DEC2017","ANC 8A",2017,"8A",36,11,1
"01JAN2018","31DEC2018","ANC 8A",2018,"8A",44,13,1
"01JAN2019","31DEC2019","ANC 8A",2019,"8A",41,9.6,1
"01JAN2000","31DEC2000","ANC 8B",2000,"8B",29,25,1
"01JAN2001","31DEC2001","ANC 8B",2001,"8B",30,25,1
"01JAN2002","31DEC2002","ANC 8B",2002,"8B",38,26,1
"01JAN2003","31DEC2003","ANC 8B",2003,"8B",42,25,1
"01JAN2004","31DEC2004","ANC 8B",2004,"8B",38,24,1
"01JAN2005","31DEC2005","ANC 8B",2005,"8B",35,23,1
"01JAN2006","31DEC2006","ANC 8B",2006,"8B",31,22,1
"01JAN2007","31DEC2007","ANC 8B",2007,"8B",46,22,1
"01JAN2008","31DEC2008","ANC 8B",2008,"8B",40,22,1
"01JAN2009","31DEC2009","ANC 8B",2009,"8B",40,20,1
"01JAN2010","31DEC2010","ANC 8B",2010,"8B",42,22,1
"01JAN2011","31DEC2011","ANC 8B",2011,"8B",40,20,1
"01JAN2012","31DEC2012","ANC 8B",2012,"8B",43,23,1
"01JAN2013","31DEC2013","ANC 8B",2013,"8B",42,21,1
"01JAN2014","31DEC2014","ANC 8B",2014,"8B",40,19,1
"01JAN2015","31DEC2015","ANC 8B",2015,"8B",40,18,1
"01JAN2016","31DEC2016","ANC 8B",2016,"8B",35,16,1
"01JAN2017","31DEC2017","ANC 8B",2017,"8B",31,14,1
"01JAN2018","31DEC2018","ANC 8B",2018,"8B",26,12,1
"01JAN2019","31DEC2019","ANC 8B",2019,"8B",25,10,1
"01JAN2000","31DEC2000","ANC 8C",2000,"8C",35,27,1
"01JAN2001","31DEC2001","ANC 8C",2001,"8C",41,28,1
"01JAN2002","31DEC2002","ANC 8C",2002,"8C",43,26,1
"01JAN2003","31DEC2003","ANC 8C",2003,"8C",40,24,1
"01JAN2004","31DEC2004","ANC 8C",2004,"8C",34,22,1
"01JAN2005","31DEC2005","ANC 8C",2005,"8C",40,21,1
"01JAN2006","31DEC2006","ANC 8C",2006,"8C",39,22,1
"01JAN2007","31DEC2007","ANC 8C",2007,"8C",48,27,1
"01JAN2008","31DEC2008","ANC 8C",2008,"8C",54,25,1
"01JAN2009","31DEC2009","ANC 8C",2009,"8C",49,25,1
"01JAN2010","31DEC2010","ANC 8C",2010,"8C",49,22,1
"01JAN2011","31DEC2011","ANC 8C",2011,"8C",54,26,1
"01JAN2012","31DEC2012","ANC 8C",2012,"8C",45,26,1
"01JAN2013","31DEC2013","ANC 8C",2013,"8C",45,26,1
"01JAN2014","31DEC2014","ANC 8C",2014,"8C",42,21,1
"01JAN2015","31DEC2015","ANC 8C",2015,"8C",41,22,1
"01JAN2016","31DEC2016","ANC 8C",2016,"8C",35,20,1
"01JAN2017","31DEC2017","ANC 8C",2017,"8C",36,13,1
"01JAN2018","31DEC2018","ANC 8C",2018,"8C",35,13,1
"01JAN2019","31DEC2019","ANC 8C",2019,"8C",23,11,1
"01JAN2000","31DEC2000","ANC 8D",2000,"8D",25,18,1
"01JAN2001","31DEC2001","ANC 8D",2001,"8D",32,16,1
"01JAN2002","31DEC2002","ANC 8D",2002,"8D",34,17,1
"01JAN2003","31DEC2003","ANC 8D",2003,"8D",33,18,1
"01JAN2004","31DEC2004","ANC 8D",2004,"8D",29,14,1
"01JAN2005","31DEC2005","ANC 8D",2005,"8D",32,15,1
"01JAN2006","31DEC2006","ANC 8D",2006,"8D",37,13,1
"01JAN2007","31DEC2007","ANC 8D",2007,"8D",41,18,1
"01JAN2008","31DEC2008","ANC 8D",2008,"8D",41,17,1
"01JAN2009","31DEC2009","ANC 8D",2009,"8D",44,17,1
