"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","SAFETY_WD12",,,"Crimes_pt1_property_per1000",1,8,6,"Property Crimes (per 1,000 pop.)","PROFNUM",0,0,,0,0,0,16,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","SAFETY_WD12",,,"Crimes_pt1_violent_per1000",1,8,7,"Violent Crimes (per 1,000 pop.)","PROFNUM",0,0,,0,0,0,24,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","SAFETY_WD12",,,"end_date",1,8,2,"End Date","DATE",9,0,,0,0,1,8,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_WD12",,,"indc",1,8,8,,,0,0,,0,0,1,32,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_WD12",,,"start_date",1,8,1,"Start Date","DATE",9,0,,0,0,1,0,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_WD12",,,"timeframe",2,4,4,"Year of Data",,0,0,,0,0,0,41,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_WD12",,,"ward2012",2,1,3,"Ward (2012)","$WARD12A",0,0,,0,0,0,40,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","SAFETY_WD12",,,"ward2012_nf",2,1,5,"Unformatted geography",,0,0,,0,0,0,45,152,"V9","21NOV19:14:51:23","21NOV19:14:51:23",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."

