"start_date","end_date","geo2010","timeframe","geo2010_nf","Pct_births_low_wt","Pct_births_teen","ucounty","indc"
"01JAN2007","31DEC2007","DC Tract 24",2007,11001002400,4.2,11,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 24",2008,11001002400,8.0,8.0,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 24",2009,11001002400,5.6,9.7,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 24",2010,11001002400,9.8,11,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 24",2011,11001002400,15,6.4,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 24",2012,11001002400,6.8,4.1,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 24",2013,11001002400,12,0.0,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 24",2014,11001002400,5.3,2.7,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 24",2015,11001002400,9.0,9.0,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 24",2016,11001002400,9.7,3.2,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 25.01",2003,11001002501,10,10,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 25.01",2004,11001002501,7.1,14,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 25.01",2005,11001002501,18,16,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 25.01",2006,11001002501,16,12,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 25.01",2007,11001002501,15,11,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 25.01",2008,11001002501,13,11,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 25.01",2009,11001002501,3.8,3.8,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 25.01",2010,11001002501,16,6.9,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 25.01",2011,11001002501,4.0,8.0,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 25.01",2012,11001002501,10,3.4,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 25.01",2013,11001002501,3.9,9.8,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 25.01",2014,11001002501,9.8,4.9,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 25.01",2015,11001002501,4.4,0.0,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 25.01",2016,11001002501,15,2.5,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 25.02",2003,11001002502,7.1,12,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 25.02",2004,11001002502,7.3,8.9,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 25.02",2005,11001002502,5.6,12,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 25.02",2006,11001002502,9.9,15,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 25.02",2007,11001002502,9.7,8.5,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 25.02",2008,11001002502,5.9,12,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 25.02",2009,11001002502,6.8,11,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 25.02",2010,11001002502,5.6,8.4,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 25.02",2011,11001002502,4.8,4.8,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 25.02",2012,11001002502,11,5.7,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 25.02",2013,11001002502,6.3,7.1,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 25.02",2014,11001002502,7.4,5.8,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 25.02",2015,11001002502,6.1,9.2,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 25.02",2016,11001002502,7.5,5.3,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 26",2003,11001002600,6.7,6.7,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 26",2004,11001002600,5.3,0.0,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 26",2005,11001002600,14,0.0,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 26",2006,11001002600,0.0,0.0,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 26",2007,11001002600,0.0,0.0,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 26",2008,11001002600,0.0,0.0,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 26",2009,11001002600,15,0.0,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 26",2010,11001002600,5.6,0.0,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 26",2011,11001002600,3.7,0.0,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 26",2012,11001002600,11,0.0,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 26",2013,11001002600,4.8,0.0,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 26",2014,11001002600,7.7,0.0,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 26",2015,11001002600,4.3,0.0,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 26",2016,11001002600,14,0.0,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 27.01",2003,11001002701,6.7,2.2,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 27.01",2004,11001002701,13,1.9,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 27.01",2005,11001002701,3.4,6.7,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 27.01",2006,11001002701,9.8,3.7,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 27.01",2007,11001002701,14,12,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 27.01",2008,11001002701,7.5,8.5,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 27.01",2009,11001002701,7.5,13,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 27.01",2010,11001002701,9.2,5.1,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 27.01",2011,11001002701,4.1,2.7,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 27.01",2012,11001002701,5.4,2.2,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 27.01",2013,11001002701,3.8,2.5,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 27.01",2014,11001002701,8.1,3.5,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 27.01",2015,11001002701,6.3,2.1,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 27.01",2016,11001002701,12,3.1,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 27.02",2003,11001002702,9.9,2.5,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 27.02",2004,11001002702,6.4,2.1,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 27.02",2005,11001002702,5.3,5.3,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 27.02",2006,11001002702,4.0,10,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 27.02",2007,11001002702,4.3,1.1,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 27.02",2008,11001002702,6.5,1.1,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 27.02",2009,11001002702,9.5,1.2,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 27.02",2010,11001002702,5.5,1.4,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 27.02",2011,11001002702,13,1.3,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 27.02",2012,11001002702,5.7,0.0,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 27.02",2013,11001002702,5.3,3.9,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 27.02",2014,11001002702,3.9,3.9,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 27.02",2015,11001002702,5.7,4.6,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 27.02",2016,11001002702,7.8,7.8,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 28.01",2003,11001002801,4.3,12,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 28.01",2004,11001002801,11,13,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 28.01",2005,11001002801,9.3,10,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 28.01",2006,11001002801,10,9.3,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 28.01",2007,11001002801,6.1,12,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 28.01",2008,11001002801,3.6,8.1,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 28.01",2009,11001002801,3.9,14,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 28.01",2010,11001002801,9.5,2.4,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 28.01",2011,11001002801,10,4.7,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 28.01",2012,11001002801,11,3.5,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 28.01",2013,11001002801,6.7,4.0,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 28.01",2014,11001002801,8.1,4.1,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 28.01",2015,11001002801,9.0,0.0,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 28.01",2016,11001002801,7.4,3.7,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 28.02",2003,11001002802,10,7.3,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 28.02",2004,11001002802,8.5,9.8,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 28.02",2005,11001002802,6.0,9.5,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 28.02",2006,11001002802,9.2,15,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 28.02",2007,11001002802,7.0,14,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 28.02",2008,11001002802,5.7,13,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 28.02",2009,11001002802,4.9,14,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 28.02",2010,11001002802,7.4,6.2,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 28.02",2011,11001002802,11,5.8,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 28.02",2012,11001002802,11,6.1,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 28.02",2013,11001002802,4.8,3.2,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 28.02",2014,11001002802,7.2,10,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 28.02",2015,11001002802,4.8,11,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 28.02",2016,11001002802,2.7,4.1,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 29",2003,11001002900,11,13,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 29",2004,11001002900,13,10,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 29",2005,11001002900,11,14,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 29",2006,11001002900,8.1,13,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 29",2007,11001002900,11,18,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 29",2008,11001002900,8.4,11,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 29",2009,11001002900,8.9,3.8,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 29",2010,11001002900,8.3,15,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 29",2011,11001002900,5.7,10,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 29",2012,11001002900,10,7.8,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 29",2013,11001002900,7.1,14,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 29",2014,11001002900,5.7,2.3,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 29",2015,11001002900,2.8,7.0,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 29",2016,11001002900,6.2,1.5,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 30",2003,11001003000,5.1,21,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 30",2004,11001003000,18,18,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 30",2005,11001003000,16,21,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 30",2006,11001003000,7.0,18,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 30",2007,11001003000,5.1,16,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 30",2008,11001003000,7.1,14,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 30",2009,11001003000,7.7,12,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 30",2010,11001003000,11,13,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 30",2011,11001003000,18,16,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 30",2012,11001003000,13,9.8,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 30",2013,11001003000,9.8,2.0,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 30",2014,11001003000,6.7,4.4,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 30",2015,11001003000,6.8,2.3,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 30",2016,11001003000,9.4,1.9,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 31",2003,11001003100,6.7,18,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 31",2004,11001003100,5.2,16,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 31",2005,11001003100,12,10,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 31",2006,11001003100,12,14,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 31",2007,11001003100,8.1,18,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 31",2008,11001003100,13,18,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 31",2009,11001003100,9.8,3.7,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 31",2010,11001003100,11,11,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 31",2011,11001003100,1.6,8.2,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 31",2012,11001003100,10,7.2,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 31",2013,11001003100,3.7,1.9,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 31",2014,11001003100,4.8,4.8,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 31",2015,11001003100,6.1,4.5,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 31",2016,11001003100,11,4.3,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 32",2003,11001003200,3.7,15,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 32",2004,11001003200,9.4,9.4,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 32",2005,11001003200,3.3,23,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 32",2006,11001003200,11,13,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 32",2007,11001003200,9.7,19,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 32",2008,11001003200,9.4,11,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 32",2009,11001003200,7.8,7.8,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 32",2010,11001003200,11,10,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 32",2011,11001003200,8.2,13,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 32",2012,11001003200,12,6.1,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 32",2013,11001003200,9.7,14,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 32",2014,11001003200,8.4,11,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 32",2015,11001003200,10,3.0,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 32",2016,11001003200,13,6.9,"District of Columbia",1
"01JAN2003","31DEC2003","DC Tract 33.01",2003,11001003301,20,5.0,"District of Columbia",1
"01JAN2004","31DEC2004","DC Tract 33.01",2004,11001003301,16,9.4,"District of Columbia",1
"01JAN2005","31DEC2005","DC Tract 33.01",2005,11001003301,14,2.8,"District of Columbia",1
"01JAN2006","31DEC2006","DC Tract 33.01",2006,11001003301,7.3,2.4,"District of Columbia",1
"01JAN2007","31DEC2007","DC Tract 33.01",2007,11001003301,14,14,"District of Columbia",1
"01JAN2008","31DEC2008","DC Tract 33.01",2008,11001003301,2.3,6.8,"District of Columbia",1
"01JAN2009","31DEC2009","DC Tract 33.01",2009,11001003301,19,14,"District of Columbia",1
"01JAN2010","31DEC2010","DC Tract 33.01",2010,11001003301,4.2,2.1,"District of Columbia",1
"01JAN2011","31DEC2011","DC Tract 33.01",2011,11001003301,5.1,2.6,"District of Columbia",1
"01JAN2012","31DEC2012","DC Tract 33.01",2012,11001003301,6.7,2.2,"District of Columbia",1
"01JAN2013","31DEC2013","DC Tract 33.01",2013,11001003301,11,2.0,"District of Columbia",1
"01JAN2014","31DEC2014","DC Tract 33.01",2014,11001003301,13,2.1,"District of Columbia",1
"01JAN2015","31DEC2015","DC Tract 33.01",2015,11001003301,18,2.6,"District of Columbia",1
"01JAN2016","31DEC2016","DC Tract 33.01",2016,11001003301,7.8,0.0,"District of Columbia",1
