start_date,end_date,cluster2017,timeframe,cluster2017_nf,Pct_births_low_wt,Pct_births_teen,indc
1-Jan-08,31-Dec-08,"Colonial Village, Shepherd Park, North Portal Estates",2008,Cluster 16,3.4,3.4,1
1-Jan-09,31-Dec-09,"Colonial Village, Shepherd Park, North Portal Estates",2009,Cluster 16,0,0,1
1-Jan-10,31-Dec-10,"Colonial Village, Shepherd Park, North Portal Estates",2010,Cluster 16,5.9,2.9,1
1-Jan-11,31-Dec-11,"Colonial Village, Shepherd Park, North Portal Estates",2011,Cluster 16,6.1,3,1
1-Jan-98,31-Dec-98,"Takoma, Brightwood, Manor Park",1998,Cluster 17,13,14,1
1-Jan-99,31-Dec-99,"Takoma, Brightwood, Manor Park",1999,Cluster 17,8.1,12,1
1-Jan-00,31-Dec-00,"Takoma, Brightwood, Manor Park",2000,Cluster 17,11,9.4,1
1-Jan-01,31-Dec-01,"Takoma, Brightwood, Manor Park",2001,Cluster 17,9.3,8.8,1
1-Jan-02,31-Dec-02,"Takoma, Brightwood, Manor Park",2002,Cluster 17,13,10,1
1-Jan-03,31-Dec-03,"Takoma, Brightwood, Manor Park",2003,Cluster 17,14,8.2,1
1-Jan-04,31-Dec-04,"Takoma, Brightwood, Manor Park",2004,Cluster 17,8,11,1
1-Jan-05,31-Dec-05,"Takoma, Brightwood, Manor Park",2005,Cluster 17,9.6,7.8,1
1-Jan-06,31-Dec-06,"Takoma, Brightwood, Manor Park",2006,Cluster 17,9.4,8.4,1
1-Jan-07,31-Dec-07,"Takoma, Brightwood, Manor Park",2007,Cluster 17,6.6,7.5,1
1-Jan-08,31-Dec-08,"Takoma, Brightwood, Manor Park",2008,Cluster 17,9.3,9.5,1
1-Jan-09,31-Dec-09,"Takoma, Brightwood, Manor Park",2009,Cluster 17,9.3,7.8,1
1-Jan-10,31-Dec-10,"Takoma, Brightwood, Manor Park",2010,Cluster 17,8,8.3,1
1-Jan-11,31-Dec-11,"Takoma, Brightwood, Manor Park",2011,Cluster 17,7.1,6.5,1
1-Jan-98,31-Dec-98,"Brightwood Park, Crestwood, Petworth",1998,Cluster 18,12,17,1
1-Jan-99,31-Dec-99,"Brightwood Park, Crestwood, Petworth",1999,Cluster 18,13,13,1
1-Jan-00,31-Dec-00,"Brightwood Park, Crestwood, Petworth",2000,Cluster 18,7.7,14,1
1-Jan-01,31-Dec-01,"Brightwood Park, Crestwood, Petworth",2001,Cluster 18,12,15,1
1-Jan-02,31-Dec-02,"Brightwood Park, Crestwood, Petworth",2002,Cluster 18,11,14,1
1-Jan-03,31-Dec-03,"Brightwood Park, Crestwood, Petworth",2003,Cluster 18,9.8,13,1
1-Jan-04,31-Dec-04,"Brightwood Park, Crestwood, Petworth",2004,Cluster 18,8.6,13,1
1-Jan-05,31-Dec-05,"Brightwood Park, Crestwood, Petworth",2005,Cluster 18,10,12,1
1-Jan-06,31-Dec-06,"Brightwood Park, Crestwood, Petworth",2006,Cluster 18,10,13,1
1-Jan-07,31-Dec-07,"Brightwood Park, Crestwood, Petworth",2007,Cluster 18,11,12,1
1-Jan-08,31-Dec-08,"Brightwood Park, Crestwood, Petworth",2008,Cluster 18,8.3,12,1
1-Jan-09,31-Dec-09,"Brightwood Park, Crestwood, Petworth",2009,Cluster 18,7.7,9.3,1
1-Jan-10,31-Dec-10,"Brightwood Park, Crestwood, Petworth",2010,Cluster 18,9.6,10,1
1-Jan-11,31-Dec-11,"Brightwood Park, Crestwood, Petworth",2011,Cluster 18,7.2,7,1
1-Jan-98,31-Dec-98,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",1998,Cluster 19,21,10,1
1-Jan-99,31-Dec-99,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",1999,Cluster 19,16,11,1
1-Jan-00,31-Dec-00,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2000,Cluster 19,12,13,1
1-Jan-01,31-Dec-01,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2001,Cluster 19,11,13,1
1-Jan-02,31-Dec-02,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2002,Cluster 19,10,14,1
1-Jan-03,31-Dec-03,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2003,Cluster 19,13,9.3,1
1-Jan-04,31-Dec-04,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2004,Cluster 19,12,10,1
1-Jan-05,31-Dec-05,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2005,Cluster 19,11,5.8,1
1-Jan-06,31-Dec-06,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2006,Cluster 19,11,12,1
1-Jan-07,31-Dec-07,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2007,Cluster 19,13,11,1
1-Jan-08,31-Dec-08,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2008,Cluster 19,9.6,12,1
1-Jan-09,31-Dec-09,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2009,Cluster 19,9.4,12,1
1-Jan-10,31-Dec-10,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2010,Cluster 19,8.3,11,1
1-Jan-11,31-Dec-11,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",2011,Cluster 19,8.5,10,1
1-Jan-98,31-Dec-98,"North Michigan Park, Michigan Park, University Heights",1998,Cluster 20,15,7.6,1
1-Jan-99,31-Dec-99,"North Michigan Park, Michigan Park, University Heights",1999,Cluster 20,11,13,1
1-Jan-00,31-Dec-00,"North Michigan Park, Michigan Park, University Heights",2000,Cluster 20,11,12,1
1-Jan-01,31-Dec-01,"North Michigan Park, Michigan Park, University Heights",2001,Cluster 20,11,13,1
1-Jan-02,31-Dec-02,"North Michigan Park, Michigan Park, University Heights",2002,Cluster 20,13,14,1
1-Jan-03,31-Dec-03,"North Michigan Park, Michigan Park, University Heights",2003,Cluster 20,8.2,7.6,1
1-Jan-04,31-Dec-04,"North Michigan Park, Michigan Park, University Heights",2004,Cluster 20,8.6,8.3,1
1-Jan-05,31-Dec-05,"North Michigan Park, Michigan Park, University Heights",2005,Cluster 20,13,9.7,1
1-Jan-06,31-Dec-06,"North Michigan Park, Michigan Park, University Heights",2006,Cluster 20,12,16,1
1-Jan-07,31-Dec-07,"North Michigan Park, Michigan Park, University Heights",2007,Cluster 20,17,9,1
1-Jan-08,31-Dec-08,"North Michigan Park, Michigan Park, University Heights",2008,Cluster 20,10,12,1
1-Jan-09,31-Dec-09,"North Michigan Park, Michigan Park, University Heights",2009,Cluster 20,4.5,13,1
1-Jan-10,31-Dec-10,"North Michigan Park, Michigan Park, University Heights",2010,Cluster 20,7.3,6.8,1
1-Jan-11,31-Dec-11,"North Michigan Park, Michigan Park, University Heights",2011,Cluster 20,6.7,12,1
1-Jan-98,31-Dec-98,"Edgewood, Bloomingdale, Truxton Circle, Eckington",1998,Cluster 21,19,22,1
1-Jan-99,31-Dec-99,"Edgewood, Bloomingdale, Truxton Circle, Eckington",1999,Cluster 21,20,24,1
1-Jan-00,31-Dec-00,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2000,Cluster 21,15,21,1
1-Jan-01,31-Dec-01,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2001,Cluster 21,15,19,1
1-Jan-02,31-Dec-02,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2002,Cluster 21,12,17,1
1-Jan-03,31-Dec-03,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2003,Cluster 21,11,16,1
1-Jan-04,31-Dec-04,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2004,Cluster 21,13,12,1
1-Jan-05,31-Dec-05,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2005,Cluster 21,11,9.3,1
1-Jan-06,31-Dec-06,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2006,Cluster 21,12,10,1
1-Jan-07,31-Dec-07,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2007,Cluster 21,13,12,1
1-Jan-08,31-Dec-08,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2008,Cluster 21,8.4,10,1
1-Jan-09,31-Dec-09,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2009,Cluster 21,12,13,1
1-Jan-10,31-Dec-10,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2010,Cluster 21,10,10,1
1-Jan-11,31-Dec-11,"Edgewood, Bloomingdale, Truxton Circle, Eckington",2011,Cluster 21,12,6.5,1
1-Jan-98,31-Dec-98,"Brookland, Brentwood, Langdon",1998,Cluster 22,17,17,1
1-Jan-99,31-Dec-99,"Brookland, Brentwood, Langdon",1999,Cluster 22,14,21,1
1-Jan-00,31-Dec-00,"Brookland, Brentwood, Langdon",2000,Cluster 22,7.2,19,1
1-Jan-01,31-Dec-01,"Brookland, Brentwood, Langdon",2001,Cluster 22,14,20,1
1-Jan-02,31-Dec-02,"Brookland, Brentwood, Langdon",2002,Cluster 22,19,22,1
1-Jan-03,31-Dec-03,"Brookland, Brentwood, Langdon",2003,Cluster 22,8.4,12,1
1-Jan-04,31-Dec-04,"Brookland, Brentwood, Langdon",2004,Cluster 22,11,17,1
1-Jan-05,31-Dec-05,"Brookland, Brentwood, Langdon",2005,Cluster 22,18,17,1
1-Jan-06,31-Dec-06,"Brookland, Brentwood, Langdon",2006,Cluster 22,15,13,1
1-Jan-07,31-Dec-07,"Brookland, Brentwood, Langdon",2007,Cluster 22,9.3,17,1
1-Jan-08,31-Dec-08,"Brookland, Brentwood, Langdon",2008,Cluster 22,14,22,1
1-Jan-09,31-Dec-09,"Brookland, Brentwood, Langdon",2009,Cluster 22,8.8,14,1
1-Jan-10,31-Dec-10,"Brookland, Brentwood, Langdon",2010,Cluster 22,14,14,1
1-Jan-11,31-Dec-11,"Brookland, Brentwood, Langdon",2011,Cluster 22,16,12,1
1-Jan-98,31-Dec-98,"Ivy City, Arboretum, Trinidad, Carver Langston",1998,Cluster 23,21,23,1
1-Jan-99,31-Dec-99,"Ivy City, Arboretum, Trinidad, Carver Langston",1999,Cluster 23,20,20,1
1-Jan-00,31-Dec-00,"Ivy City, Arboretum, Trinidad, Carver Langston",2000,Cluster 23,16,19,1
1-Jan-01,31-Dec-01,"Ivy City, Arboretum, Trinidad, Carver Langston",2001,Cluster 23,13,25,1
1-Jan-02,31-Dec-02,"Ivy City, Arboretum, Trinidad, Carver Langston",2002,Cluster 23,11,18,1
1-Jan-03,31-Dec-03,"Ivy City, Arboretum, Trinidad, Carver Langston",2003,Cluster 23,14,20,1
1-Jan-04,31-Dec-04,"Ivy City, Arboretum, Trinidad, Carver Langston",2004,Cluster 23,16,17,1
1-Jan-05,31-Dec-05,"Ivy City, Arboretum, Trinidad, Carver Langston",2005,Cluster 23,14,15,1
1-Jan-06,31-Dec-06,"Ivy City, Arboretum, Trinidad, Carver Langston",2006,Cluster 23,16,22,1
1-Jan-07,31-Dec-07,"Ivy City, Arboretum, Trinidad, Carver Langston",2007,Cluster 23,15,19,1
1-Jan-08,31-Dec-08,"Ivy City, Arboretum, Trinidad, Carver Langston",2008,Cluster 23,13,25,1
1-Jan-09,31-Dec-09,"Ivy City, Arboretum, Trinidad, Carver Langston",2009,Cluster 23,14,21,1
1-Jan-10,31-Dec-10,"Ivy City, Arboretum, Trinidad, Carver Langston",2010,Cluster 23,15,17,1
1-Jan-11,31-Dec-11,"Ivy City, Arboretum, Trinidad, Carver Langston",2011,Cluster 23,11,20,1
1-Jan-98,31-Dec-98,"Woodridge, Fort Lincoln, Gateway",1998,Cluster 24,16,13,1
1-Jan-99,31-Dec-99,"Woodridge, Fort Lincoln, Gateway",1999,Cluster 24,10,7.9,1
1-Jan-00,31-Dec-00,"Woodridge, Fort Lincoln, Gateway",2000,Cluster 24,13,10,1
1-Jan-01,31-Dec-01,"Woodridge, Fort Lincoln, Gateway",2001,Cluster 24,15,16,1
1-Jan-02,31-Dec-02,"Woodridge, Fort Lincoln, Gateway",2002,Cluster 24,16,9.1,1
1-Jan-03,31-Dec-03,"Woodridge, Fort Lincoln, Gateway",2003,Cluster 24,13,7.9,1
1-Jan-04,31-Dec-04,"Woodridge, Fort Lincoln, Gateway",2004,Cluster 24,8.7,14,1
1-Jan-05,31-Dec-05,"Woodridge, Fort Lincoln, Gateway",2005,Cluster 24,17,14,1
1-Jan-06,31-Dec-06,"Woodridge, Fort Lincoln, Gateway",2006,Cluster 24,16,10,1
1-Jan-07,31-Dec-07,"Woodridge, Fort Lincoln, Gateway",2007,Cluster 24,12,10,1
1-Jan-08,31-Dec-08,"Woodridge, Fort Lincoln, Gateway",2008,Cluster 24,10,6.2,1
1-Jan-09,31-Dec-09,"Woodridge, Fort Lincoln, Gateway",2009,Cluster 24,9.1,8.4,1
1-Jan-10,31-Dec-10,"Woodridge, Fort Lincoln, Gateway",2010,Cluster 24,9.4,9.5,1
1-Jan-11,31-Dec-11,"Woodridge, Fort Lincoln, Gateway",2011,Cluster 24,4.7,7.9,1
1-Jan-98,31-Dec-98,"Union Station, Stanton Park, Kingman Park",1998,Cluster 25,14,17,1
1-Jan-99,31-Dec-99,"Union Station, Stanton Park, Kingman Park",1999,Cluster 25,15,16,1
1-Jan-00,31-Dec-00,"Union Station, Stanton Park, Kingman Park",2000,Cluster 25,9.6,17,1
1-Jan-01,31-Dec-01,"Union Station, Stanton Park, Kingman Park",2001,Cluster 25,16,8.8,1
1-Jan-02,31-Dec-02,"Union Station, Stanton Park, Kingman Park",2002,Cluster 25,11,11,1
1-Jan-03,31-Dec-03,"Union Station, Stanton Park, Kingman Park",2003,Cluster 25,11,12,1
1-Jan-04,31-Dec-04,"Union Station, Stanton Park, Kingman Park",2004,Cluster 25,12,13,1
1-Jan-05,31-Dec-05,"Union Station, Stanton Park, Kingman Park",2005,Cluster 25,9.8,8.6,1
1-Jan-06,31-Dec-06,"Union Station, Stanton Park, Kingman Park",2006,Cluster 25,9.6,11,1
1-Jan-07,31-Dec-07,"Union Station, Stanton Park, Kingman Park",2007,Cluster 25,10,7.5,1
1-Jan-08,31-Dec-08,"Union Station, Stanton Park, Kingman Park",2008,Cluster 25,8.9,7.6,1
1-Jan-09,31-Dec-09,"Union Station, Stanton Park, Kingman Park",2009,Cluster 25,9.2,6.1,1
1-Jan-10,31-Dec-10,"Union Station, Stanton Park, Kingman Park",2010,Cluster 25,9.1,5.4,1
1-Jan-11,31-Dec-11,"Union Station, Stanton Park, Kingman Park",2011,Cluster 25,12,4.6,1
1-Jan-98,31-Dec-98,"Capitol Hill, Lincoln Park",1998,Cluster 26,11,11,1
1-Jan-99,31-Dec-99,"Capitol Hill, Lincoln Park",1999,Cluster 26,13,13,1
1-Jan-00,31-Dec-00,"Capitol Hill, Lincoln Park",2000,Cluster 26,11,10,1
1-Jan-01,31-Dec-01,"Capitol Hill, Lincoln Park",2001,Cluster 26,9.5,9.1,1
1-Jan-02,31-Dec-02,"Capitol Hill, Lincoln Park",2002,Cluster 26,8.5,5.7,1
1-Jan-03,31-Dec-03,"Capitol Hill, Lincoln Park",2003,Cluster 26,7.7,7.3,1
1-Jan-04,31-Dec-04,"Capitol Hill, Lincoln Park",2004,Cluster 26,8.1,6.5,1
1-Jan-05,31-Dec-05,"Capitol Hill, Lincoln Park",2005,Cluster 26,10,5.7,1
1-Jan-06,31-Dec-06,"Capitol Hill, Lincoln Park",2006,Cluster 26,8,4.2,1
1-Jan-07,31-Dec-07,"Capitol Hill, Lincoln Park",2007,Cluster 26,9.7,6.9,1
1-Jan-08,31-Dec-08,"Capitol Hill, Lincoln Park",2008,Cluster 26,11,5.5,1
1-Jan-09,31-Dec-09,"Capitol Hill, Lincoln Park",2009,Cluster 26,6.5,5.4,1
1-Jan-10,31-Dec-10,"Capitol Hill, Lincoln Park",2010,Cluster 26,8.9,4.5,1
1-Jan-11,31-Dec-11,"Capitol Hill, Lincoln Park",2011,Cluster 26,9.3,5.1,1
1-Jan-98,31-Dec-98,"Near Southeast, Navy Yard",1998,Cluster 27,21,23,1
1-Jan-99,31-Dec-99,"Near Southeast, Navy Yard",1999,Cluster 27,18,21,1
1-Jan-00,31-Dec-00,"Near Southeast, Navy Yard",2000,Cluster 27,18,27,1
1-Jan-01,31-Dec-01,"Near Southeast, Navy Yard",2001,Cluster 27,4,28,1
1-Jan-02,31-Dec-02,"Near Southeast, Navy Yard",2002,Cluster 27,18,25,1
1-Jan-03,31-Dec-03,"Near Southeast, Navy Yard",2003,Cluster 27,13,17,1
1-Jan-04,31-Dec-04,"Near Southeast, Navy Yard",2004,Cluster 27,38,25,1
1-Jan-05,31-Dec-05,"Near Southeast, Navy Yard",2005,Cluster 27,33,17,1
1-Jan-06,31-Dec-06,"Near Southeast, Navy Yard",2006,Cluster 27,0,33,1
1-Jan-07,31-Dec-07,"Near Southeast, Navy Yard",2007,Cluster 27,0,0,1
1-Jan-08,31-Dec-08,"Near Southeast, Navy Yard",2008,Cluster 27,29,0,1
1-Jan-09,31-Dec-09,"Near Southeast, Navy Yard",2009,Cluster 27,0,0,1
1-Jan-10,31-Dec-10,"Near Southeast, Navy Yard",2010,Cluster 27,15,0,1
1-Jan-11,31-Dec-11,"Near Southeast, Navy Yard",2011,Cluster 27,5.5,1.8,1
1-Jan-98,31-Dec-98,Historic Anacostia,1998,Cluster 28,20,23,1
1-Jan-99,31-Dec-99,Historic Anacostia,1999,Cluster 28,17,28,1
1-Jan-00,31-Dec-00,Historic Anacostia,2000,Cluster 28,18,20,1
1-Jan-01,31-Dec-01,Historic Anacostia,2001,Cluster 28,14,19,1
1-Jan-02,31-Dec-02,Historic Anacostia,2002,Cluster 28,18,20,1
1-Jan-03,31-Dec-03,Historic Anacostia,2003,Cluster 28,15,16,1
1-Jan-04,31-Dec-04,Historic Anacostia,2004,Cluster 28,18,13,1
1-Jan-05,31-Dec-05,Historic Anacostia,2005,Cluster 28,14,19,1
1-Jan-06,31-Dec-06,Historic Anacostia,2006,Cluster 28,18,20,1
1-Jan-07,31-Dec-07,Historic Anacostia,2007,Cluster 28,15,27,1
1-Jan-08,31-Dec-08,Historic Anacostia,2008,Cluster 28,20,22,1
1-Jan-09,31-Dec-09,Historic Anacostia,2009,Cluster 28,16,22,1
1-Jan-10,31-Dec-10,Historic Anacostia,2010,Cluster 28,17,16,1
1-Jan-11,31-Dec-11,Historic Anacostia,2011,Cluster 28,12,18,1
1-Jan-98,31-Dec-98,"Eastland Gardens, Kenilworth",1998,Cluster 29,15,38,1
1-Jan-99,31-Dec-99,"Eastland Gardens, Kenilworth",1999,Cluster 29,5.7,34,1
1-Jan-00,31-Dec-00,"Eastland Gardens, Kenilworth",2000,Cluster 29,8.1,38,1
1-Jan-01,31-Dec-01,"Eastland Gardens, Kenilworth",2001,Cluster 29,24,32,1
1-Jan-02,31-Dec-02,"Eastland Gardens, Kenilworth",2002,Cluster 29,11,29,1
1-Jan-03,31-Dec-03,"Eastland Gardens, Kenilworth",2003,Cluster 29,12,25,1
1-Jan-04,31-Dec-04,"Eastland Gardens, Kenilworth",2004,Cluster 29,21,25,1
1-Jan-05,31-Dec-05,"Eastland Gardens, Kenilworth",2005,Cluster 29,15,21,1
1-Jan-06,31-Dec-06,"Eastland Gardens, Kenilworth",2006,Cluster 29,18,29,1
1-Jan-07,31-Dec-07,"Eastland Gardens, Kenilworth",2007,Cluster 29,15,24,1
1-Jan-08,31-Dec-08,"Eastland Gardens, Kenilworth",2008,Cluster 29,18,29,1
1-Jan-09,31-Dec-09,"Eastland Gardens, Kenilworth",2009,Cluster 29,22,40,1
1-Jan-10,31-Dec-10,"Eastland Gardens, Kenilworth",2010,Cluster 29,7,25,1
1-Jan-11,31-Dec-11,"Eastland Gardens, Kenilworth",2011,Cluster 29,3.8,23,1
1-Jan-98,31-Dec-98,"Mayfair, Hillbrook, Mahaning Heights",1998,Cluster 30,17,22,1
1-Jan-99,31-Dec-99,"Mayfair, Hillbrook, Mahaning Heights",1999,Cluster 30,19,17,1
1-Jan-00,31-Dec-00,"Mayfair, Hillbrook, Mahaning Heights",2000,Cluster 30,14,19,1
1-Jan-01,31-Dec-01,"Mayfair, Hillbrook, Mahaning Heights",2001,Cluster 30,19,19,1
1-Jan-02,31-Dec-02,"Mayfair, Hillbrook, Mahaning Heights",2002,Cluster 30,17,17,1
1-Jan-03,31-Dec-03,"Mayfair, Hillbrook, Mahaning Heights",2003,Cluster 30,13,17,1
1-Jan-04,31-Dec-04,"Mayfair, Hillbrook, Mahaning Heights",2004,Cluster 30,8.9,18,1
1-Jan-05,31-Dec-05,"Mayfair, Hillbrook, Mahaning Heights",2005,Cluster 30,14,18,1
1-Jan-06,31-Dec-06,"Mayfair, Hillbrook, Mahaning Heights",2006,Cluster 30,11,18,1
1-Jan-07,31-Dec-07,"Mayfair, Hillbrook, Mahaning Heights",2007,Cluster 30,10,23,1
1-Jan-08,31-Dec-08,"Mayfair, Hillbrook, Mahaning Heights",2008,Cluster 30,16,16,1
1-Jan-09,31-Dec-09,"Mayfair, Hillbrook, Mahaning Heights",2009,Cluster 30,16,24,1
1-Jan-10,31-Dec-10,"Mayfair, Hillbrook, Mahaning Heights",2010,Cluster 30,8.1,26,1
1-Jan-11,31-Dec-11,"Mayfair, Hillbrook, Mahaning Heights",2011,Cluster 30,15,17,1
1-Jan-98,31-Dec-98,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",1998,Cluster 31,17,20,1
1-Jan-99,31-Dec-99,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",1999,Cluster 31,15,24,1
1-Jan-00,31-Dec-00,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2000,Cluster 31,10,25,1
1-Jan-01,31-Dec-01,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2001,Cluster 31,18,22,1
1-Jan-02,31-Dec-02,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2002,Cluster 31,13,18,1
1-Jan-03,31-Dec-03,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2003,Cluster 31,16,18,1
1-Jan-04,31-Dec-04,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2004,Cluster 31,19,18,1
1-Jan-05,31-Dec-05,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2005,Cluster 31,14,18,1
1-Jan-06,31-Dec-06,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2006,Cluster 31,13,23,1
1-Jan-07,31-Dec-07,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2007,Cluster 31,16,21,1
1-Jan-08,31-Dec-08,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2008,Cluster 31,12,20,1
1-Jan-09,31-Dec-09,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2009,Cluster 31,13,31,1
1-Jan-10,31-Dec-10,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2010,Cluster 31,13,21,1
1-Jan-11,31-Dec-11,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",2011,Cluster 31,13,23,1
1-Jan-98,31-Dec-98,"River Terrace, Benning, Greenway, Dupont Park",1998,Cluster 32,15,22,1
1-Jan-99,31-Dec-99,"River Terrace, Benning, Greenway, Dupont Park",1999,Cluster 32,15,19,1
1-Jan-00,31-Dec-00,"River Terrace, Benning, Greenway, Dupont Park",2000,Cluster 32,16,16,1
1-Jan-01,31-Dec-01,"River Terrace, Benning, Greenway, Dupont Park",2001,Cluster 32,14,18,1
1-Jan-02,31-Dec-02,"River Terrace, Benning, Greenway, Dupont Park",2002,Cluster 32,12,18,1
1-Jan-03,31-Dec-03,"River Terrace, Benning, Greenway, Dupont Park",2003,Cluster 32,15,21,1
1-Jan-04,31-Dec-04,"River Terrace, Benning, Greenway, Dupont Park",2004,Cluster 32,13,20,1
1-Jan-05,31-Dec-05,"River Terrace, Benning, Greenway, Dupont Park",2005,Cluster 32,15,16,1
1-Jan-06,31-Dec-06,"River Terrace, Benning, Greenway, Dupont Park",2006,Cluster 32,11,20,1
1-Jan-07,31-Dec-07,"River Terrace, Benning, Greenway, Dupont Park",2007,Cluster 32,15,16,1
1-Jan-08,31-Dec-08,"River Terrace, Benning, Greenway, Dupont Park",2008,Cluster 32,8.5,18,1
1-Jan-09,31-Dec-09,"River Terrace, Benning, Greenway, Dupont Park",2009,Cluster 32,11,21,1
1-Jan-10,31-Dec-10,"River Terrace, Benning, Greenway, Dupont Park",2010,Cluster 32,13,15,1
1-Jan-11,31-Dec-11,"River Terrace, Benning, Greenway, Dupont Park",2011,Cluster 32,13,21,1
1-Jan-98,31-Dec-98,"Capitol View, Marshall Heights, Benning Heights",1998,Cluster 33,15,21,1
1-Jan-99,31-Dec-99,"Capitol View, Marshall Heights, Benning Heights",1999,Cluster 33,17,21,1
1-Jan-00,31-Dec-00,"Capitol View, Marshall Heights, Benning Heights",2000,Cluster 33,13,19,1
1-Jan-01,31-Dec-01,"Capitol View, Marshall Heights, Benning Heights",2001,Cluster 33,17,20,1
1-Jan-02,31-Dec-02,"Capitol View, Marshall Heights, Benning Heights",2002,Cluster 33,16,23,1
1-Jan-03,31-Dec-03,"Capitol View, Marshall Heights, Benning Heights",2003,Cluster 33,18,21,1
1-Jan-04,31-Dec-04,"Capitol View, Marshall Heights, Benning Heights",2004,Cluster 33,15,21,1
1-Jan-05,31-Dec-05,"Capitol View, Marshall Heights, Benning Heights",2005,Cluster 33,15,22,1
1-Jan-06,31-Dec-06,"Capitol View, Marshall Heights, Benning Heights",2006,Cluster 33,15,21,1
1-Jan-07,31-Dec-07,"Capitol View, Marshall Heights, Benning Heights",2007,Cluster 33,14,19,1
1-Jan-08,31-Dec-08,"Capitol View, Marshall Heights, Benning Heights",2008,Cluster 33,19,19,1
1-Jan-09,31-Dec-09,"Capitol View, Marshall Heights, Benning Heights",2009,Cluster 33,15,21,1
1-Jan-10,31-Dec-10,"Capitol View, Marshall Heights, Benning Heights",2010,Cluster 33,15,19,1
1-Jan-11,31-Dec-11,"Capitol View, Marshall Heights, Benning Heights",2011,Cluster 33,16,16,1
1-Jan-98,31-Dec-98,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",1998,Cluster 34,14,17,1
1-Jan-99,31-Dec-99,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",1999,Cluster 34,13,21,1
1-Jan-00,31-Dec-00,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2000,Cluster 34,17,21,1
1-Jan-01,31-Dec-01,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2001,Cluster 34,14,20,1
1-Jan-02,31-Dec-02,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2002,Cluster 34,13,20,1
1-Jan-03,31-Dec-03,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2003,Cluster 34,12,16,1
1-Jan-04,31-Dec-04,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2004,Cluster 34,11,19,1
1-Jan-05,31-Dec-05,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2005,Cluster 34,13,21,1
1-Jan-06,31-Dec-06,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2006,Cluster 34,17,16,1
1-Jan-07,31-Dec-07,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2007,Cluster 34,13,22,1
