"start_date","end_date","Cluster_tr2000","timeframe","CLUSTER_TR2000_nf","Pct_births_low_wt","Pct_births_teen","indc"
"01JAN2008","31DEC2008","Cluster 25",2008,25,0.09390,0.07042,1
"01JAN2009","31DEC2009","Cluster 25",2009,25,0.08696,0.05523,1
"01JAN2010","31DEC2010","Cluster 25",2010,25,0.09069,0.05425,1
"01JAN2011","31DEC2011","Cluster 25",2011,25,0.10943,0.04336,1
"01JAN1998","31DEC1998","Cluster 26",1998,26,0.09497,0.10615,1
"01JAN1999","31DEC1999","Cluster 26",1999,26,0.10596,0.10596,1
"01JAN2000","31DEC2000","Cluster 26",2000,26,0.06875,0.07547,1
"01JAN2001","31DEC2001","Cluster 26",2001,26,0.08065,0.08065,1
"01JAN2002","31DEC2002","Cluster 26",2002,26,0.07222,0.03333,1
"01JAN2003","31DEC2003","Cluster 26",2003,26,0.07944,0.04673,1
"01JAN2004","31DEC2004","Cluster 26",2004,26,0.07317,0.03252,1
"01JAN2005","31DEC2005","Cluster 26",2005,26,0.08867,0.03941,1
"01JAN2006","31DEC2006","Cluster 26",2006,26,0.08297,0.02620,1
"01JAN2007","31DEC2007","Cluster 26",2007,26,0.08696,0.02193,1
"01JAN2008","31DEC2008","Cluster 26",2008,26,0.11069,0.03817,1
"01JAN2009","31DEC2009","Cluster 26",2009,26,0.06204,0.05109,1
"01JAN2010","31DEC2010","Cluster 26",2010,26,0.08676,0.02171,1
"01JAN2011","31DEC2011","Cluster 26",2011,26,0.09380,0.03526,1
"01JAN1998","31DEC1998","Cluster 27",1998,27,0.17722,0.15190,1
"01JAN1999","31DEC1999","Cluster 27",1999,27,0.16667,0.21429,1
"01JAN2000","31DEC2000","Cluster 27",2000,27,0.21429,0.21429,1
"01JAN2001","31DEC2001","Cluster 27",2001,27,0.09677,0.22581,1
"01JAN2002","31DEC2002","Cluster 27",2002,27,0.14458,0.20482,1
"01JAN2003","31DEC2003","Cluster 27",2003,27,0.09375,0.20313,1
"01JAN2004","31DEC2004","Cluster 27",2004,27,0.18182,0.25455,1
"01JAN2005","31DEC2005","Cluster 27",2005,27,0.17308,0.21154,1
"01JAN2006","31DEC2006","Cluster 27",2006,27,0.15789,0.15789,1
"01JAN2007","31DEC2007","Cluster 27",2007,27,0.11765,0.29412,1
"01JAN2008","31DEC2008","Cluster 27",2008,27,0.14516,0.12903,1
"01JAN2009","31DEC2009","Cluster 27",2009,27,0.06098,0.07317,1
"01JAN2010","31DEC2010","Cluster 27",2010,27,0.11688,0.10390,1
"01JAN2011","31DEC2011","Cluster 27",2011,27,0.09167,0.08333,1
"01JAN1998","31DEC1998","Cluster 28",1998,28,0.20103,0.23077,1
"01JAN1999","31DEC1999","Cluster 28",1999,28,0.16842,0.28421,1
"01JAN2000","31DEC2000","Cluster 28",2000,28,0.18557,0.20103,1
"01JAN2001","31DEC2001","Cluster 28",2001,28,0.14371,0.18563,1
"01JAN2002","31DEC2002","Cluster 28",2002,28,0.18182,0.19886,1
"01JAN2003","31DEC2003","Cluster 28",2003,28,0.14607,0.16292,1
"01JAN2004","31DEC2004","Cluster 28",2004,28,0.18135,0.12435,1
"01JAN2005","31DEC2005","Cluster 28",2005,28,0.14286,0.18857,1
"01JAN2006","31DEC2006","Cluster 28",2006,28,0.18681,0.20330,1
"01JAN2007","31DEC2007","Cluster 28",2007,28,0.14634,0.27049,1
"01JAN2008","31DEC2008","Cluster 28",2008,28,0.20800,0.21600,1
"01JAN2009","31DEC2009","Cluster 28",2009,28,0.16071,0.22321,1
"01JAN2010","31DEC2010","Cluster 28",2010,28,0.16935,0.15323,1
"01JAN2011","31DEC2011","Cluster 28",2011,28,0.11905,0.17460,1
"01JAN1998","31DEC1998","Cluster 29",1998,29,0.15385,0.38462,1
"01JAN1999","31DEC1999","Cluster 29",1999,29,0.05714,0.34286,1
"01JAN2000","31DEC2000","Cluster 29",2000,29,0.08108,0.37838,1
"01JAN2001","31DEC2001","Cluster 29",2001,29,0.23684,0.31579,1
"01JAN2002","31DEC2002","Cluster 29",2002,29,0.10526,0.28947,1
"01JAN2003","31DEC2003","Cluster 29",2003,29,0.11864,0.25424,1
"01JAN2004","31DEC2004","Cluster 29",2004,29,0.20755,0.24528,1
"01JAN2005","31DEC2005","Cluster 29",2005,29,0.14894,0.21277,1
"01JAN2006","31DEC2006","Cluster 29",2006,29,0.17647,0.29412,1
"01JAN2007","31DEC2007","Cluster 29",2007,29,0.15217,0.23913,1
"01JAN2008","31DEC2008","Cluster 29",2008,29,0.17647,0.29412,1
"01JAN2009","31DEC2009","Cluster 29",2009,29,0.22000,0.40000,1
"01JAN2010","31DEC2010","Cluster 29",2010,29,0.07042,0.25352,1
"01JAN2011","31DEC2011","Cluster 29",2011,29,0.03774,0.22642,1
"01JAN1998","31DEC1998","Cluster 30",1998,30,0.17302,0.22398,1
"01JAN1999","31DEC1999","Cluster 30",1999,30,0.19861,0.16262,1
"01JAN2000","31DEC2000","Cluster 30",2000,30,0.14652,0.18420,1
"01JAN2001","31DEC2001","Cluster 30",2001,30,0.18530,0.18736,1
"01JAN2002","31DEC2002","Cluster 30",2002,30,0.17512,0.17512,1
"01JAN2003","31DEC2003","Cluster 30",2003,30,0.11776,0.18314,1
"01JAN2004","31DEC2004","Cluster 30",2004,30,0.09107,0.16978,1
"01JAN2005","31DEC2005","Cluster 30",2005,30,0.14151,0.18868,1
"01JAN2006","31DEC2006","Cluster 30",2006,30,0.10891,0.18812,1
"01JAN2007","31DEC2007","Cluster 30",2007,30,0.10000,0.22857,1
"01JAN2008","31DEC2008","Cluster 30",2008,30,0.16102,0.15254,1
"01JAN2009","31DEC2009","Cluster 30",2009,30,0.15238,0.21905,1
"01JAN2010","31DEC2010","Cluster 30",2010,30,0.07500,0.26667,1
"01JAN2011","31DEC2011","Cluster 30",2011,30,0.15652,0.16522,1
"01JAN1998","31DEC1998","Cluster 31",1998,31,0.17243,0.19221,1
"01JAN1999","31DEC1999","Cluster 31",1999,31,0.15402,0.23847,1
"01JAN2000","31DEC2000","Cluster 31",2000,31,0.10530,0.25015,1
"01JAN2001","31DEC2001","Cluster 31",2001,31,0.17922,0.21292,1
"01JAN2002","31DEC2002","Cluster 31",2002,31,0.13543,0.17654,1
"01JAN2003","31DEC2003","Cluster 31",2003,31,0.16929,0.17700,1
"01JAN2004","31DEC2004","Cluster 31",2004,31,0.17810,0.17643,1
"01JAN2005","31DEC2005","Cluster 31",2005,31,0.13974,0.17904,1
"01JAN2006","31DEC2006","Cluster 31",2006,31,0.13357,0.22744,1
"01JAN2007","31DEC2007","Cluster 31",2007,31,0.15439,0.21127,1
"01JAN2008","31DEC2008","Cluster 31",2008,31,0.12375,0.20067,1
"01JAN2009","31DEC2009","Cluster 31",2009,31,0.13074,0.31802,1
"01JAN2010","31DEC2010","Cluster 31",2010,31,0.12644,0.20690,1
"01JAN2011","31DEC2011","Cluster 31",2011,31,0.13704,0.22593,1
"01JAN1998","31DEC1998","Cluster 32",1998,32,0.14857,0.21714,1
"01JAN1999","31DEC1999","Cluster 32",1999,32,0.15183,0.19372,1
"01JAN2000","31DEC2000","Cluster 32",2000,32,0.15385,0.16827,1
"01JAN2001","31DEC2001","Cluster 32",2001,32,0.14754,0.18033,1
"01JAN2002","31DEC2002","Cluster 32",2002,32,0.11765,0.17647,1
"01JAN2003","31DEC2003","Cluster 32",2003,32,0.14881,0.21429,1
"01JAN2004","31DEC2004","Cluster 32",2004,32,0.13198,0.19797,1
"01JAN2005","31DEC2005","Cluster 32",2005,32,0.15493,0.16432,1
"01JAN2006","31DEC2006","Cluster 32",2006,32,0.11159,0.19481,1
"01JAN2007","31DEC2007","Cluster 32",2007,32,0.14554,0.16038,1
"01JAN2008","31DEC2008","Cluster 32",2008,32,0.08571,0.17551,1
"01JAN2009","31DEC2009","Cluster 32",2009,32,0.11220,0.21463,1
"01JAN2010","31DEC2010","Cluster 32",2010,32,0.12963,0.14352,1
"01JAN2011","31DEC2011","Cluster 32",2011,32,0.13306,0.20968,1
"01JAN1998","31DEC1998","Cluster 33",1998,33,0.15584,0.20779,1
"01JAN1999","31DEC1999","Cluster 33",1999,33,0.16117,0.20513,1
"01JAN2000","31DEC2000","Cluster 33",2000,33,0.13025,0.17647,1
"01JAN2001","31DEC2001","Cluster 33",2001,33,0.16245,0.19856,1
"01JAN2002","31DEC2002","Cluster 33",2002,33,0.15459,0.24155,1
"01JAN2003","31DEC2003","Cluster 33",2003,33,0.18182,0.21304,1
"01JAN2004","31DEC2004","Cluster 33",2004,33,0.14423,0.22115,1
"01JAN2005","31DEC2005","Cluster 33",2005,33,0.15261,0.22672,1
"01JAN2006","31DEC2006","Cluster 33",2006,33,0.16260,0.22041,1
"01JAN2007","31DEC2007","Cluster 33",2007,33,0.14286,0.19286,1
"01JAN2008","31DEC2008","Cluster 33",2008,33,0.19615,0.19231,1
"01JAN2009","31DEC2009","Cluster 33",2009,33,0.15564,0.19066,1
"01JAN2010","31DEC2010","Cluster 33",2010,33,0.15359,0.18301,1
"01JAN2011","31DEC2011","Cluster 33",2011,33,0.16544,0.14706,1
"01JAN1998","31DEC1998","Cluster 34",1998,34,0.14130,0.17391,1
"01JAN1999","31DEC1999","Cluster 34",1999,34,0.13265,0.21939,1
"01JAN2000","31DEC2000","Cluster 34",2000,34,0.18687,0.20202,1
"01JAN2001","31DEC2001","Cluster 34",2001,34,0.14110,0.20245,1
"01JAN2002","31DEC2002","Cluster 34",2002,34,0.13661,0.19126,1
"01JAN2003","31DEC2003","Cluster 34",2003,34,0.12500,0.15341,1
"01JAN2004","31DEC2004","Cluster 34",2004,34,0.11399,0.20207,1
"01JAN2005","31DEC2005","Cluster 34",2005,34,0.12060,0.22727,1
"01JAN2006","31DEC2006","Cluster 34",2006,34,0.18100,0.17195,1
"01JAN2007","31DEC2007","Cluster 34",2007,34,0.13131,0.23232,1
"01JAN2008","31DEC2008","Cluster 34",2008,34,0.13300,0.18227,1
"01JAN2009","31DEC2009","Cluster 34",2009,34,0.07177,0.21053,1
"01JAN2010","31DEC2010","Cluster 34",2010,34,0.13551,0.21860,1
"01JAN2011","31DEC2011","Cluster 34",2011,34,0.15000,0.18846,1
"01JAN1998","31DEC1998","Cluster 35",1998,35,0.18519,0.12037,1
"01JAN1999","31DEC1999","Cluster 35",1999,35,0.19048,0.13095,1
"01JAN2000","31DEC2000","Cluster 35",2000,35,0.11000,0.18000,1
"01JAN2001","31DEC2001","Cluster 35",2001,35,0.12222,0.14444,1
"01JAN2002","31DEC2002","Cluster 35",2002,35,0.07059,0.12941,1
"01JAN2003","31DEC2003","Cluster 35",2003,35,0.10204,0.13265,1
"01JAN2004","31DEC2004","Cluster 35",2004,35,0.09302,0.11628,1
"01JAN2005","31DEC2005","Cluster 35",2005,35,0.10000,0.05556,1
"01JAN2006","31DEC2006","Cluster 35",2006,35,0.08163,0.09184,1
"01JAN2007","31DEC2007","Cluster 35",2007,35,0.12500,0.07292,1
"01JAN2008","31DEC2008","Cluster 35",2008,35,0.12745,0.14706,1
"01JAN2009","31DEC2009","Cluster 35",2009,35,0.22340,0.11702,1
"01JAN2010","31DEC2010","Cluster 35",2010,35,0.12150,0.12150,1
"01JAN2011","31DEC2011","Cluster 35",2011,35,0.16667,0.14286,1
"01JAN1998","31DEC1998","Cluster 36",1998,36,0.07843,0.31373,1
"01JAN1999","31DEC1999","Cluster 36",1999,36,0.09375,0.29688,1
"01JAN2000","31DEC2000","Cluster 36",2000,36,0.21429,0.21429,1
"01JAN2001","31DEC2001","Cluster 36",2001,36,0.15517,0.24138,1
"01JAN2002","31DEC2002","Cluster 36",2002,36,0.18333,0.23333,1
"01JAN2003","31DEC2003","Cluster 36",2003,36,0.16667,0.20000,1
"01JAN2004","31DEC2004","Cluster 36",2004,36,0.17568,0.22973,1
"01JAN2005","31DEC2005","Cluster 36",2005,36,0.10638,0.04255,1
"01JAN2006","31DEC2006","Cluster 36",2006,36,0.21519,0.17722,1
"01JAN2007","31DEC2007","Cluster 36",2007,36,0.12403,0.17969,1
"01JAN2008","31DEC2008","Cluster 36",2008,36,0.13924,0.22152,1
"01JAN2009","31DEC2009","Cluster 36",2009,36,0.12338,0.21429,1
"01JAN2010","31DEC2010","Cluster 36",2010,36,0.10976,0.20122,1
"01JAN2011","31DEC2011","Cluster 36",2011,36,0.16564,0.20859,1
"01JAN1998","31DEC1998","Cluster 37",1998,37,0.17094,0.23504,1
"01JAN1999","31DEC1999","Cluster 37",1999,37,0.12981,0.22816,1
"01JAN2000","31DEC2000","Cluster 37",2000,37,0.13992,0.25103,1
"01JAN2001","31DEC2001","Cluster 37",2001,37,0.16489,0.19681,1
"01JAN2002","31DEC2002","Cluster 37",2002,37,0.16000,0.20500,1
"01JAN2003","31DEC2003","Cluster 37",2003,37,0.15842,0.21782,1
"01JAN2004","31DEC2004","Cluster 37",2004,37,0.15347,0.21182,1
"01JAN2005","31DEC2005","Cluster 37",2005,37,0.11616,0.24242,1
"01JAN2006","31DEC2006","Cluster 37",2006,37,0.12821,0.21795,1
"01JAN2007","31DEC2007","Cluster 37",2007,37,0.15086,0.20259,1
"01JAN2008","31DEC2008","Cluster 37",2008,37,0.11702,0.19681,1
"01JAN2009","31DEC2009","Cluster 37",2009,37,0.19024,0.20000,1
"01JAN2010","31DEC2010","Cluster 37",2010,37,0.15385,0.23077,1
"01JAN2011","31DEC2011","Cluster 37",2011,37,0.17708,0.23438,1
"01JAN1998","31DEC1998","Cluster 38",1998,38,0.15546,0.18908,1
"01JAN1999","31DEC1999","Cluster 38",1999,38,0.17703,0.16827,1
"01JAN2000","31DEC2000","Cluster 38",2000,38,0.13333,0.17143,1
"01JAN2001","31DEC2001","Cluster 38",2001,38,0.11834,0.19527,1
"01JAN2002","31DEC2002","Cluster 38",2002,38,0.17000,0.17910,1
"01JAN2003","31DEC2003","Cluster 38",2003,38,0.18079,0.13559,1
"01JAN2004","31DEC2004","Cluster 38",2004,38,0.14706,0.14706,1
"01JAN2005","31DEC2005","Cluster 38",2005,38,0.12575,0.13772,1
"01JAN2006","31DEC2006","Cluster 38",2006,38,0.15301,0.24176,1
"01JAN2007","31DEC2007","Cluster 38",2007,38,0.15556,0.20444,1
"01JAN2008","31DEC2008","Cluster 38",2008,38,0.14706,0.25630,1
"01JAN2009","31DEC2009","Cluster 38",2009,38,0.09955,0.18552,1
"01JAN2010","31DEC2010","Cluster 38",2010,38,0.15323,0.15323,1
"01JAN2011","31DEC2011","Cluster 38",2011,38,0.13136,0.21186,1
"01JAN1998","31DEC1998","Cluster 39",1998,39,0.15396,0.21994,1
"01JAN1999","31DEC1999","Cluster 39",1999,39,0.18791,0.22623,1
"01JAN2000","31DEC2000","Cluster 39",2000,39,0.17732,0.21246,1
"01JAN2001","31DEC2001","Cluster 39",2001,39,0.18030,0.20771,1
"01JAN2002","31DEC2002","Cluster 39",2002,39,0.13245,0.18377,1
"01JAN2003","31DEC2003","Cluster 39",2003,39,0.14749,0.20908,1
"01JAN2004","31DEC2004","Cluster 39",2004,39,0.13140,0.17235,1
"01JAN2005","31DEC2005","Cluster 39",2005,39,0.12914,0.18076,1
"01JAN2006","31DEC2006","Cluster 39",2006,39,0.14669,0.15823,1
"01JAN2007","31DEC2007","Cluster 39",2007,39,0.14832,0.19201,1
"01JAN2008","31DEC2008","Cluster 39",2008,39,0.14306,0.19688,1
"01JAN2009","31DEC2009","Cluster 39",2009,39,0.15305,0.20772,1
"01JAN2010","31DEC2010","Cluster 39",2010,39,0.11764,0.20413,1
"01JAN2011","31DEC2011","Cluster 39",2011,39,0.11453,0.18500,1
"01JAN1998","31DEC1998","Non-cluster area",1998,99,0.10063,0.06211,1
"01JAN1999","31DEC1999","Non-cluster area",1999,99,0.07937,0.02381,1
"01JAN2000","31DEC2000","Non-cluster area",2000,99,0.06452,0.04545,1
"01JAN2001","31DEC2001","Non-cluster area",2001,99,0.07182,0.02762,1
"01JAN2002","31DEC2002","Non-cluster area",2002,99,0.09023,0.07519,1
"01JAN2003","31DEC2003","Non-cluster area",2003,99,0.09523,0.08888,1
"01JAN2004","31DEC2004","Non-cluster area",2004,99,0.08026,0.02675,1
"01JAN2005","31DEC2005","Non-cluster area",2005,99,0.09756,0.05691,1
"01JAN2006","31DEC2006","Non-cluster area",2006,99,0.07658,0.02553,1
"01JAN2007","31DEC2007","Non-cluster area",2007,99,0.06897,0.04348,1
"01JAN2008","31DEC2008","Non-cluster area",2008,99,0.08738,0.01942,1
"01JAN2009","31DEC2009","Non-cluster area",2009,99,0.07071,0.05051,1
"01JAN2010","31DEC2010","Non-cluster area",2010,99,0.09281,0.10734,1
"01JAN2011","31DEC2011","Non-cluster area",2011,99,0.06577,0.06161,1

