"timeframe","zip","zip_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2009,"ZIP 20006",20006,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",7.9,17
2010,"ZIP 20006",20006,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",11,21
2011,"ZIP 20006",20006,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",16,22
2012,"ZIP 20006",20006,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",13,17
2013,"ZIP 20006",20006,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",10,18
2014,"ZIP 20006",20006,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",4.7,4.7
2015,"ZIP 20006",20006,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",0.0,5.3
2000,"ZIP 20007",20007,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",21,63
2001,"ZIP 20007",20007,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",19,60
2002,"ZIP 20007",20007,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",14,62
2003,"ZIP 20007",20007,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",10,55
2004,"ZIP 20007",20007,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",14,63
2005,"ZIP 20007",20007,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",17,71
2006,"ZIP 20007",20007,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",11,72
2007,"ZIP 20007",20007,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",15,76
2008,"ZIP 20007",20007,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",13,70
2009,"ZIP 20007",20007,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",19,103
2010,"ZIP 20007",20007,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",16,118
2011,"ZIP 20007",20007,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",17,148
2012,"ZIP 20007",20007,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",11,176
2013,"ZIP 20007",20007,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",15,171
2014,"ZIP 20007",20007,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",12,186
2015,"ZIP 20007",20007,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",14,184
2000,"ZIP 20008",20008,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",6.2,59
2001,"ZIP 20008",20008,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",14,58
2002,"ZIP 20008",20008,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",16,68
2003,"ZIP 20008",20008,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",15,65
2004,"ZIP 20008",20008,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",12,93
2005,"ZIP 20008",20008,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",10,92
2006,"ZIP 20008",20008,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",11,100
2007,"ZIP 20008",20008,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",15,93
2008,"ZIP 20008",20008,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",10,78
2009,"ZIP 20008",20008,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",12,101
2010,"ZIP 20008",20008,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",18,128
2011,"ZIP 20008",20008,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",21,156
2012,"ZIP 20008",20008,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",22,172
2013,"ZIP 20008",20008,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",22,175
2014,"ZIP 20008",20008,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",18,184
2015,"ZIP 20008",20008,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",11,195
2000,"ZIP 20009",20009,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1923,3901
2001,"ZIP 20009",20009,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1875,3632
2002,"ZIP 20009",20009,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1838,3617
2003,"ZIP 20009",20009,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1763,3651
2004,"ZIP 20009",20009,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1692,3563
2005,"ZIP 20009",20009,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1569,3602
2006,"ZIP 20009",20009,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1371,3440
2007,"ZIP 20009",20009,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1272,3372
2008,"ZIP 20009",20009,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1278,3349
2009,"ZIP 20009",20009,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1362,3782
2010,"ZIP 20009",20009,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1406,4463
2011,"ZIP 20009",20009,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1404,5041
2012,"ZIP 20009",20009,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1327,5170
2013,"ZIP 20009",20009,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1325,5317
2014,"ZIP 20009",20009,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1168,4914
2015,"ZIP 20009",20009,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1046,4780
2000,"ZIP 20010",20010,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1784,3407
2001,"ZIP 20010",20010,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1819,3277
2002,"ZIP 20010",20010,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1753,3105
2003,"ZIP 20010",20010,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1649,3127
2004,"ZIP 20010",20010,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1662,3219
2005,"ZIP 20010",20010,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1624,3335
2006,"ZIP 20010",20010,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1394,3187
2007,"ZIP 20010",20010,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1325,3053
2008,"ZIP 20010",20010,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1221,3003
2009,"ZIP 20010",20010,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1327,3668
2010,"ZIP 20010",20010,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1466,4544
2011,"ZIP 20010",20010,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1397,5151
2012,"ZIP 20010",20010,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1353,5331
2013,"ZIP 20010",20010,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1238,5414
2014,"ZIP 20010",20010,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1111,5013
2015,"ZIP 20010",20010,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1047,5044
2000,"ZIP 20011",20011,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3051,5722
2001,"ZIP 20011",20011,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2949,5231
2002,"ZIP 20011",20011,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",3066,5195
2003,"ZIP 20011",20011,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3089,5824
2004,"ZIP 20011",20011,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",3237,6375
2005,"ZIP 20011",20011,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",3241,6731
2006,"ZIP 20011",20011,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",3115,6918
2007,"ZIP 20011",20011,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2878,6938
2008,"ZIP 20011",20011,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",3050,7568
2009,"ZIP 20011",20011,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",3442,9635
2010,"ZIP 20011",20011,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",3772,11944
2011,"ZIP 20011",20011,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",4039,14148
2012,"ZIP 20011",20011,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",4294,15242
2013,"ZIP 20011",20011,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",4048,15379
2014,"ZIP 20011",20011,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",3638,14221
2015,"ZIP 20011",20011,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",3410,14553
2000,"ZIP 20012",20012,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",329,630
2001,"ZIP 20012",20012,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",316,611
2002,"ZIP 20012",20012,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",309,577
2003,"ZIP 20012",20012,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",308,641
2004,"ZIP 20012",20012,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",341,727
2005,"ZIP 20012",20012,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",353,791
2006,"ZIP 20012",20012,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",361,859
2007,"ZIP 20012",20012,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",355,878
2008,"ZIP 20012",20012,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",363,936
2009,"ZIP 20012",20012,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",417,1188
2010,"ZIP 20012",20012,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",450,1442
2011,"ZIP 20012",20012,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",482,1749
2012,"ZIP 20012",20012,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",536,1953
2013,"ZIP 20012",20012,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",508,1978
2014,"ZIP 20012",20012,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",512,1882
2015,"ZIP 20012",20012,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",503,1938
2000,"ZIP 20015",20015,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",4.8,63
2001,"ZIP 20015",20015,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",4.0,54
2002,"ZIP 20015",20015,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",7.6,52
2003,"ZIP 20015",20015,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",4.1,55
2004,"ZIP 20015",20015,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",5.0,68
2005,"ZIP 20015",20015,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.0,67
2006,"ZIP 20015",20015,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",9.3,78
2007,"ZIP 20015",20015,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",8.4,70
2008,"ZIP 20015",20015,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",8.6,69
2009,"ZIP 20015",20015,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",8.1,84
2010,"ZIP 20015",20015,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",13,118
2011,"ZIP 20015",20015,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",15,135
2012,"ZIP 20015",20015,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",12,161
2013,"ZIP 20015",20015,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",13,186
2014,"ZIP 20015",20015,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",14,168
2015,"ZIP 20015",20015,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",13,202
2000,"ZIP 20016",20016,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",16,68
2001,"ZIP 20016",20016,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",16,57
2002,"ZIP 20016",20016,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",20,60
2003,"ZIP 20016",20016,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",16,61
2004,"ZIP 20016",20016,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",20,71
2005,"ZIP 20016",20016,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",12,75
2006,"ZIP 20016",20016,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",10,72
2007,"ZIP 20016",20016,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",7.3,63
2008,"ZIP 20016",20016,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",8.7,71
2009,"ZIP 20016",20016,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",10,109
2010,"ZIP 20016",20016,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",12,136
2011,"ZIP 20016",20016,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",22,177
2012,"ZIP 20016",20016,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",35,216
2013,"ZIP 20016",20016,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",32,229
2014,"ZIP 20016",20016,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",19,218
2015,"ZIP 20016",20016,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",14,249
2000,"ZIP 20017",20017,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",653,1065
2001,"ZIP 20017",20017,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",650,1059
2002,"ZIP 20017",20017,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",669,1076
2003,"ZIP 20017",20017,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",644,1266
2004,"ZIP 20017",20017,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",676,1459
2005,"ZIP 20017",20017,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",761,1536
2006,"ZIP 20017",20017,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",767,1561
2007,"ZIP 20017",20017,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",689,1584
2008,"ZIP 20017",20017,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",720,1668
2009,"ZIP 20017",20017,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",759,2039
2010,"ZIP 20017",20017,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",829,2351
2011,"ZIP 20017",20017,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",906,2790
2012,"ZIP 20017",20017,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",872,2907
2013,"ZIP 20017",20017,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",826,2855
2014,"ZIP 20017",20017,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",757,2700
2015,"ZIP 20017",20017,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",691,2639
2000,"ZIP 20018",20018,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1173,2086
2001,"ZIP 20018",20018,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1217,2015
2002,"ZIP 20018",20018,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1329,2184
2003,"ZIP 20018",20018,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1349,2528
2004,"ZIP 20018",20018,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1536,2847
2005,"ZIP 20018",20018,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1607,3026
2006,"ZIP 20018",20018,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1515,2956
2007,"ZIP 20018",20018,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1368,2872
2008,"ZIP 20018",20018,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1349,3135
2009,"ZIP 20018",20018,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1409,3658
2010,"ZIP 20018",20018,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1470,4020
2011,"ZIP 20018",20018,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1538,4707
2012,"ZIP 20018",20018,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1625,5131
2013,"ZIP 20018",20018,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1600,5193
2014,"ZIP 20018",20018,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1587,4932
2015,"ZIP 20018",20018,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1535,4950
2000,"ZIP 20019",20019,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",8868,14672
2001,"ZIP 20019",20019,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",9070,14301
2002,"ZIP 20019",20019,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",9426,14699
2003,"ZIP 20019",20019,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",9100,15453
2004,"ZIP 20019",20019,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",9318,16207
2005,"ZIP 20019",20019,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",9530,17169
2006,"ZIP 20019",20019,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",9368,17694
2007,"ZIP 20019",20019,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",9117,17332
2008,"ZIP 20019",20019,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",8986,17859
2009,"ZIP 20019",20019,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",9752,20677
2010,"ZIP 20019",20019,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",9967,23014
2011,"ZIP 20019",20019,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",10238,25633
2012,"ZIP 20019",20019,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",10462,26991
2013,"ZIP 20019",20019,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",10562,28315
2014,"ZIP 20019",20019,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",10316,27583
2015,"ZIP 20019",20019,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",10037,27612
2000,"ZIP 20020",20020,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",9769,14899
2001,"ZIP 20020",20020,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",9742,13867
2002,"ZIP 20020",20020,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",9711,14188
2003,"ZIP 20020",20020,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",9863,15437
2004,"ZIP 20020",20020,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",10314,16425
2005,"ZIP 20020",20020,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",10233,17003
2006,"ZIP 20020",20020,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",9630,16695
2007,"ZIP 20020",20020,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",9222,16673
2008,"ZIP 20020",20020,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",9274,17374
2009,"ZIP 20020",20020,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",10092,19934
2010,"ZIP 20020",20020,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",10129,22386
2011,"ZIP 20020",20020,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",10501,25352
2012,"ZIP 20020",20020,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",11035,27386
2013,"ZIP 20020",20020,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",11149,28496
2014,"ZIP 20020",20020,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",11143,27547
2015,"ZIP 20020",20020,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",10446,27637
2000,"ZIP 20024",20024,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",919,1609
2001,"ZIP 20024",20024,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",892,1564
2002,"ZIP 20024",20024,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",853,1613
2003,"ZIP 20024",20024,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",909,1770
2004,"ZIP 20024",20024,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1005,1967
2005,"ZIP 20024",20024,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",974,1934
2006,"ZIP 20024",20024,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",920,1872
2007,"ZIP 20024",20024,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",848,1765
2008,"ZIP 20024",20024,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",866,1905
2009,"ZIP 20024",20024,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",905,2053
2010,"ZIP 20024",20024,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",956,2317
2011,"ZIP 20024",20024,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",937,2469
2012,"ZIP 20024",20024,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",922,2554
2013,"ZIP 20024",20024,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",915,2525
2014,"ZIP 20024",20024,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",867,2449
2015,"ZIP 20024",20024,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",772,2399
2000,"ZIP 20032",20032,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",7407,11115
2001,"ZIP 20032",20032,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",7184,10349
2002,"ZIP 20032",20032,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",7427,10782
2003,"ZIP 20032",20032,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",7663,11533
2004,"ZIP 20032",20032,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",7546,11799
2005,"ZIP 20032",20032,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",7107,11482
2006,"ZIP 20032",20032,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",6385,11541
2007,"ZIP 20032",20032,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",6418,11773
2008,"ZIP 20032",20032,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",6747,12674
2009,"ZIP 20032",20032,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",7206,14874
2010,"ZIP 20032",20032,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",7606,16959
2011,"ZIP 20032",20032,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",7746,18690
2012,"ZIP 20032",20032,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",7807,19708
2013,"ZIP 20032",20032,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",7953,20472
2014,"ZIP 20032",20032,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",8103,20634
2015,"ZIP 20032",20032,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",7684,20682
2000,"ZIP 20036",20036,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",9.2,27
2001,"ZIP 20036",20036,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",11,30
2002,"ZIP 20036",20036,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",12,31
2003,"ZIP 20036",20036,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",14,38
2004,"ZIP 20036",20036,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",14,30
2005,"ZIP 20036",20036,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.9,28
2006,"ZIP 20036",20036,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",6.4,26
2007,"ZIP 20036",20036,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",5.9,36
2008,"ZIP 20036",20036,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",10,36
2009,"ZIP 20036",20036,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",15,37
2010,"ZIP 20036",20036,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",16,50
2011,"ZIP 20036",20036,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",12,49
2012,"ZIP 20036",20036,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",12,55
2013,"ZIP 20036",20036,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",8.4,49
2014,"ZIP 20036",20036,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",6.7,42
2015,"ZIP 20036",20036,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",7.5,43
2000,"ZIP 20037",20037,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2.3,65
2001,"ZIP 20037",20037,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1.8,57
2002,"ZIP 20037",20037,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1.2,43
2003,"ZIP 20037",20037,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2.2,35
2004,"ZIP 20037",20037,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",7.9,37
2005,"ZIP 20037",20037,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2.3,37
2006,"ZIP 20037",20037,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",8.2,49
2007,"ZIP 20037",20037,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",9.5,62
2008,"ZIP 20037",20037,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",13,60
2009,"ZIP 20037",20037,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6.8,58
2010,"ZIP 20037",20037,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",11,81
2011,"ZIP 20037",20037,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",14,92
2012,"ZIP 20037",20037,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",15,106
