"timeframe","Cluster_tr2000","cluster_tr2000_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2000,"Cluster 18",18,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",2365.00,4398.00
2001,"Cluster 18",18,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",2255.50,4001.00
2002,"Cluster 18",18,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",2331.00,3950.50
2003,"Cluster 18",18,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",2316.00,4393.50
2004,"Cluster 18",18,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",2402.50,4700.50
2005,"Cluster 18",18,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2433.50,4959.50
2006,"Cluster 18",18,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",2344.50,5110.00
2007,"Cluster 18",18,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",2116.50,5085.50
2008,"Cluster 18",18,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",2175.50,5414.50
2009,"Cluster 18",18,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",2492.50,6974.50
2010,"Cluster 18",18,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",2747.50,8631.50
2011,"Cluster 18",18,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",2881.50,10024.00
2012,"Cluster 18",18,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",3071.00,10777.00
2013,"Cluster 18",18,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",2927.00,10870.50
2014,"Cluster 18",18,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",2510.50,9900.00
2015,"Cluster 18",18,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",2307.50,10010.50
2000,"Cluster 19",19,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",470.00,865.00
2001,"Cluster 19",19,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",469.50,771.50
2002,"Cluster 19",19,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",506.00,816.00
2003,"Cluster 19",19,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",551.00,947.00
2004,"Cluster 19",19,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",603.00,1116.00
2005,"Cluster 19",19,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",578.00,1194.00
2006,"Cluster 19",19,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",495.50,1133.00
2007,"Cluster 19",19,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",513.00,1181.00
2008,"Cluster 19",19,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",586.00,1403.50
2009,"Cluster 19",19,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",638.00,1667.00
2010,"Cluster 19",19,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",660.50,2024.50
2011,"Cluster 19",19,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",745.50,2544.00
2012,"Cluster 19",19,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",745.00,2706.50
2013,"Cluster 19",19,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",700.00,2766.50
2014,"Cluster 19",19,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",709.00,2636.50
2015,"Cluster 19",19,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",680.50,2843.00
2000,"Cluster 20",20,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",284.00,418.00
2001,"Cluster 20",20,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",278.50,409.00
2002,"Cluster 20",20,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",266.50,402.50
2003,"Cluster 20",20,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",272.50,484.00
2004,"Cluster 20",20,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",275.00,581.00
2005,"Cluster 20",20,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",313.00,616.50
2006,"Cluster 20",20,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",304.50,638.00
2007,"Cluster 20",20,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",285.50,681.00
2008,"Cluster 20",20,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",336.00,758.00
2009,"Cluster 20",20,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",332.00,923.00
2010,"Cluster 20",20,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",387.50,1067.50
2011,"Cluster 20",20,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",428.00,1319.00
2012,"Cluster 20",20,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",414.00,1384.00
2013,"Cluster 20",20,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",379.00,1314.00
2014,"Cluster 20",20,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",371.00,1269.00
2015,"Cluster 20",20,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",350.50,1241.50
2000,"Cluster 21",21,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",1989.00,3464.00
2001,"Cluster 21",21,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",1802.00,3297.50
2002,"Cluster 21",21,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",1799.50,3280.50
2003,"Cluster 21",21,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",1745.00,3599.50
2004,"Cluster 21",21,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",1876.50,3913.00
2005,"Cluster 21",21,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",1808.50,3907.50
2006,"Cluster 21",21,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",1621.50,3570.50
2007,"Cluster 21",21,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",1467.50,3441.00
2008,"Cluster 21",21,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",1466.50,3519.50
2009,"Cluster 21",21,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",1532.50,4039.50
2010,"Cluster 21",21,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",1508.50,4425.00
2011,"Cluster 21",21,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",1598.00,5080.00
2012,"Cluster 21",21,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",1491.50,5040.00
2013,"Cluster 21",21,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",1381.50,4949.50
2014,"Cluster 21",21,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",1285.00,4555.00
2015,"Cluster 21",21,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1156.50,4336.50
2000,"Cluster 22",22,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",825.00,1262.00
2001,"Cluster 22",22,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",902.00,1338.00
2002,"Cluster 22",22,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",970.00,1475.50
2003,"Cluster 22",22,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",975.00,1687.50
2004,"Cluster 22",22,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",1097.50,1873.00
2005,"Cluster 22",22,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",1195.00,2029.00
2006,"Cluster 22",22,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",1149.50,2021.00
2007,"Cluster 22",22,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",1027.00,1942.50
2008,"Cluster 22",22,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",969.50,2026.00
2009,"Cluster 22",22,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",1041.50,2302.00
2010,"Cluster 22",22,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",1041.50,2494.00
2011,"Cluster 22",22,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",1052.00,2802.50
2012,"Cluster 22",22,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",1139.00,3113.00
2013,"Cluster 22",22,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",1118.50,3165.50
2014,"Cluster 22",22,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",1121.00,2998.00
2015,"Cluster 22",22,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1048.50,2951.00
2000,"Cluster 23",23,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",2132.00,3496.00
2001,"Cluster 23",23,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",2116.00,3559.00
2002,"Cluster 23",23,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",2178.00,3715.50
2003,"Cluster 23",23,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",2360.00,4335.00
2004,"Cluster 23",23,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",2798.00,5086.50
2005,"Cluster 23",23,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2659.50,5236.00
2006,"Cluster 23",23,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",2500.00,4981.50
2007,"Cluster 23",23,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",2223.50,4823.50
2008,"Cluster 23",23,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",2348.00,5267.50
2009,"Cluster 23",23,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",2365.50,5964.00
2010,"Cluster 23",23,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",2216.00,6460.00
2011,"Cluster 23",23,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",2293.00,7015.50
2012,"Cluster 23",23,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",2311.50,7184.50
2013,"Cluster 23",23,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",2251.50,7260.00
2014,"Cluster 23",23,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",2097.50,6672.50
2015,"Cluster 23",23,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1962.00,6306.50
2000,"Cluster 24",24,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",501.00,1095.00
2001,"Cluster 24",24,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",484.00,960.00
2002,"Cluster 24",24,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",557.00,1030.50
2003,"Cluster 24",24,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",561.50,1214.50
2004,"Cluster 24",24,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",654.50,1386.50
2005,"Cluster 24",24,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",655.50,1452.00
2006,"Cluster 24",24,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",607.50,1402.00
2007,"Cluster 24",24,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",546.50,1369.50
2008,"Cluster 24",24,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",554.50,1558.00
2009,"Cluster 24",24,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",569.50,1899.50
2010,"Cluster 24",24,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",632.00,2133.50
2011,"Cluster 24",24,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",694.50,2603.00
2012,"Cluster 24",24,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",710.00,2785.50
2013,"Cluster 24",24,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",703.50,2801.00
2014,"Cluster 24",24,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",665.00,2647.00
2015,"Cluster 24",24,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",670.00,2705.00
2000,"Cluster 25",25,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",2159.00,4306.00
2001,"Cluster 25",25,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",2147.50,4085.50
2002,"Cluster 25",25,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",2181.50,4608.50
2003,"Cluster 25",25,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",2267.50,5557.50
2004,"Cluster 25",25,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",2290.50,6324.00
2005,"Cluster 25",25,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2208.50,6399.50
2006,"Cluster 25",25,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",1959.00,5889.00
2007,"Cluster 25",25,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",1668.00,5736.00
2008,"Cluster 25",25,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",1525.00,6024.00
2009,"Cluster 25",25,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",1617.00,6906.50
2010,"Cluster 25",25,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",1656.00,7523.50
2011,"Cluster 25",25,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",1679.00,7914.50
2012,"Cluster 25",25,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",1631.50,7853.00
2013,"Cluster 25",25,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",1490.00,7659.50
2014,"Cluster 25",25,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",1471.00,6982.00
2015,"Cluster 25",25,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1301.50,6634.00
2000,"Cluster 26",26,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",484.00,1324.00
2001,"Cluster 26",26,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",522.00,1089.50
2002,"Cluster 26",26,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",471.50,955.50
2003,"Cluster 26",26,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",447.00,899.00
2004,"Cluster 26",26,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",492.00,936.00
2005,"Cluster 26",26,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",467.00,910.00
2006,"Cluster 26",26,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",376.00,903.00
2007,"Cluster 26",26,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",352.00,930.50
2008,"Cluster 26",26,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",368.00,1034.00
2009,"Cluster 26",26,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",405.00,1146.00
2010,"Cluster 26",26,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",444.50,1295.50
2011,"Cluster 26",26,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",419.50,1384.50
2012,"Cluster 26",26,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",470.50,1368.50
2013,"Cluster 26",26,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",675.00,1626.50
2014,"Cluster 26",26,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",645.50,1515.50
2015,"Cluster 26",26,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",577.00,1394.50
2000,"Cluster 27",27,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",1142.00,2003.00
2001,"Cluster 27",27,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",1143.50,1881.50
2002,"Cluster 27",27,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",1002.00,1773.50
2003,"Cluster 27",27,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",995.50,1808.00
2004,"Cluster 27",27,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",891.50,1552.50
2005,"Cluster 27",27,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",723.50,1199.50
2006,"Cluster 27",27,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",609.00,1114.50
2007,"Cluster 27",27,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",553.50,1034.00
2008,"Cluster 27",27,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",528.50,1071.50
2009,"Cluster 27",27,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",507.00,1101.00
2010,"Cluster 27",27,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",500.00,1211.00
2011,"Cluster 27",27,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",522.00,1406.50
2012,"Cluster 27",27,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",534.00,1482.50
2013,"Cluster 27",27,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",532.00,1592.50
2014,"Cluster 27",27,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",529.00,1527.50
2015,"Cluster 27",27,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",465.00,1473.00
2000,"Cluster 28",28,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",1370.00,2050.00
2001,"Cluster 28",28,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",1374.00,1992.50
2002,"Cluster 28",28,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",1485.00,2210.50
2003,"Cluster 28",28,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",1684.50,2470.50
2004,"Cluster 28",28,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",1839.50,2741.50
2005,"Cluster 28",28,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",1752.50,2778.50
2006,"Cluster 28",28,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",1677.00,2777.50
2007,"Cluster 28",28,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",1510.50,2729.00
2008,"Cluster 28",28,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",1511.00,2940.00
2009,"Cluster 28",28,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",1582.00,3383.50
2010,"Cluster 28",28,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",1572.50,3676.50
2011,"Cluster 28",28,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",1543.00,4049.00
2012,"Cluster 28",28,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",1643.00,4352.00
2013,"Cluster 28",28,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",1615.00,4532.50
2014,"Cluster 28",28,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",1657.50,4416.00
2015,"Cluster 28",28,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1644.50,4593.00
2000,"Cluster 29",29,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",506.00,869.00
2001,"Cluster 29",29,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",513.00,824.00
2002,"Cluster 29",29,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",593.50,895.00
2003,"Cluster 29",29,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",585.00,922.00
2004,"Cluster 29",29,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",605.00,974.50
2005,"Cluster 29",29,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",626.50,1086.00
2006,"Cluster 29",29,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",617.00,1092.00
2007,"Cluster 29",29,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",652.00,1041.00
2008,"Cluster 29",29,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",643.50,1099.00
2009,"Cluster 29",29,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",733.50,1302.50
2010,"Cluster 29",29,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",758.00,1408.00
2011,"Cluster 29",29,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",751.50,1557.00
2012,"Cluster 29",29,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",770.50,1602.50
2013,"Cluster 29",29,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",776.00,1646.00
2014,"Cluster 29",29,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",714.50,1592.00
2015,"Cluster 29",29,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",672.50,1590.00
2000,"Cluster 30",30,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",975.39,1811.13
2001,"Cluster 30",30,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",932.70,1650.08
2002,"Cluster 30",30,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",958.03,1692.15
2003,"Cluster 30",30,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",933.18,1738.73
2004,"Cluster 30",30,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",965.86,1887.74
2005,"Cluster 30",30,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",1012.76,2003.74
2006,"Cluster 30",30,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",991.95,2083.47
2007,"Cluster 30",30,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",1069.77,2103.75
2008,"Cluster 30",30,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",1021.42,2073.89
2009,"Cluster 30",30,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",1023.13,2240.51
2010,"Cluster 30",30,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",1081.46,2539.31
2011,"Cluster 30",30,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",1095.45,2798.89
2012,"Cluster 30",30,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",1192.24,2947.24
2013,"Cluster 30",30,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",1186.61,3115.21
2014,"Cluster 30",30,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",1209.03,3189.36
2015,"Cluster 30",30,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",1211.34,3325.75
2000,"Cluster 31",31,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",2625.61,4413.87
2001,"Cluster 31",31,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",2614.80,4242.92
2002,"Cluster 31",31,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",2715.97,4281.85
2003,"Cluster 31",31,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",2703.82,4501.77
2004,"Cluster 31",31,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",2667.14,4591.26
2005,"Cluster 31",31,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2839.74,5010.26
2006,"Cluster 31",31,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",2819.05,5178.53
2007,"Cluster 31",31,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",2685.73,5025.25
2008,"Cluster 31",31,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",2641.58,5147.61
2009,"Cluster 31",31,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",2798.87,5822.49
2010,"Cluster 31",31,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",2817.54,6232.19
2011,"Cluster 31",31,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",2782.05,6752.61
2012,"Cluster 31",31,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",2764.26,7035.26
2013,"Cluster 31",31,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",2764.89,7304.79
2014,"Cluster 31",31,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",2724.97,7206.64
2015,"Cluster 31",31,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",2732.16,7344.75
2000,"Cluster 32",32,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",1934.00,3028.00
2001,"Cluster 32",32,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",2004.50,3066.00
2002,"Cluster 32",32,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",2008.50,3089.00
2003,"Cluster 32",32,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",1893.50,3318.50
2004,"Cluster 32",32,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",2044.50,3647.00
2005,"Cluster 32",32,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2046.50,3745.00
2006,"Cluster 32",32,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",1982.50,3916.00
2007,"Cluster 32",32,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",1871.50,3831.00
2008,"Cluster 32",32,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",1879.50,4110.50
2009,"Cluster 32",32,"01JAN2009","31DEC2009",".",".",".",".",".",".",".",".",".",2144.50,4900.50
2010,"Cluster 32",32,"01JAN2010","31DEC2010",".",".",".",".",".",".",".",".",".",2092.00,5276.00
2011,"Cluster 32",32,"01JAN2011","31DEC2011",".",".",".",".",".",".",".",".",".",2176.50,6040.00
2012,"Cluster 32",32,"01JAN2012","31DEC2012",".",".",".",".",".",".",".",".",".",2278.50,6451.00
2013,"Cluster 32",32,"01JAN2013","31DEC2013",".",".",".",".",".",".",".",".",".",2263.00,6689.00
2014,"Cluster 32",32,"01JAN2014","31DEC2014",".",".",".",".",".",".",".",".",".",2152.00,6421.50
2015,"Cluster 32",32,"01JAN2015","31DEC2015",".",".",".",".",".",".",".",".",".",2137.00,6424.50
2000,"Cluster 33",33,"01JAN2000","31DEC2000",".",".",".",".",".",".",".",".",".",2644.00,4209.00
2001,"Cluster 33",33,"01JAN2001","31DEC2001",".",".",".",".",".",".",".",".",".",2819.00,4218.50
2002,"Cluster 33",33,"01JAN2002","31DEC2002",".",".",".",".",".",".",".",".",".",2933.00,4382.00
2003,"Cluster 33",33,"01JAN2003","31DEC2003",".",".",".",".",".",".",".",".",".",2771.00,4570.50
2004,"Cluster 33",33,"01JAN2004","31DEC2004",".",".",".",".",".",".",".",".",".",2830.50,4671.00
2005,"Cluster 33",33,"01JAN2005","31DEC2005",".",".",".",".",".",".",".",".",".",2789.00,4844.50
2006,"Cluster 33",33,"01JAN2006","31DEC2006",".",".",".",".",".",".",".",".",".",2705.50,4881.50
2007,"Cluster 33",33,"01JAN2007","31DEC2007",".",".",".",".",".",".",".",".",".",2574.00,4758.50
2008,"Cluster 33",33,"01JAN2008","31DEC2008",".",".",".",".",".",".",".",".",".",2575.00,4835.50
