"timeframe","psa2012","psa2012_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2001,"PSA 204",204,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",20,67
2002,"PSA 204",204,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",18,74
2003,"PSA 204",204,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",21,73
2004,"PSA 204",204,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",24,90
2005,"PSA 204",204,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",15,84
2006,"PSA 204",204,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",18,88
2007,"PSA 204",204,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",19,86
2008,"PSA 204",204,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",17,82
2009,"PSA 204",204,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",20,127
2010,"PSA 204",204,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",16,149
2011,"PSA 204",204,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",17,168
2012,"PSA 204",204,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",17,191
2013,"PSA 204",204,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",19,197
2014,"PSA 204",204,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",13,205
2015,"PSA 204",204,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",12,220
2000,"PSA 205",205,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",11,22
2001,"PSA 205",205,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",6.3,19
2002,"PSA 205",205,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",5.8,17
2003,"PSA 205",205,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3.1,21
2004,"PSA 205",205,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",5.4,24
2005,"PSA 205",205,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",8.8,27
2006,"PSA 205",205,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",0.3,18
2007,"PSA 205",205,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",0.3,16
2008,"PSA 205",205,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",0.5,18
2009,"PSA 205",205,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",0.5,25
2010,"PSA 205",205,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1.9,28
2011,"PSA 205",205,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",10,55
2012,"PSA 205",205,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",17,95
2013,"PSA 205",205,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",18,99
2014,"PSA 205",205,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",8.4,94
2015,"PSA 205",205,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",6.9,100
2000,"PSA 206",206,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",5.6,13
2001,"PSA 206",206,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",5.8,16
2002,"PSA 206",206,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",7.2,17
2003,"PSA 206",206,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",6.3,15
2004,"PSA 206",206,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",9.3,16
2005,"PSA 206",206,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.2,22
2006,"PSA 206",206,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1.1,17
2007,"PSA 206",206,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",5.3,31
2008,"PSA 206",206,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",3.7,25
2009,"PSA 206",206,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",5.7,35
2010,"PSA 206",206,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",7.2,40
2011,"PSA 206",206,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",9.9,60
2012,"PSA 206",206,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",7.3,63
2013,"PSA 206",206,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",5.7,54
2014,"PSA 206",206,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",5.2,58
2015,"PSA 206",206,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",4.7,55
2000,"PSA 207",207,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3.4,73
2001,"PSA 207",207,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2.8,58
2002,"PSA 207",207,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1.1,47
2003,"PSA 207",207,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2.1,36
2004,"PSA 207",207,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",12,45
2005,"PSA 207",207,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.6,44
2006,"PSA 207",207,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",9.2,52
2007,"PSA 207",207,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",26,85
2008,"PSA 207",207,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",33,92
2009,"PSA 207",207,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",20,83
2010,"PSA 207",207,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",28,109
2011,"PSA 207",207,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",42,124
2012,"PSA 207",207,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",38,127
2013,"PSA 207",207,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",32,134
2014,"PSA 207",207,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",16,110
2015,"PSA 207",207,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",20,160
2000,"PSA 208",208,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",128,315
2001,"PSA 208",208,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",131,290
2002,"PSA 208",208,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",152,322
2003,"PSA 208",208,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",152,344
2004,"PSA 208",208,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",149,334
2005,"PSA 208",208,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",135,336
2006,"PSA 208",208,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",127,333
2007,"PSA 208",208,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",122,334
2008,"PSA 208",208,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",88,293
2009,"PSA 208",208,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",109,327
2010,"PSA 208",208,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",123,372
2011,"PSA 208",208,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",90,375
2012,"PSA 208",208,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",73,388
2013,"PSA 208",208,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",58,377
2014,"PSA 208",208,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",36,354
2015,"PSA 208",208,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",39,328
2000,"PSA 301",301,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",237,529
2001,"PSA 301",301,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",221,506
2002,"PSA 301",301,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",194,508
2003,"PSA 301",301,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",197,491
2004,"PSA 301",301,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",218,509
2005,"PSA 301",301,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",202,505
2006,"PSA 301",301,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",171,467
2007,"PSA 301",301,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",168,438
2008,"PSA 301",301,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",137,421
2009,"PSA 301",301,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",144,473
2010,"PSA 301",301,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",158,592
2011,"PSA 301",301,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",126,626
2012,"PSA 301",301,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",121,614
2013,"PSA 301",301,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",117,610
2014,"PSA 301",301,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",95,574
2015,"PSA 301",301,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",78,502
2000,"PSA 302",302,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1324,2333
2001,"PSA 302",302,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1359,2252
2002,"PSA 302",302,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1286,2140
2003,"PSA 302",302,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1177,2118
2004,"PSA 302",302,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1233,2210
2005,"PSA 302",302,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1208,2325
2006,"PSA 302",302,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1021,2176
2007,"PSA 302",302,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",960,2060
2008,"PSA 302",302,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",932,2054
2009,"PSA 302",302,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1018,2448
2010,"PSA 302",302,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1100,2947
2011,"PSA 302",302,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1048,3273
2012,"PSA 302",302,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",994,3336
2013,"PSA 302",302,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",933,3385
2014,"PSA 302",302,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",850,3130
2015,"PSA 302",302,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",760,3107
2000,"PSA 303",303,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",247,542
2001,"PSA 303",303,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",239,522
2002,"PSA 303",303,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",233,531
2003,"PSA 303",303,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",212,545
2004,"PSA 303",303,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",178,546
2005,"PSA 303",303,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",153,510
2006,"PSA 303",303,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",128,506
2007,"PSA 303",303,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",121,502
2008,"PSA 303",303,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",118,458
2009,"PSA 303",303,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",137,553
2010,"PSA 303",303,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",143,642
2011,"PSA 303",303,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",161,775
2012,"PSA 303",303,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",129,827
2013,"PSA 303",303,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",143,840
2014,"PSA 303",303,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",125,749
2015,"PSA 303",303,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",139,745
2000,"PSA 304",304,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",981,1847
2001,"PSA 304",304,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",964,1731
2002,"PSA 304",304,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1012,1788
2003,"PSA 304",304,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1000,1878
2004,"PSA 304",304,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",912,1729
2005,"PSA 304",304,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",866,1782
2006,"PSA 304",304,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",753,1684
2007,"PSA 304",304,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",669,1650
2008,"PSA 304",304,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",698,1635
2009,"PSA 304",304,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",725,1810
2010,"PSA 304",304,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",729,2117
2011,"PSA 304",304,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",760,2431
2012,"PSA 304",304,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",745,2460
2013,"PSA 304",304,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",751,2603
2014,"PSA 304",304,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",668,2417
2015,"PSA 304",304,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",573,2353
2000,"PSA 305",305,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",223,449
2001,"PSA 305",305,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",216,403
2002,"PSA 305",305,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",190,404
2003,"PSA 305",305,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",205,419
2004,"PSA 305",305,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",198,402
2005,"PSA 305",305,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",172,381
2006,"PSA 305",305,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",149,377
2007,"PSA 305",305,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",127,347
2008,"PSA 305",305,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",132,351
2009,"PSA 305",305,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",123,383
2010,"PSA 305",305,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",129,459
2011,"PSA 305",305,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",117,570
2012,"PSA 305",305,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",124,586
2013,"PSA 305",305,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",129,566
2014,"PSA 305",305,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",103,511
2015,"PSA 305",305,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",95,476
2000,"PSA 306",306,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",353,648
2001,"PSA 306",306,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",294,610
2002,"PSA 306",306,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",313,590
2003,"PSA 306",306,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",292,620
2004,"PSA 306",306,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",322,636
2005,"PSA 306",306,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",309,602
2006,"PSA 306",306,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",216,546
2007,"PSA 306",306,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",241,550
2008,"PSA 306",306,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",226,520
2009,"PSA 306",306,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",209,579
2010,"PSA 306",306,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",199,651
2011,"PSA 306",306,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",183,678
2012,"PSA 306",306,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",169,701
2013,"PSA 306",306,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",175,688
2014,"PSA 306",306,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",178,623
2015,"PSA 306",306,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",142,653
2000,"PSA 307",307,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",295,877
2001,"PSA 307",307,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",326,874
2002,"PSA 307",307,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",355,905
2003,"PSA 307",307,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",360,932
2004,"PSA 307",307,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",352,916
2005,"PSA 307",307,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",348,1029
2006,"PSA 307",307,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",305,1111
2007,"PSA 307",307,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",252,1119
2008,"PSA 307",307,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",240,1167
2009,"PSA 307",307,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",235,1139
2010,"PSA 307",307,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",241,1287
2011,"PSA 307",307,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",253,1495
2012,"PSA 307",307,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",260,1621
2013,"PSA 307",307,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",265,1744
2014,"PSA 307",307,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",234,1612
2015,"PSA 307",307,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",204,1557
2000,"PSA 308",308,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",547,1088
2001,"PSA 308",308,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",570,1087
2002,"PSA 308",308,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",596,1136
2003,"PSA 308",308,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",604,1178
2004,"PSA 308",308,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",602,1215
2005,"PSA 308",308,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",569,1236
2006,"PSA 308",308,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",492,1225
2007,"PSA 308",308,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",486,1207
2008,"PSA 308",308,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",418,1133
2009,"PSA 308",308,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",428,1215
2010,"PSA 308",308,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",414,1380
2011,"PSA 308",308,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",400,1509
2012,"PSA 308",308,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",402,1535
2013,"PSA 308",308,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",383,1503
2014,"PSA 308",308,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",346,1368
2015,"PSA 308",308,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",325,1381
2000,"PSA 401",401,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",242,462
2001,"PSA 401",401,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",227,450
2002,"PSA 401",401,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",214,416
2003,"PSA 401",401,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",214,457
2004,"PSA 401",401,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",242,515
2005,"PSA 401",401,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",252,565
2006,"PSA 401",401,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",255,615
2007,"PSA 401",401,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",259,633
2008,"PSA 401",401,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",257,662
2009,"PSA 401",401,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",302,848
2010,"PSA 401",401,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",321,1014
2011,"PSA 401",401,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",338,1217
2012,"PSA 401",401,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",381,1368
2013,"PSA 401",401,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",368,1401
2014,"PSA 401",401,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",375,1334
2015,"PSA 401",401,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",365,1369
2000,"PSA 402",402,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",400,795
2001,"PSA 402",402,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",412,766
2002,"PSA 402",402,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",430,760
2003,"PSA 402",402,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",436,886
2004,"PSA 402",402,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",446,1005
2005,"PSA 402",402,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",455,1067
2006,"PSA 402",402,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",484,1159
2007,"PSA 402",402,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",445,1178
2008,"PSA 402",402,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",499,1310
2009,"PSA 402",402,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",553,1671
2010,"PSA 402",402,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",627,2153
2011,"PSA 402",402,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",702,2672
2012,"PSA 402",402,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",770,2972
2013,"PSA 402",402,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",698,2965
2014,"PSA 402",402,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",684,2825
2015,"PSA 402",402,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",685,2957
2000,"PSA 403",403,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",752,1445
2001,"PSA 403",403,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",768,1334
2002,"PSA 403",403,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",761,1282
2003,"PSA 403",403,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",772,1454
2004,"PSA 403",403,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",830,1595
2005,"PSA 403",403,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",804,1686
2006,"PSA 403",403,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",792,1735
2007,"PSA 403",403,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",743,1717
2008,"PSA 403",403,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",795,1864
2009,"PSA 403",403,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",941,2476
2010,"PSA 403",403,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1017,3044
2011,"PSA 403",403,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1044,3502
2012,"PSA 403",403,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1116,3763
2013,"PSA 403",403,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1066,3835
2014,"PSA 403",403,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",887,3522
2015,"PSA 403",403,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",845,3622
2000,"PSA 404",404,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",519,994
2001,"PSA 404",404,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",468,875
2002,"PSA 404",404,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",450,891
2003,"PSA 404",404,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",452,1002
2004,"PSA 404",404,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",470,1088
2005,"PSA 404",404,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",524,1157
2006,"PSA 404",404,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",488,1175
2007,"PSA 404",404,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",424,1157
2008,"PSA 404",404,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",403,1169
2009,"PSA 404",404,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",466,1595
2010,"PSA 404",404,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",549,2077
2011,"PSA 404",404,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",577,2485
2012,"PSA 404",404,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",633,2794
2013,"PSA 404",404,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",603,2811
2014,"PSA 404",404,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",533,2506
2015,"PSA 404",404,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",488,2556
2000,"PSA 405",405,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",551,950
2001,"PSA 405",405,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",554,869
2002,"PSA 405",405,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",551,887
2003,"PSA 405",405,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",611,1081
2004,"PSA 405",405,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",624,1260
2005,"PSA 405",405,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",648,1391
2006,"PSA 405",405,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",571,1347
