"timeframe","cluster2017","cluster2017_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2005,"Cluster 20","Cluster 20","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",426,873
2006,"Cluster 20","Cluster 20","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",398,866
2007,"Cluster 20","Cluster 20","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",390,920
2008,"Cluster 20","Cluster 20","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",447,1037
2009,"Cluster 20","Cluster 20","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",458,1246
2010,"Cluster 20","Cluster 20","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",516,1462
2011,"Cluster 20","Cluster 20","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",571,1807
2012,"Cluster 20","Cluster 20","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",544,1903
2013,"Cluster 20","Cluster 20","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",498,1841
2014,"Cluster 20","Cluster 20","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",483,1771
2015,"Cluster 20","Cluster 20","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",467,1813
2000,"Cluster 21","Cluster 21","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2023,3534
2001,"Cluster 21","Cluster 21","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1830,3364
2002,"Cluster 21","Cluster 21","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1833,3352
2003,"Cluster 21","Cluster 21","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1785,3680
2004,"Cluster 21","Cluster 21","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1906,3992
2005,"Cluster 21","Cluster 21","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1848,4006
2006,"Cluster 21","Cluster 21","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1646,3688
2007,"Cluster 21","Cluster 21","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1504,3607
2008,"Cluster 21","Cluster 21","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1502,3683
2009,"Cluster 21","Cluster 21","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1565,4250
2010,"Cluster 21","Cluster 21","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1540,4567
2011,"Cluster 21","Cluster 21","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1629,5197
2012,"Cluster 21","Cluster 21","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1521,5156
2013,"Cluster 21","Cluster 21","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1415,5075
2014,"Cluster 21","Cluster 21","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1322,4684
2015,"Cluster 21","Cluster 21","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1200,4481
2000,"Cluster 22","Cluster 22","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1029,1657
2001,"Cluster 22","Cluster 22","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1093,1677
2002,"Cluster 22","Cluster 22","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1194,1847
2003,"Cluster 22","Cluster 22","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1200,2137
2004,"Cluster 22","Cluster 22","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1372,2407
2005,"Cluster 22","Cluster 22","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1466,2581
2006,"Cluster 22","Cluster 22","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1390,2536
2007,"Cluster 22","Cluster 22","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1249,2449
2008,"Cluster 22","Cluster 22","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1199,2616
2009,"Cluster 22","Cluster 22","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1278,3029
2010,"Cluster 22","Cluster 22","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1299,3295
2011,"Cluster 22","Cluster 22","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1332,3765
2012,"Cluster 22","Cluster 22","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1424,4130
2013,"Cluster 22","Cluster 22","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1407,4181
2014,"Cluster 22","Cluster 22","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1403,3975
2015,"Cluster 22","Cluster 22","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1330,3931
2000,"Cluster 23","Cluster 23","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2161,3555
2001,"Cluster 23","Cluster 23","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2142,3609
2002,"Cluster 23","Cluster 23","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2209,3770
2003,"Cluster 23","Cluster 23","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2392,4401
2004,"Cluster 23","Cluster 23","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2841,5168
2005,"Cluster 23","Cluster 23","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2701,5318
2006,"Cluster 23","Cluster 23","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2537,5056
2007,"Cluster 23","Cluster 23","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2257,4899
2008,"Cluster 23","Cluster 23","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2383,5357
2009,"Cluster 23","Cluster 23","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2401,6072
2010,"Cluster 23","Cluster 23","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2253,6576
2011,"Cluster 23","Cluster 23","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2331,7151
2012,"Cluster 23","Cluster 23","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2352,7332
2013,"Cluster 23","Cluster 23","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2296,7410
2014,"Cluster 23","Cluster 23","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2143,6819
2015,"Cluster 23","Cluster 23","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2006,6452
2000,"Cluster 24","Cluster 24","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",256,617
2001,"Cluster 24","Cluster 24","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",252,549
2002,"Cluster 24","Cluster 24","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",284,580
2003,"Cluster 24","Cluster 24","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",287,669
2004,"Cluster 24","Cluster 24","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",321,741
2005,"Cluster 24","Cluster 24","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",327,784
2006,"Cluster 24","Cluster 24","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",316,778
2007,"Cluster 24","Cluster 24","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",278,760
2008,"Cluster 24","Cluster 24","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",278,848
2009,"Cluster 24","Cluster 24","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",283,1025
2010,"Cluster 24","Cluster 24","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",325,1174
2011,"Cluster 24","Cluster 24","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",362,1453
2012,"Cluster 24","Cluster 24","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",370,1567
2013,"Cluster 24","Cluster 24","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",365,1587
2014,"Cluster 24","Cluster 24","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",334,1483
2015,"Cluster 24","Cluster 24","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",336,1532
2000,"Cluster 25","Cluster 25","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2021,3968
2001,"Cluster 25","Cluster 25","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2018,3812
2002,"Cluster 25","Cluster 25","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2061,4354
2003,"Cluster 25","Cluster 25","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2147,5284
2004,"Cluster 25","Cluster 25","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2171,6067
2005,"Cluster 25","Cluster 25","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2085,6146
2006,"Cluster 25","Cluster 25","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1827,5614
2007,"Cluster 25","Cluster 25","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1556,5427
2008,"Cluster 25","Cluster 25","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1437,5710
2009,"Cluster 25","Cluster 25","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1536,6534
2010,"Cluster 25","Cluster 25","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1566,7219
2011,"Cluster 25","Cluster 25","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1602,7628
2012,"Cluster 25","Cluster 25","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1557,7574
2013,"Cluster 25","Cluster 25","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1423,7382
2014,"Cluster 25","Cluster 25","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1404,6734
2015,"Cluster 25","Cluster 25","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1252,6406
2000,"Cluster 26","Cluster 26","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1289,2833
2001,"Cluster 26","Cluster 26","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1344,2419
2002,"Cluster 26","Cluster 26","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1186,2190
2003,"Cluster 26","Cluster 26","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1151,2156
2004,"Cluster 26","Cluster 26","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1238,2197
2005,"Cluster 26","Cluster 26","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1198,2124
2006,"Cluster 26","Cluster 26","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1069,2155
2007,"Cluster 26","Cluster 26","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",983,2103
2008,"Cluster 26","Cluster 26","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",947,2205
2009,"Cluster 26","Cluster 26","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",953,2319
2010,"Cluster 26","Cluster 26","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",993,2559
2011,"Cluster 26","Cluster 26","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",977,2782
2012,"Cluster 26","Cluster 26","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1028,2792
2013,"Cluster 26","Cluster 26","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1168,3056
2014,"Cluster 26","Cluster 26","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1120,2829
2015,"Cluster 26","Cluster 26","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",984,2629
2000,"Cluster 27","Cluster 27","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",470,819
2001,"Cluster 27","Cluster 27","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",446,815
2002,"Cluster 27","Cluster 27","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",396,777
2003,"Cluster 27","Cluster 27","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",400,804
2004,"Cluster 27","Cluster 27","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",258,529
2005,"Cluster 27","Cluster 27","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",109,221
2006,"Cluster 27","Cluster 27","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",45,111
2007,"Cluster 27","Cluster 27","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",21,101
2008,"Cluster 27","Cluster 27","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",28,127
2009,"Cluster 27","Cluster 27","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",31,164
2010,"Cluster 27","Cluster 27","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",36,208
2011,"Cluster 27","Cluster 27","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",36,273
2012,"Cluster 27","Cluster 27","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",47,318
2013,"Cluster 27","Cluster 27","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",101,417
2014,"Cluster 27","Cluster 27","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",111,434
2015,"Cluster 27","Cluster 27","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",98,435
2000,"Cluster 28","Cluster 28","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1419,2126
2001,"Cluster 28","Cluster 28","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1422,2061
2002,"Cluster 28","Cluster 28","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1531,2281
2003,"Cluster 28","Cluster 28","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1732,2550
2004,"Cluster 28","Cluster 28","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1887,2824
2005,"Cluster 28","Cluster 28","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1804,2867
2006,"Cluster 28","Cluster 28","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1725,2862
2007,"Cluster 28","Cluster 28","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1556,2811
2008,"Cluster 28","Cluster 28","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1556,3025
2009,"Cluster 28","Cluster 28","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1629,3475
2010,"Cluster 28","Cluster 28","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1620,3778
2011,"Cluster 28","Cluster 28","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1595,4162
2012,"Cluster 28","Cluster 28","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1697,4473
2013,"Cluster 28","Cluster 28","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1672,4664
2014,"Cluster 28","Cluster 28","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1713,4543
2015,"Cluster 28","Cluster 28","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1694,4718
2000,"Cluster 29","Cluster 29","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",461,791
2001,"Cluster 29","Cluster 29","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",467,750
2002,"Cluster 29","Cluster 29","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",540,815
2003,"Cluster 29","Cluster 29","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",533,839
2004,"Cluster 29","Cluster 29","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",551,887
2005,"Cluster 29","Cluster 29","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",570,989
2006,"Cluster 29","Cluster 29","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",562,994
2007,"Cluster 29","Cluster 29","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",594,948
2008,"Cluster 29","Cluster 29","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",586,1000
2009,"Cluster 29","Cluster 29","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",668,1186
2010,"Cluster 29","Cluster 29","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",690,1282
2011,"Cluster 29","Cluster 29","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",684,1417
2012,"Cluster 29","Cluster 29","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",701,1459
2013,"Cluster 29","Cluster 29","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",706,1498
2014,"Cluster 29","Cluster 29","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",650,1449
2015,"Cluster 29","Cluster 29","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",612,1447
2000,"Cluster 03","Cluster 3","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",640,1232
2001,"Cluster 03","Cluster 3","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",566,1134
2002,"Cluster 03","Cluster 3","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",542,1109
2003,"Cluster 03","Cluster 3","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",535,1134
2004,"Cluster 03","Cluster 3","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",568,1141
2005,"Cluster 03","Cluster 3","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",524,1094
2006,"Cluster 03","Cluster 3","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",403,1018
2007,"Cluster 03","Cluster 3","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",399,978
2008,"Cluster 03","Cluster 3","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",380,952
2009,"Cluster 03","Cluster 3","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",356,1060
2010,"Cluster 03","Cluster 3","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",357,1251
2011,"Cluster 03","Cluster 3","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",318,1400
2012,"Cluster 03","Cluster 3","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",317,1432
2013,"Cluster 03","Cluster 3","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",327,1395
2014,"Cluster 03","Cluster 3","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",302,1270
2015,"Cluster 03","Cluster 3","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",252,1238
2000,"Cluster 30","Cluster 30","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1050,1917
2001,"Cluster 30","Cluster 30","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",988,1731
2002,"Cluster 30","Cluster 30","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1024,1785
2003,"Cluster 30","Cluster 30","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1006,1837
2004,"Cluster 30","Cluster 30","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1038,1985
2005,"Cluster 30","Cluster 30","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1089,2105
2006,"Cluster 30","Cluster 30","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1060,2172
2007,"Cluster 30","Cluster 30","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1117,2167
2008,"Cluster 30","Cluster 30","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1064,2136
2009,"Cluster 30","Cluster 30","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1073,2311
2010,"Cluster 30","Cluster 30","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1119,2606
2011,"Cluster 30","Cluster 30","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1136,2862
2012,"Cluster 30","Cluster 30","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1225,3020
2013,"Cluster 30","Cluster 30","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1223,3195
2014,"Cluster 30","Cluster 30","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1243,3257
2015,"Cluster 30","Cluster 30","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1245,3392
2000,"Cluster 31","Cluster 31","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2302,3885
2001,"Cluster 31","Cluster 31","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2325,3774
2002,"Cluster 31","Cluster 31","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2413,3811
2003,"Cluster 31","Cluster 31","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2401,4021
2004,"Cluster 31","Cluster 31","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2362,4094
2005,"Cluster 31","Cluster 31","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2522,4490
2006,"Cluster 31","Cluster 31","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2510,4650
2007,"Cluster 31","Cluster 31","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2422,4531
2008,"Cluster 31","Cluster 31","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2387,4663
2009,"Cluster 31","Cluster 31","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2536,5297
2010,"Cluster 31","Cluster 31","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2577,5682
2011,"Cluster 31","Cluster 31","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2537,6165
2012,"Cluster 31","Cluster 31","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2519,6391
2013,"Cluster 31","Cluster 31","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2521,6641
2014,"Cluster 31","Cluster 31","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2481,6558
2015,"Cluster 31","Cluster 31","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2486,6680
2000,"Cluster 32","Cluster 32","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1810,2860
2001,"Cluster 32","Cluster 32","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1873,2891
2002,"Cluster 32","Cluster 32","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1881,2920
2003,"Cluster 32","Cluster 32","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1784,3150
2004,"Cluster 32","Cluster 32","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1927,3465
2005,"Cluster 32","Cluster 32","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1927,3565
2006,"Cluster 32","Cluster 32","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1867,3739
2007,"Cluster 32","Cluster 32","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1772,3675
2008,"Cluster 32","Cluster 32","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1797,3971
2009,"Cluster 32","Cluster 32","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2050,4736
2010,"Cluster 32","Cluster 32","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1998,5105
2011,"Cluster 32","Cluster 32","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2073,5860
2012,"Cluster 32","Cluster 32","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2169,6258
2013,"Cluster 32","Cluster 32","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2149,6494
2014,"Cluster 32","Cluster 32","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2047,6240
2015,"Cluster 32","Cluster 32","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2041,6256
2000,"Cluster 33","Cluster 33","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3079,4912
2001,"Cluster 33","Cluster 33","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",3250,4894
2002,"Cluster 33","Cluster 33","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",3375,5053
2003,"Cluster 33","Cluster 33","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3187,5256
2004,"Cluster 33","Cluster 33","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",3265,5408
2005,"Cluster 33","Cluster 33","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",3238,5626
2006,"Cluster 33","Cluster 33","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",3153,5691
2007,"Cluster 33","Cluster 33","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2982,5541
2008,"Cluster 33","Cluster 33","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2971,5612
2009,"Cluster 33","Cluster 33","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",3220,6588
2010,"Cluster 33","Cluster 33","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",3354,7671
2011,"Cluster 33","Cluster 33","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",3558,8545
2012,"Cluster 33","Cluster 33","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",3553,9005
2013,"Cluster 33","Cluster 33","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",3644,9552
2014,"Cluster 33","Cluster 33","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",3580,9195
2015,"Cluster 33","Cluster 33","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",3379,8994
2000,"Cluster 34","Cluster 34","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1342,2329
2001,"Cluster 34","Cluster 34","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1345,2217
2002,"Cluster 34","Cluster 34","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1469,2483
2003,"Cluster 34","Cluster 34","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1536,2857
2004,"Cluster 34","Cluster 34","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1580,2949
2005,"Cluster 34","Cluster 34","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1653,3298
2006,"Cluster 34","Cluster 34","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1630,3438
2007,"Cluster 34","Cluster 34","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1627,3555
2008,"Cluster 34","Cluster 34","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1626,3782
2009,"Cluster 34","Cluster 34","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1809,4471
2010,"Cluster 34","Cluster 34","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1892,5262
2011,"Cluster 34","Cluster 34","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2034,6123
2012,"Cluster 34","Cluster 34","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2199,6671
2013,"Cluster 34","Cluster 34","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2244,6942
