"timeframe","cluster2017","cluster2017_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
"2014-18","Cluster 38","Cluster 38","01JAN2014","31DEC2018","X","X","X","X","X","X","X","X",31,"X","X"
"2014-18","Cluster 39","Cluster 39","01JAN2014","31DEC2018","X","X","X","X","X","X","X","X",-2.7,"X","X"
"2014-18","Cluster 40","Cluster 40","01JAN2014","31DEC2018","X","X","X","X","X","X","X","X",-42,"X","X"
"2014-18","Cluster 41","Cluster 41","01JAN2014","31DEC2018","X","X","X","X","X","X","X","X",-1.1,"X","X"
"2014-18","Cluster 43","Cluster 43","01JAN2014","31DEC2018","X","X","X","X","X","X","X","X",77,"X","X"
"2014-18","Cluster 44","Cluster 44","01JAN2014","31DEC2018","X","X","X","X","X","X","X","X",16,"X","X"
"2014-18","Cluster 46","Cluster 46","01JAN2014","31DEC2018","X","X","X","X","X","X","X","X",".","X","X"
2000,"Cluster 01","Cluster 1","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",33,"X","X"
2000,"Cluster 02","Cluster 2","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",14,"X","X"
2000,"Cluster 03","Cluster 3","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",7.5,"X","X"
2000,"Cluster 04","Cluster 4","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",21,"X","X"
2000,"Cluster 05","Cluster 5","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",14,"X","X"
2000,"Cluster 06","Cluster 6","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",31,"X","X"
2000,"Cluster 07","Cluster 7","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",11,"X","X"
2000,"Cluster 08","Cluster 8","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",37,"X","X"
2000,"Cluster 09","Cluster 9","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-24,"X","X"
2000,"Cluster 10","Cluster 10","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",21,"X","X"
2000,"Cluster 11","Cluster 11","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",32,"X","X"
2000,"Cluster 12","Cluster 12","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",11,"X","X"
2000,"Cluster 13","Cluster 13","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",19,"X","X"
2000,"Cluster 14","Cluster 14","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-5.8,"X","X"
2000,"Cluster 15","Cluster 15","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",4.0,"X","X"
2000,"Cluster 16","Cluster 16","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",3.4,"X","X"
2000,"Cluster 17","Cluster 17","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-3.4,"X","X"
2000,"Cluster 18","Cluster 18","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",6.1,"X","X"
2000,"Cluster 19","Cluster 19","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-2.6,"X","X"
2000,"Cluster 20","Cluster 20","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-9.2,"X","X"
2000,"Cluster 21","Cluster 21","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-5.8,"X","X"
2000,"Cluster 22","Cluster 22","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",6.3,"X","X"
2000,"Cluster 23","Cluster 23","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-2.4,"X","X"
2000,"Cluster 24","Cluster 24","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",0.4,"X","X"
2000,"Cluster 25","Cluster 25","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",2.4,"X","X"
2000,"Cluster 26","Cluster 26","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",15,"X","X"
2000,"Cluster 27","Cluster 27","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-8.2,"X","X"
2000,"Cluster 28","Cluster 28","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-11,"X","X"
2000,"Cluster 29","Cluster 29","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-34,"X","X"
2000,"Cluster 30","Cluster 30","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-13,"X","X"
2000,"Cluster 31","Cluster 31","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",0.6,"X","X"
2000,"Cluster 32","Cluster 32","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-11,"X","X"
2000,"Cluster 33","Cluster 33","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-6.2,"X","X"
2000,"Cluster 34","Cluster 34","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",3.2,"X","X"
2000,"Cluster 35","Cluster 35","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-11,"X","X"
2000,"Cluster 36","Cluster 36","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-9.3,"X","X"
2000,"Cluster 37","Cluster 37","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-24,"X","X"
2000,"Cluster 38","Cluster 38","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-13,"X","X"
2000,"Cluster 39","Cluster 39","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",2.7,"X","X"
2000,"Cluster 40","Cluster 40","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",12,"X","X"
2000,"Cluster 41","Cluster 41","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",0.3,"X","X"
2000,"Cluster 43","Cluster 43","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-3.9,"X","X"
2000,"Cluster 44","Cluster 44","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",13,"X","X"
2000,"Cluster 46","Cluster 46","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",".","X","X"
2000,"Cluster 01","Cluster 1","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",247,546
2001,"Cluster 01","Cluster 1","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",241,526
2002,"Cluster 01","Cluster 1","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",233,536
2003,"Cluster 01","Cluster 1","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",212,550
2004,"Cluster 01","Cluster 1","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",178,565
2005,"Cluster 01","Cluster 1","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",155,533
2006,"Cluster 01","Cluster 1","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",128,526
2007,"Cluster 01","Cluster 1","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",121,516
2008,"Cluster 01","Cluster 1","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",118,464
2009,"Cluster 01","Cluster 1","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",137,562
2010,"Cluster 01","Cluster 1","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",145,655
2011,"Cluster 01","Cluster 1","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",163,790
2012,"Cluster 01","Cluster 1","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",133,855
2013,"Cluster 01","Cluster 1","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",147,857
2014,"Cluster 01","Cluster 1","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",125,767
2015,"Cluster 01","Cluster 1","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",139,759
2000,"Cluster 10","Cluster 10","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",4.1,57
2001,"Cluster 10","Cluster 10","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",4.0,49
2002,"Cluster 10","Cluster 10","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",6.2,46
2003,"Cluster 10","Cluster 10","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3.6,50
2004,"Cluster 10","Cluster 10","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",5.0,63
2005,"Cluster 10","Cluster 10","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.0,60
2006,"Cluster 10","Cluster 10","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",8.6,70
2007,"Cluster 10","Cluster 10","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",7.8,61
2008,"Cluster 10","Cluster 10","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",7.2,61
2009,"Cluster 10","Cluster 10","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6.7,74
2010,"Cluster 10","Cluster 10","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",12,107
2011,"Cluster 10","Cluster 10","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",13,121
2012,"Cluster 10","Cluster 10","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",11,146
2013,"Cluster 10","Cluster 10","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",11,169
2014,"Cluster 10","Cluster 10","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",13,152
2015,"Cluster 10","Cluster 10","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",12,182
2000,"Cluster 11","Cluster 11","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1.9,30
2001,"Cluster 11","Cluster 11","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1.9,28
2002,"Cluster 11","Cluster 11","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",6.8,31
2003,"Cluster 11","Cluster 11","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3.4,31
2004,"Cluster 11","Cluster 11","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1.1,33
2005,"Cluster 11","Cluster 11","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2.4,41
2006,"Cluster 11","Cluster 11","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",5.1,50
2007,"Cluster 11","Cluster 11","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",4.1,50
2008,"Cluster 11","Cluster 11","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",4.7,49
2009,"Cluster 11","Cluster 11","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",4.9,66
2010,"Cluster 11","Cluster 11","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",6.7,83
2011,"Cluster 11","Cluster 11","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",11,94
2012,"Cluster 11","Cluster 11","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",14,91
2013,"Cluster 11","Cluster 11","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",9.7,104
2014,"Cluster 11","Cluster 11","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",9.8,100
2015,"Cluster 11","Cluster 11","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",8.3,125
2000,"Cluster 12","Cluster 12","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1.4,20
2001,"Cluster 12","Cluster 12","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",4.9,20
2002,"Cluster 12","Cluster 12","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",6.5,24
2003,"Cluster 12","Cluster 12","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3.5,24
2004,"Cluster 12","Cluster 12","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",4.7,29
2005,"Cluster 12","Cluster 12","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2.0,25
2006,"Cluster 12","Cluster 12","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",3.5,35
2007,"Cluster 12","Cluster 12","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",9.6,32
2008,"Cluster 12","Cluster 12","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",6.1,32
2009,"Cluster 12","Cluster 12","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",8.6,47
2010,"Cluster 12","Cluster 12","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",9.1,56
2011,"Cluster 12","Cluster 12","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",14,68
2012,"Cluster 12","Cluster 12","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",13,69
2013,"Cluster 12","Cluster 12","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",11,74
2014,"Cluster 12","Cluster 12","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",11,76
2015,"Cluster 12","Cluster 12","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",8.6,82
2000,"Cluster 13","Cluster 13","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",8.1,16
2001,"Cluster 13","Cluster 13","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",4.6,14
2002,"Cluster 13","Cluster 13","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",4.3,12
2003,"Cluster 13","Cluster 13","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2.0,15
2004,"Cluster 13","Cluster 13","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",4.0,17
2005,"Cluster 13","Cluster 13","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",7.1,20
2006,"Cluster 13","Cluster 13","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",0.0,12
2007,"Cluster 13","Cluster 13","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",0.0,11
2008,"Cluster 13","Cluster 13","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",0.0,12
2009,"Cluster 13","Cluster 13","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",0.0,17
2010,"Cluster 13","Cluster 13","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1.0,18
2011,"Cluster 13","Cluster 13","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",8.6,39
2012,"Cluster 13","Cluster 13","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",14,70
2013,"Cluster 13","Cluster 13","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",15,74
2014,"Cluster 13","Cluster 13","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",7.8,69
2015,"Cluster 13","Cluster 13","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",5.6,78
2000,"Cluster 14","Cluster 14","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",22,69
2001,"Cluster 14","Cluster 14","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",20,55
2002,"Cluster 14","Cluster 14","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",16,59
2003,"Cluster 14","Cluster 14","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",14,57
2004,"Cluster 14","Cluster 14","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",21,69
2005,"Cluster 14","Cluster 14","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",12,64
2006,"Cluster 14","Cluster 14","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",14,66
2007,"Cluster 14","Cluster 14","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",14,59
2008,"Cluster 14","Cluster 14","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",15,63
2009,"Cluster 14","Cluster 14","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",19,105
2010,"Cluster 14","Cluster 14","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",14,126
2011,"Cluster 14","Cluster 14","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",15,147
2012,"Cluster 14","Cluster 14","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",16,183
2013,"Cluster 14","Cluster 14","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",18,181
2014,"Cluster 14","Cluster 14","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",8.6,186
2015,"Cluster 14","Cluster 14","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",11,192
2000,"Cluster 15","Cluster 15","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",6.7,42
2001,"Cluster 15","Cluster 15","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",10,40
2002,"Cluster 15","Cluster 15","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",12,44
2003,"Cluster 15","Cluster 15","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",13,37
2004,"Cluster 15","Cluster 15","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",8.5,47
2005,"Cluster 15","Cluster 15","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",8.6,47
2006,"Cluster 15","Cluster 15","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",8.4,46
2007,"Cluster 15","Cluster 15","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",5.1,46
2008,"Cluster 15","Cluster 15","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",3.6,40
2009,"Cluster 15","Cluster 15","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",3.9,43
2010,"Cluster 15","Cluster 15","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",7.1,58
2011,"Cluster 15","Cluster 15","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",4.8,74
2012,"Cluster 15","Cluster 15","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",3.5,73
2013,"Cluster 15","Cluster 15","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",7.3,84
2014,"Cluster 15","Cluster 15","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",7.3,94
2015,"Cluster 15","Cluster 15","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1.6,100
2000,"Cluster 16","Cluster 16","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",29,62
2001,"Cluster 16","Cluster 16","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",27,57
2002,"Cluster 16","Cluster 16","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",31,63
2003,"Cluster 16","Cluster 16","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",33,72
2004,"Cluster 16","Cluster 16","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",36,77
2005,"Cluster 16","Cluster 16","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",53,93
2006,"Cluster 16","Cluster 16","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",33,92
2007,"Cluster 16","Cluster 16","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",36,101
2008,"Cluster 16","Cluster 16","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",36,102
2009,"Cluster 16","Cluster 16","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",42,152
2010,"Cluster 16","Cluster 16","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",44,179
2011,"Cluster 16","Cluster 16","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",55,201
2012,"Cluster 16","Cluster 16","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",50,207
2013,"Cluster 16","Cluster 16","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",55,201
2014,"Cluster 16","Cluster 16","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",64,196
2015,"Cluster 16","Cluster 16","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",59,214
2000,"Cluster 17","Cluster 17","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",737,1410
2001,"Cluster 17","Cluster 17","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",726,1341
2002,"Cluster 17","Cluster 17","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",737,1314
2003,"Cluster 17","Cluster 17","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",757,1506
2004,"Cluster 17","Cluster 17","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",793,1702
2005,"Cluster 17","Cluster 17","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",786,1801
2006,"Cluster 17","Cluster 17","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",824,1942
2007,"Cluster 17","Cluster 17","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",775,1943
2008,"Cluster 17","Cluster 17","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",836,2135
2009,"Cluster 17","Cluster 17","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",939,2685
2010,"Cluster 17","Cluster 17","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1054,3390
2011,"Cluster 17","Cluster 17","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1141,4150
2012,"Cluster 17","Cluster 17","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1239,4579
2013,"Cluster 17","Cluster 17","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1131,4605
2014,"Cluster 17","Cluster 17","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1091,4340
2015,"Cluster 17","Cluster 17","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1069,4489
2000,"Cluster 18","Cluster 18","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2160,4032
2001,"Cluster 18","Cluster 18","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2057,3675
2002,"Cluster 18","Cluster 18","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2129,3619
2003,"Cluster 18","Cluster 18","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2109,4018
2004,"Cluster 18","Cluster 18","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2204,4314
2005,"Cluster 18","Cluster 18","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2238,4552
2006,"Cluster 18","Cluster 18","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2154,4691
2007,"Cluster 18","Cluster 18","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1935,4670
2008,"Cluster 18","Cluster 18","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1978,4948
2009,"Cluster 18","Cluster 18","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2270,6423
2010,"Cluster 18","Cluster 18","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2497,7935
2011,"Cluster 18","Cluster 18","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2614,9224
2012,"Cluster 18","Cluster 18","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2807,9927
2013,"Cluster 18","Cluster 18","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2669,10002
2014,"Cluster 18","Cluster 18","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2291,9121
2015,"Cluster 18","Cluster 18","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2131,9226
2000,"Cluster 19","Cluster 19","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",513,949
2001,"Cluster 19","Cluster 19","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",505,852
2002,"Cluster 19","Cluster 19","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",530,867
2003,"Cluster 19","Cluster 19","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",549,967
2004,"Cluster 19","Cluster 19","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",595,1117
2005,"Cluster 19","Cluster 19","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",577,1194
2006,"Cluster 19","Cluster 19","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",515,1170
2007,"Cluster 19","Cluster 19","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",521,1201
2008,"Cluster 19","Cluster 19","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",592,1406
2009,"Cluster 19","Cluster 19","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",644,1682
2010,"Cluster 19","Cluster 19","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",682,2049
2011,"Cluster 19","Cluster 19","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",762,2536
2012,"Cluster 19","Cluster 19","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",778,2713
2013,"Cluster 19","Cluster 19","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",741,2773
2014,"Cluster 19","Cluster 19","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",737,2627
2015,"Cluster 19","Cluster 19","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",682,2763
2000,"Cluster 02","Cluster 2","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3366,6356
2001,"Cluster 02","Cluster 2","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",3389,6071
2002,"Cluster 02","Cluster 2","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",3322,5864
2003,"Cluster 02","Cluster 2","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3144,5940
2004,"Cluster 02","Cluster 2","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",3116,5937
2005,"Cluster 02","Cluster 2","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",3001,6138
2006,"Cluster 02","Cluster 2","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2586,5831
2007,"Cluster 02","Cluster 2","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2425,5629
2008,"Cluster 02","Cluster 2","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2348,5580
2009,"Cluster 02","Cluster 2","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2510,6558
2010,"Cluster 02","Cluster 2","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2675,7921
2011,"Cluster 02","Cluster 2","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2614,8965
2012,"Cluster 02","Cluster 2","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2521,9186
2013,"Cluster 02","Cluster 2","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2383,9422
2014,"Cluster 02","Cluster 2","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2139,8744
2015,"Cluster 02","Cluster 2","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1941,8711
2000,"Cluster 20","Cluster 20","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",369,578
2001,"Cluster 20","Cluster 20","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",372,557
2002,"Cluster 20","Cluster 20","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",369,563
2003,"Cluster 20","Cluster 20","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",394,691
2004,"Cluster 20","Cluster 20","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",397,813
