"timeframe","Cluster_tr2000","TotPop","cluster_tr2000_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","indc"
1990,"Cluster 11",10735.00,11,"01JAN1990","31DEC1990",16.0689,17.4197,17.4197,3.8565,86.4741,5.3284,4.1733,5.3000,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 12",14978.00,12,"01JAN1990","31DEC1990",9.1868,19.0146,18.7608,6.0489,82.3007,7.2306,4.2396,10.1842,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 13",17418.00,13,"01JAN1990","31DEC1990",12.8717,12.9004,17.6656,3.6858,86.5312,5.3221,4.4035,14.5115,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 14",11432.00,14,"01JAN1990","31DEC1990",6.4206,18.0546,24.0903,5.4409,78.0966,10.5756,5.7120,32.3105,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 15",12386.00,15,"01JAN1990","31DEC1990",11.1658,17.6732,20.1033,5.7565,82.4076,8.2916,3.3667,10.3527,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 16",4485.00,16,"01JAN1990","31DEC1990",18.0602,17.2129,6.0647,71.9287,25.3289,0.9142,1.5385,24.8889,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 17",19428.00,17,"01JAN1990","31DEC1990",18.6741,15.6784,12.4408,86.4114,6.5627,5.2862,1.0964,44.1795,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 18",40551.00,18,"01JAN1990","31DEC1990",19.0747,17.0403,10.8678,88.4886,5.8445,4.8359,0.4981,54.0758,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 19",13768.00,19,"01JAN1990","31DEC1990",14.5119,13.5822,3.3919,79.9680,16.3568,1.9974,0.8643,54.4845,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 20",9718.00,20,"01JAN1990","31DEC1990",15.7028,17.3698,4.6717,83.7621,13.6654,1.4921,0.7409,40.4686,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 21",20862.00,21,"01JAN1990","31DEC1990",21.6039,14.6774,3.5711,90.3125,7.0607,1.7592,0.5752,57.9261,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 22",10065.00,22,"01JAN1990","31DEC1990",23.2588,15.4198,3.3681,89.1505,8.1570,1.6791,0.6855,55.8923,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 23",17270.00,23,"01JAN1990","31DEC1990",25.7556,14.5107,1.8761,95.5182,3.0805,0.4227,0.2548,66.1559,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 24",11876.00,24,"01JAN1990","31DEC1990",17.8427,24.6127,3.2166,94.4342,3.6123,0.9010,0.1516,41.6595,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 25",30458.00,25,"01JAN1990","31DEC1990",16.8987,12.4368,3.2471,70.2279,27.2211,1.8123,0.6468,55.1994,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 26",19849.00,26,"01JAN1990","31DEC1990",11.7185,8.7914,4.8012,51.0907,45.5892,1.7482,1.2897,41.5398,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 27",5040.00,27,"01JAN1990","31DEC1990",27.1825,12.2421,1.3889,84.5635,13.2143,0.7937,0.7143,79.1436,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 28",5689.00,28,"01JAN1990","31DEC1990",32.2904,7.5057,1.8281,96.1680,2.8828,0.7734,0.0000,71.3273,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 29",1341.00,29,"01JAN1990","31DEC1990",23.0425,20.8054,0.0000,98.7323,1.2677,0.0000,0.0000,71.4286,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 30",6342.00,30,"01JAN1990","31DEC1990",29.4229,11.4948,1.0407,99.1485,0.2838,0.4573,0.0000,67.6715,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 31",16056.00,31,"01JAN1990","31DEC1990",26.9370,13.8204,1.2768,97.9634,0.4235,0.7972,0.2304,65.9327,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 32",14126.00,32,"01JAN1990","31DEC1990",24.8549,13.0681,0.5239,97.8055,0.6371,1.1043,0.3256,65.6681,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 33",18877.00,33,"01JAN1990","31DEC1990",29.0300,10.8704,0.6887,99.2795,0.3655,0.1642,0.1377,67.6522,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 34",17404.00,34,"01JAN1990","31DEC1990",21.5008,11.6008,1.2698,94.7598,4.1715,0.4999,0.1264,57.5254,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 35",8756.00,35,"01JAN1990","31DEC1990",19.5866,11.7177,2.9694,85.3129,11.5121,2.4440,0.7309,52.2402,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 36",7473.00,36,"01JAN1990","31DEC1990",31.7008,12.0835,1.4452,96.5610,1.6459,1.3783,0.0000,75.8848,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 37",8235.00,37,"01JAN1990","31DEC1990",37.4985,5.1973,0.8743,99.5386,0.0971,0.1457,0.1336,79.1126,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 38",9532.00,38,"01JAN1990","31DEC1990",35.3861,6.3470,0.5770,98.9929,0.0734,0.2308,0.2413,80.2932,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Cluster 39",36478.00,39,"01JAN1990","31DEC1990",32.3126,4.8824,1.0883,98.0454,1.1048,0.3920,0.0932,71.6556,".",".",".",".",".",".",".",".",".",".",".",1
1990,"Non-cluster area",15299.00,99,"01JAN1990","31DEC1990",21.5374,15.8899,5.1049,42.9636,48.6110,4.7781,3.0460,13.5236,".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 1",".",01,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.9413,-20.024,45.153,1
2010,"Cluster 2",".",02,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.2805,-31.688,-12.709,1
2010,"Cluster 3",".",03,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",20.2014,-34.414,-14.335,1
2010,"Cluster 4",".",04,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",9.1937,45.727,33.542,1
2010,"Cluster 5",".",05,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",37.8487,62.286,-6.648,1
2010,"Cluster 6",".",06,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.2918,-23.831,13.838,1
2010,"Cluster 7",".",07,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",14.5219,-31.929,-9.226,1
2010,"Cluster 8",".",08,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",57.5096,-23.313,4.449,1
2010,"Cluster 9",".",09,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-1.6215,-15.795,-5.540,1
2010,"Cluster 10",".",10,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.8001,17.414,-19.057,1
2010,"Cluster 11",".",11,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",16.4538,17.674,17.105,1
2010,"Cluster 12",".",12,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",3.9925,-4.204,3.010,1
2010,"Cluster 13",".",13,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.8018,25.115,26.787,1
2010,"Cluster 14",".",14,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.1248,10.198,5.123,1
2010,"Cluster 15",".",15,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.2500,18.346,-2.825,1
2010,"Cluster 16",".",16,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-1.8114,-0.554,3.560,1
2010,"Cluster 17",".",17,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.4986,5.800,-8.081,1
2010,"Cluster 18",".",18,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.7613,-9.309,-19.262,1
2010,"Cluster 19",".",19,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",9.4208,12.441,0.760,1
2010,"Cluster 20",".",20,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-7.3204,-23.741,-6.691,1
2010,"Cluster 21",".",21,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.7084,-29.883,-20.912,1
2010,"Cluster 22",".",22,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.0191,-16.098,-15.046,1
2010,"Cluster 23",".",23,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.3209,-13.256,-16.959,1
2010,"Cluster 24",".",24,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",3.3045,-7.468,-14.875,1
2010,"Cluster 25",".",25,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",7.0332,-11.326,-14.711,1
2010,"Cluster 26",".",26,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",13.0889,17.153,9.223,1
2010,"Cluster 27",".",27,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",23.1384,-51.441,-9.623,1
2010,"Cluster 28",".",28,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.0616,-10.565,-3.023,1
2010,"Cluster 29",".",29,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.9907,-8.630,-7.171,1
2010,"Cluster 30",".",30,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",6.5834,-6.038,0.885,1
2010,"Cluster 31",".",31,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.7422,-2.412,-8.975,1
2010,"Cluster 32",".",32,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.1223,-4.023,-7.284,1
2010,"Cluster 33",".",33,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-1.2732,-12.187,-16.439,1
2010,"Cluster 34",".",34,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-3.6882,-10.664,11.952,1
2010,"Cluster 35",".",35,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-4.1994,-23.012,11.770,1
2010,"Cluster 36",".",36,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",18.4050,-2.002,49.771,1
2010,"Cluster 37",".",37,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-6.1075,-20.328,-1.522,1
2010,"Cluster 38",".",38,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",7.1981,-10.862,-1.294,1
2010,"Cluster 39",".",39,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.2294,-14.379,28.921,1
2010,"Non-cluster area",".",99,"01JAN2000","31DEC2010",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-12.6071,-40.618,458.883,1
2000,"Cluster 1",".",01,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.9930,-14.738,-17.388,1
2000,"Cluster 2",".",02,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.2984,1.957,-27.087,1
2000,"Cluster 3",".",03,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-7.2952,-13.998,-29.904,1
2000,"Cluster 4",".",04,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.5873,4.416,-8.976,1
2000,"Cluster 5",".",05,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.5749,-8.386,-5.882,1
2000,"Cluster 6",".",06,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.4029,-31.252,9.673,1
2000,"Cluster 7",".",07,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.0234,6.283,-10.908,1
2000,"Cluster 8",".",08,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",3.7229,20.985,-15.362,1
2000,"Cluster 9",".",09,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.6132,1.565,42.203,1
2000,"Cluster 10",".",10,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",10.5474,4.926,30.060,1
2000,"Cluster 11",".",11,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.2823,14.145,-10.588,1
2000,"Cluster 12",".",12,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.1669,5.451,-27.669,1
2000,"Cluster 13",".",13,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",7.4061,7.092,-1.647,1
2000,"Cluster 14",".",14,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.5367,-3.815,-21.512,1
2000,"Cluster 15",".",15,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.6459,-3.832,-14.299,1
2000,"Cluster 16",".",16,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-10.1449,-10.864,16.451,1
2000,"Cluster 17",".",17,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.0803,-2.095,1.970,1
2000,"Cluster 18",".",18,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-3.2502,13.743,-9.016,1
2000,"Cluster 19",".",19,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-12.3402,-14.715,19.626,1
2000,"Cluster 20",".",20,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-1.4612,23.657,28.377,1
2000,"Cluster 21",".",21,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-11.6624,-3.106,-21.914,1
2000,"Cluster 22",".",22,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-11.5152,-6.066,-15.206,1
2000,"Cluster 23",".",23,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-19.4615,-20.796,-27.294,1
2000,"Cluster 24",".",24,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-4.4459,0.472,2.805,1
2000,"Cluster 25",".",25,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-10.1386,-4.624,-15.839,1
2000,"Cluster 26",".",26,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-6.8517,-14.531,-5.559,1
2000,"Cluster 27",".",27,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-8.0754,13.942,-22.528,1
2000,"Cluster 28",".",28,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-14.3435,-3.647,-7.026,1
2000,"Cluster 29",".",29,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",77.0321,200.000,-10.036,1
2000,"Cluster 30",".",30,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.7594,-0.589,-6.996,1
2000,"Cluster 31",".",31,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-12.1014,-5.110,-11.627,1
2000,"Cluster 32",".",32,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-11.5602,-3.019,-1.083,1
2000,"Cluster 33",".",33,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-20.1144,-11.953,-0.097,1
2000,"Cluster 34",".",34,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-10.7332,-9.033,10.649,1
2000,"Cluster 35",".",35,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-8.3486,4.140,8.480,1
2000,"Cluster 36",".",36,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-14.4253,-0.886,-51.717,1
2000,"Cluster 37",".",37,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.3837,18.523,7.477,1
2000,"Cluster 38",".",38,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-4.9727,11.088,-10.579,1
2000,"Cluster 39",".",39,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-16.1604,-10.495,21.729,1
2000,"Non-cluster area",".",99,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-45.8200,-34.173,-91.896,1

