"timeframe","cluster2017","TotPop","TotPop_m","cluster2017_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","indc"
2010,"Cluster 40",355,".","Cluster 40","01JAN2010","31DEC2010",0.0,0.0,".",21,61,13,3.7,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Cluster 41",839,".","Cluster 41","01JAN2010","31DEC2010",16,18,".",39,51,4.4,4.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Cluster 43",766,".","Cluster 43","01JAN2010","31DEC2010",7.0,9.5,".",91,6.4,1.7,0.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Cluster 44",4748,".","Cluster 44","01JAN2010","31DEC2010",26,3.4,".",51,35,8.9,3.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Cluster 46",292,".","Cluster 46","01JAN2010","31DEC2010",18,21,".",95,1.4,4.1,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 01",18082,".","Cluster 1","01JAN2000","31DEC2000",9.1,6.3,".",18,60,16,6.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 02",45699,".","Cluster 2","01JAN2000","31DEC2000",22,8.3,".",52,13,31,3.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 03",9705,".","Cluster 3","01JAN2000","31DEC2000",15,8.5,".",73,13,11,1.6,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 04",15403,".","Cluster 4","01JAN2000","31DEC2000",5.9,8.0,".",3.9,86,3.8,6.1,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 05",12055,".","Cluster 5","01JAN2000","31DEC2000",1.3,12,".",6.2,75,5.4,13,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 06",19510,".","Cluster 6","01JAN2000","31DEC2000",4.8,6.8,".",13,68,10,8.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 07",16237,".","Cluster 7","01JAN2000","31DEC2000",17,8.6,".",52,24,17,5.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 08",11738,".","Cluster 8","01JAN2000","31DEC2000",20,14,".",66,17,9.8,7.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 09",11779,".","Cluster 9","01JAN2000","31DEC2000",15,15,".",67,25,4.3,2.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 10",15044,".","Cluster 10","01JAN2000","31DEC2000",18,23,".",11,78,4.5,5.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 11",10122,".","Cluster 11","01JAN2000","31DEC2000",18,15,".",4.9,83,5.5,5.7,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 12",10035,".","Cluster 12","01JAN2000","31DEC2000",10,14,".",7.3,78,6.6,7.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 13",15462,".","Cluster 13","01JAN2000","31DEC2000",13,11,".",5.1,81,6.0,5.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 14",18026,".","Cluster 14","01JAN2000","31DEC2000",7.6,14,".",5.5,78,8.4,7.7,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 15",14651,".","Cluster 15","01JAN2000","31DEC2000",9.4,15,".",7.4,79,7.0,5.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 16",3987,".","Cluster 16","01JAN2000","31DEC2000",18,22,".",72,20,4.9,1.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 17",19370,".","Cluster 17","01JAN2000","31DEC2000",19,17,".",81,5.3,13,0.7,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 18",36364,".","Cluster 18","01JAN2000","31DEC2000",23,16,".",76,5.6,16,1.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 19",11692,".","Cluster 19","01JAN2000","31DEC2000",16,20,".",84,12,2.3,1.6,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 20",11866,".","Cluster 20","01JAN2000","31DEC2000",18,20,".",81,13,4.0,1.1,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 21",19979,".","Cluster 21","01JAN2000","31DEC2000",23,13,".",90,5.2,4.1,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 22",13099,".","Cluster 22","01JAN2000","31DEC2000",23,18,".",90,6.0,2.7,0.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 23",14407,".","Cluster 23","01JAN2000","31DEC2000",25,13,".",93,5.0,1.4,0.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 24",6464,".","Cluster 24","01JAN2000","31DEC2000",18,29,".",94,1.9,2.7,0.7,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 25",23060,".","Cluster 25","01JAN2000","31DEC2000",19,12,".",73,23,2.5,1.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 26",25554,".","Cluster 26","01JAN2000","31DEC2000",13,8.7,".",49,46,3.2,2.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 27",1853,".","Cluster 27","01JAN2000","31DEC2000",30,14,".",97,2.6,0.0,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 28",5042,".","Cluster 28","01JAN2000","31DEC2000",36,8.1,".",97,2.1,0.4,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 29",2161,".","Cluster 29","01JAN2000","31DEC2000",39,11,".",97,0.4,0.9,1.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 30",6291,".","Cluster 30","01JAN2000","31DEC2000",31,11,".",98,0.5,1.0,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 31",12717,".","Cluster 31","01JAN2000","31DEC2000",29,14,".",98,0.7,0.6,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 32",12275,".","Cluster 32","01JAN2000","31DEC2000",27,15,".",97,0.5,1.1,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 33",17241,".","Cluster 33","01JAN2000","31DEC2000",32,14,".",99,0.3,0.4,0.5,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 34",16810,".","Cluster 34","01JAN2000","31DEC2000",22,14,".",96,2.3,0.9,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 35",6293,".","Cluster 35","01JAN2000","31DEC2000",22,14,".",93,4.6,1.8,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 36",6374,".","Cluster 36","01JAN2000","31DEC2000",37,6.8,".",99,0.6,0.2,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 37",8448,".","Cluster 37","01JAN2000","31DEC2000",43,5.3,".",99,0.7,0.2,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 38",11503,".","Cluster 38","01JAN2000","31DEC2000",41,6.3,".",98,0.3,0.6,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 39",27035,".","Cluster 39","01JAN2000","31DEC2000",34,7.0,".",97,1.0,0.9,0.5,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 40",615,".","Cluster 40","01JAN2000","31DEC2000",0.0,0.0,".",38,46,11,5.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 41",275,".","Cluster 41","01JAN2000","31DEC2000",17,20,".",64,24,8.2,2.6,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 43",1042,".","Cluster 43","01JAN2000","31DEC2000",18,4.7,".",91,8.9,0.1,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 44",6388,".","Cluster 44","01JAN2000","31DEC2000",35,1.6,".",42,46,7.6,3.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cluster 46",0.0,".","Cluster 46","01JAN2000","31DEC2000","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 01",17719,".","Cluster 1","01JAN1990","31DEC1990",11,7.7,".",26,56,15,2.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 02",45355,".","Cluster 2","01JAN1990","31DEC1990",22,12,".",66,12,21,1.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 03",9951,".","Cluster 3","01JAN1990","31DEC1990",17,12,".",82,9.5,7.6,0.8,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 04",14588,".","Cluster 4","01JAN1990","31DEC1990",5.8,9.2,".",4.4,85,5.7,4.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 05",11390,".","Cluster 5","01JAN1990","31DEC1990",1.4,13,".",5.1,82,4.7,7.2,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 06",18795,".","Cluster 6","01JAN1990","31DEC1990",6.6,7.0,".",19,61,14,5.4,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 07",15611,".","Cluster 7","01JAN1990","31DEC1990",17,10,".",67,21,8.9,2.7,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 08",11009,".","Cluster 8","01JAN1990","31DEC1990",17,17,".",74,13,5.4,7.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 09",11597,".","Cluster 9","01JAN1990","31DEC1990",15,11,".",60,34,2.9,2.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 10",13823,".","Cluster 10","01JAN1990","31DEC1990",19,20,".",8.4,85,3.4,3.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 11",10364,".","Cluster 11","01JAN1990","31DEC1990",15,17,".",4.3,85,5.9,4.2,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 12",10015,".","Cluster 12","01JAN1990","31DEC1990",10,19,".",6.3,83,6.7,4.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 13",14555,".","Cluster 13","01JAN1990","31DEC1990",13,12,".",3.7,86,5.3,4.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 14",17897,".","Cluster 14","01JAN1990","31DEC1990",7.6,16,".",4.6,82,8.7,4.9,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 15",14836,".","Cluster 15","01JAN1990","31DEC1990",9.6,19,".",5.8,82,8.4,3.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 16",4437,".","Cluster 16","01JAN1990","31DEC1990",18,17,".",72,25,0.9,1.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 17",20439,".","Cluster 17","01JAN1990","31DEC1990",19,16,".",88,5.3,4.9,1.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 18",37406,".","Cluster 18","01JAN1990","31DEC1990",19,17,".",88,6.0,5.2,0.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 19",13346,".","Cluster 19","01JAN1990","31DEC1990",16,15,".",84,13,1.8,0.8,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 20",12292,".","Cluster 20","01JAN1990","31DEC1990",15,15,".",80,17,1.9,0.8,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 21",25465,".","Cluster 21","01JAN1990","31DEC1990",19,19,".",82,15,1.8,0.9,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 22",14573,".","Cluster 22","01JAN1990","31DEC1990",22,17,".",90,7.1,1.4,0.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 23",17797,".","Cluster 23","01JAN1990","31DEC1990",26,15,".",95,3.1,0.4,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 24",6607,".","Cluster 24","01JAN1990","31DEC1990",17,27,".",95,3.2,1.0,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 25",25659,".","Cluster 25","01JAN1990","31DEC1990",18,13,".",75,23,1.8,0.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 26",27468,".","Cluster 26","01JAN1990","31DEC1990",14,9.1,".",54,43,1.7,1.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 27",2160,".","Cluster 27","01JAN1990","31DEC1990",23,15,".",83,17,0.0,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 28",5871,".","Cluster 28","01JAN1990","31DEC1990",32,7.5,".",96,2.8,0.8,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 29",1221,".","Cluster 29","01JAN1990","31DEC1990",23,21,".",99,1.3,0.0,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 30",6437,".","Cluster 30","01JAN1990","31DEC1990",30,12,".",99,0.3,0.6,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 31",14346,".","Cluster 31","01JAN1990","31DEC1990",27,14,".",98,0.4,0.7,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 32",13814,".","Cluster 32","01JAN1990","31DEC1990",24,13,".",98,0.8,1.0,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 33",21441,".","Cluster 33","01JAN1990","31DEC1990",29,11,".",99,0.4,0.3,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 34",18981,".","Cluster 34","01JAN1990","31DEC1990",22,11,".",94,4.3,0.7,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 35",6662,".","Cluster 35","01JAN1990","31DEC1990",19,13,".",83,13,2.6,1.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 36",7443,".","Cluster 36","01JAN1990","31DEC1990",32,12,".",97,1.6,1.4,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 37",8083,".","Cluster 37","01JAN1990","31DEC1990",38,5.2,".",100,0.1,0.1,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 38",11792,".","Cluster 38","01JAN1990","31DEC1990",35,6.7,".",98,0.4,0.3,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 39",32957,".","Cluster 39","01JAN1990","31DEC1990",32,4.6,".",98,1.1,0.4,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 40",801,".","Cluster 40","01JAN1990","31DEC1990",0.0,0.5,".",38,52,7.6,1.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 41",279,".","Cluster 41","01JAN1990","31DEC1990",15,17,".",68,26,3.9,1.7,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 43",1970,".","Cluster 43","01JAN1990","31DEC1990",7.6,16,".",84,14,1.5,0.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 44",9319,".","Cluster 44","01JAN1990","31DEC1990",35,3.2,".",44,46,5.7,3.7,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"Cluster 46",0.0,".","Cluster 46","01JAN1990","31DEC1990","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Cluster 01","X",".","Cluster 1","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.8,-20,45,1
2010,"Cluster 02","X",".","Cluster 2","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.3,-30,-10,1
2010,"Cluster 03","X",".","Cluster 3","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",20,-39,-23,1
2010,"Cluster 04","X",".","Cluster 4","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.6,32,33,1
2010,"Cluster 05","X",".","Cluster 5","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",39,72,-4.9,1
2010,"Cluster 06","X",".","Cluster 6","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.5,-42,3.9,1
2010,"Cluster 07","X",".","Cluster 7","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",15,-26,-2.3,1
2010,"Cluster 08","X",".","Cluster 8","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",46,-31,-2.1,1
2010,"Cluster 09","X",".","Cluster 9","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.6,-16,-5.5,1
2010,"Cluster 10","X",".","Cluster 10","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.7,13,-13,1
2010,"Cluster 11","X",".","Cluster 11","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",18,28,13,1
2010,"Cluster 12","X",".","Cluster 12","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.1,-8.1,18,1
2010,"Cluster 13","X",".","Cluster 13","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.6,36,21,1
2010,"Cluster 14","X",".","Cluster 14","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.5,12,17,1
2010,"Cluster 15","X",".","Cluster 15","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.4,14,-15,1
2010,"Cluster 16","X",".","Cluster 16","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-3.5,-2.4,1.1,1
2010,"Cluster 17","X",".","Cluster 17","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.1,6.1,-10.0,1
2010,"Cluster 18","X",".","Cluster 18","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.0,-11,-20,1
2010,"Cluster 19","X",".","Cluster 19","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.4,22,4.9,1
2010,"Cluster 20","X",".","Cluster 20","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.0,-29,-8.8,1
2010,"Cluster 21","X",".","Cluster 21","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.2,-29,14,1
2010,"Cluster 22","X",".","Cluster 22","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-3.1,-14,-17,1
2010,"Cluster 23","X",".","Cluster 23","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",2.6,-14,-18,1
2010,"Cluster 24","X",".","Cluster 24","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.2,-8.4,-18,1
2010,"Cluster 25","X",".","Cluster 25","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.0,-15,-21,1
2010,"Cluster 26","X",".","Cluster 26","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",11,1.1,11,1
2010,"Cluster 27","X",".","Cluster 27","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",51,-75,-9.5,1
2010,"Cluster 28","X",".","Cluster 28","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.0,-12,-2.7,1
2010,"Cluster 29","X",".","Cluster 29","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.9,-3.1,-9.8,1
2010,"Cluster 30","X",".","Cluster 30","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",2.6,-8.6,-8.6,1
2010,"Cluster 31","X",".","Cluster 31","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.7,-1.2,-15,1
2010,"Cluster 32","X",".","Cluster 32","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.3,-3.3,-11,1
2010,"Cluster 33","X",".","Cluster 33","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.2,-12,-5.3,1
2010,"Cluster 34","X",".","Cluster 34","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.9,-13,11,1
2010,"Cluster 35","X",".","Cluster 35","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.3,-22,15,1
2010,"Cluster 36","X",".","Cluster 36","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",19,-1.6,50,1
2010,"Cluster 37","X",".","Cluster 37","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.8,-20,-2.1,1
2010,"Cluster 38","X",".","Cluster 38","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.6,-12,5.6,1
2010,"Cluster 39","X",".","Cluster 39","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.5,-12,29,1
2010,"Cluster 40","X",".","Cluster 40","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-42,".",".",1
2010,"Cluster 41","X",".","Cluster 41","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",206,194,178,1
2010,"Cluster 43","X",".","Cluster 43","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-27,-71,50,1
2010,"Cluster 44","X",".","Cluster 44","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-26,-44,58,1
2010,"Cluster 46","X",".","Cluster 46","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",".",".",".",1
2000,"Cluster 01","X",".","Cluster 1","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",2.0,-15,-17,1
2000,"Cluster 02","X",".","Cluster 2","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.8,2.1,-27,1
2000,"Cluster 03","X",".","Cluster 3","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.5,-18,-30,1
2000,"Cluster 04","X",".","Cluster 4","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.6,7.6,-8.5,1
2000,"Cluster 05","X",".","Cluster 5","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.8,-6.2,-4.7,1
2000,"Cluster 06","X",".","Cluster 6","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.8,-24,-0.1,1
2000,"Cluster 07","X",".","Cluster 7","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.0,3.2,-11,1
2000,"Cluster 08","X",".","Cluster 8","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.6,25,-15,1
2000,"Cluster 09","X",".","Cluster 9","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.6,1.6,42,1
2000,"Cluster 10","X",".","Cluster 10","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.8,5.0,24,1
2000,"Cluster 11","X",".","Cluster 11","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.3,16,-12,1
2000,"Cluster 12","X",".","Cluster 12","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.2,4.5,-27,1
2000,"Cluster 13","X",".","Cluster 13","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.2,6.1,-2.5,1
2000,"Cluster 14","X",".","Cluster 14","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.7,-0.4,-15,1
2000,"Cluster 15","X",".","Cluster 15","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.2,-3.4,-20,1
2000,"Cluster 16","X",".","Cluster 16","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-10,-11,16,1
2000,"Cluster 17","X",".","Cluster 17","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.2,-2.1,0.5,1
2000,"Cluster 18","X",".","Cluster 18","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.8,15,-8.7,1
2000,"Cluster 19","X",".","Cluster 19","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-12,-11,16,1
2000,"Cluster 20","X",".","Cluster 20","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-3.5,15,26,1
2000,"Cluster 21","X",".","Cluster 21","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-22,-6.1,-48,1
2000,"Cluster 22","X",".","Cluster 22","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-10,-5.3,-8.7,1
2000,"Cluster 23","X",".","Cluster 23","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-19,-20,-26,1
2000,"Cluster 24","X",".","Cluster 24","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.2,5.7,4.2,1
2000,"Cluster 25","X",".","Cluster 25","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-10,-0.7,-15,1
2000,"Cluster 26","X",".","Cluster 26","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-7.0,-10,-12,1
2000,"Cluster 27","X",".","Cluster 27","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-14,12,-17,1
2000,"Cluster 28","X",".","Cluster 28","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-14,-3.5,-6.6,1
2000,"Cluster 29","X",".","Cluster 29","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",77,200,-10,1
2000,"Cluster 30","X",".","Cluster 30","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.3,0.1,-6.0,1
