"timeframe","Zip","zip_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present"
2003,"ZIP 20017",20017,"01JAN2003","31DEC2003",".",".",1024,0,1024,0,3,3
2004,"ZIP 20017",20017,"01JAN2004","31DEC2004",".",".",1174,309,865,2,3,5
2005,"ZIP 20017",20017,"01JAN2005","31DEC2005",".",".",1246,502,744,3,3,6
2006,"ZIP 20017",20017,"01JAN2006","31DEC2006",".",".",1987,1012,975,5,4,9
2007,"ZIP 20017",20017,"01JAN2007","31DEC2007",".",".",2491,1536,955,7,4,11
2008,"ZIP 20017",20017,"01JAN2008","31DEC2008",".",".",3198,2475,723,11,2,13
2009,"ZIP 20017",20017,"01JAN2009","31DEC2009",".",".",3374,2679,695,10,2,12
2010,"ZIP 20017",20017,"01JAN2010","31DEC2010",".",".",2812,2535,277,10,2,12
2011,"ZIP 20017",20017,"01JAN2011","31DEC2011",".",".",3564,2967,597,11,2,13
2012,"ZIP 20017",20017,"01JAN2012","31DEC2012",".",".",3464,2824,640,8,2,10
2013,"ZIP 20017",20017,"01JAN2013","31DEC2013",".",".",3357,2744,613,7,2,9
2001,"ZIP 20018",20018,"01JAN2001","31DEC2001",".",".",1545,394,1151,1,5,6
2002,"ZIP 20018",20018,"01JAN2002","31DEC2002",".",".",1899,390,1509,1,6,7
2003,"ZIP 20018",20018,"01JAN2003","31DEC2003",".",".",1802,387,1415,2,6,8
2004,"ZIP 20018",20018,"01JAN2004","31DEC2004",".",".",2281,546,1735,2,8,10
2005,"ZIP 20018",20018,"01JAN2005","31DEC2005",".",".",2320,800,1520,2,7,9
2006,"ZIP 20018",20018,"01JAN2006","31DEC2006",".",".",2267,918,1349,2,7,9
2007,"ZIP 20018",20018,"01JAN2007","31DEC2007",".",".",2221,984,1237,2,6,8
2008,"ZIP 20018",20018,"01JAN2008","31DEC2008",".",".",2207,972,1235,3,4,7
2009,"ZIP 20018",20018,"01JAN2009","31DEC2009",".",".",2036,808,1228,2,4,6
2010,"ZIP 20018",20018,"01JAN2010","31DEC2010",".",".",2130,830,1300,2,4,6
2011,"ZIP 20018",20018,"01JAN2011","31DEC2011",".",".",2948,1735,1213,3,4,7
2012,"ZIP 20018",20018,"01JAN2012","31DEC2012",".",".",2814,1741,1073,3,4,7
2013,"ZIP 20018",20018,"01JAN2013","31DEC2013",".",".",2564,1632,932,4,3,7
2001,"ZIP 20019",20019,"01JAN2001","31DEC2001",".",".",10384,1698,8686,5,22,27
2002,"ZIP 20019",20019,"01JAN2002","31DEC2002",".",".",10263,1986,8277,4,22,26
2003,"ZIP 20019",20019,"01JAN2003","31DEC2003",".",".",10661,2331,8330,4,24,28
2004,"ZIP 20019",20019,"01JAN2004","31DEC2004",".",".",10476,2575,7901,6,24,30
2005,"ZIP 20019",20019,"01JAN2005","31DEC2005",".",".",10619,3198,7421,7,24,31
2006,"ZIP 20019",20019,"01JAN2006","31DEC2006",".",".",9952,3531,6421,8,20,28
2007,"ZIP 20019",20019,"01JAN2007","31DEC2007",".",".",9515,3768,5747,8,20,28
2008,"ZIP 20019",20019,"01JAN2008","31DEC2008",".",".",9874,4649,5225,12,20,32
2009,"ZIP 20019",20019,"01JAN2009","31DEC2009",".",".",9836,4975,4861,13,20,33
2010,"ZIP 20019",20019,"01JAN2010","31DEC2010",".",".",9381,5081,4300,12,20,32
2011,"ZIP 20019",20019,"01JAN2011","31DEC2011",".",".",9897,5080,4817,12,17,29
2012,"ZIP 20019",20019,"01JAN2012","31DEC2012",".",".",9904,5251,4653,13,16,29
2013,"ZIP 20019",20019,"01JAN2013","31DEC2013",".",".",9901,5200,4701,14,13,27
2001,"ZIP 20020",20020,"01JAN2001","31DEC2001",".",".",7923,369,7554,1,18,19
2002,"ZIP 20020",20020,"01JAN2002","31DEC2002",".",".",8126,534,7592,1,18,19
2003,"ZIP 20020",20020,"01JAN2003","31DEC2003",".",".",8036,597,7439,1,18,19
2004,"ZIP 20020",20020,"01JAN2004","31DEC2004",".",".",7566,591,6975,1,18,19
2005,"ZIP 20020",20020,"01JAN2005","31DEC2005",".",".",7595,1083,6512,3,19,22
2006,"ZIP 20020",20020,"01JAN2006","31DEC2006",".",".",6925,1055,5870,3,18,21
2007,"ZIP 20020",20020,"01JAN2007","31DEC2007",".",".",6550,1329,5221,5,19,24
2008,"ZIP 20020",20020,"01JAN2008","31DEC2008",".",".",6076,1498,4578,4,14,18
2009,"ZIP 20020",20020,"01JAN2009","31DEC2009",".",".",6461,2000,4461,8,13,21
2010,"ZIP 20020",20020,"01JAN2010","31DEC2010",".",".",6280,2253,4027,8,12,20
2011,"ZIP 20020",20020,"01JAN2011","31DEC2011",".",".",7255,3052,4203,12,12,24
2012,"ZIP 20020",20020,"01JAN2012","31DEC2012",".",".",7812,3241,4571,12,13,25
2013,"ZIP 20020",20020,"01JAN2013","31DEC2013",".",".",7891,3059,4832,10,12,22
2001,"ZIP 20024",20024,"01JAN2001","31DEC2001",".",".",1860,219,1641,1,3,4
2002,"ZIP 20024",20024,"01JAN2002","31DEC2002",".",".",1610,0,1610,0,3,3
2003,"ZIP 20024",20024,"01JAN2003","31DEC2003",".",".",1492,0,1492,0,3,3
2004,"ZIP 20024",20024,"01JAN2004","31DEC2004",".",".",1421,0,1421,0,3,3
2005,"ZIP 20024",20024,"01JAN2005","31DEC2005",".",".",1251,36,1215,1,3,4
2006,"ZIP 20024",20024,"01JAN2006","31DEC2006",".",".",1158,36,1122,1,3,4
2007,"ZIP 20024",20024,"01JAN2007","31DEC2007",".",".",924,72,852,2,3,5
2008,"ZIP 20024",20024,"01JAN2008","31DEC2008",".",".",837,72,765,2,2,4
2009,"ZIP 20024",20024,"01JAN2009","31DEC2009",".",".",701,72,629,2,2,4
2010,"ZIP 20024",20024,"01JAN2010","31DEC2010",".",".",625,79,546,2,2,4
2011,"ZIP 20024",20024,"01JAN2011","31DEC2011",".",".",598,81,517,2,3,5
2012,"ZIP 20024",20024,"01JAN2012","31DEC2012",".",".",656,84,572,2,2,4
2013,"ZIP 20024",20024,"01JAN2013","31DEC2013",".",".",720,79,641,2,2,4
2001,"ZIP 20032",20032,"01JAN2001","31DEC2001",".",".",8169,705,7464,2,15,17
2002,"ZIP 20032",20032,"01JAN2002","31DEC2002",".",".",8044,762,7282,2,15,17
2003,"ZIP 20032",20032,"01JAN2003","31DEC2003",".",".",7572,850,6722,2,16,18
2004,"ZIP 20032",20032,"01JAN2004","31DEC2004",".",".",6955,874,6081,2,16,18
2005,"ZIP 20032",20032,"01JAN2005","31DEC2005",".",".",6793,779,6014,3,16,19
2006,"ZIP 20032",20032,"01JAN2006","31DEC2006",".",".",6709,766,5943,5,15,20
2007,"ZIP 20032",20032,"01JAN2007","31DEC2007",".",".",6924,1121,5803,6,14,20
2008,"ZIP 20032",20032,"01JAN2008","31DEC2008",".",".",6933,1480,5453,8,14,22
2009,"ZIP 20032",20032,"01JAN2009","31DEC2009",".",".",6825,1698,5127,9,13,22
2010,"ZIP 20032",20032,"01JAN2010","31DEC2010",".",".",7166,2237,4929,9,12,21
2011,"ZIP 20032",20032,"01JAN2011","31DEC2011",".",".",7226,2375,4851,8,12,20
2012,"ZIP 20032",20032,"01JAN2012","31DEC2012",".",".",7441,3298,4143,9,11,20
2013,"ZIP 20032",20032,"01JAN2013","31DEC2013",".",".",7884,3885,3999,12,9,21
2001,"ZIP 20036",20036,"01JAN2001","31DEC2001",".",".",101,101,0,1,0,1
2002,"ZIP 20036",20036,"01JAN2002","31DEC2002",".",".",117,117,0,1,0,1
2003,"ZIP 20036",20036,"01JAN2003","31DEC2003",".",".",120,120,0,1,0,1
2004,"ZIP 20036",20036,"01JAN2004","31DEC2004",".",".",118,118,0,1,0,1
2005,"ZIP 20036",20036,"01JAN2005","31DEC2005",".",".",112,112,0,1,0,1
2006,"ZIP 20036",20036,"01JAN2006","31DEC2006",".",".",126,126,0,1,0,1
2007,"ZIP 20036",20036,"01JAN2007","31DEC2007",".",".",125,125,0,1,0,1
2008,"ZIP 20036",20036,"01JAN2008","31DEC2008",".",".",146,146,0,1,0,1
2009,"ZIP 20036",20036,"01JAN2009","31DEC2009",".",".",166,166,0,1,0,1
2010,"ZIP 20036",20036,"01JAN2010","31DEC2010",".",".",145,145,0,1,0,1
2011,"ZIP 20036",20036,"01JAN2011","31DEC2011",".",".",0,0,0,0,0,0
2012,"ZIP 20036",20036,"01JAN2012","31DEC2012",".",".",0,0,0,0,0,0
2013,"ZIP 20036",20036,"01JAN2013","31DEC2013",".",".",0,0,0,0,0,0
2001,"ZIP 20037",20037,"01JAN2001","31DEC2001",".",".",1072,0,1072,0,3,3
2002,"ZIP 20037",20037,"01JAN2002","31DEC2002",".",".",1058,0,1058,0,3,3
2003,"ZIP 20037",20037,"01JAN2003","31DEC2003",".",".",998,0,998,0,3,3
2004,"ZIP 20037",20037,"01JAN2004","31DEC2004",".",".",981,0,981,0,3,3
2005,"ZIP 20037",20037,"01JAN2005","31DEC2005",".",".",949,0,949,0,3,3
2006,"ZIP 20037",20037,"01JAN2006","31DEC2006",".",".",902,0,902,0,3,3
2007,"ZIP 20037",20037,"01JAN2007","31DEC2007",".",".",396,0,396,0,2,2
2008,"ZIP 20037",20037,"01JAN2008","31DEC2008",".",".",257,0,257,0,1,1
2009,"ZIP 20037",20037,"01JAN2009","31DEC2009",".",".",683,0,683,0,2,2
2010,"ZIP 20037",20037,"01JAN2010","31DEC2010",".",".",703,0,703,0,2,2
2011,"ZIP 20037",20037,"01JAN2011","31DEC2011",".",".",760,0,760,0,2,2
2012,"ZIP 20037",20037,"01JAN2012","31DEC2012",".",".",772,0,772,0,2,2
2013,"ZIP 20037",20037,"01JAN2013","31DEC2013",".",".",869,0,869,0,2,2
2001,"ZIP 20052",20052,"01JAN2001","31DEC2001",".",".",0,0,0,0,0,0
2002,"ZIP 20052",20052,"01JAN2002","31DEC2002",".",".",0,0,0,0,0,0
2003,"ZIP 20052",20052,"01JAN2003","31DEC2003",".",".",0,0,0,0,0,0
2004,"ZIP 20052",20052,"01JAN2004","31DEC2004",".",".",0,0,0,0,0,0
2005,"ZIP 20052",20052,"01JAN2005","31DEC2005",".",".",0,0,0,0,0,0
2006,"ZIP 20052",20052,"01JAN2006","31DEC2006",".",".",0,0,0,0,0,0
2007,"ZIP 20052",20052,"01JAN2007","31DEC2007",".",".",0,0,0,0,0,0
2008,"ZIP 20052",20052,"01JAN2008","31DEC2008",".",".",0,0,0,0,0,0
2009,"ZIP 20052",20052,"01JAN2009","31DEC2009",".",".",0,0,0,0,0,0
2010,"ZIP 20052",20052,"01JAN2010","31DEC2010",".",".",0,0,0,0,0,0
2011,"ZIP 20052",20052,"01JAN2011","31DEC2011",".",".",0,0,0,0,0,0
2012,"ZIP 20052",20052,"01JAN2012","31DEC2012",".",".",0,0,0,0,0,0
2013,"ZIP 20052",20052,"01JAN2013","31DEC2013",".",".",0,0,0,0,0,0
2001,"ZIP 20057",20057,"01JAN2001","31DEC2001",".",".",0,0,0,0,0,0
2002,"ZIP 20057",20057,"01JAN2002","31DEC2002",".",".",0,0,0,0,0,0
2003,"ZIP 20057",20057,"01JAN2003","31DEC2003",".",".",0,0,0,0,0,0
2004,"ZIP 20057",20057,"01JAN2004","31DEC2004",".",".",0,0,0,0,0,0
2005,"ZIP 20057",20057,"01JAN2005","31DEC2005",".",".",0,0,0,0,0,0
2006,"ZIP 20057",20057,"01JAN2006","31DEC2006",".",".",0,0,0,0,0,0
2007,"ZIP 20057",20057,"01JAN2007","31DEC2007",".",".",0,0,0,0,0,0
2008,"ZIP 20057",20057,"01JAN2008","31DEC2008",".",".",0,0,0,0,0,0
2009,"ZIP 20057",20057,"01JAN2009","31DEC2009",".",".",0,0,0,0,0,0
2010,"ZIP 20057",20057,"01JAN2010","31DEC2010",".",".",0,0,0,0,0,0
2011,"ZIP 20057",20057,"01JAN2011","31DEC2011",".",".",0,0,0,0,0,0
2012,"ZIP 20057",20057,"01JAN2012","31DEC2012",".",".",0,0,0,0,0,0
2013,"ZIP 20057",20057,"01JAN2013","31DEC2013",".",".",0,0,0,0,0,0
2001,"ZIP 20059",20059,"01JAN2001","31DEC2001",".",".",0,0,0,0,0,0
2002,"ZIP 20059",20059,"01JAN2002","31DEC2002",".",".",0,0,0,0,0,0
2003,"ZIP 20059",20059,"01JAN2003","31DEC2003",".",".",0,0,0,0,0,0
2004,"ZIP 20059",20059,"01JAN2004","31DEC2004",".",".",0,0,0,0,0,0
2005,"ZIP 20059",20059,"01JAN2005","31DEC2005",".",".",118,118,0,1,0,1
2006,"ZIP 20059",20059,"01JAN2006","31DEC2006",".",".",237,237,0,1,0,1
2007,"ZIP 20059",20059,"01JAN2007","31DEC2007",".",".",298,298,0,1,0,1
2008,"ZIP 20059",20059,"01JAN2008","31DEC2008",".",".",286,286,0,1,0,1
2009,"ZIP 20059",20059,"01JAN2009","31DEC2009",".",".",285,285,0,1,0,1
2010,"ZIP 20059",20059,"01JAN2010","31DEC2010",".",".",296,296,0,1,0,1
2011,"ZIP 20059",20059,"01JAN2011","31DEC2011",".",".",307,307,0,1,0,1
2012,"ZIP 20059",20059,"01JAN2012","31DEC2012",".",".",316,316,0,1,0,1
2013,"ZIP 20059",20059,"01JAN2013","31DEC2013",".",".",318,318,0,1,0,1
2001,"ZIP 20064",20064,"01JAN2001","31DEC2001",".",".",37,37,0,1,0,1
2002,"ZIP 20064",20064,"01JAN2002","31DEC2002",".",".",41,41,0,1,0,1
2003,"ZIP 20064",20064,"01JAN2003","31DEC2003",".",".",39,39,0,1,0,1
2004,"ZIP 20064",20064,"01JAN2004","31DEC2004",".",".",49,49,0,1,0,1
2005,"ZIP 20064",20064,"01JAN2005","31DEC2005",".",".",37,37,0,1,0,1
2006,"ZIP 20064",20064,"01JAN2006","31DEC2006",".",".",0,0,0,0,0,0
2007,"ZIP 20064",20064,"01JAN2007","31DEC2007",".",".",0,0,0,0,0,0
2008,"ZIP 20064",20064,"01JAN2008","31DEC2008",".",".",0,0,0,0,0,0
2009,"ZIP 20064",20064,"01JAN2009","31DEC2009",".",".",0,0,0,0,0,0
2010,"ZIP 20064",20064,"01JAN2010","31DEC2010",".",".",0,0,0,0,0,0
2011,"ZIP 20064",20064,"01JAN2011","31DEC2011",".",".",0,0,0,0,0,0
2012,"ZIP 20064",20064,"01JAN2012","31DEC2012",".",".",439,439,0,1,0,1
2013,"ZIP 20064",20064,"01JAN2013","31DEC2013",".",".",511,511,0,1,0,1
2001,"ZIP 20332",20332,"01JAN2001","31DEC2001",".",".",0,0,0,0,0,0
2002,"ZIP 20332",20332,"01JAN2002","31DEC2002",".",".",0,0,0,0,0,0
2003,"ZIP 20332",20332,"01JAN2003","31DEC2003",".",".",0,0,0,0,0,0
2004,"ZIP 20332",20332,"01JAN2004","31DEC2004",".",".",0,0,0,0,0,0
2005,"ZIP 20332",20332,"01JAN2005","31DEC2005",".",".",0,0,0,0,0,0
2006,"ZIP 20332",20332,"01JAN2006","31DEC2006",".",".",0,0,0,0,0,0
2007,"ZIP 20332",20332,"01JAN2007","31DEC2007",".",".",0,0,0,0,0,0
2008,"ZIP 20332",20332,"01JAN2008","31DEC2008",".",".",0,0,0,0,0,0
2009,"ZIP 20332",20332,"01JAN2009","31DEC2009",".",".",0,0,0,0,0,0
2010,"ZIP 20332",20332,"01JAN2010","31DEC2010",".",".",0,0,0,0,0,0
2011,"ZIP 20332",20332,"01JAN2011","31DEC2011",".",".",0,0,0,0,0,0
2012,"ZIP 20332",20332,"01JAN2012","31DEC2012",".",".",0,0,0,0,0,0
2013,"ZIP 20332",20332,"01JAN2013","31DEC2013",".",".",0,0,0,0,0,0
2001,"ZIP 20336",20336,"01JAN2001","31DEC2001",".",".",0,0,0,0,0,0
2002,"ZIP 20336",20336,"01JAN2002","31DEC2002",".",".",0,0,0,0,0,0
2003,"ZIP 20336",20336,"01JAN2003","31DEC2003",".",".",0,0,0,0,0,0
2004,"ZIP 20336",20336,"01JAN2004","31DEC2004",".",".",0,0,0,0,0,0
2005,"ZIP 20336",20336,"01JAN2005","31DEC2005",".",".",0,0,0,0,0,0
2006,"ZIP 20336",20336,"01JAN2006","31DEC2006",".",".",0,0,0,0,0,0
2007,"ZIP 20336",20336,"01JAN2007","31DEC2007",".",".",0,0,0,0,0,0
2008,"ZIP 20336",20336,"01JAN2008","31DEC2008",".",".",0,0,0,0,0,0
2009,"ZIP 20336",20336,"01JAN2009","31DEC2009",".",".",0,0,0,0,0,0
2010,"ZIP 20336",20336,"01JAN2010","31DEC2010",".",".",0,0,0,0,0,0
2011,"ZIP 20336",20336,"01JAN2011","31DEC2011",".",".",0,0,0,0,0,0
2012,"ZIP 20336",20336,"01JAN2012","31DEC2012",".",".",0,0,0,0,0,0
2013,"ZIP 20336",20336,"01JAN2013","31DEC2013",".",".",0,0,0,0,0,0

