"timeframe","Cluster_tr2000","cluster_tr2000_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present"
2003,"Cluster 34",34,"01JAN2003","31DEC2003",".",".",1832,0,1832,0,4,4
2004,"Cluster 34",34,"01JAN2004","31DEC2004",".",".",1790,0,1790,0,4,4
2005,"Cluster 34",34,"01JAN2005","31DEC2005",".",".",2045,194,1851,1,4,5
2006,"Cluster 34",34,"01JAN2006","31DEC2006",".",".",1949,134,1815,1,4,5
2007,"Cluster 34",34,"01JAN2007","31DEC2007",".",".",2116,352,1764,3,4,7
2008,"Cluster 34",34,"01JAN2008","31DEC2008",".",".",1964,170,1794,1,4,5
2009,"Cluster 34",34,"01JAN2009","31DEC2009",".",".",1883,166,1717,1,4,5
2010,"Cluster 34",34,"01JAN2010","31DEC2010",".",".",1863,134,1729,1,4,5
2011,"Cluster 34",34,"01JAN2011","31DEC2011",".",".",1836,154,1682,1,4,5
2012,"Cluster 34",34,"01JAN2012","31DEC2012",".",".",1760,151,1609,1,4,5
2013,"Cluster 34",34,"01JAN2013","31DEC2013",".",".",1804,0,1804,0,4,4
2001,"Cluster 35",35,"01JAN2001","31DEC2001",".",".",1482,0,1482,0,3,3
2002,"Cluster 35",35,"01JAN2002","31DEC2002",".",".",1476,0,1476,0,3,3
2003,"Cluster 35",35,"01JAN2003","31DEC2003",".",".",1445,0,1445,0,3,3
2004,"Cluster 35",35,"01JAN2004","31DEC2004",".",".",1364,0,1364,0,3,3
2005,"Cluster 35",35,"01JAN2005","31DEC2005",".",".",1238,0,1238,0,3,3
2006,"Cluster 35",35,"01JAN2006","31DEC2006",".",".",1121,0,1121,0,3,3
2007,"Cluster 35",35,"01JAN2007","31DEC2007",".",".",1046,0,1046,0,3,3
2008,"Cluster 35",35,"01JAN2008","31DEC2008",".",".",1032,0,1032,0,3,3
2009,"Cluster 35",35,"01JAN2009","31DEC2009",".",".",1052,0,1052,0,3,3
2010,"Cluster 35",35,"01JAN2010","31DEC2010",".",".",1095,0,1095,0,3,3
2011,"Cluster 35",35,"01JAN2011","31DEC2011",".",".",1072,0,1072,0,3,3
2012,"Cluster 35",35,"01JAN2012","31DEC2012",".",".",1050,0,1050,0,3,3
2013,"Cluster 35",35,"01JAN2013","31DEC2013",".",".",757,0,757,0,2,2
2001,"Cluster 36",36,"01JAN2001","31DEC2001",".",".",1091,0,1091,0,2,2
2002,"Cluster 36",36,"01JAN2002","31DEC2002",".",".",1142,0,1142,0,2,2
2003,"Cluster 36",36,"01JAN2003","31DEC2003",".",".",1068,0,1068,0,2,2
2004,"Cluster 36",36,"01JAN2004","31DEC2004",".",".",962,0,962,0,2,2
2005,"Cluster 36",36,"01JAN2005","31DEC2005",".",".",843,0,843,0,2,2
2006,"Cluster 36",36,"01JAN2006","31DEC2006",".",".",759,0,759,0,2,2
2007,"Cluster 36",36,"01JAN2007","31DEC2007",".",".",698,0,698,0,2,2
2008,"Cluster 36",36,"01JAN2008","31DEC2008",".",".",620,0,620,0,2,2
2009,"Cluster 36",36,"01JAN2009","31DEC2009",".",".",645,0,645,0,2,2
2010,"Cluster 36",36,"01JAN2010","31DEC2010",".",".",635,0,635,0,2,2
2011,"Cluster 36",36,"01JAN2011","31DEC2011",".",".",595,0,595,0,2,2
2012,"Cluster 36",36,"01JAN2012","31DEC2012",".",".",636,0,636,0,2,2
2013,"Cluster 36",36,"01JAN2013","31DEC2013",".",".",851,0,851,0,2,2
2001,"Cluster 37",37,"01JAN2001","31DEC2001",".",".",2416,369,2047,1,7,8
2002,"Cluster 37",37,"01JAN2002","31DEC2002",".",".",2499,534,1965,1,7,8
2003,"Cluster 37",37,"01JAN2003","31DEC2003",".",".",2558,597,1961,1,7,8
2004,"Cluster 37",37,"01JAN2004","31DEC2004",".",".",2356,591,1765,1,7,8
2005,"Cluster 37",37,"01JAN2005","31DEC2005",".",".",2495,889,1606,2,8,10
2006,"Cluster 37",37,"01JAN2006","31DEC2006",".",".",2322,921,1401,2,7,9
2007,"Cluster 37",37,"01JAN2007","31DEC2007",".",".",2201,977,1224,2,8,10
2008,"Cluster 37",37,"01JAN2008","31DEC2008",".",".",2198,1328,870,3,4,7
2009,"Cluster 37",37,"01JAN2009","31DEC2009",".",".",2648,1834,814,7,3,10
2010,"Cluster 37",37,"01JAN2010","31DEC2010",".",".",2486,2119,367,7,2,9
2011,"Cluster 37",37,"01JAN2011","31DEC2011",".",".",3397,2738,659,9,2,11
2012,"Cluster 37",37,"01JAN2012","31DEC2012",".",".",3640,2918,722,9,2,11
2013,"Cluster 37",37,"01JAN2013","31DEC2013",".",".",3657,2887,770,8,2,10
2001,"Cluster 38",38,"01JAN2001","31DEC2001",".",".",1048,0,1048,0,2,2
2002,"Cluster 38",38,"01JAN2002","31DEC2002",".",".",1141,0,1141,0,2,2
2003,"Cluster 38",38,"01JAN2003","31DEC2003",".",".",1132,0,1132,0,2,2
2004,"Cluster 38",38,"01JAN2004","31DEC2004",".",".",1056,0,1056,0,2,2
2005,"Cluster 38",38,"01JAN2005","31DEC2005",".",".",953,0,953,0,2,2
2006,"Cluster 38",38,"01JAN2006","31DEC2006",".",".",787,0,787,0,2,2
2007,"Cluster 38",38,"01JAN2007","31DEC2007",".",".",500,0,500,0,2,2
2008,"Cluster 38",38,"01JAN2008","31DEC2008",".",".",288,0,288,0,1,1
2009,"Cluster 38",38,"01JAN2009","31DEC2009",".",".",277,0,277,0,1,1
2010,"Cluster 38",38,"01JAN2010","31DEC2010",".",".",255,0,255,0,1,1
2011,"Cluster 38",38,"01JAN2011","31DEC2011",".",".",412,160,252,2,1,3
2012,"Cluster 38",38,"01JAN2012","31DEC2012",".",".",755,172,583,2,2,4
2013,"Cluster 38",38,"01JAN2013","31DEC2013",".",".",846,172,674,2,2,4
2001,"Cluster 39",39,"01JAN2001","31DEC2001",".",".",8169,705,7464,2,15,17
2002,"Cluster 39",39,"01JAN2002","31DEC2002",".",".",8044,762,7282,2,15,17
2003,"Cluster 39",39,"01JAN2003","31DEC2003",".",".",7572,850,6722,2,16,18
2004,"Cluster 39",39,"01JAN2004","31DEC2004",".",".",6955,874,6081,2,16,18
2005,"Cluster 39",39,"01JAN2005","31DEC2005",".",".",6793,779,6014,3,16,19
2006,"Cluster 39",39,"01JAN2006","31DEC2006",".",".",6709,766,5943,5,15,20
2007,"Cluster 39",39,"01JAN2007","31DEC2007",".",".",6924,1121,5803,6,14,20
2008,"Cluster 39",39,"01JAN2008","31DEC2008",".",".",6933,1480,5453,8,14,22
2009,"Cluster 39",39,"01JAN2009","31DEC2009",".",".",6825,1698,5127,9,13,22
2010,"Cluster 39",39,"01JAN2010","31DEC2010",".",".",7166,2237,4929,9,12,21
2011,"Cluster 39",39,"01JAN2011","31DEC2011",".",".",7226,2375,4851,8,12,20
2012,"Cluster 39",39,"01JAN2012","31DEC2012",".",".",7441,3298,4143,9,11,20
2013,"Cluster 39",39,"01JAN2013","31DEC2013",".",".",7884,3885,3999,12,9,21
2001,"Non-cluster area",99,"01JAN2001","31DEC2001",".",".",0,0,0,0,0,0
2002,"Non-cluster area",99,"01JAN2002","31DEC2002",".",".",0,0,0,0,0,0
2003,"Non-cluster area",99,"01JAN2003","31DEC2003",".",".",0,0,0,0,0,0
2004,"Non-cluster area",99,"01JAN2004","31DEC2004",".",".",216,216,0,1,0,1
2005,"Non-cluster area",99,"01JAN2005","31DEC2005",".",".",213,213,0,1,0,1
2006,"Non-cluster area",99,"01JAN2006","31DEC2006",".",".",102,102,0,1,0,1
2007,"Non-cluster area",99,"01JAN2007","31DEC2007",".",".",133,133,0,1,0,1
2008,"Non-cluster area",99,"01JAN2008","31DEC2008",".",".",139,139,0,1,0,1
2009,"Non-cluster area",99,"01JAN2009","31DEC2009",".",".",154,154,0,1,0,1
2010,"Non-cluster area",99,"01JAN2010","31DEC2010",".",".",182,182,0,1,0,1
2011,"Non-cluster area",99,"01JAN2011","31DEC2011",".",".",167,167,0,1,0,1
2012,"Non-cluster area",99,"01JAN2012","31DEC2012",".",".",0,0,0,0,0,0
2013,"Non-cluster area",99,"01JAN2013","31DEC2013",".",".",0,0,0,0,0,0

