"timeframe","geo2010","geo2010_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present","ucounty"
1990,"MD Tract 033 8001.03",24033800103,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8001.05",24033800105,"01JAN1990","31DEC1990",8.4,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8001.06",24033800106,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8001.08",24033800108,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8001.09",24033800109,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.03",24033800203,"01JAN1990","31DEC1990",6.9,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.06",24033800206,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.08",24033800208,"01JAN1990","31DEC1990",5.6,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.09",24033800209,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.10",24033800210,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.11",24033800211,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.12",24033800212,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.13",24033800213,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.14",24033800214,"01JAN1990","31DEC1990",5.7,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8002.15",24033800215,"01JAN1990","31DEC1990",5.7,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.01",24033800401,"01JAN1990","31DEC1990",9.4,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.02",24033800402,"01JAN1990","31DEC1990",9.9,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.03",24033800403,"01JAN1990","31DEC1990",8.7,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.08",24033800408,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.09",24033800409,"01JAN1990","31DEC1990",11,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.10",24033800410,"01JAN1990","31DEC1990",16,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.11",24033800411,"01JAN1990","31DEC1990",16,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.12",24033800412,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8004.13",24033800413,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.04",24033800504,"01JAN1990","31DEC1990",8.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.05",24033800505,"01JAN1990","31DEC1990",6.3,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.07",24033800507,"01JAN1990","31DEC1990",33,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.09",24033800509,"01JAN1990","31DEC1990",7.3,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.11",24033800511,"01JAN1990","31DEC1990",6.5,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.13",24033800513,"01JAN1990","31DEC1990",7.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.14",24033800514,"01JAN1990","31DEC1990",7.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.15",24033800515,"01JAN1990","31DEC1990",6.5,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.16",24033800516,"01JAN1990","31DEC1990",6.5,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.17",24033800517,"01JAN1990","31DEC1990",7.8,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.18",24033800518,"01JAN1990","31DEC1990",7.8,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.19",24033800519,"01JAN1990","31DEC1990",6.4,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8005.20",24033800520,"01JAN1990","31DEC1990",6.4,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8006.01",24033800601,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8006.04",24033800604,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8006.05",24033800605,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8006.06",24033800606,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8006.07",24033800607,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8006.08",24033800608,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8007.01",24033800701,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8007.04",24033800704,"01JAN1990","31DEC1990",5.8,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8007.05",24033800705,"01JAN1990","31DEC1990",5.8,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8007.06",24033800706,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8007.07",24033800707,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8008",24033800800,"01JAN1990","31DEC1990",26,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8009",24033800900,"01JAN1990","31DEC1990",31,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8010.03",24033801003,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8010.04",24033801004,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8010.05",24033801005,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8010.06",24033801006,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8011.04",24033801104,"01JAN1990","31DEC1990",3.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.07",24033801207,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.08",24033801208,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.09",24033801209,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.10",24033801210,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.11",24033801211,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.12",24033801212,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.13",24033801213,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.14",24033801214,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.15",24033801215,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.16",24033801216,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8012.17",24033801217,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.02",24033801302,"01JAN1990","31DEC1990",20,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.05",24033801305,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.07",24033801307,"01JAN1990","31DEC1990",7.1,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.08",24033801308,"01JAN1990","31DEC1990",7.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.09",24033801309,"01JAN1990","31DEC1990",7.1,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.10",24033801310,"01JAN1990","31DEC1990",20,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.11",24033801311,"01JAN1990","31DEC1990",20,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.12",24033801312,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8013.13",24033801313,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.04",24033801404,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.05",24033801405,"01JAN1990","31DEC1990",22,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.06",24033801406,"01JAN1990","31DEC1990",12,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.07",24033801407,"01JAN1990","31DEC1990",12,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.08",24033801408,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.09",24033801409,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.10",24033801410,"01JAN1990","31DEC1990",9.4,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8014.11",24033801411,"01JAN1990","31DEC1990",9.4,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8015",24033801500,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8016",24033801600,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8017.01",24033801701,"01JAN1990","31DEC1990",11,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8017.02",24033801702,"01JAN1990","31DEC1990",11,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8017.04",24033801704,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8017.06",24033801706,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8017.07",24033801707,"01JAN1990","31DEC1990",25,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8017.08",24033801708,"01JAN1990","31DEC1990",25,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8018.01",24033801801,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8018.02",24033801802,"01JAN1990","31DEC1990",22,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8018.04",24033801804,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8018.05",24033801805,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8018.07",24033801807,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8018.08",24033801808,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8019.01",24033801901,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8019.04",24033801904,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8019.05",24033801905,"01JAN1990","31DEC1990",16,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8019.06",24033801906,"01JAN1990","31DEC1990",20,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8019.07",24033801907,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8019.08",24033801908,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8020.01",24033802001,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8020.02",24033802002,"01JAN1990","31DEC1990",26,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8021.03",24033802103,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8021.04",24033802104,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8021.06",24033802106,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8021.07",24033802107,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8022.01",24033802201,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8022.03",24033802203,"01JAN1990","31DEC1990",22,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8022.04",24033802204,"01JAN1990","31DEC1990",12,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8023.01",24033802301,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8024.04",24033802404,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8024.05",24033802405,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8024.06",24033802406,"01JAN1990","31DEC1990",15,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8024.07",24033802407,"01JAN1990","31DEC1990",16,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8024.08",24033802408,"01JAN1990","31DEC1990",16,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8025.01",24033802501,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8025.02",24033802502,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8026",24033802600,"01JAN1990","31DEC1990",31,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8027",24033802700,"01JAN1990","31DEC1990",31,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8028.03",24033802803,"01JAN1990","31DEC1990",32,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8028.04",24033802804,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8028.05",24033802805,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8029.01",24033802901,"01JAN1990","31DEC1990",43,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8030.01",24033803001,"01JAN1990","31DEC1990",42,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8030.02",24033803002,"01JAN1990","31DEC1990",27,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8031",24033803100,"01JAN1990","31DEC1990",32,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8032",24033803200,"01JAN1990","31DEC1990",25,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8033",24033803300,"01JAN1990","31DEC1990",36,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8034.01",24033803401,"01JAN1990","31DEC1990",50,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8034.02",24033803402,"01JAN1990","31DEC1990",27,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.08",24033803508,"01JAN1990","31DEC1990",29,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.09",24033803509,"01JAN1990","31DEC1990",28,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.12",24033803512,"01JAN1990","31DEC1990",8.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.13",24033803513,"01JAN1990","31DEC1990",8.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.14",24033803514,"01JAN1990","31DEC1990",5.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.16",24033803516,"01JAN1990","31DEC1990",6.1,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.19",24033803519,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.20",24033803520,"01JAN1990","31DEC1990",6.1,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.21",24033803521,"01JAN1990","31DEC1990",6.1,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.22",24033803522,"01JAN1990","31DEC1990",5.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.23",24033803523,"01JAN1990","31DEC1990",5.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.24",24033803524,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.25",24033803525,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.26",24033803526,"01JAN1990","31DEC1990",5.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8035.27",24033803527,"01JAN1990","31DEC1990",5.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.01",24033803601,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.02",24033803602,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.05",24033803605,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.06",24033803606,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.07",24033803607,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.08",24033803608,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.10",24033803610,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.12",24033803612,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8036.13",24033803613,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8037",24033803700,"01JAN1990","31DEC1990",19,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8038.01",24033803801,"01JAN1990","31DEC1990",20,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8038.03",24033803803,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8039",24033803900,"01JAN1990","31DEC1990",28,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8040.01",24033804001,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8040.02",24033804002,"01JAN1990","31DEC1990",28,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8041.01",24033804101,"01JAN1990","31DEC1990",8.6,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8041.02",24033804102,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8042",24033804200,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8043",24033804300,"01JAN1990","31DEC1990",29,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8044",24033804400,"01JAN1990","31DEC1990",37,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8046",24033804600,"01JAN1990","31DEC1990",41,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8047",24033804700,"01JAN1990","31DEC1990",29,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8048.01",24033804801,"01JAN1990","31DEC1990",22,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8048.02",24033804802,"01JAN1990","31DEC1990",22,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8049",24033804900,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8050",24033805000,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8051.01",24033805101,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8052.01",24033805201,"01JAN1990","31DEC1990",22,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8052.02",24033805202,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8055",24033805500,"01JAN1990","31DEC1990",18,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8056.01",24033805601,"01JAN1990","31DEC1990",45,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8056.02",24033805602,"01JAN1990","31DEC1990",45,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8057",24033805700,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8058.01",24033805801,"01JAN1990","31DEC1990",31,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8058.02",24033805802,"01JAN1990","31DEC1990",17,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8059.04",24033805904,"01JAN1990","31DEC1990",25,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8059.06",24033805906,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8059.07",24033805907,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8059.08",24033805908,"01JAN1990","31DEC1990",9.9,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8059.09",24033805909,"01JAN1990","31DEC1990",9.9,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8060",24033806000,"01JAN1990","31DEC1990",24,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8061",24033806100,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8062",24033806200,"01JAN1990","31DEC1990",26,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8063",24033806300,"01JAN1990","31DEC1990",32,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8064",24033806400,"01JAN1990","31DEC1990",6.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8065.01",24033806501,"01JAN1990","31DEC1990",22,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8066.01",24033806601,"01JAN1990","31DEC1990",26,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8066.02",24033806602,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8067.06",24033806706,"01JAN1990","31DEC1990",8.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8067.08",24033806708,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8067.10",24033806710,"01JAN1990","31DEC1990",9.6,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8067.11",24033806711,"01JAN1990","31DEC1990",9.7,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8067.12",24033806712,"01JAN1990","31DEC1990",9.7,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8067.13",24033806713,"01JAN1990","31DEC1990",7.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8067.14",24033806714,"01JAN1990","31DEC1990",7.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8068",24033806800,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8069",24033806900,"01JAN1990","31DEC1990",20,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8070",24033807000,"01JAN1990","31DEC1990",23,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8071.02",24033807102,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8072",24033807200,"01JAN1990","31DEC1990",5.1,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8073.01",24033807301,"01JAN1990","31DEC1990",6.7,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8073.04",24033807304,"01JAN1990","31DEC1990",12,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8073.05",24033807305,"01JAN1990","31DEC1990",9.0,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8074.04",24033807404,"01JAN1990","31DEC1990",21,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8074.05",24033807405,"01JAN1990","31DEC1990",11,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8074.07",24033807407,"01JAN1990","31DEC1990",9.2,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8074.08",24033807408,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8074.09",24033807409,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"MD Tract 033 8074.10",24033807410,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Prince George's"
1990,"VA Tract 013 1001",51013100100,"01JAN1990","31DEC1990",6.6,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1002",51013100200,"01JAN1990","31DEC1990",4.4,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1003",51013100300,"01JAN1990","31DEC1990",2.7,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1004",51013100400,"01JAN1990","31DEC1990",2.6,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1005",51013100500,"01JAN1990","31DEC1990",4.7,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1006",51013100600,"01JAN1990","31DEC1990",8.9,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1007",51013100700,"01JAN1990","31DEC1990",13,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1008",51013100800,"01JAN1990","31DEC1990",33,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1009",51013100900,"01JAN1990","31DEC1990",11,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1010",51013101000,"01JAN1990","31DEC1990",14,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1011",51013101100,"01JAN1990","31DEC1990",4.6,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1012",51013101200,"01JAN1990","31DEC1990",11,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1013",51013101300,"01JAN1990","31DEC1990",10,".","X","X","X","X","X","X","Arlington"
1990,"VA Tract 013 1014.01",51013101401,"01JAN1990","31DEC1990",9.0,".","X","X","X","X","X","X","Arlington"
