"timeframe","geo2010","geo2010_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present","ucounty"
"2013-17","DC Tract 1",11001000100,"01JAN2012","31DEC2016",1.3,2.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 2.01",11001000201,"01JAN2012","31DEC2016",0.0,600,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 2.02",11001000202,"01JAN2012","31DEC2016",0.4,2.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 3",11001000300,"01JAN2012","31DEC2016",0.6,1.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 4",11001000400,"01JAN2012","31DEC2016",5.8,5.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 5.01",11001000501,"01JAN2012","31DEC2016",0.5,1.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 5.02",11001000502,"01JAN2012","31DEC2016",2.4,2.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 6",11001000600,"01JAN2012","31DEC2016",1.9,1.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 7.01",11001000701,"01JAN2012","31DEC2016",1.9,2.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 7.02",11001000702,"01JAN2012","31DEC2016",5.6,4.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 8.01",11001000801,"01JAN2012","31DEC2016",1.1,1.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 8.02",11001000802,"01JAN2012","31DEC2016",3.0,2.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 9.01",11001000901,"01JAN2012","31DEC2016",3.3,2.3,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 9.02",11001000902,"01JAN2012","31DEC2016",0.6,2.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 10.01",11001001001,"01JAN2012","31DEC2016",1.2,1.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 10.02",11001001002,"01JAN2012","31DEC2016",6.5,5.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 11",11001001100,"01JAN2012","31DEC2016",0.3,1.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 12",11001001200,"01JAN2012","31DEC2016",1.8,2.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 13.01",11001001301,"01JAN2012","31DEC2016",1.4,2.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 13.02",11001001302,"01JAN2012","31DEC2016",0.8,1.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 14.01",11001001401,"01JAN2012","31DEC2016",2.7,2.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 14.02",11001001402,"01JAN2012","31DEC2016",5.1,3.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 15",11001001500,"01JAN2012","31DEC2016",1.5,1.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 16",11001001600,"01JAN2012","31DEC2016",0.9,1.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 17.02",11001001702,"01JAN2012","31DEC2016",8.5,5.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 18.03",11001001803,"01JAN2012","31DEC2016",20,5.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 18.04",11001001804,"01JAN2012","31DEC2016",21,5.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 19.01",11001001901,"01JAN2012","31DEC2016",5.5,2.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 19.02",11001001902,"01JAN2012","31DEC2016",9.0,3.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 20.01",11001002001,"01JAN2012","31DEC2016",20,5.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 20.02",11001002002,"01JAN2012","31DEC2016",15,5.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 21.01",11001002101,"01JAN2012","31DEC2016",21,7.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 21.02",11001002102,"01JAN2012","31DEC2016",11,4.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 22.01",11001002201,"01JAN2012","31DEC2016",11,4.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 22.02",11001002202,"01JAN2012","31DEC2016",15,6.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 23.01",11001002301,"01JAN2012","31DEC2016",11,4.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 23.02",11001002302,"01JAN2012","31DEC2016",8.1,5.3,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 24",11001002400,"01JAN2012","31DEC2016",10,3.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 25.01",11001002501,"01JAN2012","31DEC2016",21,6.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 25.02",11001002502,"01JAN2012","31DEC2016",26,6.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 26",11001002600,"01JAN2012","31DEC2016",2.3,3.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 27.01",11001002701,"01JAN2012","31DEC2016",11,5.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 27.02",11001002702,"01JAN2012","31DEC2016",15,5.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 28.01",11001002801,"01JAN2012","31DEC2016",21,7.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 28.02",11001002802,"01JAN2012","31DEC2016",29,7.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 29",11001002900,"01JAN2012","31DEC2016",15,5.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 30",11001003000,"01JAN2012","31DEC2016",10,3.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 31",11001003100,"01JAN2012","31DEC2016",17,5.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 32",11001003200,"01JAN2012","31DEC2016",21,6.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 33.01",11001003301,"01JAN2012","31DEC2016",5.1,2.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 33.02",11001003302,"01JAN2012","31DEC2016",3.1,3.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 34",11001003400,"01JAN2012","31DEC2016",6.5,3.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 35",11001003500,"01JAN2012","31DEC2016",18,5.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 36",11001003600,"01JAN2012","31DEC2016",9.1,3.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 37",11001003700,"01JAN2012","31DEC2016",14,6.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 38",11001003800,"01JAN2012","31DEC2016",12,5.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 39",11001003900,"01JAN2012","31DEC2016",4.2,2.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 40.01",11001004001,"01JAN2012","31DEC2016",3.7,1.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 40.02",11001004002,"01JAN2012","31DEC2016",0.0,1.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 41",11001004100,"01JAN2012","31DEC2016",1.0,2.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 42.01",11001004201,"01JAN2012","31DEC2016",4.9,3.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 42.02",11001004202,"01JAN2012","31DEC2016",0.9,2.3,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 43",11001004300,"01JAN2012","31DEC2016",3.3,2.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 44",11001004400,"01JAN2012","31DEC2016",3.7,2.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 46",11001004600,"01JAN2012","31DEC2016",6.7,3.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 47.01",11001004701,"01JAN2012","31DEC2016",12,5.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 47.02",11001004702,"01JAN2012","31DEC2016",7.7,3.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 48.01",11001004801,"01JAN2012","31DEC2016",9.6,4.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 48.02",11001004802,"01JAN2012","31DEC2016",11,4.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 49.01",11001004901,"01JAN2012","31DEC2016",7.7,3.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 49.02",11001004902,"01JAN2012","31DEC2016",15,6.3,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 50.01",11001005001,"01JAN2012","31DEC2016",8.3,5.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 50.02",11001005002,"01JAN2012","31DEC2016",9.2,5.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 52.01",11001005201,"01JAN2012","31DEC2016",3.5,3.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 53.01",11001005301,"01JAN2012","31DEC2016",0.8,1.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 55",11001005500,"01JAN2012","31DEC2016",1.2,1.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 56",11001005600,"01JAN2012","31DEC2016",3.6,3.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 58",11001005800,"01JAN2012","31DEC2016",8.8,3.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 59",11001005900,"01JAN2012","31DEC2016",9.2,4.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 64",11001006400,"01JAN2012","31DEC2016",26,6.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 65",11001006500,"01JAN2012","31DEC2016",0.9,2.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 66",11001006600,"01JAN2012","31DEC2016",0.0,2.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 67",11001006700,"01JAN2012","31DEC2016",2.6,1.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 68.01",11001006801,"01JAN2012","31DEC2016",5.5,3.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 68.02",11001006802,"01JAN2012","31DEC2016",4.4,2.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 68.04",11001006804,"01JAN2012","31DEC2016",27,7.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 69",11001006900,"01JAN2012","31DEC2016",2.8,3.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 70",11001007000,"01JAN2012","31DEC2016",3.5,3.3,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 71",11001007100,"01JAN2012","31DEC2016",12,5.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 72",11001007200,"01JAN2012","31DEC2016",3.9,2.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 73.01",11001007301,"01JAN2012","31DEC2016",0.0,2.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 73.04",11001007304,"01JAN2012","31DEC2016",20,6.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 74.01",11001007401,"01JAN2012","31DEC2016",30,8.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 74.03",11001007403,"01JAN2012","31DEC2016",11,5.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 74.04",11001007404,"01JAN2012","31DEC2016",19,7.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 74.06",11001007406,"01JAN2012","31DEC2016",14,6.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 74.07",11001007407,"01JAN2012","31DEC2016",16,5.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 74.08",11001007408,"01JAN2012","31DEC2016",24,6.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 74.09",11001007409,"01JAN2012","31DEC2016",16,6.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 75.02",11001007502,"01JAN2012","31DEC2016",17,5.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 75.03",11001007503,"01JAN2012","31DEC2016",20,6.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 75.04",11001007504,"01JAN2012","31DEC2016",20,8.3,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 76.01",11001007601,"01JAN2012","31DEC2016",14,4.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 76.03",11001007603,"01JAN2012","31DEC2016",14,6.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 76.04",11001007604,"01JAN2012","31DEC2016",12,4.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 76.05",11001007605,"01JAN2012","31DEC2016",11,4.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 77.03",11001007703,"01JAN2012","31DEC2016",19,5.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 77.07",11001007707,"01JAN2012","31DEC2016",9.9,4.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 77.08",11001007708,"01JAN2012","31DEC2016",23,7.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 77.09",11001007709,"01JAN2012","31DEC2016",14,4.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 78.03",11001007803,"01JAN2012","31DEC2016",17,5.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 78.04",11001007804,"01JAN2012","31DEC2016",17,7.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 78.06",11001007806,"01JAN2012","31DEC2016",9.2,4.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 78.07",11001007807,"01JAN2012","31DEC2016",14,4.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 78.08",11001007808,"01JAN2012","31DEC2016",21,6.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 78.09",11001007809,"01JAN2012","31DEC2016",13,5.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 79.01",11001007901,"01JAN2012","31DEC2016",14,4.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 79.03",11001007903,"01JAN2012","31DEC2016",5.9,3.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 80.01",11001008001,"01JAN2012","31DEC2016",1.4,2.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 80.02",11001008002,"01JAN2012","31DEC2016",4.6,2.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 81",11001008100,"01JAN2012","31DEC2016",1.3,2.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 82",11001008200,"01JAN2012","31DEC2016",0.7,2.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 83.01",11001008301,"01JAN2012","31DEC2016",3.6,3.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 83.02",11001008302,"01JAN2012","31DEC2016",7.6,3.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 84.02",11001008402,"01JAN2012","31DEC2016",6.1,3.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 84.10",11001008410,"01JAN2012","31DEC2016",6.1,4.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 87.01",11001008701,"01JAN2012","31DEC2016",12,5.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 87.02",11001008702,"01JAN2012","31DEC2016",11,4.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 88.02",11001008802,"01JAN2012","31DEC2016",15,3.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 88.03",11001008803,"01JAN2012","31DEC2016",18,5.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 88.04",11001008804,"01JAN2012","31DEC2016",15,6.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 89.03",11001008903,"01JAN2012","31DEC2016",13,5.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 89.04",11001008904,"01JAN2012","31DEC2016",21,5.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 90",11001009000,"01JAN2012","31DEC2016",15,4.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 91.02",11001009102,"01JAN2012","31DEC2016",12,4.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 92.01",11001009201,"01JAN2012","31DEC2016",4.8,3.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 92.03",11001009203,"01JAN2012","31DEC2016",18,7.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 92.04",11001009204,"01JAN2012","31DEC2016",23,7.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 93.01",11001009301,"01JAN2012","31DEC2016",9.7,4.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 93.02",11001009302,"01JAN2012","31DEC2016",18,8.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 94",11001009400,"01JAN2012","31DEC2016",12,3.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 95.01",11001009501,"01JAN2012","31DEC2016",18,5.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 95.03",11001009503,"01JAN2012","31DEC2016",2.5,2.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 95.04",11001009504,"01JAN2012","31DEC2016",9.3,3.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 95.05",11001009505,"01JAN2012","31DEC2016",11,4.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 95.07",11001009507,"01JAN2012","31DEC2016",10,8.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 95.08",11001009508,"01JAN2012","31DEC2016",4.3,2.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 95.09",11001009509,"01JAN2012","31DEC2016",7.8,4.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 96.01",11001009601,"01JAN2012","31DEC2016",21,7.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 96.02",11001009602,"01JAN2012","31DEC2016",13,5.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 96.03",11001009603,"01JAN2012","31DEC2016",16,5.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 96.04",11001009604,"01JAN2012","31DEC2016",12,4.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 97",11001009700,"01JAN2012","31DEC2016",21,6.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 98.01",11001009801,"01JAN2012","31DEC2016",20,7.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 98.02",11001009802,"01JAN2012","31DEC2016",23,8.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 98.03",11001009803,"01JAN2012","31DEC2016",9.9,5.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 98.04",11001009804,"01JAN2012","31DEC2016",14,5.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 98.07",11001009807,"01JAN2012","31DEC2016",8.2,4.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 98.10",11001009810,"01JAN2012","31DEC2016",9.9,5.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 98.11",11001009811,"01JAN2012","31DEC2016",12,4.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 99.01",11001009901,"01JAN2012","31DEC2016",6.8,3.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 99.02",11001009902,"01JAN2012","31DEC2016",13,4.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 99.03",11001009903,"01JAN2012","31DEC2016",14,5.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 99.04",11001009904,"01JAN2012","31DEC2016",24,7.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 99.05",11001009905,"01JAN2012","31DEC2016",16,5.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 99.06",11001009906,"01JAN2012","31DEC2016",19,6.2,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 99.07",11001009907,"01JAN2012","31DEC2016",12,6.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 101",11001010100,"01JAN2012","31DEC2016",2.1,2.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 102",11001010200,"01JAN2012","31DEC2016",4.5,4.0,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 103",11001010300,"01JAN2012","31DEC2016",7.4,3.5,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 104",11001010400,"01JAN2012","31DEC2016",18,6.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 105",11001010500,"01JAN2012","31DEC2016",8.3,3.7,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 106",11001010600,"01JAN2012","31DEC2016",3.2,2.1,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 107",11001010700,"01JAN2012","31DEC2016",1.8,4.4,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 108",11001010800,"01JAN2012","31DEC2016",5.6,10,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 109",11001010900,"01JAN2012","31DEC2016",19,6.6,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 110",11001011000,"01JAN2012","31DEC2016",2.9,2.9,"X","X","X","X","X","X","District of Columbia"
"2013-17","DC Tract 111",11001011100,"01JAN2012","31DEC2016",17,3.8,"X","X","X","X","X","X","District of Columbia"
"2013-17","MD Tract 009 8601.01",24009860101,"01JAN2012","31DEC2016",4.1,2.6,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8601.02",24009860102,"01JAN2012","31DEC2016",11,4.2,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8602",24009860200,"01JAN2012","31DEC2016",5.0,2.9,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8603",24009860300,"01JAN2012","31DEC2016",4.2,3.1,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8604.01",24009860401,"01JAN2012","31DEC2016",5.9,2.1,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8604.02",24009860402,"01JAN2012","31DEC2016",4.0,2.9,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8605.01",24009860501,"01JAN2012","31DEC2016",5.0,2.4,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8605.02",24009860502,"01JAN2012","31DEC2016",8.3,4.4,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8606",24009860600,"01JAN2012","31DEC2016",4.7,2.9,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8607.01",24009860701,"01JAN2012","31DEC2016",12,4.0,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8607.02",24009860702,"01JAN2012","31DEC2016",11,4.5,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8607.03",24009860703,"01JAN2012","31DEC2016",5.7,3.3,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8608.01",24009860801,"01JAN2012","31DEC2016",8.0,4.4,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8608.02",24009860802,"01JAN2012","31DEC2016",7.6,2.7,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8609",24009860900,"01JAN2012","31DEC2016",6.3,2.8,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8610.01",24009861001,"01JAN2012","31DEC2016",5.8,5.8,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8610.03",24009861003,"01JAN2012","31DEC2016",5.9,3.5,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 009 8610.04",24009861004,"01JAN2012","31DEC2016",3.0,2.2,"X","X","X","X","X","X","Calvert"
"2013-17","MD Tract 017 8501.01",24017850101,"01JAN2012","31DEC2016",6.6,2.7,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8501.02",24017850102,"01JAN2012","31DEC2016",10,3.7,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8502.01",24017850201,"01JAN2012","31DEC2016",3.3,11,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8502.02",24017850202,"01JAN2012","31DEC2016",5.4,3.1,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8503",24017850300,"01JAN2012","31DEC2016",13,6.1,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8504",24017850400,"01JAN2012","31DEC2016",17,5.3,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8505",24017850500,"01JAN2012","31DEC2016",8.4,3.8,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8506",24017850600,"01JAN2012","31DEC2016",7.4,2.7,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8507.06",24017850706,"01JAN2012","31DEC2016",3.6,2.6,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8507.08",24017850708,"01JAN2012","31DEC2016",4.7,2.5,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8507.09",24017850709,"01JAN2012","31DEC2016",6.2,3.9,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8507.10",24017850710,"01JAN2012","31DEC2016",3.6,2.7,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8507.11",24017850711,"01JAN2012","31DEC2016",5.3,2.8,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8507.12",24017850712,"01JAN2012","31DEC2016",2.9,1.7,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8507.13",24017850713,"01JAN2012","31DEC2016",5.9,2.5,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8508.01",24017850801,"01JAN2012","31DEC2016",7.7,3.0,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8508.02",24017850802,"01JAN2012","31DEC2016",12,3.6,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8509.01",24017850901,"01JAN2012","31DEC2016",14,4.5,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8509.02",24017850902,"01JAN2012","31DEC2016",10,3.5,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8509.04",24017850904,"01JAN2012","31DEC2016",2.2,1.3,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8509.05",24017850905,"01JAN2012","31DEC2016",4.0,2.5,"X","X","X","X","X","X","Charles"
"2013-17","MD Tract 017 8509.06",24017850906,"01JAN2012","31DEC2016",9.9,5.0,"X","X","X","X","X","X","Charles"
