"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","EDUCATION_TR10",,,"Geo2010",2,11,2,"Census tract (2010)","$GEO10A",0,0,,0,0,0,95,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EDUCATION_TR10",,,"Pct25andOverWoutHS",1,8,6,"% persons without HS diploma",,0,0,,0,0,1,16,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","EDUCATION_TR10",,,"Pct25andOverWoutHS_m",1,8,7,"% persons without HS diploma MOE",,0,0,,0,0,1,24,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","EDUCATION_TR10",,,"aud",1,8,8,"Total school enrollment",,0,0,,0,0,1,32,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",3
"WORK","EDUCATION_TR10",,,"aud_charter",1,8,9,"Charter school enrollment",,0,0,,0,0,1,40,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",4
"WORK","EDUCATION_TR10",,,"aud_dcps",1,8,10,"DCPS school enrollment",,0,0,,0,0,1,48,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",5
"WORK","EDUCATION_TR10",,,"charter_present",1,8,11,"Number of charter schools",,0,0,,0,0,1,56,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",7
"WORK","EDUCATION_TR10",,,"dcps_present",1,8,12,"Number of DCPS schools",,0,0,,0,0,1,64,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",8
"WORK","EDUCATION_TR10",,,"end_date",1,8,5,"End Date","DATE",9,0,,0,0,1,8,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EDUCATION_TR10",,,"geo2010_nf",2,11,3,"Unformatted geography",,0,0,,0,0,0,106,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EDUCATION_TR10",,,"school_present",1,8,13,"Number of schools",,0,0,,0,0,1,72,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",6
"WORK","EDUCATION_TR10",,,"start_date",1,8,4,"Start Date","DATE",9,0,,0,0,1,0,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EDUCATION_TR10",,,"timeframe",2,15,1,"Year of Data",,0,0,,0,0,0,80,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","EDUCATION_TR10",,,"ucounty",2,11,14,,,0,0,,0,0,0,117,6404,"V9","07MAR18:09:10:17","07MAR18:09:10:17",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."

