"timeframe","psa2012","psa2012_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present"
2012,"PSA 404",404,"01JAN2012","31DEC2012","X","X",3895,1451,2444,6.0,7.0,13
2013,"PSA 404",404,"01JAN2013","31DEC2013","X","X",3369,807,2562,3.0,6.0,9.0
2014,"PSA 404",404,"01JAN2014","31DEC2014","X","X",3292,660,2632,4.0,6.0,10
2001,"PSA 405",405,"01JAN2001","31DEC2001","X","X",725,37,688,1.0,2.0,3.0
2002,"PSA 405",405,"01JAN2002","31DEC2002","X","X",1153,426,727,2.0,2.0,4.0
2003,"PSA 405",405,"01JAN2003","31DEC2003","X","X",695,39,656,1.0,2.0,3.0
2004,"PSA 405",405,"01JAN2004","31DEC2004","X","X",1192,715,477,3.0,2.0,5.0
2005,"PSA 405",405,"01JAN2005","31DEC2005","X","X",954,589,365,3.0,2.0,5.0
2006,"PSA 405",405,"01JAN2006","31DEC2006","X","X",712,406,306,2.0,2.0,4.0
2007,"PSA 405",405,"01JAN2007","31DEC2007","X","X",741,503,238,2.0,2.0,4.0
2008,"PSA 405",405,"01JAN2008","31DEC2008","X","X",957,857,100,4.0,1.0,5.0
2009,"PSA 405",405,"01JAN2009","31DEC2009","X","X",957,864,93,4.0,1.0,5.0
2010,"PSA 405",405,"01JAN2010","31DEC2010","X","X",1062,979,83,4.0,1.0,5.0
2011,"PSA 405",405,"01JAN2011","31DEC2011","X","X",1451,1342,109,5.0,1.0,6.0
2012,"PSA 405",405,"01JAN2012","31DEC2012","X","X",1212,1116,96,3.0,1.0,4.0
2013,"PSA 405",405,"01JAN2013","31DEC2013","X","X",1284,1222,62,3.0,1.0,4.0
2014,"PSA 405",405,"01JAN2014","31DEC2014","X","X",1338,1282,56,3.0,1.0,4.0
2001,"PSA 406",406,"01JAN2001","31DEC2001","X","X",744,393,351,4.0,2.0,6.0
2002,"PSA 406",406,"01JAN2002","31DEC2002","X","X",709,386,323,4.0,2.0,6.0
2003,"PSA 406",406,"01JAN2003","31DEC2003","X","X",910,585,325,4.0,2.0,6.0
2004,"PSA 406",406,"01JAN2004","31DEC2004","X","X",1052,717,335,4.0,2.0,6.0
2005,"PSA 406",406,"01JAN2005","31DEC2005","X","X",1106,851,255,5.0,1.0,6.0
2006,"PSA 406",406,"01JAN2006","31DEC2006","X","X",1237,969,268,5.0,1.0,6.0
2007,"PSA 406",406,"01JAN2007","31DEC2007","X","X",1480,1212,268,8.0,1.0,9.0
2008,"PSA 406",406,"01JAN2008","31DEC2008","X","X",1819,1475,344,9.0,1.0,10
2009,"PSA 406",406,"01JAN2009","31DEC2009","X","X",1703,1266,437,6.0,2.0,8.0
2010,"PSA 406",406,"01JAN2010","31DEC2010","X","X",1069,769,300,4.0,1.0,5.0
2011,"PSA 406",406,"01JAN2011","31DEC2011","X","X",1089,799,290,3.0,1.0,4.0
2012,"PSA 406",406,"01JAN2012","31DEC2012","X","X",2024,1736,288,6.0,1.0,7.0
2013,"PSA 406",406,"01JAN2013","31DEC2013","X","X",2177,1835,342,7.0,1.0,8.0
2014,"PSA 406",406,"01JAN2014","31DEC2014","X","X",2156,1807,349,7.0,1.0,8.0
2001,"PSA 407",407,"01JAN2001","31DEC2001","X","X",695,0.0,695,0.0,2.0,2.0
2002,"PSA 407",407,"01JAN2002","31DEC2002","X","X",625,0.0,625,0.0,2.0,2.0
2003,"PSA 407",407,"01JAN2003","31DEC2003","X","X",709,100,609,1.0,2.0,3.0
2004,"PSA 407",407,"01JAN2004","31DEC2004","X","X",570,0.0,570,0.0,2.0,2.0
2005,"PSA 407",407,"01JAN2005","31DEC2005","X","X",605,0.0,605,0.0,2.0,2.0
2006,"PSA 407",407,"01JAN2006","31DEC2006","X","X",529,0.0,529,0.0,2.0,2.0
2007,"PSA 407",407,"01JAN2007","31DEC2007","X","X",519,0.0,519,0.0,2.0,2.0
2008,"PSA 407",407,"01JAN2008","31DEC2008","X","X",681,303,378,2.0,1.0,3.0
2009,"PSA 407",407,"01JAN2009","31DEC2009","X","X",590,224,366,1.0,1.0,2.0
2010,"PSA 407",407,"01JAN2010","31DEC2010","X","X",942,507,435,2.0,1.0,3.0
2011,"PSA 407",407,"01JAN2011","31DEC2011","X","X",1117,635,482,3.0,1.0,4.0
2012,"PSA 407",407,"01JAN2012","31DEC2012","X","X",1358,789,569,3.0,1.0,4.0
2013,"PSA 407",407,"01JAN2013","31DEC2013","X","X",1537,954,583,3.0,1.0,4.0
2014,"PSA 407",407,"01JAN2014","31DEC2014","X","X",1644,1042,602,3.0,1.0,4.0
2001,"PSA 408",408,"01JAN2001","31DEC2001","X","X",524,0.0,524,0.0,1.0,1.0
2002,"PSA 408",408,"01JAN2002","31DEC2002","X","X",696,208,488,1.0,2.0,3.0
2003,"PSA 408",408,"01JAN2003","31DEC2003","X","X",780,247,533,1.0,2.0,3.0
2004,"PSA 408",408,"01JAN2004","31DEC2004","X","X",744,249,495,1.0,2.0,3.0
2005,"PSA 408",408,"01JAN2005","31DEC2005","X","X",699,251,448,1.0,2.0,3.0
2006,"PSA 408",408,"01JAN2006","31DEC2006","X","X",680,250,430,3.0,2.0,5.0
2007,"PSA 408",408,"01JAN2007","31DEC2007","X","X",701,251,450,3.0,1.0,4.0
2008,"PSA 408",408,"01JAN2008","31DEC2008","X","X",607,148,459,2.0,1.0,3.0
2009,"PSA 408",408,"01JAN2009","31DEC2009","X","X",624,181,443,2.0,1.0,3.0
2010,"PSA 408",408,"01JAN2010","31DEC2010","X","X",991,533,458,2.0,1.0,3.0
2011,"PSA 408",408,"01JAN2011","31DEC2011","X","X",854,391,463,2.0,1.0,3.0
2012,"PSA 408",408,"01JAN2012","31DEC2012","X","X",815,342,473,3.0,1.0,4.0
2013,"PSA 408",408,"01JAN2013","31DEC2013","X","X",901,411,490,3.0,1.0,4.0
2014,"PSA 408",408,"01JAN2014","31DEC2014","X","X",1303,795,508,4.0,1.0,5.0
2001,"PSA 409",409,"01JAN2001","31DEC2001","X","X",561,157,404,1.0,1.0,2.0
2002,"PSA 409",409,"01JAN2002","31DEC2002","X","X",366,0.0,366,0.0,1.0,1.0
2003,"PSA 409",409,"01JAN2003","31DEC2003","X","X",345,0.0,345,0.0,1.0,1.0
2004,"PSA 409",409,"01JAN2004","31DEC2004","X","X",310,0.0,310,0.0,1.0,1.0
2005,"PSA 409",409,"01JAN2005","31DEC2005","X","X",277,0.0,277,0.0,1.0,1.0
2006,"PSA 409",409,"01JAN2006","31DEC2006","X","X",203,0.0,203,0.0,1.0,1.0
2007,"PSA 409",409,"01JAN2007","31DEC2007","X","X",160,0.0,160,0.0,1.0,1.0
2008,"PSA 409",409,"01JAN2008","31DEC2008","X","X",359,0.0,359,0.0,1.0,1.0
2009,"PSA 409",409,"01JAN2009","31DEC2009","X","X",412,0.0,412,0.0,1.0,1.0
2010,"PSA 409",409,"01JAN2010","31DEC2010","X","X",0.0,0.0,0.0,0.0,1.0,1.0
2011,"PSA 409",409,"01JAN2011","31DEC2011","X","X",853,394,459,1.0,1.0,2.0
2012,"PSA 409",409,"01JAN2012","31DEC2012","X","X",837,395,442,1.0,1.0,2.0
2013,"PSA 409",409,"01JAN2013","31DEC2013","X","X",818,353,465,1.0,1.0,2.0
2014,"PSA 409",409,"01JAN2014","31DEC2014","X","X",842,377,465,1.0,1.0,2.0
2001,"PSA 501",501,"01JAN2001","31DEC2001","X","X",1703,45,1658,1.0,5.0,6.0
2002,"PSA 501",501,"01JAN2002","31DEC2002","X","X",1755,63,1692,1.0,5.0,6.0
2003,"PSA 501",501,"01JAN2003","31DEC2003","X","X",1638,0.0,1638,0.0,5.0,5.0
2004,"PSA 501",501,"01JAN2004","31DEC2004","X","X",1578,0.0,1578,0.0,5.0,5.0
2005,"PSA 501",501,"01JAN2005","31DEC2005","X","X",1449,0.0,1449,0.0,5.0,5.0
2006,"PSA 501",501,"01JAN2006","31DEC2006","X","X",1419,0.0,1419,0.0,5.0,5.0
2007,"PSA 501",501,"01JAN2007","31DEC2007","X","X",1465,0.0,1465,0.0,5.0,5.0
2008,"PSA 501",501,"01JAN2008","31DEC2008","X","X",1122,201,921,1.0,2.0,3.0
2009,"PSA 501",501,"01JAN2009","31DEC2009","X","X",1255,418,837,1.0,2.0,3.0
2010,"PSA 501",501,"01JAN2010","31DEC2010","X","X",1265,499,766,1.0,2.0,3.0
2011,"PSA 501",501,"01JAN2011","31DEC2011","X","X",1081,488,593,1.0,2.0,3.0
2012,"PSA 501",501,"01JAN2012","31DEC2012","X","X",983,479,504,1.0,2.0,3.0
2013,"PSA 501",501,"01JAN2013","31DEC2013","X","X",1201,573,628,2.0,2.0,4.0
2014,"PSA 501",501,"01JAN2014","31DEC2014","X","X",1176,523,653,1.0,1.0,2.0
2001,"PSA 502",502,"01JAN2001","31DEC2001","X","X",1440,685,755,2.0,2.0,4.0
2002,"PSA 502",502,"01JAN2002","31DEC2002","X","X",1309,574,735,1.0,2.0,3.0
2003,"PSA 502",502,"01JAN2003","31DEC2003","X","X",1358,697,661,1.0,2.0,3.0
2004,"PSA 502",502,"01JAN2004","31DEC2004","X","X",1982,1044,938,3.0,3.0,6.0
2005,"PSA 502",502,"01JAN2005","31DEC2005","X","X",2345,1259,1086,4.0,3.0,7.0
2006,"PSA 502",502,"01JAN2006","31DEC2006","X","X",2952,1728,1224,6.0,3.0,9.0
2007,"PSA 502",502,"01JAN2007","31DEC2007","X","X",3422,2216,1206,7.0,3.0,10
2008,"PSA 502",502,"01JAN2008","31DEC2008","X","X",3589,2303,1286,7.0,3.0,10
2009,"PSA 502",502,"01JAN2009","31DEC2009","X","X",3386,2272,1114,6.0,3.0,9.0
2010,"PSA 502",502,"01JAN2010","31DEC2010","X","X",3161,2056,1105,6.0,3.0,9.0
2011,"PSA 502",502,"01JAN2011","31DEC2011","X","X",2419,1374,1045,5.0,2.0,7.0
2012,"PSA 502",502,"01JAN2012","31DEC2012","X","X",2675,1561,1114,4.0,2.0,6.0
2013,"PSA 502",502,"01JAN2013","31DEC2013","X","X",2756,1600,1156,5.0,4.0,9.0
2014,"PSA 502",502,"01JAN2014","31DEC2014","X","X",3219,2078,1141,8.0,4.0,12
2001,"PSA 503",503,"01JAN2001","31DEC2001","X","X",742,394,348,1.0,1.0,2.0
2002,"PSA 503",503,"01JAN2002","31DEC2002","X","X",728,390,338,1.0,1.0,2.0
2003,"PSA 503",503,"01JAN2003","31DEC2003","X","X",711,387,324,2.0,1.0,3.0
2004,"PSA 503",503,"01JAN2004","31DEC2004","X","X",862,546,316,2.0,1.0,3.0
2005,"PSA 503",503,"01JAN2005","31DEC2005","X","X",939,544,395,1.0,2.0,3.0
2006,"PSA 503",503,"01JAN2006","31DEC2006","X","X",957,665,292,1.0,2.0,3.0
2007,"PSA 503",503,"01JAN2007","31DEC2007","X","X",888,652,236,1.0,1.0,2.0
2008,"PSA 503",503,"01JAN2008","31DEC2008","X","X",872,678,194,2.0,1.0,3.0
2009,"PSA 503",503,"01JAN2009","31DEC2009","X","X",656,542,114,1.0,1.0,2.0
2010,"PSA 503",503,"01JAN2010","31DEC2010","X","X",662,523,139,1.0,1.0,2.0
2011,"PSA 503",503,"01JAN2011","31DEC2011","X","X",659,498,161,1.0,1.0,2.0
2012,"PSA 503",503,"01JAN2012","31DEC2012","X","X",635,477,158,1.0,1.0,2.0
2013,"PSA 503",503,"01JAN2013","31DEC2013","X","X",506,506,0.0,1.0,0.0,1.0
2014,"PSA 503",503,"01JAN2014","31DEC2014","X","X",452,452,0.0,1.0,0.0,1.0
2001,"PSA 504",504,"01JAN2001","31DEC2001","X","X",1908,0.0,1908,0.0,7.0,7.0
2002,"PSA 504",504,"01JAN2002","31DEC2002","X","X",2290,0.0,2290,0.0,8.0,8.0
2003,"PSA 504",504,"01JAN2003","31DEC2003","X","X",1712,0.0,1712,0.0,7.0,7.0
2004,"PSA 504",504,"01JAN2004","31DEC2004","X","X",1863,0.0,1863,0.0,9.0,9.0
2005,"PSA 504",504,"01JAN2005","31DEC2005","X","X",1503,81,1422,1.0,7.0,8.0
2006,"PSA 504",504,"01JAN2006","31DEC2006","X","X",1699,98,1601,1.0,8.0,9.0
2007,"PSA 504",504,"01JAN2007","31DEC2007","X","X",1724,170,1554,2.0,8.0,10
2008,"PSA 504",504,"01JAN2008","31DEC2008","X","X",1910,579,1331,4.0,4.0,8.0
2009,"PSA 504",504,"01JAN2009","31DEC2009","X","X",2071,681,1390,3.0,4.0,7.0
2010,"PSA 504",504,"01JAN2010","31DEC2010","X","X",1776,752,1024,3.0,4.0,7.0
2011,"PSA 504",504,"01JAN2011","31DEC2011","X","X",2937,1692,1245,4.0,4.0,8.0
2012,"PSA 504",504,"01JAN2012","31DEC2012","X","X",3021,1816,1205,4.0,4.0,8.0
2013,"PSA 504",504,"01JAN2013","31DEC2013","X","X",2732,1536,1196,4.0,4.0,8.0
2014,"PSA 504",504,"01JAN2014","31DEC2014","X","X",2511,1350,1161,4.0,4.0,8.0
2001,"PSA 505",505,"01JAN2001","31DEC2001","X","X",404,0.0,404,0.0,1.0,1.0
2002,"PSA 505",505,"01JAN2002","31DEC2002","X","X",700,313,387,1.0,1.0,2.0
2003,"PSA 505",505,"01JAN2003","31DEC2003","X","X",861,458,403,1.0,1.0,2.0
2004,"PSA 505",505,"01JAN2004","31DEC2004","X","X",866,445,421,1.0,2.0,3.0
2005,"PSA 505",505,"01JAN2005","31DEC2005","X","X",1187,697,490,2.0,2.0,4.0
2006,"PSA 505",505,"01JAN2006","31DEC2006","X","X",1107,616,491,2.0,2.0,4.0
2007,"PSA 505",505,"01JAN2007","31DEC2007","X","X",1168,692,476,2.0,2.0,4.0
2008,"PSA 505",505,"01JAN2008","31DEC2008","X","X",1139,645,494,2.0,2.0,4.0
2009,"PSA 505",505,"01JAN2009","31DEC2009","X","X",1134,634,500,2.0,2.0,4.0
2010,"PSA 505",505,"01JAN2010","31DEC2010","X","X",1149,658,491,2.0,2.0,4.0
2011,"PSA 505",505,"01JAN2011","31DEC2011","X","X",1121,650,471,2.0,2.0,4.0
2012,"PSA 505",505,"01JAN2012","31DEC2012","X","X",1107,668,439,2.0,2.0,4.0
2013,"PSA 505",505,"01JAN2013","31DEC2013","X","X",1082,644,438,2.0,2.0,4.0
2014,"PSA 505",505,"01JAN2014","31DEC2014","X","X",1037,621,416,2.0,2.0,4.0
2001,"PSA 506",506,"01JAN2001","31DEC2001","X","X",1232,0.0,1232,0.0,4.0,4.0
2002,"PSA 506",506,"01JAN2002","31DEC2002","X","X",1135,0.0,1135,0.0,4.0,4.0
2003,"PSA 506",506,"01JAN2003","31DEC2003","X","X",757,0.0,757,0.0,3.0,3.0
2004,"PSA 506",506,"01JAN2004","31DEC2004","X","X",754,222,532,1.0,2.0,3.0
2005,"PSA 506",506,"01JAN2005","31DEC2005","X","X",884,0.0,884,0.0,3.0,3.0
2006,"PSA 506",506,"01JAN2006","31DEC2006","X","X",740,0.0,740,0.0,3.0,3.0
2007,"PSA 506",506,"01JAN2007","31DEC2007","X","X",722,0.0,722,0.0,3.0,3.0
2008,"PSA 506",506,"01JAN2008","31DEC2008","X","X",691,219,472,1.0,3.0,4.0
2009,"PSA 506",506,"01JAN2009","31DEC2009","X","X",744,198,546,1.0,3.0,4.0
2010,"PSA 506",506,"01JAN2010","31DEC2010","X","X",784,228,556,1.0,3.0,4.0
2011,"PSA 506",506,"01JAN2011","31DEC2011","X","X",824,326,498,2.0,2.0,4.0
2012,"PSA 506",506,"01JAN2012","31DEC2012","X","X",833,358,475,2.0,2.0,4.0
2013,"PSA 506",506,"01JAN2013","31DEC2013","X","X",1111,669,442,4.0,1.0,5.0
2014,"PSA 506",506,"01JAN2014","31DEC2014","X","X",1365,902,463,5.0,1.0,6.0
2001,"PSA 507",507,"01JAN2001","31DEC2001","X","X",3536,757,2779,1.0,8.0,9.0
2002,"PSA 507",507,"01JAN2002","31DEC2002","X","X",3398,691,2707,1.0,8.0,9.0
2003,"PSA 507",507,"01JAN2003","31DEC2003","X","X",3441,748,2693,1.0,8.0,9.0
2004,"PSA 507",507,"01JAN2004","31DEC2004","X","X",3276,705,2571,1.0,8.0,9.0
2005,"PSA 507",507,"01JAN2005","31DEC2005","X","X",2957,707,2250,1.0,8.0,9.0
2006,"PSA 507",507,"01JAN2006","31DEC2006","X","X",2932,764,2168,1.0,8.0,9.0
2007,"PSA 507",507,"01JAN2007","31DEC2007","X","X",2697,744,1953,1.0,8.0,9.0
2008,"PSA 507",507,"01JAN2008","31DEC2008","X","X",2520,729,1791,2.0,5.0,7.0
2009,"PSA 507",507,"01JAN2009","31DEC2009","X","X",2561,605,1956,2.0,5.0,7.0
2010,"PSA 507",507,"01JAN2010","31DEC2010","X","X",2686,764,1922,2.0,5.0,7.0
2011,"PSA 507",507,"01JAN2011","31DEC2011","X","X",2593,799,1794,2.0,5.0,7.0
2012,"PSA 507",507,"01JAN2012","31DEC2012","X","X",2522,845,1677,2.0,5.0,7.0
2013,"PSA 507",507,"01JAN2013","31DEC2013","X","X",1918,824,1094,2.0,3.0,5.0
2014,"PSA 507",507,"01JAN2014","31DEC2014","X","X",1827,753,1074,2.0,3.0,5.0
2001,"PSA 601",601,"01JAN2001","31DEC2001","X","X",1072,0.0,1072,0.0,3.0,3.0
2002,"PSA 601",601,"01JAN2002","31DEC2002","X","X",1019,0.0,1019,0.0,3.0,3.0
2003,"PSA 601",601,"01JAN2003","31DEC2003","X","X",1017,0.0,1017,0.0,3.0,3.0
2004,"PSA 601",601,"01JAN2004","31DEC2004","X","X",957,0.0,957,0.0,3.0,3.0
2005,"PSA 601",601,"01JAN2005","31DEC2005","X","X",1404,516,888,1.0,3.0,4.0
2006,"PSA 601",601,"01JAN2006","31DEC2006","X","X",1546,717,829,1.0,3.0,4.0
2007,"PSA 601",601,"01JAN2007","31DEC2007","X","X",1442,722,720,1.0,3.0,4.0
2008,"PSA 601",601,"01JAN2008","31DEC2008","X","X",1351,728,623,1.0,3.0,4.0
2009,"PSA 601",601,"01JAN2009","31DEC2009","X","X",1308,725,583,1.0,3.0,4.0
2010,"PSA 601",601,"01JAN2010","31DEC2010","X","X",1269,713,556,1.0,3.0,4.0
2011,"PSA 601",601,"01JAN2011","31DEC2011","X","X",1224,674,550,1.0,3.0,4.0
2012,"PSA 601",601,"01JAN2012","31DEC2012","X","X",1168,709,459,1.0,2.0,3.0
2013,"PSA 601",601,"01JAN2013","31DEC2013","X","X",1092,678,414,1.0,1.0,2.0
2014,"PSA 601",601,"01JAN2014","31DEC2014","X","X",1067,659,408,1.0,1.0,2.0
2001,"PSA 602",602,"01JAN2001","31DEC2001","X","X",3114,1543,1571,4.0,4.0,8.0
2002,"PSA 602",602,"01JAN2002","31DEC2002","X","X",3263,1761,1502,3.0,4.0,7.0
2003,"PSA 602",602,"01JAN2003","31DEC2003","X","X",3483,2033,1450,3.0,4.0,7.0
2004,"PSA 602",602,"01JAN2004","31DEC2004","X","X",3978,2178,1800,4.0,5.0,9.0
2005,"PSA 602",602,"01JAN2005","31DEC2005","X","X",3901,2240,1661,4.0,5.0,9.0
2006,"PSA 602",602,"01JAN2006","31DEC2006","X","X",3911,2290,1621,4.0,5.0,9.0
2007,"PSA 602",602,"01JAN2007","31DEC2007","X","X",3856,2458,1398,4.0,5.0,9.0
2008,"PSA 602",602,"01JAN2008","31DEC2008","X","X",4125,2348,1777,3.0,6.0,9.0
2009,"PSA 602",602,"01JAN2009","31DEC2009","X","X",3901,2293,1608,3.0,6.0,9.0
2010,"PSA 602",602,"01JAN2010","31DEC2010","X","X",3677,2181,1496,3.0,6.0,9.0
2011,"PSA 602",602,"01JAN2011","31DEC2011","X","X",2761,1469,1292,2.0,5.0,7.0
2012,"PSA 602",602,"01JAN2012","31DEC2012","X","X",2667,1338,1329,2.0,5.0,7.0
2013,"PSA 602",602,"01JAN2013","31DEC2013","X","X",2437,1113,1324,2.0,4.0,6.0
2014,"PSA 602",602,"01JAN2014","31DEC2014","X","X",2462,1100,1362,2.0,4.0,6.0
2001,"PSA 603",603,"01JAN2001","31DEC2001","X","X",825,155,670,1.0,2.0,3.0
2002,"PSA 603",603,"01JAN2002","31DEC2002","X","X",878,225,653,1.0,2.0,3.0
2003,"PSA 603",603,"01JAN2003","31DEC2003","X","X",925,298,627,1.0,2.0,3.0
2004,"PSA 603",603,"01JAN2004","31DEC2004","X","X",905,321,584,1.0,2.0,3.0
2005,"PSA 603",603,"01JAN2005","31DEC2005","X","X",819,324,495,1.0,2.0,3.0
2006,"PSA 603",603,"01JAN2006","31DEC2006","X","X",763,327,436,1.0,2.0,3.0
2007,"PSA 603",603,"01JAN2007","31DEC2007","X","X",491,329,162,1.0,1.0,2.0
2008,"PSA 603",603,"01JAN2008","31DEC2008","X","X",836,604,232,3.0,1.0,4.0
2009,"PSA 603",603,"01JAN2009","31DEC2009","X","X",1010,743,267,3.0,1.0,4.0
2010,"PSA 603",603,"01JAN2010","31DEC2010","X","X",1081,801,280,3.0,1.0,4.0
2011,"PSA 603",603,"01JAN2011","31DEC2011","X","X",1145,797,348,3.0,1.0,4.0
2012,"PSA 603",603,"01JAN2012","31DEC2012","X","X",1076,772,304,2.0,1.0,3.0
2013,"PSA 603",603,"01JAN2013","31DEC2013","X","X",1143,848,295,3.0,1.0,4.0
2014,"PSA 603",603,"01JAN2014","31DEC2014","X","X",1214,930,284,3.0,1.0,4.0
2001,"PSA 604",604,"01JAN2001","31DEC2001","X","X",2516,0.0,2516,0.0,6.0,6.0
2002,"PSA 604",604,"01JAN2002","31DEC2002","X","X",2306,0.0,2306,0.0,6.0,6.0
2003,"PSA 604",604,"01JAN2003","31DEC2003","X","X",2435,0.0,2435,0.0,7.0,7.0
2004,"PSA 604",604,"01JAN2004","31DEC2004","X","X",2114,0.0,2114,0.0,7.0,7.0
2005,"PSA 604",604,"01JAN2005","31DEC2005","X","X",1976,0.0,1976,0.0,7.0,7.0
2006,"PSA 604",604,"01JAN2006","31DEC2006","X","X",1382,36,1346,1.0,4.0,5.0
2007,"PSA 604",604,"01JAN2007","31DEC2007","X","X",1479,72,1407,1.0,5.0,6.0
2008,"PSA 604",604,"01JAN2008","31DEC2008","X","X",1825,579,1246,3.0,6.0,9.0
2009,"PSA 604",604,"01JAN2009","31DEC2009","X","X",2392,798,1594,4.0,7.0,11
2010,"PSA 604",604,"01JAN2010","31DEC2010","X","X",2019,900,1119,3.0,7.0,10
2011,"PSA 604",604,"01JAN2011","31DEC2011","X","X",1987,1032,955,3.0,4.0,7.0
2012,"PSA 604",604,"01JAN2012","31DEC2012","X","X",2268,1227,1041,4.0,4.0,8.0
2013,"PSA 604",604,"01JAN2013","31DEC2013","X","X",2399,1345,1054,4.0,3.0,7.0
2014,"PSA 604",604,"01JAN2014","31DEC2014","X","X",2530,1427,1103,4.0,3.0,7.0
2001,"PSA 605",605,"01JAN2001","31DEC2001","X","X",472,0.0,472,0.0,1.0,1.0
2002,"PSA 605",605,"01JAN2002","31DEC2002","X","X",452,0.0,452,0.0,1.0,1.0
2003,"PSA 605",605,"01JAN2003","31DEC2003","X","X",412,0.0,412,0.0,1.0,1.0
2004,"PSA 605",605,"01JAN2004","31DEC2004","X","X",368,0.0,368,0.0,1.0,1.0
2005,"PSA 605",605,"01JAN2005","31DEC2005","X","X",525,194,331,1.0,1.0,2.0
2006,"PSA 605",605,"01JAN2006","31DEC2006","X","X",475,134,341,1.0,1.0,2.0
2007,"PSA 605",605,"01JAN2007","31DEC2007","X","X",574,253,321,2.0,1.0,3.0
2008,"PSA 605",605,"01JAN2008","31DEC2008","X","X",478,170,308,1.0,1.0,2.0
2009,"PSA 605",605,"01JAN2009","31DEC2009","X","X",469,166,303,1.0,1.0,2.0
2010,"PSA 605",605,"01JAN2010","31DEC2010","X","X",443,134,309,1.0,1.0,2.0
2011,"PSA 605",605,"01JAN2011","31DEC2011","X","X",467,154,313,1.0,1.0,2.0
2012,"PSA 605",605,"01JAN2012","31DEC2012","X","X",440,151,289,1.0,1.0,2.0
2013,"PSA 605",605,"01JAN2013","31DEC2013","X","X",330,0.0,330,0.0,1.0,1.0
2014,"PSA 605",605,"01JAN2014","31DEC2014","X","X",348,0.0,348,0.0,1.0,1.0
2001,"PSA 606",606,"01JAN2001","31DEC2001","X","X",557,0.0,557,0.0,1.0,1.0
2002,"PSA 606",606,"01JAN2002","31DEC2002","X","X",553,0.0,553,0.0,1.0,1.0
2003,"PSA 606",606,"01JAN2003","31DEC2003","X","X",520,0.0,520,0.0,1.0,1.0
2004,"PSA 606",606,"01JAN2004","31DEC2004","X","X",459,0.0,459,0.0,1.0,1.0
2005,"PSA 606",606,"01JAN2005","31DEC2005","X","X",420,0.0,420,0.0,1.0,1.0
2006,"PSA 606",606,"01JAN2006","31DEC2006","X","X",354,0.0,354,0.0,1.0,1.0
2007,"PSA 606",606,"01JAN2007","31DEC2007","X","X",285,0.0,285,0.0,1.0,1.0
2008,"PSA 606",606,"01JAN2008","31DEC2008","X","X",310,0.0,310,0.0,1.0,1.0
2009,"PSA 606",606,"01JAN2009","31DEC2009","X","X",298,0.0,298,0.0,1.0,1.0
2010,"PSA 606",606,"01JAN2010","31DEC2010","X","X",321,0.0,321,0.0,1.0,1.0
2011,"PSA 606",606,"01JAN2011","31DEC2011","X","X",302,0.0,302,0.0,1.0,1.0
2012,"PSA 606",606,"01JAN2012","31DEC2012","X","X",308,0.0,308,0.0,1.0,1.0
2013,"PSA 606",606,"01JAN2013","31DEC2013","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2014,"PSA 606",606,"01JAN2014","31DEC2014","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2001,"PSA 607",607,"01JAN2001","31DEC2001","X","X",2400,0.0,2400,0.0,5.0,5.0
2002,"PSA 607",607,"01JAN2002","31DEC2002","X","X",2378,0.0,2378,0.0,5.0,5.0
2003,"PSA 607",607,"01JAN2003","31DEC2003","X","X",2345,0.0,2345,0.0,5.0,5.0
2004,"PSA 607",607,"01JAN2004","31DEC2004","X","X",2327,0.0,2327,0.0,5.0,5.0
2005,"PSA 607",607,"01JAN2005","31DEC2005","X","X",2338,0.0,2338,0.0,5.0,5.0
2006,"PSA 607",607,"01JAN2006","31DEC2006","X","X",2241,0.0,2241,0.0,5.0,5.0
2007,"PSA 607",607,"01JAN2007","31DEC2007","X","X",2303,99,2204,1.0,5.0,6.0
2008,"PSA 607",607,"01JAN2008","31DEC2008","X","X",2208,0.0,2208,0.0,5.0,5.0
2009,"PSA 607",607,"01JAN2009","31DEC2009","X","X",2168,0.0,2168,0.0,5.0,5.0
2010,"PSA 607",607,"01JAN2010","31DEC2010","X","X",2194,0.0,2194,0.0,5.0,5.0
2011,"PSA 607",607,"01JAN2011","31DEC2011","X","X",2139,0.0,2139,0.0,5.0,5.0
2012,"PSA 607",607,"01JAN2012","31DEC2012","X","X",2062,0.0,2062,0.0,5.0,5.0
2013,"PSA 607",607,"01JAN2013","31DEC2013","X","X",2231,0.0,2231,0.0,5.0,5.0
2014,"PSA 607",607,"01JAN2014","31DEC2014","X","X",2176,0.0,2176,0.0,5.0,5.0
2001,"PSA 608",608,"01JAN2001","31DEC2001","X","X",2385,0.0,2385,0.0,6.0,6.0
2002,"PSA 608",608,"01JAN2002","31DEC2002","X","X",2345,0.0,2345,0.0,6.0,6.0
2003,"PSA 608",608,"01JAN2003","31DEC2003","X","X",2389,0.0,2389,0.0,7.0,7.0
2004,"PSA 608",608,"01JAN2004","31DEC2004","X","X",2154,76,2078,1.0,6.0,7.0
2005,"PSA 608",608,"01JAN2005","31DEC2005","X","X",2188,118,2070,1.0,6.0,7.0
