"timeframe","anc2012","anc2012_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present"
2010,"ANC 2D","2D","01JAN2010","31DEC2010","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2011,"ANC 2D","2D","01JAN2011","31DEC2011","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2012,"ANC 2D","2D","01JAN2012","31DEC2012","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2013,"ANC 2D","2D","01JAN2013","31DEC2013","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2014,"ANC 2D","2D","01JAN2014","31DEC2014","X","X",0.0,0.0,0.0,0.0,0.0,0.0
2001,"ANC 2E","2E","01JAN2001","31DEC2001","X","X",1003,0.0,1003,0.0,3.0,3.0
2002,"ANC 2E","2E","01JAN2002","31DEC2002","X","X",1069,0.0,1069,0.0,3.0,3.0
2003,"ANC 2E","2E","01JAN2003","31DEC2003","X","X",1049,0.0,1049,0.0,3.0,3.0
2004,"ANC 2E","2E","01JAN2004","31DEC2004","X","X",1001,0.0,1001,0.0,3.0,3.0
2005,"ANC 2E","2E","01JAN2005","31DEC2005","X","X",566,0.0,566,0.0,2.0,2.0
2006,"ANC 2E","2E","01JAN2006","31DEC2006","X","X",698,53,645,1.0,2.0,3.0
2007,"ANC 2E","2E","01JAN2007","31DEC2007","X","X",725,86,639,1.0,2.0,3.0
2008,"ANC 2E","2E","01JAN2008","31DEC2008","X","X",971,0.0,971,0.0,3.0,3.0
2009,"ANC 2E","2E","01JAN2009","31DEC2009","X","X",1145,0.0,1145,0.0,3.0,3.0
2010,"ANC 2E","2E","01JAN2010","31DEC2010","X","X",1300,0.0,1300,0.0,3.0,3.0
2011,"ANC 2E","2E","01JAN2011","31DEC2011","X","X",1237,0.0,1237,0.0,3.0,3.0
2012,"ANC 2E","2E","01JAN2012","31DEC2012","X","X",1267,0.0,1267,0.0,3.0,3.0
2013,"ANC 2E","2E","01JAN2013","31DEC2013","X","X",1246,0.0,1246,0.0,3.0,3.0
2014,"ANC 2E","2E","01JAN2014","31DEC2014","X","X",691,0.0,691,0.0,2.0,2.0
2001,"ANC 2F","2F","01JAN2001","31DEC2001","X","X",666,0.0,666,0.0,2.0,2.0
2002,"ANC 2F","2F","01JAN2002","31DEC2002","X","X",386,0.0,386,0.0,1.0,1.0
2003,"ANC 2F","2F","01JAN2003","31DEC2003","X","X",660,0.0,660,0.0,2.0,2.0
2004,"ANC 2F","2F","01JAN2004","31DEC2004","X","X",731,152,579,1.0,2.0,3.0
2005,"ANC 2F","2F","01JAN2005","31DEC2005","X","X",794,205,589,1.0,2.0,3.0
2006,"ANC 2F","2F","01JAN2006","31DEC2006","X","X",786,171,615,1.0,2.0,3.0
2007,"ANC 2F","2F","01JAN2007","31DEC2007","X","X",766,131,635,1.0,2.0,3.0
2008,"ANC 2F","2F","01JAN2008","31DEC2008","X","X",735,156,579,1.0,2.0,3.0
2009,"ANC 2F","2F","01JAN2009","31DEC2009","X","X",821,215,606,1.0,2.0,3.0
2010,"ANC 2F","2F","01JAN2010","31DEC2010","X","X",845,258,587,1.0,2.0,3.0
2011,"ANC 2F","2F","01JAN2011","31DEC2011","X","X",867,303,564,1.0,2.0,3.0
2012,"ANC 2F","2F","01JAN2012","31DEC2012","X","X",836,308,528,1.0,2.0,3.0
2013,"ANC 2F","2F","01JAN2013","31DEC2013","X","X",716,147,569,1.0,2.0,3.0
2014,"ANC 2F","2F","01JAN2014","31DEC2014","X","X",639,123,516,1.0,2.0,3.0
2001,"ANC 3B","3B","01JAN2001","31DEC2001","X","X",225,0.0,225,0.0,1.0,1.0
2002,"ANC 3B","3B","01JAN2002","31DEC2002","X","X",228,0.0,228,0.0,1.0,1.0
2003,"ANC 3B","3B","01JAN2003","31DEC2003","X","X",213,0.0,213,0.0,1.0,1.0
2004,"ANC 3B","3B","01JAN2004","31DEC2004","X","X",212,0.0,212,0.0,1.0,1.0
2005,"ANC 3B","3B","01JAN2005","31DEC2005","X","X",211,0.0,211,0.0,1.0,1.0
2006,"ANC 3B","3B","01JAN2006","31DEC2006","X","X",232,0.0,232,0.0,1.0,1.0
2007,"ANC 3B","3B","01JAN2007","31DEC2007","X","X",259,0.0,259,0.0,1.0,1.0
2008,"ANC 3B","3B","01JAN2008","31DEC2008","X","X",296,0.0,296,0.0,1.0,1.0
2009,"ANC 3B","3B","01JAN2009","31DEC2009","X","X",285,0.0,285,0.0,1.0,1.0
2010,"ANC 3B","3B","01JAN2010","31DEC2010","X","X",324,0.0,324,0.0,1.0,1.0
2011,"ANC 3B","3B","01JAN2011","31DEC2011","X","X",347,0.0,347,0.0,1.0,1.0
2012,"ANC 3B","3B","01JAN2012","31DEC2012","X","X",368,0.0,368,0.0,1.0,1.0
2013,"ANC 3B","3B","01JAN2013","31DEC2013","X","X",381,0.0,381,0.0,1.0,1.0
2014,"ANC 3B","3B","01JAN2014","31DEC2014","X","X",418,0.0,418,0.0,1.0,1.0
2001,"ANC 3C","3C","01JAN2001","31DEC2001","X","X",764,0.0,764,0.0,2.0,2.0
2002,"ANC 3C","3C","01JAN2002","31DEC2002","X","X",808,0.0,808,0.0,2.0,2.0
2003,"ANC 3C","3C","01JAN2003","31DEC2003","X","X",810,0.0,810,0.0,2.0,2.0
2004,"ANC 3C","3C","01JAN2004","31DEC2004","X","X",1022,213,809,1.0,2.0,3.0
2005,"ANC 3C","3C","01JAN2005","31DEC2005","X","X",911,101,810,1.0,2.0,3.0
2006,"ANC 3C","3C","01JAN2006","31DEC2006","X","X",1014,178,836,1.0,2.0,3.0
2007,"ANC 3C","3C","01JAN2007","31DEC2007","X","X",1037,307,730,1.0,2.0,3.0
2008,"ANC 3C","3C","01JAN2008","31DEC2008","X","X",966,205,761,1.0,2.0,3.0
2009,"ANC 3C","3C","01JAN2009","31DEC2009","X","X",757,0.0,757,0.0,2.0,2.0
2010,"ANC 3C","3C","01JAN2010","31DEC2010","X","X",794,0.0,794,0.0,2.0,2.0
2011,"ANC 3C","3C","01JAN2011","31DEC2011","X","X",812,0.0,812,0.0,2.0,2.0
2012,"ANC 3C","3C","01JAN2012","31DEC2012","X","X",793,0.0,793,0.0,2.0,2.0
2013,"ANC 3C","3C","01JAN2013","31DEC2013","X","X",806,0.0,806,0.0,2.0,2.0
2014,"ANC 3C","3C","01JAN2014","31DEC2014","X","X",811,0.0,811,0.0,2.0,2.0
2001,"ANC 3D","3D","01JAN2001","31DEC2001","X","X",425,0.0,425,0.0,2.0,2.0
2002,"ANC 3D","3D","01JAN2002","31DEC2002","X","X",449,0.0,449,0.0,2.0,2.0
2003,"ANC 3D","3D","01JAN2003","31DEC2003","X","X",462,0.0,462,0.0,2.0,2.0
2004,"ANC 3D","3D","01JAN2004","31DEC2004","X","X",468,0.0,468,0.0,2.0,2.0
2005,"ANC 3D","3D","01JAN2005","31DEC2005","X","X",508,0.0,508,0.0,2.0,2.0
2006,"ANC 3D","3D","01JAN2006","31DEC2006","X","X",533,0.0,533,0.0,2.0,2.0
2007,"ANC 3D","3D","01JAN2007","31DEC2007","X","X",562,0.0,562,0.0,2.0,2.0
2008,"ANC 3D","3D","01JAN2008","31DEC2008","X","X",596,0.0,596,0.0,2.0,2.0
2009,"ANC 3D","3D","01JAN2009","31DEC2009","X","X",612,0.0,612,0.0,2.0,2.0
2010,"ANC 3D","3D","01JAN2010","31DEC2010","X","X",639,0.0,639,0.0,2.0,2.0
2011,"ANC 3D","3D","01JAN2011","31DEC2011","X","X",676,0.0,676,0.0,2.0,2.0
2012,"ANC 3D","3D","01JAN2012","31DEC2012","X","X",661,0.0,661,0.0,2.0,2.0
2013,"ANC 3D","3D","01JAN2013","31DEC2013","X","X",668,0.0,668,0.0,2.0,2.0
2014,"ANC 3D","3D","01JAN2014","31DEC2014","X","X",685,0.0,685,0.0,2.0,2.0
2001,"ANC 3E","3E","01JAN2001","31DEC2001","X","X",3008,0.0,3008,0.0,4.0,4.0
2002,"ANC 3E","3E","01JAN2002","31DEC2002","X","X",2889,0.0,2889,0.0,4.0,4.0
2003,"ANC 3E","3E","01JAN2003","31DEC2003","X","X",2875,0.0,2875,0.0,4.0,4.0
2004,"ANC 3E","3E","01JAN2004","31DEC2004","X","X",2740,0.0,2740,0.0,3.0,3.0
2005,"ANC 3E","3E","01JAN2005","31DEC2005","X","X",2738,0.0,2738,0.0,3.0,3.0
2006,"ANC 3E","3E","01JAN2006","31DEC2006","X","X",2656,0.0,2656,1.0,3.0,4.0
2007,"ANC 3E","3E","01JAN2007","31DEC2007","X","X",2558,0.0,2558,1.0,3.0,4.0
2008,"ANC 3E","3E","01JAN2008","31DEC2008","X","X",2466,0.0,2466,0.0,3.0,3.0
2009,"ANC 3E","3E","01JAN2009","31DEC2009","X","X",2799,0.0,2799,0.0,3.0,3.0
2010,"ANC 3E","3E","01JAN2010","31DEC2010","X","X",2946,0.0,2946,0.0,3.0,3.0
2011,"ANC 3E","3E","01JAN2011","31DEC2011","X","X",3195,0.0,3195,0.0,3.0,3.0
2012,"ANC 3E","3E","01JAN2012","31DEC2012","X","X",3477,0.0,3477,0.0,3.0,3.0
2013,"ANC 3E","3E","01JAN2013","31DEC2013","X","X",3571,0.0,3571,0.0,3.0,3.0
2014,"ANC 3E","3E","01JAN2014","31DEC2014","X","X",3793,0.0,3793,0.0,3.0,3.0
2001,"ANC 3F","3F","01JAN2001","31DEC2001","X","X",634,0.0,634,0.0,2.0,2.0
2002,"ANC 3F","3F","01JAN2002","31DEC2002","X","X",643,0.0,643,0.0,2.0,2.0
2003,"ANC 3F","3F","01JAN2003","31DEC2003","X","X",634,0.0,634,0.0,2.0,2.0
2004,"ANC 3F","3F","01JAN2004","31DEC2004","X","X",634,0.0,634,0.0,2.0,2.0
2005,"ANC 3F","3F","01JAN2005","31DEC2005","X","X",633,0.0,633,0.0,2.0,2.0
2006,"ANC 3F","3F","01JAN2006","31DEC2006","X","X",634,0.0,634,0.0,2.0,2.0
2007,"ANC 3F","3F","01JAN2007","31DEC2007","X","X",666,0.0,666,0.0,2.0,2.0
2008,"ANC 3F","3F","01JAN2008","31DEC2008","X","X",653,0.0,653,0.0,2.0,2.0
2009,"ANC 3F","3F","01JAN2009","31DEC2009","X","X",677,0.0,677,0.0,2.0,2.0
2010,"ANC 3F","3F","01JAN2010","31DEC2010","X","X",760,0.0,760,0.0,2.0,2.0
2011,"ANC 3F","3F","01JAN2011","31DEC2011","X","X",813,0.0,813,0.0,2.0,2.0
2012,"ANC 3F","3F","01JAN2012","31DEC2012","X","X",845,0.0,845,0.0,2.0,2.0
2013,"ANC 3F","3F","01JAN2013","31DEC2013","X","X",913,0.0,913,0.0,2.0,2.0
2014,"ANC 3F","3F","01JAN2014","31DEC2014","X","X",911,0.0,911,0.0,2.0,2.0
2001,"ANC 3G","3G","01JAN2001","31DEC2001","X","X",499,0.0,499,0.0,1.0,1.0
2002,"ANC 3G","3G","01JAN2002","31DEC2002","X","X",514,0.0,514,0.0,1.0,1.0
2003,"ANC 3G","3G","01JAN2003","31DEC2003","X","X",537,0.0,537,0.0,1.0,1.0
2004,"ANC 3G","3G","01JAN2004","31DEC2004","X","X",546,0.0,546,0.0,1.0,1.0
2005,"ANC 3G","3G","01JAN2005","31DEC2005","X","X",579,0.0,579,0.0,1.0,1.0
2006,"ANC 3G","3G","01JAN2006","31DEC2006","X","X",595,0.0,595,0.0,1.0,1.0
2007,"ANC 3G","3G","01JAN2007","31DEC2007","X","X",623,0.0,623,0.0,1.0,1.0
2008,"ANC 3G","3G","01JAN2008","31DEC2008","X","X",610,0.0,610,0.0,1.0,1.0
2009,"ANC 3G","3G","01JAN2009","31DEC2009","X","X",634,0.0,634,0.0,1.0,1.0
2010,"ANC 3G","3G","01JAN2010","31DEC2010","X","X",682,0.0,682,0.0,1.0,1.0
2011,"ANC 3G","3G","01JAN2011","31DEC2011","X","X",707,0.0,707,0.0,1.0,1.0
2012,"ANC 3G","3G","01JAN2012","31DEC2012","X","X",689,0.0,689,0.0,1.0,1.0
2013,"ANC 3G","3G","01JAN2013","31DEC2013","X","X",689,0.0,689,0.0,1.0,1.0
2014,"ANC 3G","3G","01JAN2014","31DEC2014","X","X",697,0.0,697,0.0,1.0,1.0
2001,"ANC 4A","4A","01JAN2001","31DEC2001","X","X",1481,93,1388,1.0,3.0,4.0
2002,"ANC 4A","4A","01JAN2002","31DEC2002","X","X",1354,0.0,1354,0.0,3.0,3.0
2003,"ANC 4A","4A","01JAN2003","31DEC2003","X","X",1283,0.0,1283,0.0,3.0,3.0
2004,"ANC 4A","4A","01JAN2004","31DEC2004","X","X",1175,0.0,1175,0.0,3.0,3.0
2005,"ANC 4A","4A","01JAN2005","31DEC2005","X","X",1256,130,1126,1.0,3.0,4.0
2006,"ANC 4A","4A","01JAN2006","31DEC2006","X","X",1311,234,1077,2.0,3.0,5.0
2007,"ANC 4A","4A","01JAN2007","31DEC2007","X","X",1301,257,1044,2.0,3.0,5.0
2008,"ANC 4A","4A","01JAN2008","31DEC2008","X","X",1565,356,1209,2.0,3.0,5.0
2009,"ANC 4A","4A","01JAN2009","31DEC2009","X","X",1904,515,1389,3.0,3.0,6.0
2010,"ANC 4A","4A","01JAN2010","31DEC2010","X","X",2014,556,1458,3.0,3.0,6.0
2011,"ANC 4A","4A","01JAN2011","31DEC2011","X","X",1981,552,1429,3.0,3.0,6.0
2012,"ANC 4A","4A","01JAN2012","31DEC2012","X","X",1806,346,1460,2.0,3.0,5.0
2013,"ANC 4A","4A","01JAN2013","31DEC2013","X","X",2105,571,1534,2.0,3.0,5.0
2014,"ANC 4A","4A","01JAN2014","31DEC2014","X","X",1749,590,1159,2.0,3.0,5.0
2001,"ANC 4B","4B","01JAN2001","31DEC2001","X","X",3071,932,2139,5.0,5.0,10
2002,"ANC 4B","4B","01JAN2002","31DEC2002","X","X",3029,972,2057,5.0,5.0,10
2003,"ANC 4B","4B","01JAN2003","31DEC2003","X","X",3060,1146,1914,5.0,5.0,10
2004,"ANC 4B","4B","01JAN2004","31DEC2004","X","X",3088,1290,1798,5.0,5.0,10
2005,"ANC 4B","4B","01JAN2005","31DEC2005","X","X",3116,1429,1687,6.0,4.0,10
2006,"ANC 4B","4B","01JAN2006","31DEC2006","X","X",3238,1585,1653,6.0,4.0,10
2007,"ANC 4B","4B","01JAN2007","31DEC2007","X","X",3421,1812,1609,9.0,4.0,13
2008,"ANC 4B","4B","01JAN2008","31DEC2008","X","X",3727,2048,1679,10,4.0,14
2009,"ANC 4B","4B","01JAN2009","31DEC2009","X","X",3683,1933,1750,7.0,5.0,12
2010,"ANC 4B","4B","01JAN2010","31DEC2010","X","X",3033,1328,1705,5.0,4.0,9.0
2011,"ANC 4B","4B","01JAN2011","31DEC2011","X","X",2880,1391,1489,4.0,4.0,8.0
2012,"ANC 4B","4B","01JAN2012","31DEC2012","X","X",3775,2292,1483,7.0,4.0,11
2013,"ANC 4B","4B","01JAN2013","31DEC2013","X","X",4083,2504,1579,9.0,4.0,13
2014,"ANC 4B","4B","01JAN2014","31DEC2014","X","X",4044,2508,1536,9.0,4.0,13
2001,"ANC 4C","4C","01JAN2001","31DEC2001","X","X",4020,533,3487,1.0,9.0,10
2002,"ANC 4C","4C","01JAN2002","31DEC2002","X","X",4056,499,3557,2.0,10,12
2003,"ANC 4C","4C","01JAN2003","31DEC2003","X","X",4256,825,3431,3.0,10,13
2004,"ANC 4C","4C","01JAN2004","31DEC2004","X","X",3680,406,3274,2.0,10,12
2005,"ANC 4C","4C","01JAN2005","31DEC2005","X","X",3242,468,2774,3.0,10,13
2006,"ANC 4C","4C","01JAN2006","31DEC2006","X","X",3140,476,2664,3.0,9.0,12
2007,"ANC 4C","4C","01JAN2007","31DEC2007","X","X",3378,759,2619,5.0,9.0,14
2008,"ANC 4C","4C","01JAN2008","31DEC2008","X","X",3629,1166,2463,7.0,8.0,15
2009,"ANC 4C","4C","01JAN2009","31DEC2009","X","X",3655,1362,2293,6.0,8.0,14
2010,"ANC 4C","4C","01JAN2010","31DEC2010","X","X",4382,1707,2675,7.0,8.0,15
2011,"ANC 4C","4C","01JAN2011","31DEC2011","X","X",4713,1952,2761,8.0,8.0,16
2012,"ANC 4C","4C","01JAN2012","31DEC2012","X","X",5253,2240,3013,9.0,8.0,17
2013,"ANC 4C","4C","01JAN2013","31DEC2013","X","X",4906,1761,3145,6.0,7.0,13
2014,"ANC 4C","4C","01JAN2014","31DEC2014","X","X",4936,1702,3234,7.0,7.0,14
2001,"ANC 4D","4D","01JAN2001","31DEC2001","X","X",1009,0.0,1009,0.0,2.0,2.0
2002,"ANC 4D","4D","01JAN2002","31DEC2002","X","X",1015,0.0,1015,0.0,2.0,2.0
2003,"ANC 4D","4D","01JAN2003","31DEC2003","X","X",910,0.0,910,0.0,2.0,2.0
2004,"ANC 4D","4D","01JAN2004","31DEC2004","X","X",801,0.0,801,0.0,2.0,2.0
2005,"ANC 4D","4D","01JAN2005","31DEC2005","X","X",686,0.0,686,0.0,2.0,2.0
2006,"ANC 4D","4D","01JAN2006","31DEC2006","X","X",583,0.0,583,0.0,2.0,2.0
2007,"ANC 4D","4D","01JAN2007","31DEC2007","X","X",511,0.0,511,0.0,2.0,2.0
2008,"ANC 4D","4D","01JAN2008","31DEC2008","X","X",384,0.0,384,0.0,1.0,1.0
2009,"ANC 4D","4D","01JAN2009","31DEC2009","X","X",420,0.0,420,0.0,1.0,1.0
2010,"ANC 4D","4D","01JAN2010","31DEC2010","X","X",429,0.0,429,0.0,1.0,1.0
2011,"ANC 4D","4D","01JAN2011","31DEC2011","X","X",423,0.0,423,0.0,1.0,1.0
2012,"ANC 4D","4D","01JAN2012","31DEC2012","X","X",468,0.0,468,0.0,1.0,1.0
2013,"ANC 4D","4D","01JAN2013","31DEC2013","X","X",1120,640,480,2.0,1.0,3.0
2014,"ANC 4D","4D","01JAN2014","31DEC2014","X","X",1196,670,526,2.0,1.0,3.0
2001,"ANC 5A","5A","01JAN2001","31DEC2001","X","X",725,37,688,1.0,2.0,3.0
2002,"ANC 5A","5A","01JAN2002","31DEC2002","X","X",1153,426,727,2.0,2.0,4.0
2003,"ANC 5A","5A","01JAN2003","31DEC2003","X","X",695,39,656,1.0,2.0,3.0
2004,"ANC 5A","5A","01JAN2004","31DEC2004","X","X",1192,715,477,3.0,2.0,5.0
2005,"ANC 5A","5A","01JAN2005","31DEC2005","X","X",954,589,365,3.0,2.0,5.0
2006,"ANC 5A","5A","01JAN2006","31DEC2006","X","X",712,406,306,2.0,2.0,4.0
2007,"ANC 5A","5A","01JAN2007","31DEC2007","X","X",741,503,238,2.0,2.0,4.0
2008,"ANC 5A","5A","01JAN2008","31DEC2008","X","X",957,857,100,4.0,1.0,5.0
2009,"ANC 5A","5A","01JAN2009","31DEC2009","X","X",957,864,93,4.0,1.0,5.0
2010,"ANC 5A","5A","01JAN2010","31DEC2010","X","X",1062,979,83,4.0,1.0,5.0
2011,"ANC 5A","5A","01JAN2011","31DEC2011","X","X",1451,1342,109,5.0,1.0,6.0
2012,"ANC 5A","5A","01JAN2012","31DEC2012","X","X",1212,1116,96,3.0,1.0,4.0
2013,"ANC 5A","5A","01JAN2013","31DEC2013","X","X",1284,1222,62,3.0,1.0,4.0
2014,"ANC 5A","5A","01JAN2014","31DEC2014","X","X",1338,1282,56,3.0,1.0,4.0
2001,"ANC 5B","5B","01JAN2001","31DEC2001","X","X",1908,0.0,1908,0.0,7.0,7.0
2002,"ANC 5B","5B","01JAN2002","31DEC2002","X","X",2290,0.0,2290,0.0,8.0,8.0
2003,"ANC 5B","5B","01JAN2003","31DEC2003","X","X",1768,56,1712,1.0,7.0,8.0
2004,"ANC 5B","5B","01JAN2004","31DEC2004","X","X",1922,59,1863,1.0,9.0,10
2005,"ANC 5B","5B","01JAN2005","31DEC2005","X","X",1503,81,1422,1.0,7.0,8.0
2006,"ANC 5B","5B","01JAN2006","31DEC2006","X","X",1699,98,1601,1.0,8.0,9.0
2007,"ANC 5B","5B","01JAN2007","31DEC2007","X","X",1724,170,1554,2.0,8.0,10
2008,"ANC 5B","5B","01JAN2008","31DEC2008","X","X",1910,579,1331,4.0,4.0,8.0
2009,"ANC 5B","5B","01JAN2009","31DEC2009","X","X",2071,681,1390,3.0,4.0,7.0
2010,"ANC 5B","5B","01JAN2010","31DEC2010","X","X",1776,752,1024,3.0,4.0,7.0
2011,"ANC 5B","5B","01JAN2011","31DEC2011","X","X",2937,1692,1245,4.0,4.0,8.0
2012,"ANC 5B","5B","01JAN2012","31DEC2012","X","X",3021,1816,1205,4.0,4.0,8.0
2013,"ANC 5B","5B","01JAN2013","31DEC2013","X","X",2732,1536,1196,4.0,4.0,8.0
2014,"ANC 5B","5B","01JAN2014","31DEC2014","X","X",2511,1350,1161,4.0,4.0,8.0
2001,"ANC 5C","5C","01JAN2001","31DEC2001","X","X",1146,394,752,1.0,2.0,3.0
2002,"ANC 5C","5C","01JAN2002","31DEC2002","X","X",1428,703,725,2.0,2.0,4.0
2003,"ANC 5C","5C","01JAN2003","31DEC2003","X","X",1516,789,727,2.0,2.0,4.0
2004,"ANC 5C","5C","01JAN2004","31DEC2004","X","X",1669,932,737,2.0,2.0,4.0
2005,"ANC 5C","5C","01JAN2005","31DEC2005","X","X",2083,1241,842,3.0,3.0,6.0
2006,"ANC 5C","5C","01JAN2006","31DEC2006","X","X",2004,1281,723,3.0,3.0,6.0
2007,"ANC 5C","5C","01JAN2007","31DEC2007","X","X",1982,1344,638,3.0,2.0,5.0
2008,"ANC 5C","5C","01JAN2008","31DEC2008","X","X",1950,1323,627,4.0,2.0,6.0
2009,"ANC 5C","5C","01JAN2009","31DEC2009","X","X",1709,1176,533,3.0,2.0,5.0
2010,"ANC 5C","5C","01JAN2010","31DEC2010","X","X",1734,1181,553,3.0,2.0,5.0
2011,"ANC 5C","5C","01JAN2011","31DEC2011","X","X",1713,1148,565,3.0,2.0,5.0
2012,"ANC 5C","5C","01JAN2012","31DEC2012","X","X",1653,1145,508,3.0,2.0,5.0
2013,"ANC 5C","5C","01JAN2013","31DEC2013","X","X",1499,1150,349,3.0,1.0,4.0
2014,"ANC 5C","5C","01JAN2014","31DEC2014","X","X",1413,1073,340,3.0,1.0,4.0
2001,"ANC 5D","5D","01JAN2001","31DEC2001","X","X",2970,0.0,2970,0.0,10,10
2002,"ANC 5D","5D","01JAN2002","31DEC2002","X","X",2852,0.0,2852,0.0,10,10
2003,"ANC 5D","5D","01JAN2003","31DEC2003","X","X",2482,0.0,2482,0.0,9.0,9.0
2004,"ANC 5D","5D","01JAN2004","31DEC2004","X","X",2417,222,2195,1.0,9.0,10
2005,"ANC 5D","5D","01JAN2005","31DEC2005","X","X",2355,0.0,2355,0.0,10,10
2006,"ANC 5D","5D","01JAN2006","31DEC2006","X","X",2166,0.0,2166,0.0,10,10
2007,"ANC 5D","5D","01JAN2007","31DEC2007","X","X",1990,0.0,1990,0.0,10,10
2008,"ANC 5D","5D","01JAN2008","31DEC2008","X","X",2060,219,1841,1.0,8.0,9.0
2009,"ANC 5D","5D","01JAN2009","31DEC2009","X","X",2288,198,2090,1.0,8.0,9.0
2010,"ANC 5D","5D","01JAN2010","31DEC2010","X","X",2291,228,2063,1.0,8.0,9.0
2011,"ANC 5D","5D","01JAN2011","31DEC2011","X","X",2105,215,1890,1.0,7.0,8.0
2012,"ANC 5D","5D","01JAN2012","31DEC2012","X","X",1996,230,1766,1.0,7.0,8.0
2013,"ANC 5D","5D","01JAN2013","31DEC2013","X","X",1729,530,1199,3.0,4.0,7.0
2014,"ANC 5D","5D","01JAN2014","31DEC2014","X","X",1980,765,1215,4.0,4.0,8.0
2001,"ANC 5E","5E","01JAN2001","31DEC2001","X","X",3143,730,2413,3.0,7.0,10
2002,"ANC 5E","5E","01JAN2002","31DEC2002","X","X",3064,637,2427,2.0,7.0,9.0
2003,"ANC 5E","5E","01JAN2003","31DEC2003","X","X",2996,697,2299,1.0,7.0,8.0
2004,"ANC 5E","5E","01JAN2004","31DEC2004","X","X",3560,1044,2516,3.0,8.0,11
2005,"ANC 5E","5E","01JAN2005","31DEC2005","X","X",3794,1259,2535,4.0,8.0,12
2006,"ANC 5E","5E","01JAN2006","31DEC2006","X","X",4371,1728,2643,6.0,8.0,14
2007,"ANC 5E","5E","01JAN2007","31DEC2007","X","X",4887,2216,2671,7.0,8.0,15
2008,"ANC 5E","5E","01JAN2008","31DEC2008","X","X",4711,2504,2207,8.0,5.0,13
2009,"ANC 5E","5E","01JAN2009","31DEC2009","X","X",4641,2690,1951,7.0,5.0,12
2010,"ANC 5E","5E","01JAN2010","31DEC2010","X","X",4426,2555,1871,7.0,5.0,12
2011,"ANC 5E","5E","01JAN2011","31DEC2011","X","X",3500,1862,1638,6.0,4.0,10
2012,"ANC 5E","5E","01JAN2012","31DEC2012","X","X",3658,2040,1618,5.0,4.0,9.0
2013,"ANC 5E","5E","01JAN2013","31DEC2013","X","X",3957,2173,1784,7.0,6.0,13
2014,"ANC 5E","5E","01JAN2014","31DEC2014","X","X",4395,2601,1794,9.0,5.0,14
2001,"ANC 6A","6A","01JAN2001","31DEC2001","X","X",3342,445,2897,2.0,7.0,9.0
2002,"ANC 6A","6A","01JAN2002","31DEC2002","X","X",2591,88,2503,1.0,6.0,7.0
2003,"ANC 6A","6A","01JAN2003","31DEC2003","X","X",3097,657,2440,2.0,5.0,7.0
2004,"ANC 6A","6A","01JAN2004","31DEC2004","X","X",3197,648,2549,3.0,6.0,9.0
2005,"ANC 6A","6A","01JAN2005","31DEC2005","X","X",2815,677,2138,3.0,6.0,9.0
2006,"ANC 6A","6A","01JAN2006","31DEC2006","X","X",2702,625,2077,3.0,6.0,9.0
2007,"ANC 6A","6A","01JAN2007","31DEC2007","X","X",2382,297,2085,1.0,6.0,7.0
2008,"ANC 6A","6A","01JAN2008","31DEC2008","X","X",2022,316,1706,1.0,6.0,7.0
2009,"ANC 6A","6A","01JAN2009","31DEC2009","X","X",1805,319,1486,1.0,5.0,6.0
2010,"ANC 6A","6A","01JAN2010","31DEC2010","X","X",1897,373,1524,1.0,6.0,7.0
2011,"ANC 6A","6A","01JAN2011","31DEC2011","X","X",1931,419,1512,2.0,5.0,7.0
2012,"ANC 6A","6A","01JAN2012","31DEC2012","X","X",2136,476,1660,2.0,5.0,7.0
2013,"ANC 6A","6A","01JAN2013","31DEC2013","X","X",2484,439,2045,2.0,5.0,7.0
2014,"ANC 6A","6A","01JAN2014","31DEC2014","X","X",2622,328,2294,2.0,5.0,7.0
2001,"ANC 6B","6B","01JAN2001","31DEC2001","X","X",3273,1228,2045,3.0,5.0,8.0
2002,"ANC 6B","6B","01JAN2002","31DEC2002","X","X",3298,1297,2001,3.0,5.0,8.0
2003,"ANC 6B","6B","01JAN2003","31DEC2003","X","X",3481,1507,1974,4.0,5.0,9.0
2004,"ANC 6B","6B","01JAN2004","31DEC2004","X","X",3358,1536,1822,4.0,5.0,9.0
2005,"ANC 6B","6B","01JAN2005","31DEC2005","X","X",3498,1713,1785,5.0,6.0,11
2006,"ANC 6B","6B","01JAN2006","31DEC2006","X","X",3596,1985,1611,5.0,6.0,11
2007,"ANC 6B","6B","01JAN2007","31DEC2007","X","X",3331,1812,1519,4.0,5.0,9.0
2008,"ANC 6B","6B","01JAN2008","31DEC2008","X","X",2947,1708,1239,4.0,4.0,8.0
2009,"ANC 6B","6B","01JAN2009","31DEC2009","X","X",3040,1712,1328,4.0,4.0,8.0
2010,"ANC 6B","6B","01JAN2010","31DEC2010","X","X",3246,1799,1447,4.0,4.0,8.0
2011,"ANC 6B","6B","01JAN2011","31DEC2011","X","X",3335,1829,1506,4.0,4.0,8.0
