timeframe,cluster2017,cluster2017_nf,start_date,end_date,Pct25andOverWoutHS,Pct25andOverWoutHS_m,aud,aud_charter,aud_dcps,charter_present,dcps_present,school_present
2008,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-08,31-Dec-08,X,X,775,581,194,1,1,2
2009,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-09,31-Dec-09,X,X,656,542,114,1,1,2
2010,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-10,31-Dec-10,X,X,662,523,139,1,1,2
2011,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-11,31-Dec-11,X,X,659,498,161,1,1,2
2012,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-12,31-Dec-12,X,X,635,477,158,1,1,2
2013,"Woodridge, Fort Lincoln, Gateway",Cluster 24,1-Jan-13,31-Dec-13,X,X,506,506,0,1,0,1
2001,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-01,31-Dec-01,X,X,4509,1445,3064,5,10,15
2002,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-02,31-Dec-02,X,X,4219,1051,3168,4,10,14
2003,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-03,31-Dec-03,X,X,4677,1777,2900,5,9,14
2004,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-04,31-Dec-04,X,X,4140,1353,2787,4,10,14
2005,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-05,31-Dec-05,X,X,4031,1384,2647,4,10,14
2006,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-06,31-Dec-06,X,X,3974,1389,2585,4,10,14
2007,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-07,31-Dec-07,X,X,4250,1366,2884,3,11,14
2008,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-08,31-Dec-08,X,X,3763,1045,2718,3,11,14
2009,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-09,31-Dec-09,X,X,3219,924,2295,3,9,12
2010,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-10,31-Dec-10,X,X,3750,1137,2613,3,10,13
2011,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-11,31-Dec-11,X,X,4306,1609,2697,5,10,15
2012,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-12,31-Dec-12,X,X,4540,1762,2778,5,10,15
2013,"Union Station, Stanton Park, Kingman Park",Cluster 25,1-Jan-13,31-Dec-13,X,X,4643,1716,2927,5,9,14
2001,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-01,31-Dec-01,X,X,4061,836,3225,1,7,8
2002,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-02,31-Dec-02,X,X,3752,838,2914,1,7,8
2003,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-03,31-Dec-03,X,X,3682,836,2846,1,8,9
2004,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-04,31-Dec-04,X,X,3650,744,2906,1,8,9
2005,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-05,31-Dec-05,X,X,3700,1125,2575,2,9,11
2006,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-06,31-Dec-06,X,X,3784,1460,2324,3,9,12
2007,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-07,31-Dec-07,X,X,3778,1417,2361,3,8,11
2008,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-08,31-Dec-08,X,X,3431,1602,1829,4,6,10
2009,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-09,31-Dec-09,X,X,3334,1597,1737,4,6,10
2010,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-10,31-Dec-10,X,X,3279,1608,1671,4,6,10
2011,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-11,31-Dec-11,X,X,3542,1673,1869,5,6,11
2012,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-12,31-Dec-12,X,X,3863,1710,2153,5,6,11
2013,"Capitol Hill, Lincoln Park",Cluster 26,1-Jan-13,31-Dec-13,X,X,4139,1661,2478,5,6,11
2001,"Near Southeast, Navy Yard",Cluster 27,1-Jan-01,31-Dec-01,X,X,665,392,273,2,1,3
2002,"Near Southeast, Navy Yard",Cluster 27,1-Jan-02,31-Dec-02,X,X,708,459,249,2,1,3
2003,"Near Southeast, Navy Yard",Cluster 27,1-Jan-03,31-Dec-03,X,X,847,671,176,3,1,4
2004,"Near Southeast, Navy Yard",Cluster 27,1-Jan-04,31-Dec-04,X,X,942,792,150,3,1,4
2005,"Near Southeast, Navy Yard",Cluster 27,1-Jan-05,31-Dec-05,X,X,664,588,76,3,1,4
2006,"Near Southeast, Navy Yard",Cluster 27,1-Jan-06,31-Dec-06,X,X,751,751,0,3,0,3
2007,"Near Southeast, Navy Yard",Cluster 27,1-Jan-07,31-Dec-07,X,X,620,620,0,2,0,2
2008,"Near Southeast, Navy Yard",Cluster 27,1-Jan-08,31-Dec-08,X,X,331,331,0,1,0,1
2009,"Near Southeast, Navy Yard",Cluster 27,1-Jan-09,31-Dec-09,X,X,441,441,0,2,0,2
2010,"Near Southeast, Navy Yard",Cluster 27,1-Jan-10,31-Dec-10,X,X,614,614,0,3,0,3
2011,"Near Southeast, Navy Yard",Cluster 27,1-Jan-11,31-Dec-11,X,X,610,610,0,2,0,2
2012,"Near Southeast, Navy Yard",Cluster 27,1-Jan-12,31-Dec-12,X,X,327,327,0,2,0,2
2013,"Near Southeast, Navy Yard",Cluster 27,1-Jan-13,31-Dec-13,X,X,465,465,0,2,0,2
2001,Historic Anacostia,Cluster 28,1-Jan-01,31-Dec-01,X,X,411,0,411,0,1,1
2002,Historic Anacostia,Cluster 28,1-Jan-02,31-Dec-02,X,X,413,0,413,0,1,1
2003,Historic Anacostia,Cluster 28,1-Jan-03,31-Dec-03,X,X,413,0,413,0,1,1
2004,Historic Anacostia,Cluster 28,1-Jan-04,31-Dec-04,X,X,406,0,406,0,1,1
2005,Historic Anacostia,Cluster 28,1-Jan-05,31-Dec-05,X,X,352,0,352,0,1,1
2006,Historic Anacostia,Cluster 28,1-Jan-06,31-Dec-06,X,X,328,0,328,0,1,1
2007,Historic Anacostia,Cluster 28,1-Jan-07,31-Dec-07,X,X,310,0,310,0,1,1
2008,Historic Anacostia,Cluster 28,1-Jan-08,31-Dec-08,X,X,282,0,282,0,1,1
2009,Historic Anacostia,Cluster 28,1-Jan-09,31-Dec-09,X,X,259,0,259,0,1,1
2010,Historic Anacostia,Cluster 28,1-Jan-10,31-Dec-10,X,X,255,0,255,0,1,1
2011,Historic Anacostia,Cluster 28,1-Jan-11,31-Dec-11,X,X,256,0,256,0,1,1
2012,Historic Anacostia,Cluster 28,1-Jan-12,31-Dec-12,X,X,260,0,260,0,1,1
2013,Historic Anacostia,Cluster 28,1-Jan-13,31-Dec-13,X,X,306,0,306,0,1,1
2001,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-01,31-Dec-01,X,X,388,0,388,0,1,1
2002,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-02,31-Dec-02,X,X,379,0,379,0,1,1
2003,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-03,31-Dec-03,X,X,380,0,380,0,1,1
2004,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-04,31-Dec-04,X,X,336,0,336,0,1,1
2005,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-05,31-Dec-05,X,X,298,0,298,0,1,1
2006,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-06,31-Dec-06,X,X,263,0,263,0,1,1
2007,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-07,31-Dec-07,X,X,249,0,249,0,1,1
2008,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-08,31-Dec-08,X,X,198,0,198,0,1,1
2009,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-09,31-Dec-09,X,X,185,0,185,0,1,1
2010,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-10,31-Dec-10,X,X,178,0,178,0,1,1
2011,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-11,31-Dec-11,X,X,178,0,178,0,1,1
2012,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-12,31-Dec-12,X,X,147,0,147,0,1,1
2013,"Eastland Gardens, Kenilworth",Cluster 29,1-Jan-13,31-Dec-13,X,X,0,0,0,0,0,0
2001,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-01,31-Dec-01,X,X,1391,700,691,1,2,3
2002,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-02,31-Dec-02,X,X,1574,932,642,1,2,3
2003,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-03,31-Dec-03,X,X,1714,1088,626,1,2,3
2004,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-04,31-Dec-04,X,X,1803,1193,610,2,2,4
2005,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-05,31-Dec-05,X,X,2289,1743,546,3,2,5
2006,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-06,31-Dec-06,X,X,2526,1996,530,3,2,5
2007,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-07,31-Dec-07,X,X,2610,2137,473,3,2,5
2008,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-08,31-Dec-08,X,X,2460,1994,466,2,2,4
2009,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-09,31-Dec-09,X,X,2410,1944,466,2,2,4
2010,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-10,31-Dec-10,X,X,2400,1944,456,2,2,4
2011,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-11,31-Dec-11,X,X,2261,1784,477,2,2,4
2012,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-12,31-Dec-12,X,X,2343,1749,594,2,2,4
2013,"Mayfair, Hillbrook, Mahaning Heights",Cluster 30,1-Jan-13,31-Dec-13,X,X,2296,1592,704,2,2,4
2001,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-01,31-Dec-01,X,X,3611,245,3366,2,8,10
2002,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-02,31-Dec-02,X,X,3548,226,3322,1,8,9
2003,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-03,31-Dec-03,X,X,3494,339,3155,1,8,9
2004,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-04,31-Dec-04,X,X,3767,367,3400,1,9,10
2005,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-05,31-Dec-05,X,X,3658,402,3256,1,9,10
2006,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-06,31-Dec-06,X,X,3668,409,3259,1,9,10
2007,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-07,31-Dec-07,X,X,3405,454,2951,1,9,10
2008,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-08,31-Dec-08,X,X,3062,473,2589,1,8,9
2009,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-09,31-Dec-09,X,X,2366,468,1898,1,7,8
2010,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-10,31-Dec-10,X,X,2205,389,1816,1,7,8
2011,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-11,31-Dec-11,X,X,3370,961,2409,2,7,9
2012,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-12,31-Dec-12,X,X,3205,927,2278,2,7,9
2013,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Cluster 31,1-Jan-13,31-Dec-13,X,X,3135,817,2318,2,6,8
2001,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-01,31-Dec-01,X,X,1559,155,1404,1,4,5
2002,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-02,31-Dec-02,X,X,1594,225,1369,1,4,5
2003,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-03,31-Dec-03,X,X,1588,298,1290,1,4,5
2004,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-04,31-Dec-04,X,X,1512,321,1191,1,4,5
2005,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-05,31-Dec-05,X,X,1399,324,1075,1,4,5
2006,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-06,31-Dec-06,X,X,1350,327,1023,1,4,5
2007,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-07,31-Dec-07,X,X,996,329,667,1,3,4
2008,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-08,31-Dec-08,X,X,1330,604,726,3,3,6
2009,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-09,31-Dec-09,X,X,1461,743,718,3,3,6
2010,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-10,31-Dec-10,X,X,1532,801,731,3,3,6
2011,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-11,31-Dec-11,X,X,1595,797,798,3,3,6
2012,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-12,31-Dec-12,X,X,1365,772,593,2,2,4
2013,"River Terrace, Benning, Greenway, Dupont Park",Cluster 32,1-Jan-13,31-Dec-13,X,X,1473,848,625,3,2,5
2001,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-01,31-Dec-01,X,X,3435,598,2837,1,7,8
2002,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-02,31-Dec-02,X,X,3168,603,2565,1,7,8
2003,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-03,31-Dec-03,X,X,3485,606,2879,1,9,10
2004,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-04,31-Dec-04,X,X,3058,694,2364,2,8,10
2005,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-05,31-Dec-05,X,X,2975,729,2246,2,8,10
2006,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-06,31-Dec-06,X,X,2145,799,1346,3,4,7
2007,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-07,31-Dec-07,X,X,2255,848,1407,3,5,8
2008,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-08,31-Dec-08,X,X,2824,1578,1246,6,6,12
2009,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-09,31-Dec-09,X,X,3414,1820,1594,7,7,14
2010,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-10,31-Dec-10,X,X,3066,1947,1119,6,7,13
2011,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-11,31-Dec-11,X,X,2493,1538,955,5,4,9
2012,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-12,31-Dec-12,X,X,2844,1803,1041,7,4,11
2013,"Capitol View, Marshall Heights, Benning Heights",Cluster 33,1-Jan-13,31-Dec-13,X,X,2997,1943,1054,7,3,10
2001,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-01,31-Dec-01,X,X,2400,0,2400,0,5,5
2002,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-02,31-Dec-02,X,X,2378,0,2378,0,5,5
2003,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-03,31-Dec-03,X,X,2345,0,2345,0,5,5
2004,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-04,31-Dec-04,X,X,2327,0,2327,0,5,5
2005,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-05,31-Dec-05,X,X,2532,194,2338,1,5,6
2006,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-06,31-Dec-06,X,X,2375,134,2241,1,5,6
2007,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-07,31-Dec-07,X,X,2556,352,2204,3,5,8
2008,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-08,31-Dec-08,X,X,2378,170,2208,1,5,6
2009,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-09,31-Dec-09,X,X,2334,166,2168,1,5,6
2010,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-10,31-Dec-10,X,X,2328,134,2194,1,5,6
2011,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-11,31-Dec-11,X,X,2293,154,2139,1,5,6
2012,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-12,31-Dec-12,X,X,2213,151,2062,1,5,6
2013,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Cluster 34,1-Jan-13,31-Dec-13,X,X,2231,0,2231,0,5,5
2001,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-01,31-Dec-01,X,X,557,0,557,0,1,1
2002,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-02,31-Dec-02,X,X,553,0,553,0,1,1
2003,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-03,31-Dec-03,X,X,520,0,520,0,1,1
2004,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-04,31-Dec-04,X,X,459,0,459,0,1,1
2005,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-05,31-Dec-05,X,X,420,0,420,0,1,1
2006,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-06,31-Dec-06,X,X,354,0,354,0,1,1
2007,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-07,31-Dec-07,X,X,285,0,285,0,1,1
2008,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-08,31-Dec-08,X,X,310,0,310,0,1,1
2009,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-09,31-Dec-09,X,X,298,0,298,0,1,1
2010,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-10,31-Dec-10,X,X,321,0,321,0,1,1
2011,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-11,31-Dec-11,X,X,302,0,302,0,1,1
2012,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-12,31-Dec-12,X,X,308,0,308,0,1,1
2013,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Cluster 35,1-Jan-13,31-Dec-13,X,X,0,0,0,0,0,0
2001,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-01,31-Dec-01,X,X,1091,0,1091,0,2,2
2002,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-02,31-Dec-02,X,X,1142,0,1142,0,2,2
2003,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-03,31-Dec-03,X,X,1068,0,1068,0,2,2
2004,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-04,31-Dec-04,X,X,962,0,962,0,2,2
2005,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-05,31-Dec-05,X,X,843,0,843,0,2,2
2006,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-06,31-Dec-06,X,X,759,0,759,0,2,2
2007,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-07,31-Dec-07,X,X,698,0,698,0,2,2
2008,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-08,31-Dec-08,X,X,620,0,620,0,2,2
2009,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-09,31-Dec-09,X,X,645,0,645,0,2,2
2010,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-10,31-Dec-10,X,X,635,0,635,0,2,2
2011,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-11,31-Dec-11,X,X,595,0,595,0,2,2
2012,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-12,31-Dec-12,X,X,636,0,636,0,2,2
2013,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",Cluster 36,1-Jan-13,31-Dec-13,X,X,851,0,851,0,2,2
2001,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-01,31-Dec-01,X,X,2416,369,2047,1,7,8
2002,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-02,31-Dec-02,X,X,2499,534,1965,1,7,8
2003,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-03,31-Dec-03,X,X,2558,597,1961,1,7,8
2004,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-04,31-Dec-04,X,X,2356,591,1765,1,7,8
2005,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-05,31-Dec-05,X,X,2495,889,1606,2,8,10
2006,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-06,31-Dec-06,X,X,2322,921,1401,2,7,9
2007,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-07,31-Dec-07,X,X,2201,977,1224,2,8,10
2008,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-08,31-Dec-08,X,X,2198,1328,870,3,4,7
2009,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-09,31-Dec-09,X,X,2648,1834,814,7,3,10
2010,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-10,31-Dec-10,X,X,2486,2119,367,7,2,9
2011,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-11,31-Dec-11,X,X,3397,2738,659,9,2,11
2012,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-12,31-Dec-12,X,X,3640,2918,722,9,2,11
2013,"Sheridan, Barry Farm, Buena Vista",Cluster 37,1-Jan-13,31-Dec-13,X,X,3657,2887,770,8,2,10
2001,"Douglas, Shipley Terrace",Cluster 38,1-Jan-01,31-Dec-01,X,X,2104,0,2104,0,4,4
2002,"Douglas, Shipley Terrace",Cluster 38,1-Jan-02,31-Dec-02,X,X,2113,0,2113,0,4,4
2003,"Douglas, Shipley Terrace",Cluster 38,1-Jan-03,31-Dec-03,X,X,2062,0,2062,0,4,4
2004,"Douglas, Shipley Terrace",Cluster 38,1-Jan-04,31-Dec-04,X,X,1824,0,1824,0,4,4
2005,"Douglas, Shipley Terrace",Cluster 38,1-Jan-05,31-Dec-05,X,X,1671,0,1671,0,4,4
2006,"Douglas, Shipley Terrace",Cluster 38,1-Jan-06,31-Dec-06,X,X,1433,0,1433,0,4,4
2007,"Douglas, Shipley Terrace",Cluster 38,1-Jan-07,31-Dec-07,X,X,1056,0,1056,0,4,4
2008,"Douglas, Shipley Terrace",Cluster 38,1-Jan-08,31-Dec-08,X,X,856,0,856,0,3,3
2009,"Douglas, Shipley Terrace",Cluster 38,1-Jan-09,31-Dec-09,X,X,754,0,754,0,3,3
2010,"Douglas, Shipley Terrace",Cluster 38,1-Jan-10,31-Dec-10,X,X,492,0,492,0,3,3
2011,"Douglas, Shipley Terrace",Cluster 38,1-Jan-11,31-Dec-11,X,X,978,160,818,2,3,5
2012,"Douglas, Shipley Terrace",Cluster 38,1-Jan-12,31-Dec-12,X,X,975,172,803,2,3,5
2013,"Douglas, Shipley Terrace",Cluster 38,1-Jan-13,31-Dec-13,X,X,1304,405,899,3,3,6
2001,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-01,31-Dec-01,X,X,6711,705,6006,2,12,14
2002,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-02,31-Dec-02,X,X,6699,762,5937,2,12,14
2003,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-03,31-Dec-03,X,X,6330,850,5480,2,13,15
2004,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-04,31-Dec-04,X,X,5893,874,5019,2,13,15
2005,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-05,31-Dec-05,X,X,5770,779,4991,3,13,16
2006,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-06,31-Dec-06,X,X,5633,648,4985,4,12,16
2007,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-07,31-Dec-07,X,X,5904,974,4930,5,11,16
2008,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-08,31-Dec-08,X,X,5687,1123,4564,6,11,17
2009,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-09,31-Dec-09,X,X,5845,1513,4332,8,10,18
2010,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-10,31-Dec-10,X,X,6388,2038,4350,8,9,17
2011,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-11,31-Dec-11,X,X,6299,2375,3924,8,9,17
2012,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-12,31-Dec-12,X,X,6877,3298,3579,9,9,18
2013,"Congress Heights, Bellevue, Washington Highlands",Cluster 39,1-Jan-13,31-Dec-13,X,X,7052,3652,3400,11,7,18
2001,Walter Reed,Cluster 40,1-Jan-01,31-Dec-01,X,X,0,0,0,0,0,0
2002,Walter Reed,Cluster 40,1-Jan-02,31-Dec-02,X,X,0,0,0,0,0,0
2003,Walter Reed,Cluster 40,1-Jan-03,31-Dec-03,X,X,0,0,0,0,0,0
2004,Walter Reed,Cluster 40,1-Jan-04,31-Dec-04,X,X,0,0,0,0,0,0
2005,Walter Reed,Cluster 40,1-Jan-05,31-Dec-05,X,X,0,0,0,0,0,0
2006,Walter Reed,Cluster 40,1-Jan-06,31-Dec-06,X,X,0,0,0,0,0,0
2007,Walter Reed,Cluster 40,1-Jan-07,31-Dec-07,X,X,0,0,0,0,0,0
2008,Walter Reed,Cluster 40,1-Jan-08,31-Dec-08,X,X,0,0,0,0,0,0
2009,Walter Reed,Cluster 40,1-Jan-09,31-Dec-09,X,X,0,0,0,0,0,0
2010,Walter Reed,Cluster 40,1-Jan-10,31-Dec-10,X,X,0,0,0,0,0,0
2011,Walter Reed,Cluster 40,1-Jan-11,31-Dec-11,X,X,0,0,0,0,0,0
2012,Walter Reed,Cluster 40,1-Jan-12,31-Dec-12,X,X,0,0,0,0,0,0
